
[00:00:00.000 --> 00:00:06.000]  上次和大家開始講到禮儀的問題
[00:00:06.000 --> 00:00:08.000]  這個ritual方面
[00:00:08.000 --> 00:00:14.000]  也講到禮儀其實是人再次做一些所謂的sacred drama
[00:00:14.000 --> 00:00:15.000]  我用這個詞
[00:00:15.000 --> 00:00:17.000]  神聖的話劇
[00:00:17.000 --> 00:00:19.000]  而在這個禮儀過程裏面
[00:00:19.000 --> 00:00:22.000]  最重要的重點並不是哪裏發生
[00:00:22.000 --> 00:00:24.000]  或者甚麼時間發生
[00:00:24.000 --> 00:00:26.000]  而在這個發生的過程裏面
[00:00:26.000 --> 00:00:27.000]  其中有一刻
[00:00:27.000 --> 00:00:29.000]  那一刻裏面是禮儀的高峰
[00:00:29.000 --> 00:00:33.000]  是一個人的行動進入了一個永恆的境界
[00:00:33.000 --> 00:00:35.000]  而在這個永恆的境界裏
[00:00:35.000 --> 00:00:38.000]  他出來後就覺得是一個更新的經歷
[00:00:38.000 --> 00:00:40.000]  再次肯定他的信仰
[00:00:40.000 --> 00:00:45.000]  再次肯定他和宇宙間的革命有相交的經歷
[00:00:45.000 --> 00:00:49.000]  我們看任何的ritual或禮儀的時候
[00:00:49.000 --> 00:00:54.000]  我們可以分三個步驟來看
[00:00:54.000 --> 00:00:56.000]  第一個步驟就是
[00:00:56.000 --> 00:00:59.000]  當一個人未進入禮儀的時候
[00:00:59.000 --> 00:01:01.000]  即是外圍的層面
[00:01:01.000 --> 00:01:02.000]  而在這個外圍層面裏
[00:01:02.000 --> 00:01:05.000]  很多時候是一些普通的生活
[00:01:05.000 --> 00:01:06.000]  換句話說
[00:01:06.000 --> 00:01:08.000]  如果我們用一個熟悉的例子
[00:01:08.000 --> 00:01:11.000]  你未曾入教堂或坐在教堂裏和人聊天
[00:01:11.000 --> 00:01:13.000]  主聖話未開始崇拜的時刻
[00:01:13.000 --> 00:01:15.000]  即是一些很平常的
[00:01:15.000 --> 00:01:18.000]  平常的時間空間活動
[00:01:18.000 --> 00:01:20.000]  沒有甚麼特別的東西
[00:01:20.000 --> 00:01:22.000]  甚至一個人拜神還神之先
[00:01:22.000 --> 00:01:24.000]  未曾上香的時候那段期間
[00:01:24.000 --> 00:01:26.000]  甚麼事情都是很普通的
[00:01:26.000 --> 00:01:28.000]  然後進入禮儀的時候就很不同了
[00:01:28.000 --> 00:01:30.000]  進入禮儀的時候
[00:01:30.000 --> 00:01:34.000]  那個人已經覺得他不是在平常的時間空間
[00:01:34.000 --> 00:01:36.000]  座位和心境那裏
[00:01:36.000 --> 00:01:37.000]  當他還神的時候
[00:01:37.000 --> 00:01:38.000]  上香的時候
[00:01:38.000 --> 00:01:40.000]  他已經覺得他和這個
[00:01:40.000 --> 00:01:43.000]  或者是另外一個世界
[00:01:43.000 --> 00:01:45.000]  是進入另一個世界
[00:01:45.000 --> 00:01:47.000]  而另一個世界和這個現實世界
[00:01:47.000 --> 00:01:49.000]  是有相接的地方
[00:01:49.000 --> 00:01:50.000]  起碼他上香的時候
[00:01:50.000 --> 00:01:52.000]  起碼他覺得
[00:01:52.000 --> 00:01:54.000]  有些東西在接受他那份情意
[00:01:54.000 --> 00:01:56.000]  他求籤的時候
[00:01:56.000 --> 00:01:58.000]  當他誠心地去求
[00:01:58.000 --> 00:02:00.000]  不知甚麼都好
[00:02:00.000 --> 00:02:01.000]  那裏那個東西
[00:02:01.000 --> 00:02:04.000]  他覺得已經是有些力量隔在那裏
[00:02:04.000 --> 00:02:06.000]  於是他那支籤出來的時候
[00:02:06.000 --> 00:02:08.000]  他會相信是出著神明的給他
[00:02:08.000 --> 00:02:09.000]  那一刻
[00:02:09.000 --> 00:02:11.000]  或者他預備上課的時候
[00:02:11.000 --> 00:02:13.000]  或者是上身的時候
[00:02:13.000 --> 00:02:16.000]  一進入那一刻的時候
[00:02:16.000 --> 00:02:18.000]  他會覺得不同了
[00:02:18.000 --> 00:02:19.000]  他已經不再是他了
[00:02:19.000 --> 00:02:21.000]  有其他勢力在他生命裏面
[00:02:21.000 --> 00:02:22.000]  在影響他了
[00:02:22.000 --> 00:02:24.000]  雖然外界的環境是一樣
[00:02:24.000 --> 00:02:25.000]  甚至可能沒有變
[00:02:25.000 --> 00:02:28.000]  但裏面的心境是進入一個永恆的
[00:02:28.000 --> 00:02:31.000]  而這個永恆就是和那個
[00:02:31.000 --> 00:02:33.000]  或者我用一個詞
[00:02:33.000 --> 00:02:36.000]  就是宇宙世界或者是非現實世界
[00:02:36.000 --> 00:02:38.000]  是有相交的經歷在那裏的
[00:02:38.000 --> 00:02:40.000]  任何的禮儀都有這個作用
[00:02:40.000 --> 00:02:43.000]  或者宗教禮儀都有這個作用的
[00:02:43.000 --> 00:02:45.000]  如果我們有一個很簡單的基督教的例子
[00:02:45.000 --> 00:02:48.000]  就是當我們崇拜到某一些高峰的時候
[00:02:48.000 --> 00:02:49.000]  聖餐的那一刻
[00:02:49.000 --> 00:02:52.000]  那一刻你都不覺得你周圍是
[00:02:52.000 --> 00:02:53.000]  已經很特別的心境了
[00:02:53.000 --> 00:02:55.000]  不是覺得是平時那樣
[00:02:55.000 --> 00:02:57.000]  而是有些特別的事情在進行中
[00:02:57.000 --> 00:02:58.000]  而你那一刻
[00:02:58.000 --> 00:03:01.000]  可能心已經不再是周圍旁邊的那樣
[00:03:01.000 --> 00:03:02.000]  或者是那樣
[00:03:02.000 --> 00:03:05.000]  而你是被進入到一個永恆的境況
[00:03:05.000 --> 00:03:06.000]  或者與此同在
[00:03:06.000 --> 00:03:08.000]  或者是甚麼的經歷都好
[00:03:08.000 --> 00:03:09.000]  在那一刻裏面
[00:03:09.000 --> 00:03:10.000]  是很不同的
[00:03:10.000 --> 00:03:12.000]  而周圍環境可能沒有變的
[00:03:12.000 --> 00:03:15.000]  起碼那個餅和杯都是一個餅和杯
[00:03:15.000 --> 00:03:17.000]  但是你的心境裏面是變的
[00:03:17.000 --> 00:03:19.000]  就是一個永恆的那一刻
[00:03:19.000 --> 00:03:21.000]  而往往就是藉著這個永恆的那一刻
[00:03:21.000 --> 00:03:23.000]  帶來那個人就出來了
[00:03:23.000 --> 00:03:24.000]  完了
[00:03:24.000 --> 00:03:25.000]  求完籤
[00:03:25.000 --> 00:03:26.000]  還完神
[00:03:26.000 --> 00:03:27.000]  燒完香
[00:03:27.000 --> 00:03:28.000]  問完米
[00:03:28.000 --> 00:03:30.000]  或者是拜完祖先
[00:03:30.000 --> 00:03:31.000]  很多這些
[00:03:31.000 --> 00:03:32.000]  燒完衣紙
[00:03:32.000 --> 00:03:33.000]  打完齋
[00:03:33.000 --> 00:03:34.000]  或者是
[00:03:34.000 --> 00:03:36.000]  不要用這個來形容
[00:03:36.000 --> 00:03:38.000]  差點說失崇拜完
[00:03:38.000 --> 00:03:40.000]  不過兩者不能夠平衡比較的
[00:03:40.000 --> 00:03:42.000]  但是都有一點點相似的意味
[00:03:42.000 --> 00:03:43.000]  當他出來的時候
[00:03:43.000 --> 00:03:44.000]  在他心境裏面
[00:03:44.000 --> 00:03:46.000]  最影響他那裏
[00:03:46.000 --> 00:03:48.000]  就是剛才那一刻裏面
[00:03:48.000 --> 00:03:50.000]  在他心靈裏面發生的事
[00:03:50.000 --> 00:03:52.000]  因為那一刻他進入一個特別的
[00:03:52.000 --> 00:03:54.000]  心境的狀況
[00:03:54.000 --> 00:03:56.000]  或者他拿著籤的時候
[00:03:56.000 --> 00:03:57.000]  他覺得這支籤是很重要的
[00:03:57.000 --> 00:03:58.000]  剛才求回來的
[00:03:58.000 --> 00:03:59.000]  那我去解籤的時候
[00:03:59.000 --> 00:04:00.000]  心情不同了
[00:04:00.000 --> 00:04:01.000]  因為剛才那一刻
[00:04:01.000 --> 00:04:02.000]  我燒完香之後
[00:04:02.000 --> 00:04:03.000]  我去黃大仙求完之後
[00:04:03.000 --> 00:04:04.000]  拿到回來的
[00:04:04.000 --> 00:04:06.000]  或者我超渡完之後
[00:04:06.000 --> 00:04:07.000]  我在那裏我覺得
[00:04:07.000 --> 00:04:10.000]  已經是有些陰間的東西
[00:04:10.000 --> 00:04:12.000]  在牛頭馬面拿了我的衣紙
[00:04:12.000 --> 00:04:14.000]  那我那個先人就會很平安的去到
[00:04:14.000 --> 00:04:15.000]  心情不同了
[00:04:15.000 --> 00:04:17.000]  帶著在這裏所經歷
[00:04:17.000 --> 00:04:19.000]  給他的心境出來
[00:04:19.000 --> 00:04:20.000]  而這個出來的時候
[00:04:20.000 --> 00:04:22.000]  往往是一個更新的過程
[00:04:22.000 --> 00:04:24.000]  更新的過程就是
[00:04:24.000 --> 00:04:28.000]  他和這個非現實世界
[00:04:28.000 --> 00:04:30.000]  有過一個經歷
[00:04:30.000 --> 00:04:32.000]  而這個經歷再次肯定他和
