
[00:00:00.000 --> 00:00:05.760]  頂姐妹大家好 我是賴岳翰牧師
[00:00:05.760 --> 00:00:10.000]  相信大家也看過電視劇或舞台劇
[00:00:10.000 --> 00:00:13.120]  當你看的時候會注意什麼呢?
[00:00:13.120 --> 00:00:17.200]  我相信你會注意演員的演技
[00:00:17.200 --> 00:00:22.080]  不單是主角和一些很出色的配角
[00:00:22.080 --> 00:00:26.640]  你當然會注意整個故事的情節
[00:00:26.640 --> 00:00:32.400]  很多時候有些故事會引人入勝 高潮迭起
[00:00:32.400 --> 00:00:40.560]  大家有沒有注意舞台劇或電視劇的燈光佈置
[00:00:40.560 --> 00:00:41.920]  特別是果效
[00:00:41.920 --> 00:00:46.320]  甚至有沒有看故事的剪接
[00:00:46.320 --> 00:00:48.560]  背後是怎樣剪接的呢?
[00:00:48.560 --> 00:00:51.600]  我想普通人比較少看這件事
[00:00:51.600 --> 00:01:00.560]  更少的就是我們會注意電視劇或舞台劇背後的導演
[00:01:00.560 --> 00:01:06.160]  其實導演是靈魂人物
[00:01:06.160 --> 00:01:10.800]  如果沒有導演在背後鋪排處理
[00:01:10.800 --> 00:01:14.000]  每一個演員如何配合
[00:01:14.000 --> 00:01:16.880]  然後演出 什麼時候出場
[00:01:16.880 --> 00:01:19.200]  整個製作情況
[00:01:19.200 --> 00:01:21.440]  如果沒有導演在背後
[00:01:21.440 --> 00:01:23.040]  是沒有辦法完成
[00:01:23.040 --> 00:01:28.160]  大家同不同意基督徒的人生像一台戲
[00:01:28.160 --> 00:01:30.480]  保羅其實也是這樣說
[00:01:30.480 --> 00:01:33.920]  讓天使和世人觀看
[00:01:33.920 --> 00:01:38.320]  如果我們的人生像一台戲
[00:01:38.320 --> 00:01:40.320]  背後的導演是誰呢?
[00:01:40.320 --> 00:01:43.840]  當然是我們的神
[00:01:43.840 --> 00:01:47.840]  祂不單是我們的故事導演
[00:01:47.840 --> 00:01:50.400]  祂也是整個歷史的導演
[00:01:50.400 --> 00:01:53.760]  我們今天來看看
[00:01:53.760 --> 00:01:55.760]  從摩西的事跡
[00:01:55.760 --> 00:01:57.760]  特別是他出生的時候
[00:01:57.760 --> 00:02:01.520]  來看看天上的大導演
[00:02:01.520 --> 00:02:03.520]  如何掌管一切
[00:02:03.520 --> 00:02:07.680]  摩西是以色列人的英雄
[00:02:07.680 --> 00:02:09.680]  也是他們的民族領袖
[00:02:09.680 --> 00:02:12.880]  也是偉大的神學家
[00:02:12.880 --> 00:02:14.320]  頒佈律例
[00:02:14.320 --> 00:02:16.320]  典章的那一位
[00:02:16.320 --> 00:02:18.320]  他也成為我們日後
[00:02:18.320 --> 00:02:20.320]  很多人的屬靈典範
[00:02:20.320 --> 00:02:24.320]  在摩西出生之前
[00:02:24.320 --> 00:02:26.320]  大概三百多年
[00:02:26.320 --> 00:02:28.320]  四百年左右
[00:02:28.320 --> 00:02:30.320]  以色列人只有七十人進入埃及
[00:02:30.320 --> 00:02:32.320]  他們進入埃及之後
[00:02:32.320 --> 00:02:34.320]  生養眾多
[00:02:34.320 --> 00:02:36.320]  極其強盛
[00:02:36.320 --> 00:02:38.320]  滿了那地
[00:02:38.320 --> 00:02:44.320]  後來不認識約瑟的法老出現
[00:02:44.320 --> 00:02:46.320]  因為感受到威脅
[00:02:46.320 --> 00:02:48.320]  用很多巧計
[00:02:48.320 --> 00:02:50.320]  禁止以色列人繁殖
[00:02:50.320 --> 00:02:54.320]  甚至下令嚴刑地
[00:02:54.320 --> 00:02:56.320]  使以色列人做工
[00:02:56.320 --> 00:03:00.320]  又暗暗地將收生婆
[00:03:00.320 --> 00:03:02.320]  收買
[00:03:02.320 --> 00:03:04.320]  叫他們將所有以色列的男嬰
[00:03:04.320 --> 00:03:06.320]  殺掉
[00:03:06.320 --> 00:03:08.320]  大家如果看出埃及的第一章
[00:03:08.320 --> 00:03:10.320]  第一章裡
[00:03:10.320 --> 00:03:12.320]  虎這個字出現了很多次
[00:03:12.320 --> 00:03:14.320]  虎這個字在第十一節
[00:03:14.320 --> 00:03:16.320]  第十二節和第十四節
[00:03:16.320 --> 00:03:18.320]  在第一章都出現
[00:03:18.320 --> 00:03:20.320]  還出現了四次
[00:03:20.320 --> 00:03:22.320]  最後十四節說
[00:03:22.320 --> 00:03:24.320]  他們的虎
[00:03:24.320 --> 00:03:26.320]  獲本為命虎
[00:03:26.320 --> 00:03:28.320]  當然我們信道
[00:03:28.320 --> 00:03:30.320]  不相信命運
[00:03:30.320 --> 00:03:32.320]  我們知道一切命運
[00:03:32.320 --> 00:03:34.320]  都是在神的手裡
[00:03:34.320 --> 00:03:36.320]  但是從第一章裡
[00:03:36.320 --> 00:03:38.320]  看他們真的經歷了很多的苦困
[00:03:38.320 --> 00:03:42.320]  從第一章裡看他們真的經歷了很多的苦困
[00:03:42.320 --> 00:03:46.320]  第一章第十一到第十四節
[00:03:46.320 --> 00:03:48.320]  他們嚴刑地
[00:03:48.320 --> 00:03:50.320]  來苦害
[00:03:50.320 --> 00:03:52.320]  這一群以色列人
[00:03:52.320 --> 00:03:54.320]  甚至
[00:03:54.320 --> 00:03:56.320]  他們命令
[00:03:56.320 --> 00:03:58.320]  埃及王命令
[00:03:58.320 --> 00:04:00.320]  以色列人的男嬰
[00:04:00.320 --> 00:04:02.320]  如果一見到就要丟在河裡
[00:04:02.320 --> 00:04:04.320]  其實這個計謀
[00:04:04.320 --> 00:04:06.320]  這個命令
[00:04:06.320 --> 00:04:08.320]  將以色列人的處境
[00:04:08.320 --> 00:04:10.320]  帶到絕境的地步
[00:04:10.320 --> 00:04:12.320]  但是在絕境裡
[00:04:12.320 --> 00:04:14.320]  我們看到
[00:04:14.320 --> 00:04:16.320]  整個歷史的高峰
[00:04:16.320 --> 00:04:18.320]  也成為了轉機
[00:04:18.320 --> 00:04:20.320]  也成為了
[00:04:20.320 --> 00:04:22.320]  摩西出生的舞台
[00:04:22.320 --> 00:04:24.320]  也成為了摩西出生的舞台
[00:04:24.320 --> 00:04:26.320]  如果要拍攝
[00:04:26.320 --> 00:04:28.320]  以色列民
[00:04:28.320 --> 00:04:30.320]  在出埃及記第一章的情況
[00:04:30.320 --> 00:04:32.320]  你會怎樣去
[00:04:32.320 --> 00:04:34.320]  佈置燈光
[00:04:34.320 --> 00:04:36.320]  你會怎樣去選擇
[00:04:36.320 --> 00:04:38.320]  整個的場面
[00:04:38.320 --> 00:04:40.320]  如果是我
[00:04:40.320 --> 00:04:42.320]  當然我的經驗
[00:04:42.320 --> 00:04:44.320]  不是很有限
[00:04:44.320 --> 00:04:46.320]  但我只是從一個很業餘的角度來看
[00:04:46.320 --> 00:04:48.320]  如果是我
[00:04:48.320 --> 00:04:50.320]  我會將一開始的時候
[00:04:50.320 --> 00:04:52.320]  全部都放暗
[00:04:52.320 --> 00:04:54.320]  然後
[00:04:54.320 --> 00:04:56.320]  整個聚焦
[00:04:56.320 --> 00:04:58.320]  整個聚焦
[00:04:58.320 --> 00:05:00.320]  然後整個聚焦點
[00:05:00.320 --> 00:05:02.320]  然後整個聚焦點
[00:05:02.320 --> 00:05:04.320]  慢慢地
[00:05:04.320 --> 00:05:06.320]  在家庭裡
[00:05:06.320 --> 00:05:08.320]  在家庭裡
[00:05:08.320 --> 00:05:10.320]  每個人都很受煩
[00:05:10.320 --> 00:05:12.320]  每個人都很受煩
[00:05:12.320 --> 00:05:14.320]  然後很可能
[00:05:14.320 --> 00:05:16.320]  外面大雨雷電交加
[00:05:16.320 --> 00:05:18.320]  外面大雨雷電交加
[00:05:18.320 --> 00:05:20.320]  然後整個的情景
[00:05:20.320 --> 00:05:22.320]  是非常令人
[00:05:22.320 --> 00:05:24.320]  是非常令人
[00:05:24.320 --> 00:05:26.320]  暗淡
[00:05:26.320 --> 00:05:28.320]  整個的情況
[00:05:28.320 --> 00:05:30.320]  整個的聚焦點
[00:05:30.320 --> 00:05:32.320]  就在一個以色列人的家庭裡
[00:05:32.320 --> 00:05:34.320]  這個家庭
[00:05:34.320 --> 00:05:36.320]  就是一個利美人的家庭
[00:05:36.320 --> 00:05:38.320]  就是一個利美人的家庭
[00:05:38.320 --> 00:05:40.320]  有一個利美人
[00:05:40.320 --> 00:05:42.320]  聖經說他娶了
[00:05:42.320 --> 00:05:44.320]  一個利美人的女子為妻
[00:05:44.320 --> 00:05:46.320]  一個利美人的女子為妻
[00:05:46.320 --> 00:05:48.320]  那個女人懷孕
[00:05:48.320 --> 00:05:50.320]  就生了一個兒子
[00:05:50.320 --> 00:05:52.320]  見他盡美就藏了他三個月
[00:05:52.320 --> 00:05:54.320]  後來不能再藏
[00:05:54.320 --> 00:05:56.320]  娶了一個蒲草箱
[00:05:56.320 --> 00:05:58.320]  抹上石漆和石油
[00:05:58.320 --> 00:06:00.320]  將孩子放在裡頭
[00:06:00.320 --> 00:06:02.320]  把箱子擱在河邊的路的中
[00:06:02.320 --> 00:06:04.320]  把箱子擱在河邊的路的中
[00:06:04.320 --> 00:06:06.320]  把箱子擱在河邊的路的中
[00:06:06.320 --> 00:06:08.320]  我看這段經文
[00:06:08.320 --> 00:06:10.320]  其實是面對
[00:06:10.320 --> 00:06:12.320]  很惡劣的環境
[00:06:12.320 --> 00:06:14.320]  但是在惡劣的環境裡
[00:06:14.320 --> 00:06:16.320]  你會慢慢去看到
[00:06:16.320 --> 00:06:18.320]  神祂的主權
[00:06:18.320 --> 00:06:20.320]  的帶領是怎麼樣
[00:06:22.320 --> 00:06:24.320]  這裡說到一個利美人的女子
[00:06:24.320 --> 00:06:26.320]  這個女子
[00:06:26.320 --> 00:06:28.320]  也是非白來人的婦人
[00:06:28.320 --> 00:06:30.320]  也是孩子的母親
[00:06:30.320 --> 00:06:32.320]  而這個女子的名字
