
[00:00:00.000 --> 00:00:02.000]  什麼是智慧?
[00:00:02.000 --> 00:00:06.000]  我們時時都會讚人聰明
[00:00:06.000 --> 00:00:08.000]  或者覺得自己很smart
[00:00:08.000 --> 00:00:10.000]  會不會呀? 你想一想
[00:00:10.000 --> 00:00:16.000]  但是你好少會用到智慧這兩個字
[00:00:16.000 --> 00:00:19.000]  智慧好像很高深莫測
[00:00:19.000 --> 00:00:21.000]  或者說要是老人家
[00:00:21.000 --> 00:00:25.000]  這個老人家跟他聊天很有智慧
[00:00:25.000 --> 00:00:28.000]  主要學你做老師
[00:00:28.000 --> 00:00:30.000]  你教那些小學生
[00:00:30.000 --> 00:00:32.000]  你會不會說這個學生真的很有智慧?
[00:00:32.000 --> 00:00:33.000]  你不會
[00:00:33.000 --> 00:00:34.000]  你說他很smart
[00:00:34.000 --> 00:00:36.000]  你說他很聰明
[00:00:36.000 --> 00:00:38.000]  所以智慧是什麼呢?
[00:00:38.000 --> 00:00:40.000]  聖經裡面說智慧
[00:00:40.000 --> 00:00:44.000]  最出名的例子當然就是所羅門
[00:00:44.000 --> 00:00:48.000]  所羅門求智慧
[00:00:48.000 --> 00:00:50.000]  是在他
[00:00:50.000 --> 00:00:53.000]  接續他父親大衛
[00:00:53.000 --> 00:00:56.000]  作王的時候
[00:00:56.000 --> 00:00:58.000]  這裡聖經記載
[00:00:58.000 --> 00:01:00.000]  上帝在夢中
[00:01:00.000 --> 00:01:02.000]  問所羅門
[00:01:02.000 --> 00:01:06.000]  你要我賜你什麼
[00:01:06.000 --> 00:01:08.000]  你可以求
[00:01:08.000 --> 00:01:10.000]  我們以為這些是
[00:01:10.000 --> 00:01:13.000]  講故事的時候才會有一個神仙出現
[00:01:13.000 --> 00:01:15.000]  給你三個願望
[00:01:15.000 --> 00:01:17.000]  那些願望
[00:01:17.000 --> 00:01:19.000]  給你三個願望
[00:01:19.000 --> 00:01:22.000]  那些故事其實都很有意思的
[00:01:22.000 --> 00:01:25.000]  因為那些故事通常講那些人不懂
[00:01:25.000 --> 00:01:27.000]  要什麼願望
[00:01:27.000 --> 00:01:29.000]  浪費了
[00:01:29.000 --> 00:01:32.000]  當然是故事第一個願望給了他
[00:01:32.000 --> 00:01:34.000]  他後悔要第二個
[00:01:34.000 --> 00:01:36.000]  又後悔要第三個
[00:01:36.000 --> 00:01:38.000]  那是浪費了一個機會
[00:01:38.000 --> 00:01:40.000]  但是這裡記載
[00:01:40.000 --> 00:01:42.000]  所羅門
[00:01:42.000 --> 00:01:44.000]  祈求智慧
[00:01:44.000 --> 00:01:47.000]  列王記上
[00:01:47.000 --> 00:01:50.000]  由第一章開始
[00:01:50.000 --> 00:01:53.000]  一路去到十一章
[00:01:53.000 --> 00:01:55.000]  其實用很長的篇幅
[00:01:55.000 --> 00:01:58.000]  去記載所羅門
[00:01:58.000 --> 00:02:02.000]  一生的智慧
[00:02:02.000 --> 00:02:04.000]  十一章的聖經
[00:02:04.000 --> 00:02:06.000]  不過我們不熟
[00:02:06.000 --> 00:02:07.000]  希望以後有機會
[00:02:07.000 --> 00:02:09.000]  和大家一起讀列王記
[00:02:09.000 --> 00:02:13.000]  這些很現實的人
[00:02:13.000 --> 00:02:15.000]  他們的生命
[00:02:15.000 --> 00:02:17.000]  所羅門
[00:02:17.000 --> 00:02:19.000]  其實本來沒有機會做王
[00:02:19.000 --> 00:02:21.000]  他不是太子
[00:02:21.000 --> 00:02:23.000]  你記不記得
[00:02:23.000 --> 00:02:25.000]  大衛有十九個兒子
[00:02:25.000 --> 00:02:28.000]  長子是暗亂
[00:02:28.000 --> 00:02:29.000]  衰了
[00:02:29.000 --> 00:02:30.000]  不說什麼事了
[00:02:30.000 --> 00:02:32.000]  自己回去看聖經
[00:02:32.000 --> 00:02:34.000]  跟著
[00:02:34.000 --> 00:02:37.000]  大衛最疼愛的是亞沙隆
[00:02:37.000 --> 00:02:39.000]  聰明
[00:02:39.000 --> 00:02:41.000]  聰明
[00:02:41.000 --> 00:02:43.000]  這個兒子真聰明
[00:02:43.000 --> 00:02:45.000]  所以他報復
[00:02:45.000 --> 00:02:47.000]  他造反
[00:02:47.000 --> 00:02:49.000]  他收買人心
[00:02:49.000 --> 00:02:51.000]  他做所有的事情
[00:02:51.000 --> 00:02:53.000]  都證明他有雄心
[00:02:53.000 --> 00:02:55.000]  有野心
[00:02:55.000 --> 00:02:57.000]  而且做得成功
[00:02:57.000 --> 00:02:59.000]  大衛最聰明
[00:02:59.000 --> 00:03:01.000]  最有智慧的
[00:03:01.000 --> 00:03:03.000]  那個謀士
[00:03:03.000 --> 00:03:05.000]  都幫亞沙隆
[00:03:05.000 --> 00:03:07.000]  這個青年人
[00:03:07.000 --> 00:03:09.000]  有前途
[00:03:09.000 --> 00:03:11.000]  死了
[00:03:11.000 --> 00:03:13.000]  都未輪到所羅門
[00:03:13.000 --> 00:03:15.000]  還有亞多尼亞
[00:03:15.000 --> 00:03:17.000]  在大衛年老
[00:03:17.000 --> 00:03:19.000]  在床上
[00:03:19.000 --> 00:03:21.000]  幾乎要死的時候
[00:03:21.000 --> 00:03:23.000]  亞多尼亞
[00:03:23.000 --> 00:03:25.000]  就拉攏幾個
[00:03:25.000 --> 00:03:27.000]  老臣子
[00:03:27.000 --> 00:03:29.000]  就擁立他
[00:03:29.000 --> 00:03:31.000]  作王
[00:03:31.000 --> 00:03:33.000]  在這樣的驚濤駭浪當中
[00:03:33.000 --> 00:03:35.000]  所羅門
[00:03:35.000 --> 00:03:37.000]  能夠繼承
[00:03:37.000 --> 00:03:39.000]  父親的王位
[00:03:39.000 --> 00:03:41.000]  一點都不容易
[00:03:41.000 --> 00:03:43.000]  所以如果你讀烈王紀尚
[00:03:43.000 --> 00:03:45.000]  你要從這個背景讀起
[00:03:45.000 --> 00:03:47.000]  你才明白
[00:03:47.000 --> 00:03:49.000]  因為烈王紀尚第一章
[00:03:49.000 --> 00:03:51.000]  其實你讀完靈修
[00:03:51.000 --> 00:03:53.000]  尤其是你很虔誠的早上起床
[00:03:53.000 --> 00:03:55.000]  打開聖經就讀靈修
[00:03:55.000 --> 00:03:57.000]  讀烈王紀尚第一章
[00:03:57.000 --> 00:03:59.000]  你很奇怪的
[00:03:59.000 --> 00:04:01.000]  第一章講的是一些
[00:04:01.000 --> 00:04:03.000]  權力鬥爭
[00:04:03.000 --> 00:04:05.000]  醜惡的
[00:04:05.000 --> 00:04:07.000]  依如我詐
[00:04:07.000 --> 00:04:09.000]  簡單講
[00:04:09.000 --> 00:04:11.000]  大衛臨終交託
[00:04:11.000 --> 00:04:13.000]  所羅門三件事
[00:04:13.000 --> 00:04:15.000]  其實就是
[00:04:15.000 --> 00:04:17.000]  交三個人給他
[00:04:17.000 --> 00:04:19.000]  告訴他
[00:04:19.000 --> 00:04:21.000]  兒子,這三個人是心腹大患
[00:04:21.000 --> 00:04:23.000]  那為什麼
[00:04:23.000 --> 00:04:25.000]  父王你不除掉他們呢?
[00:04:25.000 --> 00:04:27.000]  你這麼有權威
[00:04:27.000 --> 00:04:29.000]  這三個人
[00:04:29.000 --> 00:04:31.000]  是容易
[00:04:31.000 --> 00:04:33.000]  除掉的
[00:04:33.000 --> 00:04:35.000]  你有沒有遇過這樣的人?
[00:04:35.000 --> 00:04:37.000]  有時不只是朝廷裡面有
[00:04:37.000 --> 00:04:39.000]  教會也有
[00:04:39.000 --> 00:04:41.000]  怎樣能夠動得了他
[00:04:41.000 --> 00:04:43.000]  是不可以的
[00:04:43.000 --> 00:04:45.000]  所以大衛就說
[00:04:45.000 --> 00:04:47.000]  兒子,你有智慧
[00:04:47.000 --> 00:04:49.000]  你懂得怎樣做
[00:04:49.000 --> 00:04:51.000]  給了三個人命給他
[00:04:51.000 --> 00:04:53.000]  你回去自己看,很好看的
[00:04:53.000 --> 00:04:55.000]  聖經一點都不沉悶
[00:04:55.000 --> 00:04:57.000]  比九王奪嫡雍正王朝還要好看
[00:04:57.000 --> 00:04:59.000]  所羅門要管理
[00:04:59.000 --> 00:05:01.000]  以色列十二個支派
[00:05:01.000 --> 00:05:03.000]  一點都不簡單
[00:05:03.000 --> 00:05:05.000]  所以
[00:05:05.000 --> 00:05:07.000]  這樣的
[00:05:07.000 --> 00:05:09.000]  開場白就告訴我們
[00:05:09.000 --> 00:05:11.000]  其實所羅門很艱難的
[00:05:11.000 --> 00:05:13.000]  他要坐得穩他的位置
[00:05:13.000 --> 00:05:15.000]  有很多的問題在
[00:05:15.000 --> 00:05:17.000]  這裏
[00:05:17.000 --> 00:05:19.000]  所羅門
[00:05:19.000 --> 00:05:21.000]  祈求智慧
[00:05:21.000 --> 00:05:23.000]  什麼是智慧
[00:05:23.000 --> 00:05:25.000]  緊接著第三章
[00:05:25.000 --> 00:05:27.000]  我們所讀的這段經文
[00:05:27.000 --> 00:05:29.000]  之後
[00:05:29.000 --> 00:05:31.000]  就是你最熟悉的那個故事
[00:05:31.000 --> 00:05:33.000]  有兩個女人
[00:05:33.000 --> 00:05:35.000]  早上來哭
[00:05:35.000 --> 00:05:37.000]  一個抱著一個
[00:05:37.000 --> 00:05:39.000]  死了的嬰兒
[00:05:39.000 --> 00:05:41.000]  一個抱著一個還生的嬰兒
[00:05:41.000 --> 00:05:43.000]  不用說了
[00:05:43.000 --> 00:05:45.000]  你應該懂的
[00:05:45.000 --> 00:05:47.000]  不懂就回去看
[00:05:47.000 --> 00:05:49.000]  第三章讀下去就讀到的了
[00:05:49.000 --> 00:05:51.000]  兩個都說這個生的嬰兒是自己的
