
[00:00:00.000 --> 00:00:04.400]  各位弟兄姊妹大家好
[00:00:04.400 --> 00:00:08.960]  我们来到《路加福音》中的城市宣教第四堂
[00:00:08.960 --> 00:00:10.600]  我们给予的副题是
[00:00:10.600 --> 00:00:14.000]  「出生贫寒的君王耶稣」
[00:00:14.000 --> 00:00:17.280]  上一次 过去这个礼拜
[00:00:17.280 --> 00:00:19.680]  都听了一些弟兄姊妹的回应
[00:00:19.680 --> 00:00:22.240]  有些问题 有些建议
[00:00:22.240 --> 00:00:24.520]  其中有些弟兄姊妹就问
[00:00:24.520 --> 00:00:28.920]  「女传道 我真的没有扎心的感觉」
[00:00:28.920 --> 00:00:31.360]  如果真的有 那又怎么样呢?
[00:00:31.360 --> 00:00:35.320]  老实说 扎心的感觉是不能逼的
[00:00:35.320 --> 00:00:36.720]  但我们可以求
[00:00:36.720 --> 00:00:41.080]  我们求上帝给我们一个更加敏锐的心
[00:00:41.080 --> 00:00:43.640]  我们求上帝当如果有一些事情
[00:00:43.640 --> 00:00:45.720]  很想我们去改变 知道的话
[00:00:45.720 --> 00:00:48.120]  让我们不要忽略了它
[00:00:48.120 --> 00:00:50.520]  我们相信如果有扎心的感觉
[00:00:50.520 --> 00:00:52.120]  是圣灵给我们的
[00:00:52.120 --> 00:00:54.920]  我们不要消灭圣灵的感动
[00:00:54.920 --> 00:00:58.360]  但当你真的有扎心的感觉的时候
[00:00:58.360 --> 00:01:00.360]  真的要行动
[00:01:00.360 --> 00:01:03.080]  你去问上帝应该怎么去回应
[00:01:03.080 --> 00:01:04.440]  应该怎么去做
[00:01:04.440 --> 00:01:06.040]  你问一些属灵的长者
[00:01:06.040 --> 00:01:10.520]  怎么可以回应你扎心的感觉
[00:01:10.520 --> 00:01:11.960]  有弟兄姊妹问
[00:01:11.960 --> 00:01:16.440]  「其实提亚非罗和我们有什么关系呢?」
[00:01:16.440 --> 00:01:17.880]  当然我们知道《路加福音》
[00:01:17.880 --> 00:01:21.240]  是写给提亚非罗和他那群人
[00:01:21.240 --> 00:01:23.560]  但又不用逼自己
[00:01:23.560 --> 00:01:25.240]  每节经文都要想
[00:01:25.240 --> 00:01:27.800]  「哎呀 和提亚非罗和我有什么关系?」
[00:01:27.800 --> 00:01:30.360]  因为如果你是像提亚非罗那样
[00:01:30.360 --> 00:01:33.560]  有一定的权力 有一定的资源的话
[00:01:33.560 --> 00:01:36.600]  你就更加要留意这封信跟你说什么
[00:01:36.600 --> 00:01:40.360]  但如果你说「不是啊 我们是很贫穷的人」
[00:01:40.360 --> 00:01:42.360]  放心 一会儿我会说
[00:01:42.360 --> 00:01:44.360]  耶稣来到这个世界
[00:01:44.360 --> 00:01:47.640]  其实祂也是非常关顾贫穷人
[00:01:47.640 --> 00:01:49.720]  但同样祂写了这封信
[00:01:49.720 --> 00:01:52.600]  祂也是很想提亚非罗那群人
[00:01:52.600 --> 00:01:57.000]  能够有着信仰的改变和转化
[00:01:57.000 --> 00:01:59.800]  第三就是有人想我解释多一点
[00:01:59.800 --> 00:02:04.040]  关于解鞋带都不配是什么意思
[00:02:04.040 --> 00:02:06.520]  不如我们先看看那段经文
[00:02:06.520 --> 00:02:09.000]  《路加福音》3章16节里说
[00:02:09.000 --> 00:02:12.760]  「我用水给你们施浸
[00:02:12.760 --> 00:02:15.720]  但有一位能力比我更大的要来
[00:02:15.720 --> 00:02:19.560]  我就是给他解鞋带也不配」
[00:02:19.560 --> 00:02:22.200]  其实我们找回一些《释经》书
[00:02:22.200 --> 00:02:24.360]  它说当时的奴隶制度
[00:02:24.360 --> 00:02:26.280]  其实有不同的级数
[00:02:26.280 --> 00:02:29.080]  而最低级的奴隶是做什么呢?
[00:02:29.080 --> 00:02:32.360]  就是帮客人洗脚
[00:02:32.360 --> 00:02:34.760]  那尾二那一级是什么呢?
[00:02:34.760 --> 00:02:36.280]  洗脚之前要做什么呢?
[00:02:36.280 --> 00:02:37.400]  要脱鞋
[00:02:37.400 --> 00:02:39.560]  要先帮人解鞋带
[00:02:39.560 --> 00:02:41.560]  然后才可以洗脚
[00:02:41.560 --> 00:02:43.560]  这里约翰很想说
[00:02:43.560 --> 00:02:46.760]  我连做尾二那一级都不配
[00:02:46.760 --> 00:02:48.760]  那要做哪一级呢?
[00:02:48.760 --> 00:02:51.080]  就是要做最低级
[00:02:51.080 --> 00:02:54.840]  原来这个就是解鞋带都不配的意思
[00:02:54.840 --> 00:02:58.200]  不如我们首先做一个祈祷
[00:02:58.200 --> 00:03:01.560]  求圣灵带领我们去上这一课
[00:03:01.560 --> 00:03:03.560]  我们一起有一个祷告
[00:03:03.560 --> 00:03:08.680]  亲爱的主耶稣
[00:03:08.680 --> 00:03:11.960]  我们感谢祢让我们有机会
[00:03:11.960 --> 00:03:14.360]  透过《圣经》去认识祢
[00:03:14.360 --> 00:03:17.720]  我们感谢祢让我们在《路加福音》里
[00:03:17.720 --> 00:03:21.000]  可以从另一个角度去认识祢
[00:03:21.000 --> 00:03:23.800]  我们知道我们的智慧很有限
[00:03:23.800 --> 00:03:27.560]  我们知道一个课堂有40多分钟
[00:03:27.560 --> 00:03:28.440]  50分钟
[00:03:28.440 --> 00:03:30.680]  可能会讲了很多很多经文
[00:03:30.680 --> 00:03:32.360]  我们未必会听到
[00:03:32.360 --> 00:03:33.160]  会接收到
[00:03:33.160 --> 00:03:33.960]  会消化到
[00:03:33.960 --> 00:03:36.360]  会明白到所有的经文
[00:03:36.360 --> 00:03:39.560]  但愿圣灵你亲自引导我们
[00:03:39.560 --> 00:03:42.520]  让我们能够明白得更加多
[00:03:42.520 --> 00:03:44.840]  你开启我们属灵的眼睛
[00:03:44.840 --> 00:03:47.480]  以至到我们看到属灵的事情
[00:03:47.480 --> 00:03:51.160]  来求祢让我们能够记住
[00:03:51.160 --> 00:03:54.120]  祢最想我们有属灵的感动
[00:03:54.120 --> 00:03:55.640]  扎心的感觉
[00:03:55.640 --> 00:03:58.120]  当我们有了扎心的感觉之后
[00:03:58.120 --> 00:04:00.600]  我们愿意来回应
[00:04:00.600 --> 00:04:02.120]  求祢让我们同在
[00:04:02.120 --> 00:04:04.600]  求祢让我们明白得更加多
[00:04:04.600 --> 00:04:05.640]  我们这样的祷告
[00:04:05.640 --> 00:04:08.760]  是奉主耶稣基督得胜的明志而祈求
[00:04:08.760 --> 00:04:09.560]  阿们
[00:04:09.560 --> 00:04:15.880]  耶稣的出生究竟是怎样呢?
[00:04:15.880 --> 00:04:18.280]  可能你一直很熟悉
[00:04:18.280 --> 00:04:20.600]  一些耶稣出生的故事
[00:04:20.600 --> 00:04:21.560]  或者这一刻
[00:04:21.560 --> 00:04:24.520]  可能你想起很多圣诞卡里面
[00:04:24.520 --> 00:04:28.600]  讲到马槽是怎样的
[00:04:28.600 --> 00:04:31.800]  或者耶稣在什么地方出生
[00:04:31.800 --> 00:04:35.640]  让我们从路加福音重温一次
[00:04:35.640 --> 00:04:38.920]  路加福音二章一节这样说
[00:04:38.920 --> 00:04:42.840]  「当那些日子海撒奥古时到
[00:04:42.840 --> 00:04:44.680]  有旨意下来
[00:04:44.680 --> 00:04:48.680]  叫天下人民都报名上策」
[00:04:49.240 --> 00:04:51.000]  《和版》修订版说
[00:04:51.000 --> 00:04:53.000]  是全国人民
[00:04:53.000 --> 00:04:56.920]  当然天下指的是当时全国人民
[00:04:56.920 --> 00:04:58.920]  要登记户籍
[00:04:58.920 --> 00:05:00.920]  这个资料很重要
[00:05:00.920 --> 00:05:02.920]  因为有助我们明白
[00:05:02.920 --> 00:05:05.800]  耶稣的出生背景
[00:05:05.800 --> 00:05:09.560]  因为你可以说奥古士都代表着帝国
[00:05:09.560 --> 00:05:12.040]  那为什么要报名上策呢?
[00:05:12.040 --> 00:05:13.800]  很重要的原因就是
[00:05:13.800 --> 00:05:15.800]  他显示国力
[00:05:15.800 --> 00:05:18.440]  或者他知道了这些资料之后
[00:05:18.440 --> 00:05:20.440]  一个现实的情况
[00:05:20.440 --> 00:05:22.440]  用来做什么呢?
[00:05:22.440 --> 00:05:23.400]  用来收税
[00:05:23.400 --> 00:05:25.400]  他要去评估大家的财产
[00:05:25.400 --> 00:05:27.400]  评估他有多少人民
[00:05:27.400 --> 00:05:30.680]  评估他可以做多少的税收
[00:05:30.680 --> 00:05:34.280]  而这里说的天下人民
[00:05:34.280 --> 00:05:37.960]  当然只不过是全国人民
[00:05:37.960 --> 00:05:39.960]  那耶稣来是要做什么呢?
[00:05:39.960 --> 00:05:43.880]  也是要给人一个很好的消息
[00:05:43.880 --> 00:05:47.320]  一会儿你会看到比较的问题
[00:05:47.320 --> 00:05:51.080]  这里说奥古士都
[00:05:51.080 --> 00:05:54.760]  其实路加福音在四本书里
[00:05:54.760 --> 00:05:57.400]  唯一提到奥古士都
[00:05:57.400 --> 00:06:02.040]  其实奥古士都不是真正的名字
[00:06:02.040 --> 00:06:06.120]  这个可以说是一个称号
[00:06:06.120 --> 00:06:08.120]  是一个皇帝的名号
[00:06:08.120 --> 00:06:10.120]  就是公元前27年
[00:06:10.120 --> 00:06:12.920]  元老院给他一个名号
[00:06:12.920 --> 00:06:15.320]  他原名叫Octavus
[00:06:15.560 --> 00:06:18.360]  中文译作是屋大卫
[00:06:18.360 --> 00:06:20.920]  其实当时的奥古士都
[00:06:20.920 --> 00:06:22.280]  凭着一己之力
[00:06:22.280 --> 00:06:23.640]  可以说是联合了
[00:06:23.640 --> 00:06:25.640]  成为一个共和国
[00:06:25.640 --> 00:06:28.760]  使得一统天下
[00:06:28.760 --> 00:06:30.760]  成为一个大的帝国
[00:06:30.760 --> 00:06:34.680]  他统领了整个地中海地区
