
[00:00:00.000 --> 00:00:08.500]  多謝敬拜團隊,你們兩堂都非常讓我感到上帝與我們同在,
[00:00:08.500 --> 00:00:10.500]  當我們一起敬拜的時候。
[00:00:10.500 --> 00:00:14.500]  多謝城北華基給我第二年有機會,
[00:00:14.500 --> 00:00:16.500]  我這些叛徒在這裡侍奉,
[00:00:16.500 --> 00:00:20.500]  多謝陳牧師給我這些侍奉的機會。
[00:00:20.500 --> 00:00:24.000]  侍奉這個機會都非常寶貴,
[00:00:24.000 --> 00:00:27.500]  而非常快樂,讓我在這裡有很大的喜樂。
[00:00:27.500 --> 00:00:31.500]  感謝弟兄姊妹給我多多包容在這裡侍奉。
[00:00:31.500 --> 00:00:35.500]  讓我們繼續打開《士司記》第七章。
[00:00:35.500 --> 00:00:37.500]  《士司記》第七章。
[00:00:37.500 --> 00:00:44.500]  《士司記》第七章我們今天剛剛所讀的經文,
[00:00:44.500 --> 00:00:46.500]  其實非常之長。
[00:00:46.500 --> 00:00:50.500]  當我準備講道的時候,
[00:00:50.500 --> 00:00:53.500]  沒有人告訴我,你們正在宣講《士司記》。
[00:00:53.500 --> 00:00:56.500]  所以我不是故意和你們撞的,
[00:00:56.500 --> 00:00:58.500]  我一聽到之後,
[00:00:58.500 --> 00:01:00.500]  後來陳牧師告訴我,
[00:01:00.500 --> 00:01:01.500]  我們正在做《士司記》,
[00:01:01.500 --> 00:01:03.500]  我心想好像不行。
[00:01:03.500 --> 00:01:07.500]  希望我們今天再一次做一點溫習,
[00:01:07.500 --> 00:01:09.500]  提醒我們自己,
[00:01:09.500 --> 00:01:11.500]  看看上帝的懷疑我們有什麼啟迪。
[00:01:11.500 --> 00:01:16.500]  當我們看這個《士司記》第七章的時候,
[00:01:16.500 --> 00:01:20.500]  讓我回憶到我住在香港那三年,
[00:01:20.500 --> 00:01:24.500]  在那裡教神學,在浸神那裡。
[00:01:24.500 --> 00:01:26.500]  有一樣東西我不習慣,
[00:01:26.500 --> 00:01:28.500]  當我住在香港的地方,
[00:01:28.500 --> 00:01:30.500]  我發覺你買菜買東西,
[00:01:30.500 --> 00:01:32.500]  每份都那麼小,
[00:01:32.500 --> 00:01:38.500]  譬如你去維康,或百佳那些地方買,
[00:01:38.500 --> 00:01:40.500]  那些東西真的很小,
[00:01:40.500 --> 00:01:43.500]  那些奶又小,小罐,
[00:01:43.500 --> 00:01:45.500]  不過拿回來,因為雪櫃仔小,
[00:01:45.500 --> 00:01:48.500]  所以什麼都小,
[00:01:48.500 --> 00:01:50.500]  吃完之後還覺得不飽,
[00:01:50.500 --> 00:01:52.500]  每餐都感覺到餓。
[00:01:53.500 --> 00:01:55.500]  慢慢習慣,
[00:01:55.500 --> 00:01:57.500]  因為美洲長大的人,
[00:01:57.500 --> 00:01:59.500]  很不習慣這麼小的東西。
[00:01:59.500 --> 00:02:02.500]  人時常想著數量,
[00:02:02.500 --> 00:02:04.500]  想計算,
[00:02:04.500 --> 00:02:06.500]  是否有好處,
[00:02:06.500 --> 00:02:08.500]  好處這東西也是計算的東西。
[00:02:08.500 --> 00:02:12.500]  我發覺今天我們看這段經文,
[00:02:12.500 --> 00:02:16.500]  我們講題其實講得更加簡潔,
[00:02:16.500 --> 00:02:18.500]  就應該叫做,
[00:02:18.500 --> 00:02:20.500]  人算不如神算,
[00:02:21.500 --> 00:02:23.500]  人算不如神算,
[00:02:23.500 --> 00:02:25.500]  不如我們看看上帝,
[00:02:25.500 --> 00:02:27.500]  怎樣計算他的數目字,
[00:02:27.500 --> 00:02:29.500]  這個故事的來源在哪裡呢?
[00:02:29.500 --> 00:02:31.500]  來源就在第一節,
[00:02:31.500 --> 00:02:33.500]  請你看看第一節,
[00:02:33.500 --> 00:02:38.500]  耶路巴力就是紀念他和他一切跟隨的人,
[00:02:38.500 --> 00:02:41.500]  早晨起來,在哈律全旁安營,
[00:02:41.500 --> 00:02:45.500]  米顛營在他們北面的平原,
[00:02:45.500 --> 00:02:47.500]  靠近摩利江。
[00:02:47.500 --> 00:02:50.500]  耶路說怎樣計算?
[00:02:51.500 --> 00:02:53.500]  對基電說,
[00:02:53.500 --> 00:02:55.500]  跟隨你的人過多,
[00:02:55.500 --> 00:03:00.500]  我不能將米電人交在他們手中,
[00:03:00.500 --> 00:03:02.500]  免得以色列人向我誇大說,
[00:03:02.500 --> 00:03:04.500]  這是我們自己的手,
[00:03:04.500 --> 00:03:06.500]  救了我們。
[00:03:06.500 --> 00:03:10.500]  有沒有聽過人打仗的打法?
[00:03:10.500 --> 00:03:15.500]  通常打仗不是說人數過少,
[00:03:17.500 --> 00:03:21.500]  通常打仗是希望人數最多,
[00:03:21.500 --> 00:03:25.500]  不過你發覺耶路說對基電說什麼呢?
[00:03:25.500 --> 00:03:29.500]  跟隨你的人過多,
[00:03:29.500 --> 00:03:32.500]  怎會過多呢?
[00:03:32.500 --> 00:03:35.500]  其實人數是越多越好,
[00:03:35.500 --> 00:03:38.500]  我們浸成一隊足球隊,
[00:03:38.500 --> 00:03:42.500]  我是足球隊裡年紀最大的隊員,
[00:03:42.500 --> 00:03:46.500]  我們找其他有時和教會,
[00:03:46.500 --> 00:03:50.500]  不過通常找底神學院和他們打友誼賽,
[00:03:50.500 --> 00:03:52.500]  挑戰他們,
[00:03:52.500 --> 00:03:54.500]  不過和他們打友誼賽,
[00:03:54.500 --> 00:03:56.500]  因為友誼嘛,
[00:03:56.500 --> 00:03:59.500]  通常足球場可以換三個人,
[00:03:59.500 --> 00:04:02.500]  但我們成隊只有三個人可以換,
[00:04:02.500 --> 00:04:06.500]  因為少人踢足球,
[00:04:06.500 --> 00:04:08.500]  大部分學生讀書,
[00:04:08.500 --> 00:04:10.500]  通常是undergrad,
[00:04:10.500 --> 00:04:12.500]  本科的學生,
[00:04:12.500 --> 00:04:14.500]  比較年輕的踢足球,
[00:04:14.500 --> 00:04:16.500]  加上我一個,
[00:04:16.500 --> 00:04:18.500]  我們找另一隊踢,
[00:04:18.500 --> 00:04:21.500]  我發覺很多隊都有很多人,
[00:04:21.500 --> 00:04:24.500]  因為它是友誼賽,
[00:04:24.500 --> 00:04:27.500]  他們說不如我們自由換人,
[00:04:27.500 --> 00:04:29.500]  自由換人就像籃球一樣,
[00:04:29.500 --> 00:04:31.500]  對他們來說很友誼,
[00:04:31.500 --> 00:04:33.500]  對我們來說很吃力,
[00:04:33.500 --> 00:04:36.500]  你想想不斷換人,
[00:04:36.500 --> 00:04:37.500]  他們可以回氣,
[00:04:37.500 --> 00:04:39.500]  但我們不可以回氣,
[00:04:39.500 --> 00:04:41.500]  不過操到我們都覺得很fit,
[00:04:42.500 --> 00:04:45.500]  哪有人說人過多,
[00:04:45.500 --> 00:04:48.500]  通常只是想人不夠,
[00:04:48.500 --> 00:04:51.500]  這是人的計數方式,
[00:04:51.500 --> 00:04:56.500]  不過人算不如神算,
[00:04:56.500 --> 00:04:58.500]  你看上帝怎麼說,
[00:04:58.500 --> 00:05:00.500]  對幾段說,
[00:05:00.500 --> 00:05:02.500]  跟隨你的人過多,
[00:05:02.500 --> 00:05:05.500]  但這裡有個地方沒有翻譯,
[00:05:05.500 --> 00:05:07.500]  很短的希伯來文,
[00:05:07.500 --> 00:05:09.500]  加一點點進去,
[00:05:09.500 --> 00:05:11.500]  其實圓文這樣說,
[00:05:11.500 --> 00:05:13.500]  對我來說,
[00:05:13.500 --> 00:05:15.500]  對我來說,
[00:05:15.500 --> 00:05:17.500]  跟你的人過多,
[00:05:17.500 --> 00:05:20.500]  對耶和華來看,
[00:05:20.500 --> 00:05:23.500]  用這個耶和華數學,
[00:05:23.500 --> 00:05:25.500]  對他來說,
[00:05:25.500 --> 00:05:28.500]  對他的視野來說,
[00:05:28.500 --> 00:05:30.500]  跟隨你的人過多,
[00:05:30.500 --> 00:05:32.500]  為什麼呢?
[00:05:32.500 --> 00:05:37.500]  因為過多我不能將那些人交在他們手中,
[00:05:39.500 --> 00:05:42.500]  《史詩記》裡有很多很奇怪的詞語,
[00:05:42.500 --> 00:05:43.500]  很奇怪的句子,
[00:05:43.500 --> 00:05:44.500]  這是其中一樣,
[00:05:44.500 --> 00:05:51.500]  為什麼耶和華不能將米顛人交在他們手中呢?
[00:05:51.500 --> 00:05:53.500]  耶和華是一個萬能的神,
[00:05:53.500 --> 00:05:57.500]  為什麼萬能的神說他不能這樣做呢?
[00:05:57.500 --> 00:06:00.500]  再看下帝為什麼,
[00:06:00.500 --> 00:06:01.500]  這裡說,
[00:06:01.500 --> 00:06:05.500]  免得以色列人向我誇大,
[00:06:06.500 --> 00:06:09.500]  耶和華的意思是,
[00:06:09.500 --> 00:06:15.500]  我不能縱容以色列人向我誇大,
[00:06:15.500 --> 00:06:18.500]  不能做的事情,
[00:06:18.500 --> 00:06:20.500]  不能讓他的子民,
[00:06:20.500 --> 00:06:24.500]  是因為成功成為他的失敗,
[00:06:24.500 --> 00:06:27.500]  這裡給我一個很大的屬靈警醒,
[00:06:27.500 --> 00:06:30.500]  或者屬靈的原則,
[00:06:30.500 --> 00:06:33.500]  請你注意這個原則,
[00:06:33.500 --> 00:06:35.500]  這個原則是什麼呢?
[00:06:35.500 --> 00:06:40.500]  就是成功是失敗之母,
[00:06:40.500 --> 00:06:45.500]  成功是失敗之母,
[00:06:45.500 --> 00:06:47.500]  耶和華給我們看到,
[00:06:47.500 --> 00:06:51.500]  這是一個成功為失敗之母的原則,
[00:06:51.500 --> 00:06:55.500]  因為成功會讓他們更加失敗,
[00:06:55.500 --> 00:06:59.500]  耶和華就不能將米顛人交在他們手中,
[00:06:59.500 --> 00:07:03.500]  耶和華所算的數目,
[00:07:03.500 --> 00:07:07.500]  耶和華所做的數學不是看人數,
[00:07:07.500 --> 00:07:10.500]  而是看人心,
[00:07:10.500 --> 00:07:14.500]  耶和華的數學方程式,
[00:07:14.500 --> 00:07:16.500]  不是看人數,
[00:07:16.500 --> 00:07:18.500]  而是看人心,
[00:07:18.500 --> 00:07:21.500]  所以下一段怎麼說呢?
[00:07:21.500 --> 00:07:22.500]  它說,
[00:07:22.500 --> 00:07:25.500]  現在你要向這些人宣告說,
[00:07:25.500 --> 00:07:28.500]  凡懼怕膽怯的可以離開,
[00:07:28.500 --> 00:07:30.500]  激烈散回去,
[00:07:30.500 --> 00:07:33.500]  於是二萬二千人回去,
[00:07:33.500 --> 00:07:35.500]  只剩下一萬,
[00:07:35.500 --> 00:07:40.500]  一下減少了兩分之三,
[00:07:40.500 --> 00:07:45.500]  一下減少了兩分之三,
[00:07:45.500 --> 00:07:49.500]  有沒有想過我們男人,
[00:07:49.500 --> 00:07:50.500]  你問誰怕,
[00:07:50.500 --> 00:07:55.500]  會不會很踴躍地舉手?
[00:07:56.500 --> 00:07:58.500]  那天講英文的講座,
[00:07:58.500 --> 00:08:00.500]  叫人舉手,
[00:08:00.500 --> 00:08:01.500]  這件事,
[00:08:01.500 --> 00:08:03.500]  那一刻那些人都很害怕舉手,
[00:08:03.500 --> 00:08:06.500]  他們不會馬上舉手,
[00:08:06.500 --> 00:08:07.500]  我們男人會不會說,
[00:08:07.500 --> 00:08:09.500]  誰怕馬上舉手?
[00:08:09.500 --> 00:08:11.500]  很沒面子的,
[00:08:11.500 --> 00:08:13.500]  是吧?
[00:08:13.500 --> 00:08:16.500]  你快點拍個勇字出來,
[00:08:16.500 --> 00:08:18.500]  讓你發覺,
[00:08:18.500 --> 00:08:20.500]  馬上有二萬二千人舉手,
[00:08:20.500 --> 00:08:22.500]  走人了,
[00:08:22.500 --> 00:08:25.500]  我相信還有很多男人在怕,
[00:08:25.500 --> 00:08:27.500]  不過不敢舉手,
[00:08:27.500 --> 00:08:30.500]  怕他舉手被人說他沒面子,
[00:08:30.500 --> 00:08:34.500]  發覺以色列,
[00:08:34.500 --> 00:08:38.500]  兩分之三的人是怕的,
[00:08:38.500 --> 00:08:41.500]  現在排除什麼人?
[00:08:41.500 --> 00:08:42.500]  排除那些怕的人,
[00:08:42.500 --> 00:08:45.500]  意思是如果你不想侍奉,
[00:08:45.500 --> 00:08:48.500]  又說不需要你侍奉,
[00:08:48.500 --> 00:08:50.500]  要記住一件事,
[00:08:50.500 --> 00:08:53.500]  又說從來不需要我們,
[00:08:53.500 --> 00:08:55.500]  是我們需要他,
[00:08:55.500 --> 00:08:58.500]  所以說如果你怕的話,
[00:08:58.500 --> 00:09:01.500]  你可不可以走開?
[00:09:01.500 --> 00:09:07.500]  耶和華的數目不是看人數,
[00:09:07.500 --> 00:09:11.500]  耶和華的數目是看人心,
[00:09:11.500 --> 00:09:16.500]  所以人算不如神算,
[00:09:16.500 --> 00:09:20.500]  因為數目自然會讓人
[00:09:20.500 --> 00:09:23.500]  向耶和華誇大,
[00:09:23.500 --> 00:09:27.500]  因為我們的手救了我們,
[00:09:27.500 --> 00:09:30.500]  為什麼?
[00:09:30.500 --> 00:09:32.500]  膽怯的人如果真的打贏仗的話,
[00:09:32.500 --> 00:09:34.500]  他會覺得他真的很了不得,
[00:09:34.500 --> 00:09:37.500]  就是說你們膽怯的人走開一點,
[00:09:37.500 --> 00:09:39.500]  所以耶和華是看人的心,
[00:09:39.500 --> 00:09:40.500]  弟兄姊妹,
[00:09:40.500 --> 00:09:42.500]  不要忘記這件事,
[00:09:42.500 --> 00:09:47.500]  但是你覺得耶和華兩分之三,
[00:09:48.500 --> 00:09:50.500]  即是三分之二,
[00:09:50.500 --> 00:09:51.500]  我經常說英文,
[00:09:51.500 --> 00:09:52.500]  兩分之三,
[00:09:52.500 --> 00:09:53.500]  人們看著我,
[00:09:53.500 --> 00:09:54.500]  什麼事?
[00:09:54.500 --> 00:09:55.500]  我說謊言,
[00:09:55.500 --> 00:09:57.500]  我們ABC說的都是這樣,
[00:09:57.500 --> 00:09:58.500]  三分之二的人,
[00:09:58.500 --> 00:10:01.500]  三分之二的人走了,
