
[00:00:00.000 --> 00:00:03.000]  我們是北宣家
[00:00:03.000 --> 00:00:08.000]  接著這段時間我們會特別集中去看
[00:00:08.000 --> 00:00:10.000]  啟示錄裏面的
[00:00:10.000 --> 00:00:13.000]  尤其是這七個教會
[00:00:13.000 --> 00:00:17.000]  這七個教會大家當然都稍為比較熟的
[00:00:17.000 --> 00:00:18.000]  如果你是基督徒的話
[00:00:18.000 --> 00:00:20.000]  我們不如一起打開
[00:00:20.000 --> 00:00:23.000]  今天我們所看的是第一間的教會
[00:00:23.000 --> 00:00:25.000]  啟示錄的第二章
[00:00:25.000 --> 00:00:30.000]  啟示錄的第二章我們看二佛所的教會
[00:00:30.000 --> 00:00:34.000]  啟示錄的第二章第一節到第七節
[00:00:34.000 --> 00:00:36.000]  剛才我們所讀的聖經
[00:00:36.000 --> 00:00:39.000]  當然這七間的教會
[00:00:39.000 --> 00:00:42.000]  都是在當時的小瓦亞細亞裏面
[00:00:42.000 --> 00:00:45.000]  有實際的存在的教會
[00:00:45.000 --> 00:00:48.000]  但大家都知道啟示錄裏面所說的話
[00:00:48.000 --> 00:00:54.000]  我們的主不單單停留在一個當時的具體的現象上
[00:00:54.000 --> 00:00:56.000]  他透過這些說話
[00:00:56.000 --> 00:00:58.000]  對七間教會所說的話
[00:00:58.000 --> 00:01:02.000]  我相信他也是給所有的教會
[00:01:02.000 --> 00:01:04.000]  甚至每個基督徒要聽的說話
[00:01:04.000 --> 00:01:07.000]  他選了七間
[00:01:07.000 --> 00:01:09.000]  大家都知道七這個字
[00:01:09.000 --> 00:01:14.000]  是有特別的完備的意思
[00:01:14.000 --> 00:01:16.000]  就是說這七間不是說剛剛好
[00:01:16.000 --> 00:01:18.000]  當然他有他獨特的地方
[00:01:18.000 --> 00:01:21.000]  但我相信這七間教會加起來
[00:01:21.000 --> 00:01:28.000]  都可以代表了我們的主對於教會的要求
[00:01:28.000 --> 00:01:30.000]  對教會的要求
[00:01:30.000 --> 00:01:34.000]  原來我們的主對教會有要求
[00:01:34.000 --> 00:01:36.000]  如果你問我這七間教會
[00:01:36.000 --> 00:01:37.000]  這七封信
[00:01:37.000 --> 00:01:39.000]  我們通常都說是七封信
[00:01:39.000 --> 00:01:40.000]  其實如果你問我
[00:01:40.000 --> 00:01:42.000]  我覺得不如這樣說
[00:01:42.000 --> 00:01:46.000]  這七張是教會的成績表
[00:01:46.000 --> 00:01:53.000]  耶穌基督在天上透過約翰給七間教會的成績表
[00:01:53.000 --> 00:01:58.000]  其實每一間教會都要在神的面前接受的成績表
[00:01:58.000 --> 00:02:01.000]  我不知道北宣家
[00:02:01.000 --> 00:02:04.000]  如果主耶穌給的成績表給北宣家
[00:02:04.000 --> 00:02:06.000]  是怎樣寫的
[00:02:06.000 --> 00:02:08.000]  等一下你和我去想想
[00:02:08.000 --> 00:02:10.000]  或者更加近身一點
[00:02:10.000 --> 00:02:12.000]  如果神給的成績表
[00:02:12.000 --> 00:02:14.000]  某某人
[00:02:14.000 --> 00:02:18.000]  我知道你什麼什麼
[00:02:18.000 --> 00:02:20.000]  不過你又什麼什麼
[00:02:20.000 --> 00:02:22.000]  其實七間教會是這樣說的
[00:02:22.000 --> 00:02:24.000]  有些好處的
[00:02:24.000 --> 00:02:26.000]  但是你又搞成這樣
[00:02:26.000 --> 00:02:28.000]  你很悔改
[00:02:28.000 --> 00:02:30.000]  我想這些說話
[00:02:30.000 --> 00:02:32.000]  可能不單單是對教會
[00:02:32.000 --> 00:02:33.000]  可能對我們每一個人
[00:02:33.000 --> 00:02:36.000]  當然因為今天我們是第一次
[00:02:36.000 --> 00:02:38.000]  說到這七間教會
[00:02:38.000 --> 00:02:39.000]  我就多說幾句
[00:02:39.000 --> 00:02:42.000]  以後我想每一個教會
[00:02:42.000 --> 00:02:45.000]  每一個我們崇拜裡面的講員
[00:02:45.000 --> 00:02:48.000]  他講的時候就不會再回覆這一番說話
[00:02:48.000 --> 00:02:50.000]  不過我想和大家說的就是
[00:02:50.000 --> 00:02:52.000]  在這段聖經裡面
[00:02:52.000 --> 00:02:57.000]  正如以後他都有一個模式的
[00:02:57.000 --> 00:03:03.000]  特別這裡他講到是拿著七星
[00:03:03.000 --> 00:03:07.000]  在七個金燈台當中行走的
[00:03:07.000 --> 00:03:09.000]  這樣說
[00:03:09.000 --> 00:03:12.000]  大家說好像很玄妙
[00:03:12.000 --> 00:03:14.000]  有七顆星
[00:03:14.000 --> 00:03:15.000]  有七個金燈台
[00:03:15.000 --> 00:03:16.000]  你不要理這麼多
[00:03:16.000 --> 00:03:17.000]  很簡單的
[00:03:17.000 --> 00:03:18.000]  你不要怕
[00:03:18.000 --> 00:03:20.000]  看笑了你都不用怕就行了
[00:03:20.000 --> 00:03:22.000]  其實很簡單
[00:03:22.000 --> 00:03:24.000]  第一章最後那一節就說了
[00:03:24.000 --> 00:03:26.000]  這個七星就是七個教會的使者
[00:03:26.000 --> 00:03:29.000]  七個燈台就是這個七個教會
[00:03:29.000 --> 00:03:31.000]  即是代表七個教會
[00:03:31.000 --> 00:03:33.000]  其實講就是講
[00:03:33.000 --> 00:03:35.000]  星和燈台
[00:03:35.000 --> 00:03:37.000]  都是講到這些教會
[00:03:37.000 --> 00:03:40.000]  我們的教會和教會的使者
[00:03:40.000 --> 00:03:41.000]  即是領導的
[00:03:41.000 --> 00:03:43.000]  或者是教會裡面的弟兄姊妹
[00:03:43.000 --> 00:03:44.000]  其實就是七星
[00:03:44.000 --> 00:03:46.000]  七個燈台就是教會
[00:03:46.000 --> 00:03:49.000]  所以不要想很奇怪
[00:03:49.000 --> 00:03:51.000]  星是什麼代表什麼
[00:03:51.000 --> 00:03:52.000]  教會就是教會
[00:03:52.000 --> 00:03:54.000]  不過我想大家留意一件事
[00:03:54.000 --> 00:03:56.000]  我們的主用星
[00:03:56.000 --> 00:04:00.000]  用燈台來描述
[00:04:00.000 --> 00:04:02.000]  他心目中的教會
[00:04:02.000 --> 00:04:03.000]  這個就有意思了
[00:04:03.000 --> 00:04:05.000]  因為教會有很多面的
[00:04:05.000 --> 00:04:08.000]  教會有很多個功能的
[00:04:08.000 --> 00:04:10.000]  但單單在這裡
[00:04:10.000 --> 00:04:13.000]  我們的主特別想提出來是七星
[00:04:13.000 --> 00:04:15.000]  星和燈台
[00:04:15.000 --> 00:04:17.000]  你想到什麼呢
[00:04:17.000 --> 00:04:20.000]  我相信星是光照的
[00:04:20.000 --> 00:04:23.000]  燈台也是照亮的
[00:04:23.000 --> 00:04:25.000]  發熱發光的
[00:04:25.000 --> 00:04:29.000]  是一種見證的意義在這裡
[00:04:29.000 --> 00:04:31.000]  當然我們說教會
[00:04:31.000 --> 00:04:33.000]  還有很多不同的功能
[00:04:33.000 --> 00:04:36.000]  教會是一個團契的地方
[00:04:36.000 --> 00:04:39.000]  教會是一個養傷的地方
[00:04:39.000 --> 00:04:41.000]  教會是一個供應
[00:04:41.000 --> 00:04:43.000]  你屬靈生命的地方
[00:04:43.000 --> 00:04:44.000]  這些都是
[00:04:44.000 --> 00:04:46.000]  不過我們今天要特別
[00:04:46.000 --> 00:04:47.000]  以後我們看這些教會的時候
[00:04:47.000 --> 00:04:48.000]  我們想留意
[00:04:48.000 --> 00:04:50.000]  當主耶穌基督在永恆裡面
[00:04:50.000 --> 00:04:53.000]  對教會有所要求的時候
[00:04:53.000 --> 00:04:55.000]  耶穌基督對教會有所要求
[00:04:55.000 --> 00:04:57.000]  他不只是說教會搞得好不好
[00:04:57.000 --> 00:04:59.000]  人數多不多
[00:04:59.000 --> 00:05:00.000]  是他有要求
