
[00:00:00.000 --> 00:00:02.680]  復活節是一個榮耀
[00:00:02.680 --> 00:00:06.080]  充滿了盼望的日子
[00:00:06.080 --> 00:00:11.240]  因為在耶穌的身上
[00:00:11.240 --> 00:00:15.520]  我們看到歷史一件不可能的事情
[00:00:15.520 --> 00:00:17.520]  成為可能
[00:00:17.520 --> 00:00:19.280]  人死了
[00:00:19.280 --> 00:00:21.720]  竟然可以復活
[00:00:21.720 --> 00:00:24.480]  這一件歷史的事實
[00:00:24.480 --> 00:00:27.280]  很重要地提醒我們
[00:00:27.280 --> 00:00:31.320]  我們所生活的世界不單是這麼小的東西
[00:00:31.320 --> 00:00:34.320]  看到摸到的物質世界
[00:00:34.320 --> 00:00:37.200]  上面還有更大的力量
[00:00:37.200 --> 00:00:39.400]  這就是神自己的存在
[00:00:39.400 --> 00:00:43.280]  並且耶穌的生命顯出一件事實
[00:00:43.280 --> 00:00:46.000]  就是神可以勝過死亡
[00:00:46.000 --> 00:00:50.040]  這件事是轟天動地的
[00:00:50.040 --> 00:00:52.040]  所以我們每一年
[00:00:52.040 --> 00:00:55.640]  都要去紀念這件事
[00:00:56.120 --> 00:00:58.520]  今天我和大家分享的時候
[00:00:58.520 --> 00:01:01.840]  我想和大家從另一個角度去看
[00:01:01.840 --> 00:01:04.520]  這個復活的訊息
[00:01:04.520 --> 00:01:07.760]  很多時候我們復活的主人都會回顧
[00:01:07.760 --> 00:01:11.000]  二千年前我們的主耶穌在墳墓裡
[00:01:11.000 --> 00:01:12.480]  然後祂復活
[00:01:12.480 --> 00:01:16.920]  但是今天我想和大家向前來看
[00:01:16.920 --> 00:01:18.880]  耶穌基督復活
[00:01:18.880 --> 00:01:20.880]  帶給你和我
[00:01:20.880 --> 00:01:23.560]  在永恆裡面將來和今天
[00:01:23.560 --> 00:01:25.200]  有什麼意思
[00:01:25.880 --> 00:01:30.440]  所以今天我們看到復活節的程序單上
[00:01:30.440 --> 00:01:31.800]  寫著今天的主題是
[00:01:31.800 --> 00:01:33.800]  基督復活了
[00:01:33.800 --> 00:01:36.840]  我們也要復活
