
[00:00:00.000 --> 00:00:03.000]  祝大家平安
[00:00:03.000 --> 00:00:07.000]  今天的題目不知道有沒有人贊成和反對呢?
[00:00:07.000 --> 00:00:10.000]  信耶穌有飯吃
[00:00:10.000 --> 00:00:14.000]  待會在下面不知道有沒有飯吃呢?
[00:00:14.000 --> 00:00:16.000]  我想問問大家
[00:00:16.000 --> 00:00:18.000]  當你小時候回教會的時候
[00:00:18.000 --> 00:00:20.000]  不知道有沒有聽過這句話
[00:00:20.000 --> 00:00:22.000]  我記得我初中的時候
[00:00:22.000 --> 00:00:24.000]  開始回教會
[00:00:24.000 --> 00:00:26.000]  六年級升中一的暑假
[00:00:26.000 --> 00:00:28.000]  信了耶穌,缺了字
[00:00:28.000 --> 00:00:31.000]  然後移德每天都回教會
[00:00:31.000 --> 00:00:33.000]  很喜歡見到傳道人
[00:00:33.000 --> 00:00:35.000]  然後回教會的時間多了
[00:00:35.000 --> 00:00:38.000]  阿瑪爺就說我
[00:00:38.000 --> 00:00:39.000]  他說這句話什麼呢?
[00:00:39.000 --> 00:00:41.000]  整天想著回教會
[00:00:41.000 --> 00:00:43.000]  耶穌給你飯吃嗎?
[00:00:43.000 --> 00:00:46.000]  有沒有人聽過?
[00:00:46.000 --> 00:00:47.000]  有吧?
[00:00:47.000 --> 00:00:49.000]  耶穌給你飯吃嗎?
[00:00:49.000 --> 00:00:51.000]  想問問大家
[00:00:51.000 --> 00:00:53.000]  大家都有謝飯祈禱
[00:00:53.000 --> 00:00:55.000]  不知道你謝飯祈禱的時候
[00:00:55.000 --> 00:00:57.000]  通常說什麼呢?
[00:00:57.000 --> 00:00:59.000]  是不是通常都說
[00:00:59.000 --> 00:01:01.000]  多謝天父給我們這麼好的食物
[00:01:01.000 --> 00:01:03.000]  是吧?
[00:01:03.000 --> 00:01:05.000]  或者最後就說求主潔淨
[00:01:05.000 --> 00:01:07.000]  讓我們吃了身體
[00:01:07.000 --> 00:01:09.000]  心靈健壯
[00:01:09.000 --> 00:01:11.000]  有吧?
[00:01:11.000 --> 00:01:13.000]  有一次有個朋友跟我說
[00:01:13.000 --> 00:01:17.000]  有一次在家謝飯祈禱
[00:01:17.000 --> 00:01:19.000]  然後祈禱完
[00:01:19.000 --> 00:01:21.000]  那天他爸爸突然跟他說
[00:01:21.000 --> 00:01:23.000]  兒子,你祈禱
[00:01:23.000 --> 00:01:25.000]  祈什麼的?
[00:01:25.000 --> 00:01:27.000]  他突然這樣問
[00:01:27.000 --> 00:01:29.000]  兒子就照樣說
[00:01:29.000 --> 00:01:31.000]  我爸爸這個叫做謝飯祈禱
[00:01:31.000 --> 00:01:33.000]  我們基督徒是這樣做的
[00:01:33.000 --> 00:01:35.000]  內容大概就是說
[00:01:35.000 --> 00:01:37.000]  多謝天父給我食物
[00:01:37.000 --> 00:01:41.000]  然後求天父潔淨台上的食物
[00:01:41.000 --> 00:01:42.000]  一聽完之後
[00:01:42.000 --> 00:01:44.000]  他媽媽首先起火
[00:01:44.000 --> 00:01:46.000]  我的東西很髒嗎?
[00:01:46.000 --> 00:01:48.000]  我不知道洗得多乾淨
[00:01:48.000 --> 00:01:50.000]  臭小子
[00:01:50.000 --> 00:01:52.000]  然後他爸爸就繼續說
[00:01:52.000 --> 00:01:54.000]  我啊
[00:01:54.000 --> 00:01:56.000]  這些食物是我買回來的
[00:01:56.000 --> 00:01:58.000]  我買給你幾十年
[00:01:58.000 --> 00:02:00.000]  吃到你這麼健碩
[00:02:00.000 --> 00:02:02.000]  你一句多謝都沒有
[00:02:02.000 --> 00:02:04.000]  你現在多謝耶穌?
[00:02:04.000 --> 00:02:06.000]  耶穌給你食物嗎?
[00:02:06.000 --> 00:02:08.000]  其實合理嗎?
[00:02:08.000 --> 00:02:10.000]  合理啊
[00:02:10.000 --> 00:02:12.000]  我沒想到原來我們謝飯祈禱
[00:02:12.000 --> 00:02:14.000]  都會得罪人
[00:02:14.000 --> 00:02:16.000]  都會令家人不開心
[00:02:16.000 --> 00:02:18.000]  但是想深一層
[00:02:18.000 --> 00:02:20.000]  他的埋怨
[00:02:20.000 --> 00:02:22.000]  一個不信的人
[00:02:22.000 --> 00:02:24.000]  我們祈禱
[00:02:24.000 --> 00:02:26.000]  是不是上帝變成一個衛生幫
[00:02:26.000 --> 00:02:28.000]  或者說
[00:02:28.000 --> 00:02:30.000]  一個專做清潔的
[00:02:30.000 --> 00:02:32.000]  幫我們潔淨那些菜
[00:02:32.000 --> 00:02:34.000]  那些西蘭花洗得不乾淨
[00:02:34.000 --> 00:02:36.000]  幫我們潔淨
[00:02:36.000 --> 00:02:38.000]  我們有沒有祈錯禱呢?
[00:02:38.000 --> 00:02:40.000]  我們要慢慢研究
[00:02:40.000 --> 00:02:42.000]  但問題是當一個不信的人聽到
[00:02:42.000 --> 00:02:44.000]  當我們的爸爸媽媽聽到
[00:02:44.000 --> 00:02:46.000]  的確是不舒服
[00:02:46.000 --> 00:02:48.000]  或者我們以後應該這樣改為禱告
[00:02:48.000 --> 00:02:50.000]  可能可以變為傳福音
[00:02:50.000 --> 00:02:52.000]  天父給我一個
[00:02:52.000 --> 00:02:54.000]  這麼好的地上的爸爸
[00:02:54.000 --> 00:02:56.000]  因為他的辛勞
[00:02:56.000 --> 00:02:58.000]  讓我們有食物
[00:02:58.000 --> 00:03:00.000]  這是事實
[00:03:00.000 --> 00:03:02.000]  天父給你的
[00:03:02.000 --> 00:03:04.000]  然後也多謝有這麼愛我的媽媽
[00:03:04.000 --> 00:03:06.000]  給她煮了這麼好的美食
[00:03:06.000 --> 00:03:08.000]  求祢
[00:03:08.000 --> 00:03:10.000]  祝福我們一家
[00:03:10.000 --> 00:03:12.000]  讓我們吃了之後
[00:03:12.000 --> 00:03:14.000]  心靈
[00:03:14.000 --> 00:03:16.000]  都得到健壯
[00:03:16.000 --> 00:03:18.000]  這真是一個感謝
[00:03:18.000 --> 00:03:20.000]  也能夠傳福音
[00:03:20.000 --> 00:03:22.000]  所以當我預備這個講道的時候
[00:03:22.000 --> 00:03:24.000]  上一次
[00:03:24.000 --> 00:03:26.000]  有一個爸爸媽媽
[00:03:26.000 --> 00:03:28.000]  有一個姐姐有一個弟弟請我吃飯
[00:03:28.000 --> 00:03:30.000]  我做的謝飯禱告
[00:03:30.000 --> 00:03:32.000]  就是講這句
[00:03:32.000 --> 00:03:34.000]  我又不用潔淨
[00:03:34.000 --> 00:03:36.000]  我都有多謝天父
[00:03:36.000 --> 00:03:38.000]  多謝讓我們認識這位這麼好的弟兄
[00:03:38.000 --> 00:03:40.000]  讓這位姐妹有這麼好的爸爸媽媽
[00:03:40.000 --> 00:03:42.000]  這都是傳福音的機會
[00:03:42.000 --> 00:03:44.000]  究竟
[00:03:44.000 --> 00:03:46.000]  話說回來
[00:03:46.000 --> 00:03:48.000]  信耶穌
[00:03:48.000 --> 00:03:50.000]  是不是真的有飯吃呢?
[00:03:50.000 --> 00:03:52.000]  其實別人說這個問題
[00:03:52.000 --> 00:03:54.000]  看來好像很簡單
[00:03:54.000 --> 00:03:56.000]  其實背後隱藏著一個很深的道理
[00:03:56.000 --> 00:03:58.000]  就是說
[00:03:58.000 --> 00:04:00.000]  你信耶穌有沒有實際作用呢?
[00:04:00.000 --> 00:04:04.000]  信耶穌
[00:04:04.000 --> 00:04:06.000]  是不是真的有飯吃呢?
[00:04:06.000 --> 00:04:08.000]  或者反過來說
[00:04:08.000 --> 00:04:10.000]  我們是不是要有飯吃
[00:04:10.000 --> 00:04:12.000]  才信耶穌呢?
[00:04:12.000 --> 00:04:14.000]  其實不信耶穌
[00:04:14.000 --> 00:04:16.000]  也有飯吃的
[00:04:16.000 --> 00:04:18.000]  我不是說
[00:04:18.000 --> 00:04:20.000]  新勞工作完有飯吃
[00:04:20.000 --> 00:04:22.000]  肯定是
[00:04:22.000 --> 00:04:24.000]  因為他努力工作賺錢
[00:04:24.000 --> 00:04:26.000]  買食物
[00:04:26.000 --> 00:04:28.000]  不信耶穌也有飯吃
[00:04:28.000 --> 00:04:30.000]  我現在所說的就是
[00:04:30.000 --> 00:04:32.000]  耶穌的愛和關心
[00:04:32.000 --> 00:04:34.000]  不單止為了相信他的人
[00:04:34.000 --> 00:04:36.000]  其實不信的人
[00:04:36.000 --> 00:04:38.000]  耶穌的愛和關心
[00:04:38.000 --> 00:04:40.000]  耶穌也願意幫助
[00:04:40.000 --> 00:04:42.000]  不知道你想到什麼例子
[00:04:42.000 --> 00:04:44.000]  這件事是關於香港的
[00:04:44.000 --> 00:04:46.000]  我沒有經歷過
[00:04:46.000 --> 00:04:48.000]  那時候還沒有出生
[00:04:48.000 --> 00:04:50.000]  但在座可能有些弟兄姊妹
[00:04:50.000 --> 00:04:52.000]  你聽過或者經歷過
[00:04:52.000 --> 00:04:54.000]  就是教會做一個很大型的辭位工作
[00:04:54.000 --> 00:04:56.000]  香港在50年代
[00:04:56.000 --> 00:04:58.000]  初期的時候
[00:04:58.000 --> 00:05:00.000]  曾經面對很嚴重的
[00:05:00.000 --> 00:05:02.000]  糧食短缺
[00:05:02.000 --> 00:05:04.000]  很多人需要食物的援助
[00:05:04.000 --> 00:05:06.000]  那一刻那幾年香港突然變成一個
[00:05:06.000 --> 00:05:08.000]  很大的難民收容所
[00:05:08.000 --> 00:05:10.000]  因為人口
[00:05:10.000 --> 00:05:12.000]  由原本150萬
[00:05:12.000 --> 00:05:14.000]  飆升到223萬
[00:05:14.000 --> 00:05:16.000]  原來就是在
[00:05:16.000 --> 00:05:18.000]  1945年之後
[00:05:18.000 --> 00:05:20.000]  一齊很大批湧入香港
[00:05:20.000 --> 00:05:22.000]  有研究就說
[00:05:22.000 --> 00:05:24.000]  那時候政府沒有做過什麼
