
[00:00:00.000 --> 00:00:05.600]  請我們再一次從心底談和祈禱
[00:00:05.600 --> 00:00:09.600]  希望我們再一次感謝你給你寶貴的話語作為我們生命的指引
[00:00:09.600 --> 00:00:16.600]  求你藉著你的話語去提醒、勸勉、教導、安慰、督促、改變我們
[00:00:16.600 --> 00:00:21.400]  我們祈禱的時候特別是紀念到在中國和香港
[00:00:21.400 --> 00:00:29.400]  這個武漢的冠狀性的一個病毒
[00:00:29.400 --> 00:00:31.800]  我們都將他們交在主的手中
[00:00:31.800 --> 00:00:37.200]  求你奇妙的制止了這場疫症免致更多人死亡
[00:00:37.200 --> 00:00:39.600]  求你祝福、憐憫、保守
[00:00:39.600 --> 00:00:45.000]  特別是灣區我們也發現有確診的疫症
[00:00:45.000 --> 00:00:49.200]  也叫這個疫症不會散播出去
[00:00:49.200 --> 00:00:55.600]  也求你給無論哪個政府都懂得怎樣去控制這個疫情
[00:00:55.600 --> 00:00:58.200]  我們就恭敬、仰望、交託給你
[00:00:58.200 --> 00:01:00.200]  同耶穌基督名求
[00:01:00.200 --> 00:01:06.200]  台灣有一個很出名的長老叫寇世遠
[00:01:06.200 --> 00:01:10.200]  有一次他就說過一個這樣的見證
[00:01:10.200 --> 00:01:12.200]  台灣有一間教會
[00:01:12.200 --> 00:01:16.200]  這個教會雖然已經成立了很久
[00:01:16.200 --> 00:01:20.200]  但是就是老油條
[00:01:20.200 --> 00:01:24.200]  個個是沒有生氣的
[00:01:24.200 --> 00:01:25.200]  人事又複雜
[00:01:25.200 --> 00:01:27.200]  弟兄姊妹又不長進
[00:01:27.200 --> 00:01:30.200]  整個教會就好像死了大半一樣
[00:01:30.200 --> 00:01:34.200]  不過教會裏面還有一些死硬派
[00:01:34.200 --> 00:01:36.200]  是很愛主、很教會的人
[00:01:36.200 --> 00:01:38.200]  他們覺得這樣下去不行
[00:01:38.200 --> 00:01:41.200]  教會繼續下去的時候就會倒閉
[00:01:41.200 --> 00:01:44.200]  我們都要來一個復興
[00:01:44.200 --> 00:01:51.200]  於是他們就想不如開一個培靈奮興大會
[00:01:51.200 --> 00:01:53.200]  打一支強心針
[00:01:53.200 --> 00:01:56.200]  讓弟兄姊妹醒過來
[00:01:56.200 --> 00:01:58.200]  不要整天在那裏睡
[00:01:58.200 --> 00:01:59.200]  聽到就睡
[00:01:59.200 --> 00:02:02.200]  或者是那個時候還沒有手機
[00:02:02.200 --> 00:02:05.200]  個個都好像懶洋洋一樣
[00:02:05.200 --> 00:02:08.200]  我們真的要奮興
[00:02:08.200 --> 00:02:11.200]  於是就請了一個台灣很出名的牧師
[00:02:11.200 --> 00:02:15.200]  來主持這個培靈奮興大會
[00:02:15.200 --> 00:02:17.200]  到了過晚的時候
[00:02:17.200 --> 00:02:19.200]  他們做了很多宣傳工作
[00:02:19.200 --> 00:02:25.200]  很多弟兄姊妹平時只是稍稍來到
[00:02:25.200 --> 00:02:28.200]  差不多是祝福的時候才來
[00:02:28.200 --> 00:02:30.200]  果然是早點來
[00:02:30.200 --> 00:02:32.200]  因為這個名目來港道
[00:02:32.200 --> 00:02:39.200]  這個教會有一個和我們教會的習慣有點不同
[00:02:39.200 --> 00:02:41.200]  這個教會的習慣是什麼呢?
[00:02:41.200 --> 00:02:45.200]  講道之前先收奉獻
[00:02:45.200 --> 00:02:48.200]  我們教會講道之後先收奉獻
[00:02:48.200 --> 00:02:50.200]  去到教會就不是
[00:02:50.200 --> 00:02:52.200]  講道之前就收奉獻
[00:02:52.200 --> 00:02:56.200]  收完奉獻之後就請這個牧師講道
[00:02:56.200 --> 00:02:57.200]  牧師就上台講道了
[00:02:57.200 --> 00:03:01.200]  個個都留心聽這個名目
[00:03:01.200 --> 00:03:05.200]  牧師講了二十分鐘就講完了
[00:03:05.200 --> 00:03:06.200]  很短的一篇道
[00:03:06.200 --> 00:03:09.200]  而且這篇道只有一句話
[00:03:09.200 --> 00:03:20.200]  你們要誠實
[00:03:20.200 --> 00:03:22.200]  二十分鐘就講了一句
[00:03:22.200 --> 00:03:24.200]  就是你們要誠實
[00:03:24.200 --> 00:03:25.200]  個個都聽了
[00:03:25.200 --> 00:03:26.200]  我看你
[00:03:26.200 --> 00:03:29.200]  牧師是不是忘記戴講章了
[00:03:29.200 --> 00:03:31.200]  牧師是不是瘋了
[00:03:31.200 --> 00:03:32.200]  什麼都不記得
[00:03:32.200 --> 00:03:34.200]  是不是老人癡呆
[00:03:34.200 --> 00:03:37.200]  只記得你們要誠實
[00:03:37.200 --> 00:03:39.200]  還有一件更加奇怪的事
[00:03:39.200 --> 00:03:41.200]  他講完二十分鐘
[00:03:41.200 --> 00:03:43.200]  祈禱都不祈
[00:03:43.200 --> 00:03:45.200]  又不等祝福
[00:03:45.200 --> 00:03:47.200]  又不等結束
[00:03:47.200 --> 00:03:49.200]  他就走人了
[00:03:49.200 --> 00:03:51.200]  個個都奇怪
[00:03:51.200 --> 00:03:54.200]  牧師是不是趕著去洗手間呢
[00:03:54.200 --> 00:03:56.200]  還是肚子痛呢
[00:03:56.200 --> 00:03:57.200]  他走到差不多的時候
[00:03:57.200 --> 00:03:59.200]  突然間有個青年人走去
[00:03:59.200 --> 00:04:01.200]  牧師牧師你不要走
[00:04:01.200 --> 00:04:04.200]  那個牧師就轉頭
[00:04:04.200 --> 00:04:06.200]  年青人什麼事啊
[00:04:06.200 --> 00:04:12.200]  我知道你剛才講到對我講的
[00:04:12.200 --> 00:04:15.200]  那個牧師就奇怪
[00:04:15.200 --> 00:04:18.200]  為什麼你會覺得我對你講呢
[00:04:18.200 --> 00:04:20.200]  是你對我講的
[00:04:20.200 --> 00:04:21.200]  因為我不誠實
[00:04:21.200 --> 00:04:24.200]  不過我有一個問題不明白的
[00:04:24.200 --> 00:04:25.200]  我想問一下你
[00:04:25.200 --> 00:04:27.200]  你才走
[00:04:27.200 --> 00:04:28.200]  什麼問題呢
[00:04:28.200 --> 00:04:31.200]  剛才奉獻袋傳到我那裏的時候
[00:04:31.200 --> 00:04:35.200]  我就把手放進奉獻袋裏面
[00:04:35.200 --> 00:04:37.200]  其實我的手是沒有東西的
[00:04:37.200 --> 00:04:39.200]  空氣來的
[00:04:39.200 --> 00:04:41.200]  我演戲的演
[00:04:41.200 --> 00:04:43.200]  我演給人看的
[00:04:43.200 --> 00:04:44.200]  因為我不好意思
[00:04:44.200 --> 00:04:46.200]  奉獻袋傳到我的時候
[00:04:46.200 --> 00:04:47.200]  遞去另一個
[00:04:47.200 --> 00:04:51.200]  人家就說這個不奉獻
[00:04:51.200 --> 00:04:53.200]  所以我一樣把手放進去
[00:04:53.200 --> 00:04:55.200]  但裏面沒有東西的
[00:04:55.200 --> 00:04:57.200]  放出來
[00:04:57.200 --> 00:04:59.200]  我知道我是不誠實了
[00:04:59.200 --> 00:05:01.200]  但我問一下
[00:05:01.200 --> 00:05:06.200]  那個奉獻袋是沒有人看到的
[00:05:06.200 --> 00:05:09.200]  為什麼你會知道呢
[00:05:09.200 --> 00:05:11.200]  那個牧師轉頭跟他說
[00:05:11.200 --> 00:05:13.200]  他說弟兄
[00:05:13.200 --> 00:05:15.200]  我看不到
[00:05:15.200 --> 00:05:17.200]  我看到我自己
[00:05:17.200 --> 00:05:20.200]  剛才那個奉獻袋傳到我的時候
[00:05:20.200 --> 00:05:22.200]  我好像你一樣
[00:05:22.200 --> 00:05:24.200]  把手放進去
[00:05:24.200 --> 00:05:26.200]  作為牧師我不想有人說
[00:05:26.200 --> 00:05:28.200]  牧師都不奉獻的
[00:05:28.200 --> 00:05:31.200]  所以我就演戲的演給人看
