
[00:00:00.000 --> 00:00:02.000]  (字幕: 梁家鑫)
[00:00:03.000 --> 00:00:05.560]  我們打開第二講
[00:00:05.560 --> 00:00:07.560]  我想和大家講一下
[00:00:07.560 --> 00:00:09.080]  在《針研》裏面
[00:00:09.080 --> 00:00:16.160]  其實對於家庭有很多很精彩的提示
[00:00:16.160 --> 00:00:17.600]  我用提示這個字
[00:00:17.600 --> 00:00:19.800]  因為我們都不相信
[00:00:19.800 --> 00:00:21.480]  亦一定事實上不是
[00:00:21.480 --> 00:00:24.360]  《針研》將家庭的問題都講完
[00:00:24.360 --> 00:00:26.360]  是吧
[00:00:26.360 --> 00:00:29.880]  但是其中某些說話
[00:00:29.880 --> 00:00:34.920]  給我們對於家庭有很多很重要的反省提示
[00:00:34.920 --> 00:00:37.960]  我希望點出來作為一些舉例
[00:00:37.960 --> 00:00:40.120]  大家一起來欣賞一下
[00:00:40.120 --> 00:00:41.400]  反省一下
[00:00:41.400 --> 00:00:42.760]  品嚐一下
[00:00:42.760 --> 00:00:45.640]  以致我們更加具體地
[00:00:45.640 --> 00:00:51.760]  去享受到《針研》一般的性格是怎樣
[00:00:51.760 --> 00:00:53.000]  首先我們想看看
[00:00:53.000 --> 00:00:56.000]  《針研》講到家庭一般的角度裏面
[00:00:56.000 --> 00:00:57.720]  一個理想的家庭
[00:00:57.720 --> 00:01:00.800]  應該是一個甚麼的方向呢
[00:01:00.800 --> 00:01:02.560]  這件事我自己看了
[00:01:02.560 --> 00:01:05.280]  覺得很值得和大家分享
[00:01:05.280 --> 00:01:08.480]  試一下和大家講下去
[00:01:08.480 --> 00:01:13.160]  首先甚麼叫做家呢
[00:01:13.160 --> 00:01:16.080]  《針研》的二十七章八節
[00:01:16.080 --> 00:01:21.920]  大家手頭都有的經文
[00:01:21.920 --> 00:01:23.960]  《針研》二十七章八節裏說
[00:01:23.960 --> 00:01:30.160]  「人離本處漂流,好像雀鳥離窩遊飛」
[00:01:30.160 --> 00:01:34.440]  漏了個「飛」字
[00:01:34.440 --> 00:01:38.640]  其實「人離本處」這個字
[00:01:38.640 --> 00:01:39.920]  如果你看新譯本就知道
[00:01:39.920 --> 00:01:43.000]  其實這個原文是個「家」字
[00:01:43.000 --> 00:01:45.840]  人離開他的家來漂流
[00:01:45.840 --> 00:01:48.480]  就好像雀離開他的窩
[00:01:48.480 --> 00:01:53.600]  到處盤旋一樣
[00:01:53.600 --> 00:01:57.920]  但這句說話其實是一個很深
[00:01:57.920 --> 00:02:00.040]  亦都是很簡單
[00:02:00.040 --> 00:02:04.360]  不過又很有深入意思的一段說話
[00:02:04.360 --> 00:02:06.960]  他用窩,雀的窩
[00:02:06.960 --> 00:02:10.680]  雀的巢來比喻一個家
[00:02:10.680 --> 00:02:12.240]  家究竟是一個甚麼呢
[00:02:12.240 --> 00:02:15.760]  如果要在《針研》裏面定義一個家這個字
[00:02:15.760 --> 00:02:20.200]  就是一個可以生命安頓的地方
[00:02:20.200 --> 00:02:22.200]  英文「at home」是頗有意思的
[00:02:22.200 --> 00:02:24.760]  「home」和「at home」是不同的
[00:02:24.760 --> 00:02:26.760]  一個家可以是一間屋
[00:02:26.760 --> 00:02:28.280]  可以是一些成員組成
[00:02:28.280 --> 00:02:30.480]  但一個真正的家
[00:02:30.480 --> 00:02:32.160]  最關鍵的地方
[00:02:32.160 --> 00:02:35.840]  是你回到去
[00:02:35.840 --> 00:02:38.360]  是可以放鬆的地方
[00:02:38.360 --> 00:02:41.560]  就像雀鳥回到巢
[00:02:41.560 --> 00:02:44.000]  雀鳥何時鬆毛呢
[00:02:44.000 --> 00:02:50.320]  就是放鬆,可以很舒暢的地方的時候
[00:02:50.320 --> 00:02:53.920]  回到巢,一坐下來就鬆了毛
[00:02:53.920 --> 00:02:55.760]  這是第二個感覺
[00:02:55.760 --> 00:02:58.920]  雖然巢不等於沒有壓力,是有的
[00:02:58.920 --> 00:03:00.320]  雀鳥你知道的
[00:03:00.320 --> 00:03:02.120]  有些小鳥在那裏,還未到
[00:03:02.120 --> 00:03:04.440]  就馬上張開嘴巴,有四、五隻
[00:03:04.440 --> 00:03:06.320]  張開了大過頭的嘴巴
[00:03:06.320 --> 00:03:07.840]  那些小鳥
[00:03:07.840 --> 00:03:08.920]  很忙碌的
[00:03:08.920 --> 00:03:11.000]  媽媽給他東西吃
[00:03:11.000 --> 00:03:12.120]  但你可以想像
[00:03:12.120 --> 00:03:16.840]  忙碌得來是有樂趣的
[00:03:16.840 --> 00:03:21.600]  因為他感覺到這是他自己的地方
[00:03:21.600 --> 00:03:24.000]  他對比說,如果人離開他的家
[00:03:24.000 --> 00:03:26.880]  就好像雀鳥離開他的巢一樣
[00:03:26.880 --> 00:03:31.560]  他不是空間上
[00:03:31.560 --> 00:03:34.400]  他離開了,飛走了這麼簡單
[00:03:34.400 --> 00:03:38.120]  而是那種不知道去哪裏
[00:03:38.120 --> 00:03:42.720]  到處飄蕩的感覺
[00:03:42.720 --> 00:03:45.040]  所以這個家
[00:03:45.040 --> 00:03:47.480]  這次我用這個題目
[00:03:47.480 --> 00:03:54.280]  就是「我心安處是吾家」的意思
[00:03:54.280 --> 00:03:58.720]  那個心才是那個家最重要的地方
[00:03:58.720 --> 00:04:01.120]  你的心安的地方就是你的家
[00:04:01.120 --> 00:04:03.360]  不在乎在香港
[00:04:03.360 --> 00:04:06.040]  不在乎在哪層樓
[00:04:06.040 --> 00:04:08.120]  哪裏你的心可以安的地方
[00:04:08.120 --> 00:04:11.000]  那個就是你的家
[00:04:11.000 --> 00:04:13.480]  如果那個地方很漂亮
[00:04:13.480 --> 00:04:16.240]  但你的心是不安頓的話
[00:04:16.240 --> 00:04:18.600]  那個也不是你的家
[00:04:18.600 --> 00:04:21.600]  這是一個考驗,也是一個標準
[00:04:21.600 --> 00:04:23.920]  當你回到家裏的時候
[00:04:23.920 --> 00:04:27.200]  究竟我們覺得自己在回到一個戰場
[00:04:27.200 --> 00:04:29.120]  還是回到一個巢
[00:04:29.120 --> 00:04:31.040]  這個就是你的家
[00:04:31.040 --> 00:04:33.400]  究竟是否正常的家
[00:04:33.400 --> 00:04:36.040]  從心靈的角度來說
[00:04:36.040 --> 00:04:39.400]  有些人離開了那個家
[00:04:39.400 --> 00:04:42.200]  到處漂流的時候才覺得快樂
[00:04:42.200 --> 00:04:48.600]  肯定那個不是聖經所說的那個家
[00:04:48.600 --> 00:04:52.000]  再進一步,那怎樣才可以有這樣的家呢?
