
[00:00:00.000 --> 00:00:04.440]  耶利米斯有多少張?
[00:00:04.440 --> 00:00:05.940]  52張 沒錯
[00:00:05.940 --> 00:00:10.280]  我們今天就去到25張了
[00:00:10.280 --> 00:00:16.560]  就是說不知不覺我們已經走了一半
[00:00:16.560 --> 00:00:22.880]  讀一讀你可能會覺得耶利米斯也不是那麼難讀
[00:00:22.880 --> 00:00:29.440]  因為已經將它很大量地切開了幾份給大家
[00:00:29.440 --> 00:00:33.160]  幫助大家在整理上有些幫助
[00:00:33.160 --> 00:00:34.120]  我再說多一次
[00:00:34.120 --> 00:00:37.720]  雖然現在我分得那麼大量性地分
[00:00:37.720 --> 00:00:39.680]  但是裏面的很詳細的內容
[00:00:39.680 --> 00:00:44.080]  仔細的內容不代表只是說那一樣東西
[00:00:44.080 --> 00:00:49.480]  目的就是幫大家在記憶上繼續發展
[00:00:49.480 --> 00:00:51.680]  我們第一堂說了蓋倫
[00:00:51.680 --> 00:00:53.120]  蓋倫什麼都不記得
[00:00:53.120 --> 00:00:55.120]  只記得耶利米斯很難讀
[00:00:55.120 --> 00:00:58.920]  大概大家還記得耶利米斯的年代
[00:00:58.920 --> 00:01:01.520]  就是我們的春秋時代
[00:01:01.520 --> 00:01:03.120]  大概上下都記得
[00:01:03.120 --> 00:01:05.520]  大綱現在還沒記得不要緊
[00:01:05.520 --> 00:01:08.480]  我們慢慢累積那個大綱
[00:01:08.480 --> 00:01:11.760]  我們在第一堂說內容的時候
[00:01:11.760 --> 00:01:13.000]  就是我們第二堂
[00:01:13.000 --> 00:01:15.560]  我們說第一至第六章
[00:01:15.560 --> 00:01:17.200]  第一至第六章說什麼?
[00:01:17.200 --> 00:01:19.640]  那時候說主要內容是說
[00:01:19.640 --> 00:01:23.400]  神習弼以色列人扮牛仗
[00:01:23.400 --> 00:01:24.560]  記不記得?
[00:01:24.560 --> 00:01:27.320]  我們慢慢慢慢去建立內容
[00:01:27.320 --> 00:01:29.920]  習弼他們扮牛仗
[00:01:29.920 --> 00:01:33.080]  就說他們祖宗在抗疫的時候雖然很活躍
[00:01:33.080 --> 00:01:34.920]  但還沒到扮牛仗
[00:01:34.920 --> 00:01:36.240]  專門去跟從牛仗
[00:01:36.240 --> 00:01:39.000]  那些牛仗都是藏在井底
[00:01:39.000 --> 00:01:43.120]  藏在馬鞍、駱駝鞍下面
[00:01:43.120 --> 00:01:44.360]  都不敢拿出來
[00:01:44.360 --> 00:01:46.720]  現在進入了加倫地之後
[00:01:46.720 --> 00:01:48.160]  他們就明目張膽
[00:01:48.160 --> 00:01:48.880]  扮牛仗
[00:01:48.880 --> 00:01:50.760]  將牛仗搬進了聖殿裏面
[00:01:50.760 --> 00:01:53.560]  這個就是大致上第一至第六章
[00:01:53.560 --> 00:01:57.840]  我給他們一個主要的內容
[00:01:57.840 --> 00:02:00.680]  然後第七至第十三章
[00:02:00.680 --> 00:02:03.240]  罵完他們來扮牛仗
[00:02:03.240 --> 00:02:04.440]  就說到什麼?
[00:02:04.440 --> 00:02:08.400]  就說到以色列人來到天尼
[00:02:08.400 --> 00:02:12.120]  天尼的約
[00:02:12.120 --> 00:02:15.400]  然後上一堂我們說什麼?
[00:02:15.400 --> 00:02:16.040]  是啦
[00:02:16.040 --> 00:02:17.360]  神會不聽祈禱
[00:02:17.360 --> 00:02:20.440]  神已經立定了心意
[00:02:20.440 --> 00:02:25.000]  就算先知祈禱也沒用
[00:02:25.000 --> 00:02:27.160]  以色列百姓祈禱固然沒用
[00:02:27.160 --> 00:02:30.920]  連摩西和撒慕爾來祈禱也沒用
[00:02:30.920 --> 00:02:31.640]  為什麼?
[00:02:31.640 --> 00:02:37.680]  因為神已經定義來執行懲罰
[00:02:37.680 --> 00:02:39.520]  今天說到什麼?
[00:02:39.520 --> 00:02:41.520]  說到懲罰與釋放
[00:02:41.520 --> 00:02:44.680]  既然神已經定義施行懲罰
[00:02:44.680 --> 00:02:48.120]  其實是一件相當悲哀的事
[00:02:48.120 --> 00:02:50.880]  但是在這21至25章
[00:02:50.880 --> 00:02:54.200]  雖然說到神定義要施行懲罰
[00:02:54.200 --> 00:02:57.800]  但這不是一個無休止的懲罰
[00:02:57.800 --> 00:03:01.240]  不是一個徹底無轉圜
[00:03:01.240 --> 00:03:02.760]  回不了頭的懲罰
[00:03:02.760 --> 00:03:06.000]  因為這裡第一次很清楚地說到
[00:03:06.000 --> 00:03:10.000]  這個懲罰是有限期的
[00:03:10.000 --> 00:03:12.480]  是以70年為限
[00:03:12.480 --> 00:03:13.960]  70年之後
[00:03:13.960 --> 00:03:17.200]  以色列人是會有機會歸回的
[00:03:17.200 --> 00:03:23.880]  這是神透過先知來給以色列人警告的背後
[00:03:23.880 --> 00:03:25.880]  雖然好像有懲罰
[00:03:25.880 --> 00:03:29.960]  但我們要記住這個懲罰不是一個滅俗
[00:03:29.960 --> 00:03:31.960]  這個懲罰是一個秘魯
[00:03:31.960 --> 00:03:34.200]  秘魯的目的是希望他們
[00:03:34.200 --> 00:03:36.240]  你們這麼喜歡拜愛邦偶像
[00:03:36.240 --> 00:03:37.480]  這麼喜歡貝易神
[00:03:37.480 --> 00:03:39.640]  好 讓你們去看看
[00:03:39.640 --> 00:03:41.640]  究竟情況是怎麼樣的
[00:03:41.640 --> 00:03:44.760]  所以據很多解經學者說
[00:03:44.760 --> 00:03:47.480]  自從秘魯歸回之後的以色列人
[00:03:47.480 --> 00:03:50.520]  已經沒有那種拜偶像的情況了
[00:03:50.520 --> 00:03:54.240]  所以你會發覺從以色列人一直讀到新約
[00:03:54.240 --> 00:03:55.880]  我們也讀不到
[00:03:55.880 --> 00:03:58.840]  說到猶太人拜偶像的情況再出現
[00:03:58.840 --> 00:04:02.000]  所以大家一般都有這樣的相信
[00:04:02.000 --> 00:04:03.520]  就是知道以色列人
[00:04:03.520 --> 00:04:05.520]  他們在某些方面來說
[00:04:05.520 --> 00:04:06.720]  就受了懲戒了
[00:04:06.720 --> 00:04:09.520]  他們接受了那個懲罰
[00:04:09.520 --> 00:04:14.000]  今天我們主要是說21至24章
[00:04:14.000 --> 00:04:16.000]  就是說「凝廢與釋放」
[00:04:16.000 --> 00:04:19.200]  就是知道哀哭之後的福音
[00:04:19.200 --> 00:04:22.680]  我們主要是看21至25章的
[00:04:22.680 --> 00:04:25.240]  我們先借一次低頭祈禱 好嗎?
[00:04:25.240 --> 00:04:27.560]  我們天上的父 我們來到你的面前
[00:04:27.560 --> 00:04:29.560]  我們存著一個謙卑恭敬的心
[00:04:29.560 --> 00:04:32.080]  又存著一個善經的心
[00:04:32.080 --> 00:04:33.360]  因為我們知道
[00:04:33.360 --> 00:04:39.800]  你是那一位對我們的道路選擇
[00:04:39.800 --> 00:04:41.800]  相當認真的主
[00:04:41.800 --> 00:04:45.280]  你不是那些只求有功利
[00:04:45.280 --> 00:04:47.040]  只求我們有供奉
[00:04:47.040 --> 00:04:49.440]  你就會隻眼開隻眼閉的神
[00:04:49.440 --> 00:04:51.240]  你是那個公義
[00:04:51.240 --> 00:04:53.240]  有守約斯慈愛的神
[00:04:53.240 --> 00:04:55.960]  所以我們祈求你教導我們
[00:04:55.960 --> 00:04:58.640]  從耶利米蘇裏面看到、學到
[00:04:58.640 --> 00:05:01.360]  我們有甚麼需要來學習的功課
[00:05:01.360 --> 00:05:03.200]  我們將在這一堂的時間
[00:05:03.200 --> 00:05:05.200]  來到恭敬地交託給主
[00:05:05.200 --> 00:05:07.000]  求你來到親自的
[00:05:07.000 --> 00:05:08.600]  來到去指教我們
[00:05:08.600 --> 00:05:10.600]  我們的禱告靠耶穌基督救命
[00:05:10.600 --> 00:05:15.160]  我們先來看看21至25章
[00:05:15.160 --> 00:05:17.880]  21至25章我將它分成兩個大段落
[00:05:17.880 --> 00:05:21.520]  第一個大段落就在21至24章
[00:05:21.520 --> 00:05:23.520]  就是講到管教
[00:05:23.520 --> 00:05:25.520]  救恩之前的管教
[00:05:25.520 --> 00:05:27.520]  第一方面
[00:05:27.520 --> 00:05:30.000]  當整個以色列民族
[00:05:30.000 --> 00:05:33.000]  一直來到向下傾斜的時候
[00:05:33.000 --> 00:05:36.400]  我們發覺神很注重要責備的
[00:05:36.400 --> 00:05:38.400]  都是指導或是領袖
[00:05:38.400 --> 00:05:42.520]  以前主要留意到祂責備兩方面的領袖
[00:05:42.520 --> 00:05:45.520]  首先祂責備的在政治上的領袖
[00:05:45.520 --> 00:05:47.520]  我們需要留心的是
[00:05:47.520 --> 00:05:51.200]  神當時說要容許立王的時候
[00:05:51.200 --> 00:05:53.200]  一方面已經讓以色列人知道
[00:05:53.200 --> 00:05:55.200]  實務已紀上的時候
[00:05:55.200 --> 00:05:56.200]  就告訴他們知道
[00:05:56.200 --> 00:05:58.200]  其實你們這樣立王是搞不定的
[00:05:58.200 --> 00:05:59.400]  因為立王
[00:05:59.400 --> 00:06:02.800]  那個王會徵收你們的稅項
[00:06:02.800 --> 00:06:06.600]  又要你們幫他出去打仗等等的東西
[00:06:06.600 --> 00:06:08.200]  當時已經警告了
[00:06:08.200 --> 00:06:10.600]  但是當真的要立王的時候
[00:06:10.600 --> 00:06:13.800]  神又要透過撒慕爾來高納蘇羅的時候
[00:06:13.800 --> 00:06:15.400]  祂又跟蘇羅說
[00:06:15.400 --> 00:06:19.200]  祂要來學習神自己的律法
[00:06:19.200 --> 00:06:21.200]  也已經頒佈了
[00:06:21.200 --> 00:06:25.000]  以色列的君王需要遵守上帝的律法
[00:06:25.000 --> 00:06:27.000]  但是後來我們也知道
[00:06:27.000 --> 00:06:29.200]  那就是來來回回
[00:06:29.200 --> 00:06:30.600]  上上落落的
[00:06:30.600 --> 00:06:34.000]  所以在第21章至第23章8節裡面
[00:06:34.000 --> 00:06:37.800]  才是地方責備到君王的謬誤
[00:06:37.800 --> 00:06:38.800]  君王的謬誤
[00:06:38.800 --> 00:06:41.400]  在第21章開始
[00:06:41.400 --> 00:06:43.200]  就說第一節就說
[00:06:43.200 --> 00:06:45.000]  耶和華臨到耶利米
[00:06:45.000 --> 00:06:48.200]  那個時候西底加王就打發馬基雅的兒子
[00:06:48.200 --> 00:06:51.600]  巴斯胡爾和馬西亞的兒子
[00:06:51.600 --> 00:06:53.600]  祭司西班牙去見耶利米
[00:06:53.600 --> 00:06:55.800]  就請他來求問耶和華
[00:06:55.800 --> 00:06:58.600]  因為巴比倫王來攻擊他們
[00:06:58.600 --> 00:07:02.400]  或者耶和華照他一切奇妙的作為
[00:07:02.400 --> 00:07:05.600]  代我們使巴比倫王來我們上去
[00:07:05.600 --> 00:07:08.000]  這個主要是說到什麼呢?
[00:07:08.000 --> 00:07:12.200]  就是當時的西底加王有一個幻想
[00:07:12.200 --> 00:07:15.000]  為什麼他會有這個幻想呢?
[00:07:15.000 --> 00:07:16.400]  這個幻想有根據的
[00:07:16.400 --> 00:07:18.800]  有時候我們在教會裡面做事
[00:07:18.800 --> 00:07:21.000]  或者我們自己個人基督徒做事
[00:07:21.000 --> 00:07:22.800]  我們這樣做這件事
[00:07:22.800 --> 00:07:24.600]  我們教會做這個措施
[00:07:24.600 --> 00:07:27.400]  或者我自己個人做這個選擇
[00:07:27.400 --> 00:07:28.600]  是有根據的
[00:07:28.600 --> 00:07:30.800]  因為聖經裡面也有這樣的歷史記載
[00:07:30.800 --> 00:07:35.000]  以往在從前亞述那個年代
[00:07:35.000 --> 00:07:37.800]  在以賽亞先知那個時代
[00:07:37.800 --> 00:07:41.600]  曾經有一次
[00:07:41.600 --> 00:07:45.600]  耶路撒冷被亞述大軍圍困
[00:07:45.600 --> 00:07:48.400]  先知以賽亞向神祈禱
[00:07:48.400 --> 00:07:51.000]  聖經裡面就記載神差遣一個使者
[00:07:51.000 --> 00:07:52.000]  我們中文看不到
[00:07:52.000 --> 00:07:53.400]  只是神差遣使者
[00:07:53.400 --> 00:07:54.600]  英文我們看到了
[00:07:54.600 --> 00:07:55.800]  看原文我們也看到了
[00:07:55.800 --> 00:07:57.400]  那個是一個單數
[00:07:57.400 --> 00:07:59.200]  就是神差遣一個使者
[00:07:59.200 --> 00:08:03.800]  用一晚時間殲滅了亞述十八萬五千大軍
[00:08:03.800 --> 00:08:06.800]  他現在就希望歷史重演
[00:08:06.800 --> 00:08:08.400]  希望再來一次
[00:08:08.400 --> 00:08:10.000]  臨終
[00:08:10.000 --> 00:08:11.200]  希望再來一次
[00:08:11.200 --> 00:08:15.000]  所以我們發覺到那個情況
[00:08:15.000 --> 00:08:17.400]  我就說這個是一個妄想
[00:08:17.400 --> 00:08:18.800]  或者幻想
[00:08:18.800 --> 00:08:19.800]  我在第一個段落裡面
[00:08:19.800 --> 00:08:23.600]  我剛才講到這個段落開始的預言
[00:08:23.600 --> 00:08:25.000]  二十一章開始的預言
[00:08:25.000 --> 00:08:27.800]  我們曾經講過在二十一章開始
[00:08:27.800 --> 00:08:29.200]  一直到第三十九章
[00:08:29.200 --> 00:08:31.000]  我們叫做時代的信息
[00:08:31.000 --> 00:08:32.800]  之前那些是沒有時代的
[00:08:32.800 --> 00:08:34.400]  沒有什麼時候什麼時候講的
[00:08:34.400 --> 00:08:38.600]  就是一個很普遍性的傳遞的信息
[00:08:38.600 --> 00:08:39.600]  這一節就不是了
[00:08:39.600 --> 00:08:41.000]  有年代了
[00:08:41.000 --> 00:08:42.200]  有年份了等等
[00:08:42.200 --> 00:08:43.400]  有什麼皇后
[00:08:43.400 --> 00:08:44.800]  目的是要指出什麼呢
[00:08:44.800 --> 00:08:48.000]  就是指出當時猶大的情況
[00:08:48.000 --> 00:08:49.600]  但是在這個地方
[00:08:49.600 --> 00:08:52.600]  他並不是真的前後排好了
[00:08:52.600 --> 00:08:53.800]  編年的
[00:08:53.800 --> 00:08:56.400]  來將這麼多的信息擺好
[00:08:56.400 --> 00:08:59.600]  而是主要指出猶大的背蓋
[00:08:59.600 --> 00:09:01.400]  已經不是再是問題的中心了
[00:09:01.400 --> 00:09:03.600]  因為一過了第二十章
[00:09:03.600 --> 00:09:05.600]  我們上一堂講的那些之後就說
[00:09:05.600 --> 00:09:07.000]  神的刑法一定來到了
[00:09:07.000 --> 00:09:08.000]  所以不用祈禱
[00:09:08.000 --> 00:09:09.600]  不用為這件事祈禱了
[00:09:09.600 --> 00:09:10.600]  不用提
[00:09:10.600 --> 00:09:12.000]  不用提說我悔改了
[00:09:12.000 --> 00:09:13.800]  神的怒氣轉燒了
[00:09:13.800 --> 00:09:14.400]  沒有了
[00:09:14.400 --> 00:09:15.800]  已經
[00:09:15.800 --> 00:09:18.200]  定期過了
[00:09:18.200 --> 00:09:19.400]  現在是說什麼呢
[00:09:19.400 --> 00:09:20.800]  現在就是講管教了
[00:09:20.800 --> 00:09:21.400]  已經
[00:09:21.400 --> 00:09:29.000]  所以他的編排是以神自己的信息主題來分類
[00:09:29.000 --> 00:09:31.400]  而不是按照那個時代來分類
[00:09:31.400 --> 00:09:34.200]  更加重要的是講到
[00:09:34.200 --> 00:09:37.200]  將以色列人將來要怎樣去面對
[00:09:37.200 --> 00:09:39.000]  神的管教和審判
[00:09:39.000 --> 00:09:40.200]  這是西底加
[00:09:40.200 --> 00:09:42.400]  西底加大多數選舉家都說
[00:09:42.400 --> 00:09:44.800]  這是西底加比較後期的日子
[00:09:44.800 --> 00:09:45.800]  已經冰冷成下了
[00:09:45.800 --> 00:09:47.600]  因為這裡是講到什麼呢
