
[00:00:00.000 --> 00:00:05.000]  頂姐妹今天在我們的崇拜裡面
[00:00:05.000 --> 00:00:08.000]  我想和大家一起看撒加利亞書
[00:00:08.000 --> 00:00:11.000]  撒加利亞書是一本不容易了解的書
[00:00:11.000 --> 00:00:14.000]  但是我今天就都很大野心
[00:00:14.000 --> 00:00:21.000]  想一口氣和大家看前面那六張所記載的八個的異象
[00:00:21.000 --> 00:00:24.000]  但是不單單是看這個異象
[00:00:24.000 --> 00:00:32.000]  我另外一個心意就是將我們看到的異象帶給我們神的真理和信息
[00:00:32.000 --> 00:00:37.000]  然後用在你和我今天所面對的情況
[00:00:37.000 --> 00:00:40.000]  有些說話可能你會覺得你這麼大膽這麼說
[00:00:40.000 --> 00:00:43.000]  大膽是因為我只是說我自己的一些看法
[00:00:43.000 --> 00:00:44.000]  你不一定要贊成
[00:00:44.000 --> 00:00:49.000]  但是我大膽也是因為有些是神自己的真理
[00:00:49.000 --> 00:00:50.000]  我一定要說出來
[00:00:50.000 --> 00:00:55.000]  所以今天我們帶著一個開放的心
[00:00:55.000 --> 00:00:56.000]  也是仰望神的心
[00:00:56.000 --> 00:01:04.000]  來了解這八個異象和他帶給我們的心意和神自己的信息
[00:01:04.000 --> 00:01:09.000]  我自己就要掌控我的時間
[00:01:09.000 --> 00:01:12.000]  上一堂講道我講得很長
[00:01:12.000 --> 00:01:15.000]  我要想說的東西都說不到
[00:01:15.000 --> 00:01:20.000]  今天我肯定前面的八個異象我會簡短的說
[00:01:20.000 --> 00:01:24.000]  大家如果有興趣可以看回聖經
[00:01:24.000 --> 00:01:26.000]  那六張聖經
[00:01:26.000 --> 00:01:29.000]  但是我每一個異象我只是很簡略的描述
[00:01:29.000 --> 00:01:32.000]  請大家理解和原諒
[00:01:32.000 --> 00:01:34.000]  然後我最重要的告訴大家
[00:01:34.000 --> 00:01:37.000]  究竟我們怎樣去了解這些異象
[00:01:37.000 --> 00:01:42.000]  這些異象是被撒加尼亞先知所看見的
[00:01:42.000 --> 00:01:45.000]  如果我們剛才讀的時候可能沒有留意
[00:01:45.000 --> 00:01:52.000]  第一章那裡講到說這些異象來的時候是大利烏王二年
[00:01:52.000 --> 00:01:59.000]  等於今天我們的曆法裡面大概是公元前的520年
[00:01:59.000 --> 00:02:02.000]  而且先知在夜間
[00:02:02.000 --> 00:02:06.000]  晚上看到的
[00:02:06.000 --> 00:02:09.000]  那究竟有什麼特別的地方呢
[00:02:09.000 --> 00:02:10.000]  一會兒我會和大家說
[00:02:10.000 --> 00:02:14.000]  最重要的是我們說為什麼神要用異象
[00:02:14.000 --> 00:02:16.000]  不是沒有東西找來搞
[00:02:16.000 --> 00:02:17.000]  故弄玄虛
[00:02:17.000 --> 00:02:22.000]  一會兒又馬又紅色馬又啡色馬又白色馬又點點色的馬
[00:02:22.000 --> 00:02:24.000]  搞這麼多東西為什麼
[00:02:24.000 --> 00:02:29.000]  其實主要就是讓我們和加上先知自己都不明白
[00:02:29.000 --> 00:02:30.000]  為什麼
[00:02:30.000 --> 00:02:31.000]  想說什麼
[00:02:31.000 --> 00:02:36.000]  就是我們神為什麼不直接告訴我們究竟有什麼信息呢
[00:02:36.000 --> 00:02:40.000]  有時候神告訴我們信息的時候我們沒有留心聽
[00:02:40.000 --> 00:02:42.000]  沒有心機聽
[00:02:42.000 --> 00:02:45.000]  或者以為聽了其實沒有深刻的印象
[00:02:45.000 --> 00:02:49.000]  異象就是一些很不尋常的圖畫
[00:02:49.000 --> 00:02:51.000]  很不尋常的事情
[00:02:51.000 --> 00:02:54.000]  逼到我們好像說夜間什麼都看不到了
[00:02:54.000 --> 00:02:56.000]  突然間看到異象的時候
[00:02:56.000 --> 00:02:58.000]  你不留心都不行
[00:02:58.000 --> 00:03:00.000]  你不聆聽都不行
[00:03:00.000 --> 00:03:03.000]  你要留心要聆聽的時候都不能夠明白的時候
[00:03:03.000 --> 00:03:07.000]  於是你就開始放低你自己的估計
[00:03:07.000 --> 00:03:09.000]  去聽聽神怎麼說
[00:03:09.000 --> 00:03:16.000]  就是說異象的作用是逼我們留心聽到神要我們聽到的話
[00:03:16.000 --> 00:03:21.000]  如果今天你和我能夠聽到異象那個信息
[00:03:21.000 --> 00:03:26.000]  最重要的不是要解到異象那些神奇的地方
[00:03:26.000 --> 00:03:33.000]  而是最後要了解到異象神想我們知道關於他
[00:03:33.000 --> 00:03:36.000]  想我們明白的真理
[00:03:36.000 --> 00:03:39.000]  這個就是我們今天的目標
[00:03:39.000 --> 00:03:42.000]  所以我們一直錄製的時候
[00:03:42.000 --> 00:03:44.000]  我們看到這些異象
[00:03:44.000 --> 00:03:48.000]  神要彰顯他自己的心意
[00:03:48.000 --> 00:03:54.000]  和他做事的原則和手法
[00:03:54.000 --> 00:03:57.000]  希望我們透過這八個異象
[00:03:57.000 --> 00:04:00.000]  明白神正在做的一些什麼
[00:04:00.000 --> 00:04:03.000]  他用的方式是什麼
[00:04:03.000 --> 00:04:07.000]  我們先看看這個異象的排列
[00:04:07.000 --> 00:04:09.000]  這裡第一頁
[00:04:09.000 --> 00:04:12.000]  這裡
[00:04:12.000 --> 00:04:17.000]  這裡我們將這個異象排列成U形
[00:04:17.000 --> 00:04:18.000]  八個異象
[00:04:18.000 --> 00:04:21.000]  其實如果你稍微留意
[00:04:21.000 --> 00:04:26.000]  你會發現這個異象一對一對是對應的
[00:04:26.000 --> 00:04:27.000]  不是相同
[00:04:27.000 --> 00:04:30.000]  而是很接近的描述
[00:04:30.000 --> 00:04:33.000]  而是有不同的層次
[00:04:33.000 --> 00:04:36.000]  剛才如果你留意到
[00:04:36.000 --> 00:04:39.000]  我們讀了第一章和第六章
[00:04:39.000 --> 00:04:42.000]  其實就是第一個異象和第八個異象
[00:04:42.000 --> 00:04:44.000]  第一個異象是什麼
[00:04:44.000 --> 00:04:46.000]  第一個異象你會記得一點
[00:04:46.000 --> 00:04:48.000]  他的馬出來巡邏
[00:04:48.000 --> 00:04:50.000]  有不同顏色的馬
[00:04:50.000 --> 00:04:53.000]  第八個異象又有馬出來
[00:04:53.000 --> 00:04:56.000]  不過他拉著車出來
[00:04:56.000 --> 00:04:58.000]  四個馬車
[00:04:58.000 --> 00:05:00.000]  也是不同顏色的馬
[00:05:00.000 --> 00:05:02.000]  所以你會發覺
[00:05:02.000 --> 00:05:06.000]  其實是第一個異象就是馬出去巡邏
[00:05:06.000 --> 00:05:10.000]  第八個異象馬奔跑四方
[00:05:10.000 --> 00:05:11.000]  是紅狀的
[00:05:11.000 --> 00:05:14.000]  而且遍佈全地
[00:05:14.000 --> 00:05:21.000]  代表了掌控了整個大地和世間
[00:05:21.000 --> 00:05:26.000]  這些就是對應的作用
[00:05:26.000 --> 00:05:30.000]  讓我們知道整個是對應的
[00:05:30.000 --> 00:05:33.000]  其實你要留心看下去
[00:05:33.000 --> 00:05:36.000]  我們今天不會詳細慢慢來分析
[00:05:36.000 --> 00:05:39.000]  第二個異象和第七個也是對應的
[00:05:39.000 --> 00:05:42.000]  第三和第六是對應的
[00:05:42.000 --> 00:05:46.000]  第四和第五也是對應的
[00:05:46.000 --> 00:05:48.000]  但這個對應不是最重要
[00:05:48.000 --> 00:05:50.000]  想告訴我們
[00:05:50.000 --> 00:05:52.000]  神是有意想告訴我們一些東西
[00:05:52.000 --> 00:05:54.000]  說什麼呢
[00:05:54.000 --> 00:05:58.000]  就是神自己做事的原則
[00:05:58.000 --> 00:06:01.000]  和他想讓我們了解他的性格
[00:06:01.000 --> 00:06:04.000]  和要採取什麼行動
[00:06:04.000 --> 00:06:08.000]  現在我們很快看看這八個異象
[00:06:08.000 --> 00:06:10.000]  神想我們看到什麼
[00:06:10.000 --> 00:06:13.000]  第一個異象我們剛才讀過了
[00:06:13.000 --> 00:06:15.000]  是有些馬
[00:06:15.000 --> 00:06:18.000]  不同顏色的馬出去巡邏
[00:06:18.000 --> 00:06:21.000]  出發地點是低窪的地方
[00:06:21.000 --> 00:06:23.000]  但周圍有石榴樹
[00:06:23.000 --> 00:06:27.000]  這個應該是表達了皇宮的地方
[00:06:27.000 --> 00:06:30.000]  就是從一個最有權力的地方
[00:06:30.000 --> 00:06:35.000]  再代表神自己派他們出去巡邏
[00:06:35.000 --> 00:06:37.000]  一個很特別的
[00:06:37.000 --> 00:06:39.000]  可能剛才你有沒有留意
[00:06:39.000 --> 00:06:43.000]  結果是令我們詫異的
[00:06:43.000 --> 00:06:46.000]  巡邏回來的馬就說
[00:06:46.000 --> 00:06:48.000]  發覺什麼情況
[00:06:48.000 --> 00:06:51.000]  他說是很平靜
[00:06:51.000 --> 00:06:53.000]  很寧靜很安定
[00:06:53.000 --> 00:06:55.000]  就好了
[00:06:55.000 --> 00:06:57.000]  安定繁榮
[00:06:57.000 --> 00:07:01.000]  誰知道天使和神自己的反應
[00:07:01.000 --> 00:07:03.000]  是很特別的
[00:07:03.000 --> 00:07:05.000]  閉家火
[00:07:05.000 --> 00:07:08.000]  安定繁榮可以是閉家火
[00:07:08.000 --> 00:07:12.000]  神啊你什麼時候才憐憫我們這個地方
[00:07:12.000 --> 00:07:15.000]  這裡是一個很詫異的地方
[00:07:15.000 --> 00:07:18.000]  人以為很安定繁榮
[00:07:18.000 --> 00:07:21.000]  誰知道在神看來
[00:07:21.000 --> 00:07:23.000]  其實是有問題
[00:07:23.000 --> 00:07:25.000]  當時的問題是什麼呢
[00:07:25.000 --> 00:07:29.000]  這個就開始了異象的訊息
[00:07:29.000 --> 00:07:33.000]  當時就是以色列已經放下了
[00:07:33.000 --> 00:07:39.000]  放棄了建聖殿的工程和希望
[00:07:39.000 --> 00:07:41.000]  大家如果讀舊約聖經
[00:07:41.000 --> 00:07:43.000]  今天我講一點點歷史
[00:07:43.000 --> 00:07:45.000]  必須要我才講
[00:07:45.000 --> 00:07:47.000]  大家記得以色列人
[00:07:47.000 --> 00:07:49.000]  在王國的時代裡
[00:07:49.000 --> 00:07:51.000]  先後都亡了國
[00:07:51.000 --> 00:07:55.000]  北國的以色列被亞述帝國亡了
[00:07:55.000 --> 00:08:00.000]  亞述帝國後來被巴比倫帝國取代了
[00:08:00.000 --> 00:08:04.000]  那些帝國多數都是我們今天說的伊朗伊拉克那一群
[00:08:04.000 --> 00:08:07.000]  巴勒斯坦就是下面的
[00:08:07.000 --> 00:08:10.000]  狹小的地方就是埃及北邊
[00:08:10.000 --> 00:08:12.000]  大家都知道
[00:08:12.000 --> 00:08:18.000]  接著南國的猶太最後都被巴比倫帝國所滅亡了
[00:08:18.000 --> 00:08:21.000]  所以以色列根本就已經亡國了
[00:08:21.000 --> 00:08:22.000]  猶太人就已經亡國了
[00:08:22.000 --> 00:08:23.000]  被人擄去了
[00:08:23.000 --> 00:08:26.000]  基本上就去了這些大帝國的領域
[00:08:26.000 --> 00:08:28.000]  就是伊朗伊拉克的地方
[00:08:28.000 --> 00:08:31.000]  過了70年過了一段日子
[00:08:31.000 --> 00:08:33.000]  最偉大的帝國
[00:08:33.000 --> 00:08:36.000]  好像巴比倫那麼強盛的都崩潰了
[00:08:36.000 --> 00:08:38.000]  又被另外一個帝國取代了
[00:08:38.000 --> 00:08:40.000]  這個叫波斯帝國
[00:08:40.000 --> 00:08:42.000]  到波斯帝國的時候
[00:08:42.000 --> 00:08:44.000]  第一個皇帝叫古烈
[00:08:44.000 --> 00:08:50.000]  古烈王所採取的手法和政治的立場
[00:08:50.000 --> 00:08:55.000]  和以前的帝國巴比倫和亞述有些不同
