
[00:00:00.000 --> 00:00:04.120]  各位兄弟姐妹 早安
[00:00:04.120 --> 00:00:07.680]  今日的題目叫做今生來世
[00:00:07.680 --> 00:00:10.240]  其實我很小的時候已經聽過福音
[00:00:10.240 --> 00:00:12.040]  我在天主教學校長大
[00:00:12.040 --> 00:00:15.320]  我在三年級開始就進了聖女師中學
[00:00:15.320 --> 00:00:16.720]  一直讀到中五
[00:00:16.720 --> 00:00:18.440]  所以讀了很多年
[00:00:18.440 --> 00:00:22.640]  十二歲都有機會去過基督教教會聽報道會
[00:00:22.640 --> 00:00:24.280]  但一直都沒有興趣
[00:00:24.280 --> 00:00:25.520]  因為我對人生來說
[00:00:25.520 --> 00:00:27.480]  對信仰我覺得太虛無縹緲
[00:00:27.480 --> 00:00:29.480]  太遠了 很不實在
[00:00:29.480 --> 00:00:33.000]  我覺得吃個蝦餃 吃個燒賣很實在
[00:00:33.000 --> 00:00:35.480]  我覺得聽耶穌真的不是很實在
[00:00:35.480 --> 00:00:37.800]  講將來的事 這麼遙遠的事
[00:00:37.800 --> 00:00:39.360]  我不理那麼多
[00:00:39.360 --> 00:00:40.960]  所以我沒有興趣
[00:00:40.960 --> 00:00:43.560]  所以我只顧今生 不顧來世
[00:00:43.560 --> 00:00:44.680]  就像黑社會說的
[00:00:44.680 --> 00:00:46.680]  有今生沒有來世的人
[00:00:46.680 --> 00:00:49.480]  我是很喜歡玩的
[00:00:49.480 --> 00:00:51.480]  十六歲之前的我
[00:00:51.480 --> 00:00:53.000]  為什麼說十六歲之前的我呢
[00:00:53.000 --> 00:00:54.680]  因為十六歲之前我在香港
[00:00:54.680 --> 00:00:57.120]  十六歲之後我就去了多倫多
[00:00:57.120 --> 00:01:01.120]  所以我去了加拿大已經有52年了
[00:01:01.120 --> 00:01:02.120]  去了很久
[00:01:02.120 --> 00:01:04.120]  我1973年就去了加拿大
[00:01:04.120 --> 00:01:06.120]  為什麼會去呢
[00:01:06.120 --> 00:01:07.120]  因為我覺得在香港
[00:01:07.120 --> 00:01:10.120]  即是我家裡都沒有什麼希望
[00:01:10.120 --> 00:01:13.120]  我那時候就群起了一群黑社會
[00:01:13.120 --> 00:01:16.120]  我在華富邨 大家可能知道
[00:01:16.120 --> 00:01:17.120]  在那裡玩
