
[00:00:00.000 --> 00:00:04.000]  看著那個鐘說的 答九一定說完了
[00:00:04.000 --> 00:00:06.120]  但是如果你很喜歡聽
[00:00:06.120 --> 00:00:08.340]  你上YouTube聽一下我的
[00:00:08.340 --> 00:00:11.340]  很長的 幾百個小時的YouTube
[00:00:11.340 --> 00:00:14.460]  我相信有起碼有50個講座
[00:00:14.460 --> 00:00:17.780]  在溫哥華、美國、香港這樣
[00:00:17.780 --> 00:00:20.800]  但是多數是講爸爸媽媽的
[00:00:20.800 --> 00:00:23.140]  就是講怎麼教兒童心理的
[00:00:23.140 --> 00:00:25.680]  也有一段是講對抑鬱症
[00:00:25.680 --> 00:00:28.580]  今天就講一個重大題目
[00:00:28.580 --> 00:00:32.300]  牧師叫我講EQ 真難
[00:00:32.300 --> 00:00:35.540]  EQ這個字是剛剛20年的歷史
[00:00:35.540 --> 00:00:38.420]  我那時在理工大學教書的時候
[00:00:38.420 --> 00:00:43.260]  有人傳這本書很難買到
[00:00:43.260 --> 00:00:45.260]  因為大學圖書館訂不到
[00:00:45.260 --> 00:00:47.260]  於是我走出街也買不到
[00:00:47.260 --> 00:00:50.260]  後來知道原來來香港的那8千本
[00:00:50.260 --> 00:00:51.900]  一個星期就沒有了
[00:00:51.900 --> 00:00:54.800]  就被商界的HR訂了
[00:00:54.800 --> 00:00:57.880]  因此我們就開始買了之後去看
[00:00:57.880 --> 00:01:00.560]  看完之後就寫了一本書
[00:01:00.560 --> 00:01:04.860]  回應這本書講中國人、香港人的情緒智商
[00:01:04.860 --> 00:01:06.560]  叫做EQ工程學
[00:01:06.560 --> 00:01:09.820]  那時是1997年7月1日出的
[00:01:09.820 --> 00:01:12.780]  這也是我離開理工大學的日子
[00:01:12.780 --> 00:01:16.180]  那時我就開始去研究身份證
[00:01:16.180 --> 00:01:18.180]  剛剛將近20年了
[00:01:18.180 --> 00:01:22.580]  我今年在哈佛再有機會去看EQ
[00:01:22.580 --> 00:01:25.200]  那隊的心理學隊
[00:01:25.200 --> 00:01:28.660]  有機會看到原來在波士頓
[00:01:28.660 --> 00:01:32.380]  EQ是不出名的東西
[00:01:32.380 --> 00:01:34.060]  在波士頓人
[00:01:34.060 --> 00:01:35.560]  我問很多中國人
[00:01:35.560 --> 00:01:37.560]  他們都沒聽過EQ是什麼
[00:01:37.560 --> 00:01:40.220]  為什麼呢
[00:01:40.220 --> 00:01:41.860]  EQ是在那裡出生的
[00:01:41.860 --> 00:01:43.380]  在哈佛出生的
[00:01:43.380 --> 00:01:45.500]  但是在哈佛、波士頓
[00:01:45.500 --> 00:01:47.500]  甚至美國那些地方都不出名
[00:01:47.500 --> 00:01:49.500]  我去芝加哥就有人聽過
[00:01:49.500 --> 00:01:51.500]  但是香港這麼出名
[00:01:51.500 --> 00:01:54.380]  其實就是因為香港收到這本書的時候
[00:01:54.380 --> 00:01:59.180]  那個月有一個女的醫生
[00:01:59.180 --> 00:02:02.480]  打針打死了她自己的小嬸
[00:02:02.480 --> 00:02:05.840]  然後自己打針自殺
[00:02:05.840 --> 00:02:09.360]  這次南華早報就頭條
[00:02:09.360 --> 00:02:12.700]  寫著這個醫生Lack of EQ
[00:02:12.700 --> 00:02:14.700]  就是沒有情緒智慧
[00:02:14.700 --> 00:02:20.040]  因此突然間全香港都講起這個字
[00:02:20.040 --> 00:02:22.700]  台灣也影響很大
[00:02:22.700 --> 00:02:26.280]  台灣一個月賣了50萬本這本書
[00:02:26.280 --> 00:02:28.780]  但是回想起來
[00:02:28.780 --> 00:02:29.980]  是真的
[00:02:29.980 --> 00:02:34.420]  為什麼一個學問可以講這麼久呢
[00:02:34.420 --> 00:02:36.420]  講20年
[00:02:36.420 --> 00:02:38.420]  20年這麼容易
[00:02:38.420 --> 00:02:40.420]  20年都不沉
[00:02:40.420 --> 00:02:41.420]  原因是什麼呢
[00:02:41.420 --> 00:02:43.420]  今天希望和你講一下
[00:02:43.420 --> 00:02:45.420]  譬如我現在問你一個很簡單的問題
[00:02:45.420 --> 00:02:48.220]  就是你今天坐在這裡
[00:02:48.220 --> 00:02:50.220]  吃幾盒飯盒
[00:02:50.220 --> 00:02:54.220]  這個作風是不是你平時的作風
[00:02:54.220 --> 00:02:56.220]  不是
[00:02:56.220 --> 00:02:58.220]  你習慣了餐廳
[00:02:58.220 --> 00:03:00.220]  是不是
[00:03:00.220 --> 00:03:04.220]  為什麼你今天坐在這裡呢
[00:03:04.220 --> 00:03:06.220]  你有沒有後悔坐在這裡呢
[00:03:06.220 --> 00:03:10.220]  很多名校學生都問他
[00:03:10.220 --> 00:03:12.220]  你有沒有後悔入這個學校
[00:03:12.220 --> 00:03:14.220]  他沒有後悔
[00:03:14.220 --> 00:03:15.220]  然後我問
[00:03:15.220 --> 00:03:17.220]  那這個學校有沒有後悔收你啊
[00:03:17.220 --> 00:03:19.220]  他說有後悔
[00:03:19.220 --> 00:03:21.220]  就是說
[00:03:21.220 --> 00:03:23.220]  你日行入拔萃
[00:03:23.220 --> 00:03:25.220]  但是拔萃後悔收了你
[00:03:25.220 --> 00:03:29.220]  人最重要是什麼呢
[00:03:29.220 --> 00:03:31.220]  就是你的心和你做的事情
[00:03:31.220 --> 00:03:33.220]  是大家一樣的
[00:03:33.220 --> 00:03:34.220]  一樣的
[00:03:34.220 --> 00:03:38.220]  譬如說你的心很想做一個好的職員
[00:03:38.220 --> 00:03:40.220]  好的會計
[00:03:40.220 --> 00:03:42.220]  於是你又在做會計那一行
[00:03:42.220 --> 00:03:44.220]  那你就很用心去做會計
[00:03:44.220 --> 00:03:47.220]  因為你的心和你的行為是一樣的
[00:03:47.220 --> 00:03:50.220]  譬如你今天來聽EQ真難
[00:03:50.220 --> 00:03:52.220]  那你的心就覺得
[00:03:52.220 --> 00:03:53.220]  聽什麼呢
[00:03:53.220 --> 00:03:55.220]  是不是印錯了 是QE嗎
[00:03:55.220 --> 00:03:57.220]  原來是EQ
[00:03:57.220 --> 00:04:00.220]  E你收是IN很難
[00:04:00.220 --> 00:04:01.220]  看清楚了
[00:04:01.220 --> 00:04:02.220]  是喔
[00:04:02.220 --> 00:04:03.220]  有興趣
[00:04:03.220 --> 00:04:04.220]  有興趣你就坐在這裡
[00:04:04.220 --> 00:04:07.220]  就等於你這個人很用心去聽下去
[00:04:07.220 --> 00:04:09.220]  所以你會想一下
[00:04:09.220 --> 00:04:11.220]  你現在今天的生活
[00:04:11.220 --> 00:04:13.220]  有多少樣東西
[00:04:13.220 --> 00:04:15.220]  是你的心想做的
[00:04:15.220 --> 00:04:17.220]  你覺得你是在做的
[00:04:17.220 --> 00:04:19.220]  譬如你喜不喜歡做媽媽
[00:04:19.220 --> 00:04:21.220]  還是想賣掉兒子拍賣
[00:04:21.220 --> 00:04:23.220]  你喜不喜歡這份工作
[00:04:23.220 --> 00:04:25.220]  那些人說逼著沒辦法了
[00:04:25.220 --> 00:04:27.220]  工作在扭一定要做下去
[00:04:27.220 --> 00:04:29.220]  如果你有很多東西
[00:04:29.220 --> 00:04:31.220]  你的心不想
[00:04:31.220 --> 00:04:32.220]  但是你正在做的
[00:04:32.220 --> 00:04:33.220]  你不是一個快樂的人
[00:04:33.220 --> 00:04:36.220]  因為你的情緒力量給得很勉強
[00:04:36.220 --> 00:04:38.220]  給得很勉強就很容易累
[00:04:38.220 --> 00:04:40.220]  所以很多人上班都很睏
[00:04:40.220 --> 00:04:42.220]  一放工就精神了
[00:04:42.220 --> 00:04:45.220]  你會明白到你的情緒力量不夠
[00:04:45.220 --> 00:04:47.220]  不夠給出來
[00:04:47.220 --> 00:04:49.220]  你看人家打遊戲機那些
[00:04:49.220 --> 00:04:50.220]  打十個小時都還沒累
[00:04:50.220 --> 00:04:52.220]  多有情緒力量
[00:04:52.220 --> 00:04:54.220]  你看人家打麻將打幾十圈那些
[00:04:54.220 --> 00:04:56.220]  多有情緒力量
[00:04:56.220 --> 00:04:57.220]  為什麼一會就不行呢
[00:04:57.220 --> 00:04:59.220]  你的心跟你行為不一致
[00:04:59.220 --> 00:05:02.220]  所以EQ是一個很好的證明
[00:05:02.220 --> 00:05:05.220]  你的情緒力量在哪裡
[00:05:05.220 --> 00:05:10.220]  你就在那裡想找到你的人生的意義和滿足感
[00:05:10.220 --> 00:05:12.220]  所以很多人不喜歡回家
[00:05:12.220 --> 00:05:14.220]  也不喜歡上班
[00:05:14.220 --> 00:05:16.220]  但是他仍在找一個地方
[00:05:16.220 --> 00:05:17.220]  他認為是喜歡的
[00:05:17.220 --> 00:05:19.220]  但是可能找了一輩子
[00:05:19.220 --> 00:05:20.220]  那個地方還是不喜歡
[00:05:20.220 --> 00:05:21.220]  很多人去
[00:05:21.220 --> 00:05:23.220]  我在美國很多人移民去
[00:05:23.220 --> 00:05:25.220]  但是他們不喜歡美國
[00:05:25.220 --> 00:05:28.220]  但是這個選擇不可以再選下去了
[00:05:28.220 --> 00:05:30.220]  所以決定這一生裡面
[00:05:30.220 --> 00:05:32.220]  都不太快樂的住下去了
[00:05:32.220 --> 00:05:34.220]  所以今天值得你想一下
[00:05:34.220 --> 00:05:36.220]  你喔
[00:05:36.220 --> 00:05:38.220]  但是又這麼說
[00:05:38.220 --> 00:05:40.220]  反省是不是真的有用呢
[00:05:40.220 --> 00:05:42.220]  比如有些人說
[00:05:42.220 --> 00:05:44.220]  每天都要檢討一下自己
[00:05:44.220 --> 00:05:46.220]  幫自己明天過得好一點
[00:05:46.220 --> 00:05:51.220]  所以就快要撲那些日曆了
[00:05:51.220 --> 00:05:53.220]  每個乖一撕開第一頁
[00:05:53.220 --> 00:05:55.220]  1月1號都很興奮的
[00:05:55.220 --> 00:05:58.220]  賭數十九八七很開心的
[00:05:58.220 --> 00:06:00.220]  但是不知道隔了多少天
[00:06:00.220 --> 00:06:01.220]  你已經不是很開心
[00:06:01.220 --> 00:06:03.220]  又要等明年了
[00:06:03.220 --> 00:06:05.220]  你覺得今年都是
[00:06:05.220 --> 00:06:06.220]  差不多都沒有了
[00:06:06.220 --> 00:06:07.220]  沒什麼
[00:06:07.220 --> 00:06:09.220]  就是說你經常都建議自己
[00:06:09.220 --> 00:06:11.220]  下一次好一點
[00:06:11.220 --> 00:06:12.220]  明天好一點
[00:06:12.220 --> 00:06:14.220]  是不是真的成功呢
[00:06:14.220 --> 00:06:15.220]  檢討其實都是不行的
[00:06:15.220 --> 00:06:17.220]  如果不是就不用supervisor了
[00:06:17.220 --> 00:06:19.220]  supervisor就是監視你
[00:06:19.220 --> 00:06:22.220]  他經常都幫你檢討
[00:06:22.220 --> 00:06:25.220]  但是不是檢討完之後你做到了呢
[00:06:25.220 --> 00:06:27.220]  你發現人有一個問題
[00:06:27.220 --> 00:06:29.220]  就是很多人都以為
[00:06:29.220 --> 00:06:31.220]  比如蘇格拉底說沒有檢視的人生
[00:06:31.220 --> 00:06:32.220]  就不值得活的
[00:06:32.220 --> 00:06:34.220]  那是不是真的人人都每天
[00:06:34.220 --> 00:06:35.220]  去留心自己
