
[00:00:00.000 --> 00:00:04.320]  我不知道大家有沒有發覺
[00:00:04.320 --> 00:00:06.440]  有多少人可以告訴我
[00:00:06.440 --> 00:00:07.480]  祝福是什麼
[00:00:07.480 --> 00:00:09.720]  什麼是祝福 什麼是福氣
[00:00:09.720 --> 00:00:12.800]  你會覺得好像很簡單的問題
[00:00:12.800 --> 00:00:14.720]  其實一點都不簡單
[00:00:14.720 --> 00:00:15.680]  為什麼
[00:00:15.680 --> 00:00:17.120]  如果你找十個人
[00:00:17.120 --> 00:00:18.680]  你問他祝福是什麼
[00:00:18.680 --> 00:00:20.880]  你可能有九個不同答案
[00:00:20.880 --> 00:00:22.480]  知不知道我說什麼
[00:00:22.480 --> 00:00:24.120]  我隨街撿過阿婆
[00:00:24.120 --> 00:00:25.040]  什麼叫福
[00:00:25.040 --> 00:00:28.640]  我看到你的樣子很有福
[00:00:28.640 --> 00:00:30.640]  這樣也可以是福
[00:00:30.640 --> 00:00:31.680]  對不對
[00:00:31.680 --> 00:00:33.240]  所以我們說
[00:00:33.240 --> 00:00:35.480]  一般人來說
[00:00:35.480 --> 00:00:36.680]  什麼為之有福
[00:00:36.680 --> 00:00:38.440]  有錢就有福
[00:00:38.440 --> 00:00:40.360]  有錢是不是有福
[00:00:40.360 --> 00:00:42.760]  種六合彩是不是很有福
[00:00:42.760 --> 00:00:44.840]  不覺得
[00:00:44.840 --> 00:00:48.120]  你追查香港歷史
[00:00:48.120 --> 00:00:50.400]  種六合彩的結局我不知道
[00:00:50.400 --> 00:00:51.840]  不過你查一下就知道
[00:00:51.840 --> 00:00:54.240]  第二個有福的觀念
[00:00:54.240 --> 00:00:56.760]  兒孫滿堂就有福
[00:00:56.760 --> 00:01:00.000]  你說生三個短擔挑
[00:01:00.000 --> 00:01:00.840]  不可以
[00:01:00.840 --> 00:01:02.720]  今天已經沒有人覺得
[00:01:02.720 --> 00:01:04.960]  生多幾個是有福
[00:01:04.960 --> 00:01:09.360]  我們的觀念和之前完全不同
[00:01:09.360 --> 00:01:11.360]  第三個選項是什麼
[00:01:11.360 --> 00:01:12.480]  什麼是有福
[00:01:12.480 --> 00:01:15.520]  和人的關係好
[00:01:15.520 --> 00:01:17.600]  這個對不對
[00:01:17.600 --> 00:01:18.680]  這個對
[00:01:18.680 --> 00:01:20.680]  黃太你真有福氣
[00:01:20.680 --> 00:01:21.680]  我看到你的媳婦
[00:01:21.680 --> 00:01:22.880]  不知道多好
[00:01:22.880 --> 00:01:24.680]  對你多好
[00:01:24.680 --> 00:01:26.000]  這個是不是福氣
[00:01:26.000 --> 00:01:27.800]  這個真是福氣
[00:01:27.800 --> 00:01:29.800]  原來關係好
[00:01:29.800 --> 00:01:32.440]  或者子女對他好
[00:01:32.440 --> 00:01:33.800]  這個也是福氣
[00:01:33.800 --> 00:01:37.960]  似乎福氣對於不同人來說
[00:01:37.960 --> 00:01:39.560]  是不同意義的
[00:01:39.560 --> 00:01:41.560]  我不知道你同不同意
[00:01:41.560 --> 00:01:43.960]  聖經裡面的福氣是什麼
[00:01:43.960 --> 00:01:45.280]  有沒有想過
[00:01:45.280 --> 00:01:47.600]  屬靈的福氣
[00:01:47.600 --> 00:01:49.160]  不用這麼屬靈
[00:01:49.160 --> 00:01:51.360]  不是所有聖經的福氣都是屬靈
[00:01:51.360 --> 00:01:53.160]  如果神賜福給你
[00:01:53.160 --> 00:01:55.560]  賺到錢是不是福氣
