
[00:00:00.000 --> 00:00:02.000]  (字幕組: 陳志全)
[00:00:03.000 --> 00:00:08.440]  好,很高興能夠又來到大家當中
[00:00:08.440 --> 00:00:10.880]  不過因為疫情的緣故
[00:00:10.880 --> 00:00:16.000]  要在空中和大家見面
[00:00:16.000 --> 00:00:21.200]  希望下次來可以真人見面
[00:00:21.200 --> 00:00:24.720]  不過我今天選了一段經文
[00:00:24.720 --> 00:00:26.720]  就是《耶利米》
[00:00:26.720 --> 00:00:28.720]  講到講下去的時候
[00:00:28.720 --> 00:00:32.200]  可能你也會感受到《耶利米》和我們
[00:00:32.200 --> 00:00:37.640]  在時代上有很多相似的地方
[00:00:37.640 --> 00:00:40.360]  我們今天要講的經文
[00:00:40.360 --> 00:00:43.240]  《耶利米》書一章一節開始
[00:00:43.240 --> 00:00:46.160]  《耶利米》書一章一節一直到第十節
[00:00:46.160 --> 00:00:49.560]  在家裡的請你打開聖經
[00:00:49.560 --> 00:00:54.360]  今天我們會繼續看《耶利米》書不同的章節
[00:00:54.360 --> 00:00:57.640]  我們就由一章一節讀到第十節
[00:00:57.640 --> 00:00:59.960]  可以的,你可以和我一起去讀
[00:00:59.960 --> 00:01:01.960]  一章一節開始
[00:01:01.960 --> 00:01:07.160]  「這些是變雅文的阿拿特城的祭司
[00:01:07.160 --> 00:01:10.920]  希勒加的兒子耶利米的話
[00:01:10.920 --> 00:01:17.160]  阿門的兒子尤大王約西亞在位第十三年
[00:01:17.160 --> 00:01:20.360]  耶和華的話臨到耶利米
[00:01:20.360 --> 00:01:26.120]  從約西亞的兒子尤大王約雅勁在位的時候
[00:01:26.120 --> 00:01:32.360]  直到約西亞的兒子尤大王西底加在位的末年
[00:01:32.360 --> 00:01:37.240]  就是第十一年五月間耶路撒冷被擄時
[00:01:37.240 --> 00:01:41.720]  耶和華的話也常臨到耶利米
[00:01:41.720 --> 00:01:45.320]  耶利米說:耶和華的話臨到我
[00:01:45.320 --> 00:01:49.640]  說:我尚未將你造在母腹中
[00:01:49.640 --> 00:01:51.480]  就已認識你
[00:01:51.480 --> 00:01:54.360]  你未出母胎
[00:01:54.360 --> 00:01:56.760]  我已經將你分別為性
[00:01:56.760 --> 00:01:59.560]  派你作列國的先知
[00:01:59.560 --> 00:02:02.520]  我說:唉!主耶和華
[00:02:02.520 --> 00:02:05.800]  看啊!我不知道怎麼說
[00:02:05.800 --> 00:02:07.720]  因為我年輕
[00:02:07.720 --> 00:02:11.720]  耶和華對我說:不要說我年輕
[00:02:11.720 --> 00:02:15.320]  因為我猜顯你到誰哪裡去
[00:02:15.320 --> 00:02:16.920]  你都要去
[00:02:16.920 --> 00:02:19.160]  我吩咐你說什麼
[00:02:19.160 --> 00:02:20.680]  你都要說
[00:02:20.680 --> 00:02:22.680]  你不要怕他們
[00:02:22.680 --> 00:02:25.000]  因為我與你同在
[00:02:25.000 --> 00:02:26.680]  要拯救你
[00:02:26.680 --> 00:02:29.160]  這是耶和華說的
[00:02:29.160 --> 00:02:33.320]  於是耶和華伸手按住我的口
[00:02:33.320 --> 00:02:35.560]  對我說:看啊!
[00:02:35.560 --> 00:02:39.240]  我已將我的話放在你口中
[00:02:39.240 --> 00:02:44.040]  我今日立你在列邦列國之上
[00:02:44.040 --> 00:02:49.080]  為要拔出拆毀毀壞傾覆
[00:02:49.080 --> 00:02:52.600]  又要建立栽種
[00:02:52.600 --> 00:02:55.160]  我們低頭再做一個禱告
[00:02:55.160 --> 00:02:56.360]  主耶穌
[00:02:56.360 --> 00:02:57.880]  我們去到祢的面前
[00:02:57.880 --> 00:02:59.560]  求祢幫助我們
[00:02:59.560 --> 00:03:02.920]  對祢有一個堅強的信心
[00:03:02.920 --> 00:03:04.760]  祢所做的工作
[00:03:04.760 --> 00:03:08.280]  有時是毀壞顛覆的工作
[00:03:08.280 --> 00:03:11.880]  有時是建立栽種的工作
[00:03:11.880 --> 00:03:14.360]  讓我們有這樣的信心
[00:03:14.360 --> 00:03:17.320]  無論我們去做什麼工作
[00:03:17.320 --> 00:03:19.160]  讓我們有這份膽量
[00:03:19.160 --> 00:03:21.080]  有這份忠誠
[00:03:21.080 --> 00:03:22.440]  有這份信靠
[00:03:22.440 --> 00:03:24.200]  知道祢交託給我們
[00:03:24.200 --> 00:03:26.760]  我們就盡力去做
[00:03:26.760 --> 00:03:30.680]  特別在今日很多困境的香港裏面
[00:03:30.680 --> 00:03:35.160]  幫助我們真的能做一個忠誠的跟隨者
[00:03:35.160 --> 00:03:37.160]  將以下聽到的時間交託
[00:03:37.160 --> 00:03:39.960]  禱告奉耶穌基督的名
[00:03:39.960 --> 00:03:45.800]  耶利米書是一本我都挺喜歡的書
[00:03:45.800 --> 00:03:48.760]  以前楊牧菊
[00:03:48.760 --> 00:03:50.040]  回到天家了
[00:03:50.040 --> 00:03:51.720]  楊牧師
[00:03:51.720 --> 00:03:53.240]  楊牧菊牧師
[00:03:53.240 --> 00:03:58.120]  稱呼耶利米為流淚的先知
[00:03:58.120 --> 00:04:01.880]  因為他面對一個很困難的時代
[00:04:01.880 --> 00:04:07.320]  也面對一個他要做一些很困難的事工
[00:04:07.320 --> 00:04:09.880]  所以為甚麼我說
[00:04:09.880 --> 00:04:11.640]  跟我們今天的處境
[00:04:11.640 --> 00:04:14.760]  可能都有很多對話的地方
[00:04:14.760 --> 00:04:17.080]  耶利米書一開始的時候
[00:04:17.080 --> 00:04:19.080]  就說到耶利米的呼召
[00:04:19.080 --> 00:04:25.960]  這個也是舊約的先知書常有的格式
[00:04:25.960 --> 00:04:26.920]  你可以這樣說
[00:04:26.920 --> 00:04:29.960]  首先要強調先知的呼召
[00:04:29.960 --> 00:04:31.480]  真的是從神而來的
[00:04:31.480 --> 00:04:33.640]  不過耶利米的呼召
[00:04:33.640 --> 00:04:37.560]  其中一個特色就是說到他的年份
[00:04:37.560 --> 00:04:39.240]  說完他的年份
[00:04:39.240 --> 00:04:41.240]  他的年份都很有趣的
[00:04:42.040 --> 00:04:45.560]  有些先知就像阿摩斯書一樣
[00:04:45.560 --> 00:04:49.160]  告訴你某某年他開始說先知的話
[00:04:49.160 --> 00:04:55.400]  阿摩斯大概他的書中記錄他的說話
[00:04:55.400 --> 00:04:56.920]  應該是很短的
[00:04:56.920 --> 00:05:00.440]  可能說一年或者甚至一年都不到的時間
[00:05:00.440 --> 00:05:02.200]  但是有另一些先知
[00:05:02.200 --> 00:05:04.120]  好像耶利米、以塞亞
[00:05:04.120 --> 00:05:06.520]  大概是一個很長的時間
[00:05:06.520 --> 00:05:10.360]  說先知預言說話的時間
[00:05:10.360 --> 00:05:12.040]  耶利米書一開始的時候
[00:05:12.040 --> 00:05:14.360]  就要幫助你知道
[00:05:14.360 --> 00:05:17.400]  耶利米的先知的說話
[00:05:17.400 --> 00:05:23.160]  他的所謂神的話語的時間是很長的
[00:05:23.160 --> 00:05:24.680]  為什麼這麼長呢?
[00:05:24.680 --> 00:05:25.720]  說下去就知道了
[00:05:25.720 --> 00:05:27.320]  這裡第二節開始說
[00:05:27.320 --> 00:05:31.240]  就是他在約書亞王第十三年
[00:05:31.240 --> 00:05:33.640]  約書亞王十三年就開始了
[00:05:33.640 --> 00:05:35.480]  直到他停的時候
[00:05:36.200 --> 00:05:38.040]  西底加的末年
[00:05:38.040 --> 00:05:40.920]  就是西底加第十一年
[00:05:40.920 --> 00:05:42.920]  其實你看完耶利米書
[00:05:42.920 --> 00:05:48.280]  就知道西底加在為他末年之後
[00:05:48.280 --> 00:05:49.720]  其實過了之後
[00:05:49.720 --> 00:05:52.120]  耶利米依然有神的話
[00:05:52.120 --> 00:05:54.120]  說到他後來去到埃及
[00:05:54.120 --> 00:05:57.000]  所以其實不是真的停在他末年
[00:05:57.000 --> 00:05:59.320]  不過在這裡就要強調
[00:05:59.320 --> 00:06:01.880]  他末年的重要性
[00:06:01.960 --> 00:06:05.400]  其實一開始的時候
[00:06:05.400 --> 00:06:08.440]  可以說耶利米已經告訴你
[00:06:08.440 --> 00:06:12.280]  耶利米是經歷了一段很困難的時間
[00:06:12.280 --> 00:06:14.200]  如果你對舊約有些認識
[00:06:14.200 --> 00:06:16.680]  你就知道西底加其實是一個
[00:06:16.680 --> 00:06:19.160]  所謂很英明的皇帝
[00:06:19.160 --> 00:06:23.000]  在《烈王記》上形容他
[00:06:23.000 --> 00:06:27.080]  在聖殿中發現了律法書
[00:06:27.080 --> 00:06:29.720]  可能是我們現在的生命記
[00:06:29.720 --> 00:06:32.920]  於是就叫全以色列的人
[00:06:32.920 --> 00:06:36.360]  或者全猶大國去懺悔
[00:06:36.360 --> 00:06:39.240]  然後守一個很開心的聖誕節
[00:06:39.240 --> 00:06:41.080]  一個寓意節
[00:06:41.080 --> 00:06:43.960]  從來所羅門以來都沒有守過
[00:06:43.960 --> 00:06:46.120]  這麼開心的
[00:06:46.120 --> 00:06:48.840]  與國歡騰的寓意節
[00:06:48.840 --> 00:06:52.440]  總之本來就說約書亞在聖經記錄裡面
[00:06:52.440 --> 00:06:53.960]  是一個很好的皇帝
[00:06:53.960 --> 00:06:55.000]  英明的皇帝
[00:06:55.000 --> 00:06:56.760]  忠於上主的皇帝
[00:06:56.760 --> 00:06:58.280]  所以耶利米你可以說
[00:06:58.280 --> 00:07:00.120]  他開始的時候
[00:07:00.120 --> 00:07:01.080]  是一個
[00:07:01.080 --> 00:07:05.000]  即是以色列社會處在一個相對好的光景裡面
[00:07:05.000 --> 00:07:06.760]  有個好皇帝
[00:07:06.760 --> 00:07:09.160]  西底加末年有些發生什麼事呢
[00:07:09.160 --> 00:07:11.080]  經文已經第三節告訴你
[00:07:11.080 --> 00:07:14.440]  就是耶路撒冷被擄的時候
[00:07:14.440 --> 00:07:16.360]  當然嚴格來說
[00:07:16.360 --> 00:07:19.160]  耶路撒冷的城市是不能被擄的
[00:07:19.160 --> 00:07:20.680]  嚴格來說就是
[00:07:20.680 --> 00:07:22.680]  耶路撒冷淪陷了
[00:07:22.680 --> 00:07:25.800]  然後西底加王和那些貴族
[00:07:25.800 --> 00:07:28.120]  就被擄到巴比倫
[00:07:28.120 --> 00:07:30.920]  猶太國終於滅亡了
[00:07:30.920 --> 00:07:32.680]  起碼有一段時間
[00:07:32.680 --> 00:07:36.200]  這個世界沒有猶太國的國家存在了
[00:07:36.200 --> 00:07:38.840]  所以你可以說他要強調
[00:07:38.840 --> 00:07:42.360]  耶利米去到一個
[00:07:42.360 --> 00:07:45.960]  他的事奉的終結的時候
[00:07:45.960 --> 00:07:49.640]  其實是一個慘劇
[00:07:49.640 --> 00:07:52.680]  如果你說車毀人亡
[00:07:52.680 --> 00:07:54.840]  耶利米的事奉
[00:07:54.840 --> 00:07:56.920]  就是看著車撞到牆
[00:07:56.920 --> 00:07:58.440]  最後撞到牆
[00:07:58.440 --> 00:08:00.200]  整個城市都散了
[00:08:00.200 --> 00:08:02.680]  那就是做完了
[00:08:02.680 --> 00:08:04.920]  所以你可以這麼說
[00:08:04.920 --> 00:08:07.080]  如果讓你有選擇做先知
[00:08:07.080 --> 00:08:08.680]  讓我有選擇做先知
[00:08:08.680 --> 00:08:11.240]  當然其實我哪個先知都不太想做
[00:08:11.240 --> 00:08:13.400]  我想做個很普通的基督徒
[00:08:13.400 --> 00:08:14.680]  不過如果神說
[00:08:14.680 --> 00:08:16.040]  把槍指著我
[00:08:16.040 --> 00:08:18.200]  你要做先知
[00:08:18.200 --> 00:08:20.600]  那我起碼不會選耶利米先
[00:08:20.600 --> 00:08:21.960]  這個先知
[00:08:21.960 --> 00:08:24.440]  看著整個國家撞到牆
[00:08:24.440 --> 00:08:25.640]  然後撞完牆
[00:08:25.640 --> 00:08:27.320]  OK 那你做完了
[00:08:27.320 --> 00:08:28.520]  明白嗎
[00:08:28.520 --> 00:08:34.200]  這是一個沒有太多盼望的事奉
[00:08:34.200 --> 00:08:36.600]  我們每個人做事奉的人
[00:08:36.600 --> 00:08:38.520]  你問黃牧師
[00:08:38.520 --> 00:08:39.880]  為什麼你做牧師
[00:08:39.880 --> 00:08:41.640]  肯定不是因為薪金高
[00:08:41.640 --> 00:08:42.680]  通常是因為
[00:08:42.680 --> 00:08:43.720]  因為事奉主
[00:08:43.720 --> 00:08:45.080]  見到人成長很開心
[00:08:45.080 --> 00:08:46.280]  教會成長
[00:08:46.280 --> 00:08:47.720]  神的國國臨得
[00:08:47.720 --> 00:08:50.360]  這些事情很開心的
[00:08:50.360 --> 00:08:52.200]  如果大家有聽培靈會
[00:08:52.200 --> 00:08:53.400]  國牧師說到
[00:08:53.400 --> 00:08:55.960]  見堂通常都說開心的故事
[00:08:55.960 --> 00:08:57.480]  如果你看耶利米
[00:08:57.480 --> 00:08:59.480]  就沒有開心的故事
[00:08:59.480 --> 00:09:01.480]  有的開心故事
[00:09:01.480 --> 00:09:03.000]  是將來發生的事
[00:09:03.000 --> 00:09:05.000]  有一天神會把以色列人
[00:09:05.000 --> 00:09:07.000]  帶回英雄地
[00:09:07.000 --> 00:09:09.800]  不過起碼在他的一生裏
[00:09:09.800 --> 00:09:11.560]  他眼見到的事
[00:09:11.560 --> 00:09:13.560]  基本上沒有一件開心的
[00:09:13.560 --> 00:09:15.560]  只是見到以色列的社會
[00:09:15.560 --> 00:09:17.960]  越來越差
[00:09:17.960 --> 00:09:20.520]  然後軍隊來到
[00:09:20.520 --> 00:09:24.840]  瓜比倫的軍隊橫掃古代的近東
[00:09:24.840 --> 00:09:27.800]  滅了以色列國
[00:09:27.800 --> 00:09:29.800]  所以你可以這樣說
[00:09:29.800 --> 00:09:33.640]  如果做一個事奉的人
[00:09:33.640 --> 00:09:35.320]  做到像耶利米一樣
[00:09:35.320 --> 00:09:37.960]  真的很心痛
[00:09:37.960 --> 00:09:39.720]  你要見到的
[00:09:39.720 --> 00:09:41.720]  你所愛的東西
[00:09:41.720 --> 00:09:45.000]  都要一樣又一樣的崩潰
[00:09:45.000 --> 00:09:46.120]  你想像
[00:09:46.120 --> 00:09:49.960]  不要說太王國那麼偉大
[00:09:49.960 --> 00:09:51.960]  舉個例子
[00:09:51.960 --> 00:09:53.960]  神派我來做
[00:09:53.960 --> 00:09:55.960]  不要說大埔禮賢會
[00:09:55.960 --> 00:09:57.960]  隨便一間
[00:09:57.960 --> 00:10:01.720]  神派我去大埔X教會做牧師
[00:10:01.720 --> 00:10:03.720]  然後神告訴我
[00:10:03.720 --> 00:10:06.600]  這間教會五年後就要倒閉
[00:10:06.600 --> 00:10:08.120]  我現在派你去
[00:10:08.120 --> 00:10:10.120]  就負責幫這間教會倒閉
[00:10:10.120 --> 00:10:12.120]  你想想
[00:10:12.120 --> 00:10:14.120]  如果神給我這樣的部門
[00:10:14.120 --> 00:10:15.320]  我都不想做
[00:10:15.320 --> 00:10:17.320]  我想逃兵
[00:10:17.320 --> 00:10:19.320]  去哪間教會侍奉
[00:10:19.320 --> 00:10:21.320]  我只想增長
[00:10:21.320 --> 00:10:23.320]  現在神告訴耶利米
[00:10:23.320 --> 00:10:25.320]  你的工作就是告訴你
[00:10:25.320 --> 00:10:27.320]  猶大要倒閉
[00:10:27.320 --> 00:10:29.320]  你會親眼見到猶大要倒閉
[00:10:29.320 --> 00:10:31.320]  然後你做完你要的事
[00:10:31.320 --> 00:10:33.320]  所以
[00:10:33.320 --> 00:10:35.320]  你可以這樣說
