
[00:00:00.000 --> 00:00:05.000]  剛才我問關牧師
[00:00:05.000 --> 00:00:09.000]  主要學讀新命記讀到哪裡呀
[00:00:09.000 --> 00:00:11.000]  因為主要是遲起步的
[00:00:11.000 --> 00:00:14.000]  我們九月開始在崇拜看新命記
[00:00:14.000 --> 00:00:16.000]  但主要十月才開始
[00:00:16.000 --> 00:00:18.000]  關牧師說到第八章
[00:00:18.000 --> 00:00:20.000]  都很快了
[00:00:20.000 --> 00:00:23.000]  遲些可能會追上來的了
[00:00:23.000 --> 00:00:28.000]  新命記十三章是很困難的經文
[00:00:28.000 --> 00:00:30.000]  不單是很難讀
[00:00:30.000 --> 00:00:34.000]  而且讀完之後很難明白
[00:00:34.000 --> 00:00:40.000]  我們進入到新命記的中間
[00:00:40.000 --> 00:00:46.000]  由十二章開始到二十六章
[00:00:46.000 --> 00:00:51.000]  是新命記最長的中間部分
[00:00:51.000 --> 00:00:54.000]  你去探日大探訪
[00:00:54.000 --> 00:00:56.000]  你走進門口
[00:00:56.000 --> 00:01:00.000]  經過玄關
[00:01:00.000 --> 00:01:02.000]  穿過走廊
[00:01:02.000 --> 00:01:07.000]  走到大廳
[00:01:07.000 --> 00:01:09.000]  不止這樣
[00:01:09.000 --> 00:01:11.000]  連客飯廳
[00:01:11.000 --> 00:01:13.000]  還有一個很大的廚房
[00:01:13.000 --> 00:01:15.000]  連家庭房
[00:01:15.000 --> 00:01:19.000]  那就是他家裡活動的核心
[00:01:19.000 --> 00:01:21.000]  當然還有二樓
[00:01:21.000 --> 00:01:23.000]  還有花園
[00:01:23.000 --> 00:01:26.000]  這是主要的部分
[00:01:26.000 --> 00:01:30.000]  我們現在進入到新命記主要的部分
[00:01:30.000 --> 00:01:33.000]  第一章到十一章
[00:01:33.000 --> 00:01:38.000]  其實都是摩西的開場白
[00:01:38.000 --> 00:01:41.000]  所以十二章開始
[00:01:41.000 --> 00:01:45.000]  就說到這些律例典章
[00:01:45.000 --> 00:01:48.000]  或者說上帝的教導
[00:01:48.000 --> 00:01:53.000]  上帝的吩咐的內容
[00:01:53.000 --> 00:01:56.000]  十二章開始
[00:01:56.000 --> 00:01:58.000]  頭一部分
[00:01:58.000 --> 00:02:04.000]  是一直到第十六章第十七節
[00:02:04.000 --> 00:02:07.000]  為什麼我們這樣說呢?
[00:02:07.000 --> 00:02:09.000]  我們剛才讀的是十三章
[00:02:09.000 --> 00:02:11.000]  我選了最難的那一章給你讀
[00:02:11.000 --> 00:02:13.000]  其實還有更難的
[00:02:13.000 --> 00:02:15.000]  如果你想讀完第十四章
[00:02:15.000 --> 00:02:17.000]  那些不潔淨的食物
[00:02:17.000 --> 00:02:19.000]  什麼貓頭鷹
[00:02:19.000 --> 00:02:21.000]  讀不懂的名字
[00:02:21.000 --> 00:02:23.000]  那一章很難讀的
[00:02:23.000 --> 00:02:26.000]  十二章開始是說敬拜
[00:02:26.000 --> 00:02:29.000]  十六章在這一段
[00:02:29.000 --> 00:02:31.000]  這一部分的結束
[00:02:31.000 --> 00:02:34.000]  又是說敬拜
[00:02:34.000 --> 00:02:36.000]  今天我們的敬拜是
[00:02:36.000 --> 00:02:38.000]  每個星期日
[00:02:38.000 --> 00:02:41.000]  我們上午十一點十五分
[00:02:41.000 --> 00:02:44.000]  我們回到西區華記
[00:02:44.000 --> 00:02:47.000]  我們在這裡一同屬拜
[00:02:47.000 --> 00:02:49.000]  一個月四次五次
[00:02:49.000 --> 00:02:51.000]  一年五十二次
[00:02:51.000 --> 00:02:53.000]  我們不是每天回來的
[00:02:53.000 --> 00:02:55.000]  下個星期忘了教宗
[00:02:55.000 --> 00:02:57.000]  你就會早了一個小時回來
[00:02:57.000 --> 00:02:59.000]  那就好 參加主教學
[00:02:59.000 --> 00:03:02.000]  以色列人他們的敬拜
[00:03:02.000 --> 00:03:06.000]  都是他們要去耶和華
[00:03:06.000 --> 00:03:12.000]  所選擇立為他命的地方
[00:03:12.000 --> 00:03:15.000]  西元記十二章說了很多次這句話
[00:03:15.000 --> 00:03:17.000]  去多少次呀
[00:03:17.000 --> 00:03:20.000]  十六章第一到第十八節
[00:03:20.000 --> 00:03:22.000]  一年三次
[00:03:22.000 --> 00:03:25.000]  三個節期
[00:03:25.000 --> 00:03:28.000]  如月節 七七節
[00:03:28.000 --> 00:03:31.000]  修葛節 住蟠節
[00:03:31.000 --> 00:03:36.000]  這是不同的做法
[00:03:36.000 --> 00:03:40.000]  都是定期來到神的面前
[00:03:40.000 --> 00:03:42.000]  敬拜
[00:03:42.000 --> 00:03:48.000]  這是十二章到十六章的主題
[00:03:48.000 --> 00:03:50.000]  第一部分
[00:03:50.000 --> 00:03:56.000]  上帝所吩咐他的子民要留心的
[00:03:56.000 --> 00:04:00.000]  就是怎樣來到神的面前
[00:04:00.000 --> 00:04:03.000]  敬拜 屬拜
[00:04:03.000 --> 00:04:05.000]  和我們很有意思
[00:04:05.000 --> 00:04:08.000]  因為我們每個星期都回來敬拜
[00:04:08.000 --> 00:04:14.000]  怎樣明白我們要如何來到神的面前
[00:04:14.000 --> 00:04:16.000]  來敬拜他呢
[00:04:16.000 --> 00:04:21.000]  這是西元記來到最重要的部分的第一段落
[00:04:21.000 --> 00:04:24.000]  十六章的下半開始
[00:04:24.000 --> 00:04:28.000]  下一節到十一月頭的時候
[00:04:28.000 --> 00:04:31.000]  我們會再看另一個主題
[00:04:31.000 --> 00:04:33.000]  講領袖
[00:04:33.000 --> 00:04:37.000]  講神的百姓當中哪些是領袖
[00:04:37.000 --> 00:04:39.000]  話題轉了
[00:04:39.000 --> 00:04:44.000]  開頭第一個重點是敬拜
[00:04:44.000 --> 00:04:51.000]  你留意到上帝的吩咐是很嚴格的
[00:04:51.000 --> 00:04:53.000]  剛才你讀十三章
[00:04:53.000 --> 00:04:55.000]  你就會留心
[00:04:55.000 --> 00:04:56.000]  你就會聽到
[00:04:56.000 --> 00:05:00.000]  我們一會兒再討論十三章的難處在哪裡
[00:05:00.000 --> 00:05:07.000]  敬拜上帝不是隨你心水的
[00:05:07.000 --> 00:05:10.000]  啊 這裡景色優美
[00:05:10.000 --> 00:05:12.000]  我們就圍一圈
[00:05:12.000 --> 00:05:13.000]  在這裡祈禱
[00:05:13.000 --> 00:05:14.000]  在這裡敬拜
