
[00:00:00.000 --> 00:00:05.240]  各位大兄姐妹大家好
[00:00:05.240 --> 00:00:09.280]  我們來到路加科音中的城市宣教第十二講
[00:00:09.280 --> 00:00:12.000]  也就是說這個系列的最後一講
[00:00:12.000 --> 00:00:15.440]  題目就是最佳的投資回報
[00:00:15.440 --> 00:00:17.920]  先來看看有什麼問題
[00:00:17.920 --> 00:00:24.080]  有朋友說究竟什麼時候有下一個課程
[00:00:24.080 --> 00:00:25.680]  還有教什麼
[00:00:25.680 --> 00:00:29.280]  可不可以仍然在YouTube里播放
[00:00:29.280 --> 00:00:35.280]  當我和基教部部長商量
[00:00:35.280 --> 00:00:39.920]  他也說一直在想下一個課程是教什麼
[00:00:39.920 --> 00:00:41.680]  大家也可以給意見
[00:00:41.680 --> 00:00:43.280]  可以Email給我
[00:00:43.280 --> 00:00:48.480]  可以看你建議下一次開的時候教什麼內容
[00:00:48.480 --> 00:00:50.400]  教什麼經卷
[00:00:50.400 --> 00:00:54.080]  另外有一天我在教會辦公的時候
[00:00:54.080 --> 00:00:56.720]  有個姐妹拿奉獻回來教會
[00:00:56.720 --> 00:01:01.120]  她說女傳道現在放上YouTube真的很好
[00:01:01.120 --> 00:01:05.040]  因為人大了記性又差了點
[00:01:05.040 --> 00:01:07.280]  可能集中力又差了點
[00:01:07.280 --> 00:01:10.560]  現在YouTube每一次的研經課程
[00:01:10.560 --> 00:01:12.720]  她都看兩至三次
[00:01:12.720 --> 00:01:13.440]  她說很好
[00:01:13.440 --> 00:01:15.120]  因為有時候我講得快了
[00:01:15.120 --> 00:01:16.320]  或者講的東西深了
[00:01:16.320 --> 00:01:18.800]  或者有些經文她想再看多一次
[00:01:18.800 --> 00:01:19.840]  深入一點
[00:01:19.840 --> 00:01:21.920]  她說在YouTube里非常好
[00:01:21.920 --> 00:01:24.000]  另外就是因為在YouTube里
[00:01:24.000 --> 00:01:29.920]  她可以繼續發送給不同地方的兄姐們或者朋友
[00:01:29.920 --> 00:01:35.440]  所以在這裡我和不是加拿大不是香港的同學打聲招呼
[00:01:35.440 --> 00:01:36.880]  因為今天看回記錄
[00:01:36.880 --> 00:01:41.600]  原來美國澳洲新加坡英國馬來西亞法國
[00:01:41.600 --> 00:01:44.400]  都有我們一起上課的同學
[00:01:44.400 --> 00:01:46.640]  所以在這裡和大家打聲招呼
[00:01:46.640 --> 00:01:48.080]  記得Email給我
[00:01:48.080 --> 00:01:51.760]  有什麼建議可以和我互相交流
[00:01:51.760 --> 00:01:57.840]  另外也有人問可不可以介紹一些聽道的網站
[00:01:57.840 --> 00:01:58.800]  當然好
[00:01:58.800 --> 00:02:01.520]  但是介紹之前先給大家看一段經文
