
[00:00:00.000 --> 00:00:03.660]  神是愛是我自己很喜歡的詩歌
[00:00:03.660 --> 00:00:04.920]  多謝施班
[00:00:04.920 --> 00:00:08.640]  想不到都「砰砰砰砰」都挺好聽的
[00:00:08.640 --> 00:00:10.640]  都很優美的
[00:00:10.640 --> 00:00:13.280]  多謝你們有這樣的分享
[00:00:13.280 --> 00:00:17.680]  好 我想請電影姐妹們打開剛才所讀的聖經
[00:00:17.680 --> 00:00:22.340]  《約翰一書》的第三章第11節至24節
[00:00:22.340 --> 00:00:32.780]  在我們唐用聖經的1854頁 1854
[00:00:32.780 --> 00:00:38.820]  有兩個原因的 大家真的希望一定要打開聖經來看
[00:00:38.820 --> 00:00:41.020]  第一 這段聖經剛才讀的時候
[00:00:41.020 --> 00:00:44.460]  我相信大家有些印象 好像很多字眼 好像很熟
[00:00:44.460 --> 00:00:47.260]  其實這段聖經是很深的
[00:00:47.260 --> 00:00:49.100]  很難的 很容易的
[00:00:49.100 --> 00:00:52.520]  所以我要你跟著我 我也要和大家一起去
[00:00:52.520 --> 00:00:57.140]  試一下進入聖經的很多比較複雜的結構裡面
[00:00:57.140 --> 00:01:00.300]  你不看著的話 你是不會把握得到
[00:01:00.300 --> 00:01:05.100]  第二 正如我一直比較習慣 我是用這個新譯本的
[00:01:05.100 --> 00:01:08.440]  所以唐用聖經裡面的左手邊有新譯本
[00:01:08.440 --> 00:01:12.340]  我就不需要每次都說新譯本這麼說 和學本這麼說
[00:01:12.340 --> 00:01:16.180]  浪費了時間 大家可以兩邊對照來看 好嗎?
[00:01:16.180 --> 00:01:20.780]  好 今天我們說的這個講題就叫做彼此相愛
[00:01:20.780 --> 00:01:26.540]  彼此相愛這個講題就是一個耳熟能詳的題目 是吧?
[00:01:26.540 --> 00:01:30.100]  可能你心裡突然間想 還有什麼好說的呢?
[00:01:30.100 --> 00:01:33.300]  我預備這段聖經很久了 我都問了問題
[00:01:33.300 --> 00:01:35.020]  還有什麼好說的呢?
[00:01:35.020 --> 00:01:38.740]  不是說大家做得到 而是你聽都聽過了
[00:01:38.740 --> 00:01:42.780]  你不做沒辦法 但是有些什麼可以說呢?
[00:01:42.780 --> 00:01:47.580]  當然我相信神自己的真理不是由我們去想出來
[00:01:47.580 --> 00:01:52.180]  更加我們不是坐在那裡想一些新的東西出來 沒意思的
[00:01:52.180 --> 00:01:55.980]  我們正式進入剛才我們所讀的聖經裡面
[00:01:55.980 --> 00:02:00.060]  我們就是看看神怎麼說 我們就怎麼去解釋 好嗎?
[00:02:00.060 --> 00:02:04.500]  希望我們一起試著做這種進行的工作
[00:02:04.500 --> 00:02:06.780]  好 我們看這個第十一節
[00:02:06.780 --> 00:02:12.060]  開宗明義很清楚 剛才說整段聖經要說的主題就是說
[00:02:12.060 --> 00:02:14.980]  弟兄們我們應該彼此相愛
[00:02:14.980 --> 00:02:18.700]  這個是你從起初一直得到的信息
[00:02:18.700 --> 00:02:21.780]  接著第十二節開始就解釋和教我們
[00:02:21.780 --> 00:02:26.900]  怎麼可以真正實行彼此相愛
[00:02:26.900 --> 00:02:28.740]  如果你剛才讀的時候留意
[00:02:28.740 --> 00:02:32.060]  或者我再加一些分析給大家的時候
[00:02:32.060 --> 00:02:36.460]  這段聖經裡面包含了三個很重要的段落
[00:02:36.460 --> 00:02:43.260]  也有三個很重要的真理當中是關於彼此相愛的
[00:02:43.260 --> 00:02:49.140]  第一個就是由第十二節一直到第十八節比較長的那段
[00:02:49.140 --> 00:02:53.060]  就算你沒有詳細研究到它究竟想說什麼
[00:02:53.060 --> 00:02:55.460]  你會留意到這段聖經裡面
[00:02:55.460 --> 00:02:58.780]  經常出現的字眼就是生和死 是吧?
[00:02:58.780 --> 00:03:02.460]  殺人、死、生、捨命
[00:03:02.460 --> 00:03:07.540]  這個就是第一個的重點
[00:03:07.540 --> 00:03:09.860]  就是告訴我們愛是什麼呢?
[00:03:09.860 --> 00:03:17.060]  愛是一種出死入生的扭轉 很嚴重的
[00:03:17.060 --> 00:03:23.540]  愛和無愛可以用出死入生來表達
[00:03:23.540 --> 00:03:25.140]  這個你可能沒有想過吧?
[00:03:25.140 --> 00:03:26.940]  不是我想出來的 聖經說的
[00:03:26.940 --> 00:03:28.380]  所以好東西就是這樣
[00:03:28.380 --> 00:03:31.340]  永遠都有道講的 我講了五千多篇道
[00:03:31.340 --> 00:03:32.860]  沒有所謂的 為什麼呢?
[00:03:32.860 --> 00:03:35.580]  聖經裡面永遠都講不完的 是吧?
[00:03:35.580 --> 00:03:38.100]  所以我不用擔心的 北宣當然是最好的
[00:03:38.100 --> 00:03:41.980]  限制給我說哪一段更好 不用自己去想
[00:03:41.980 --> 00:03:45.500]  每一段聖經沒有想過
[00:03:45.500 --> 00:03:48.940]  原來愛聖經告訴我們是一種出死入生
[00:03:48.940 --> 00:03:52.060]  一個很嚴重的生命扭轉
[00:03:52.060 --> 00:03:54.300]  等一下我和聖經裡面的解釋給大家聽
[00:03:54.300 --> 00:03:57.420]  第二段就是由第十九節
[00:03:57.420 --> 00:04:00.220]  第二個真理是第十九節到二十一節
[00:04:00.220 --> 00:04:02.860]  或者加上二十二節
[00:04:02.860 --> 00:04:06.580]  這裡時常出現一個字 你就會留意到
[00:04:06.580 --> 00:04:09.340]  就是心的責備
[00:04:09.340 --> 00:04:13.300]  心若責備我們 心若不責備我們
[00:04:13.300 --> 00:04:15.420]  我們就可以坦然無懼
[00:04:15.420 --> 00:04:19.980]  心的責備 但是神比我們的心大
[00:04:19.980 --> 00:04:23.420]  講的是心和它的責備
[00:04:23.420 --> 00:04:33.500]  這裡就講到愛是自己和看不看到自己
[00:04:33.500 --> 00:04:38.260]  所以剛才說愛是看到特兄、主妹、其他人
[00:04:38.260 --> 00:04:41.980]  這裡講到愛是要看到或者看不到自己
[00:04:41.980 --> 00:04:43.500]  等一下我們才慢慢解釋
[00:04:43.500 --> 00:04:46.100]  重點是心 我的心
[00:04:46.100 --> 00:04:49.580]  回到我自己的心 看我自己是怎樣的
[00:04:49.580 --> 00:04:52.380]  第三段就是第二十二節
[00:04:52.380 --> 00:04:59.140]  一直到剛才我們讀完的二十四節
[00:04:59.140 --> 00:05:01.460]  這裡的重點是什麼呢?
[00:05:01.460 --> 00:05:05.820]  這裡的重點全部都講到我們的神
[00:05:05.820 --> 00:05:09.540]  愛是看到神
[00:05:09.540 --> 00:05:12.980]  愛是遵行神的命令
[00:05:12.980 --> 00:05:14.940]  這裡講得很清楚
[00:05:14.940 --> 00:05:18.740]  所以有三個核心的教導在這裡
[00:05:18.740 --> 00:05:20.900]  第一段告訴我們
[00:05:20.900 --> 00:05:25.140]  愛是要看別人
[00:05:25.140 --> 00:05:29.740]  愛是出死入生這麼嚴重的
[00:05:29.740 --> 00:05:34.340]  第二段 愛是要看自己
[00:05:34.340 --> 00:05:39.060]  看自己 或者看不到自己
[00:05:39.060 --> 00:05:40.660]  等一下我跟大家講
[00:05:40.660 --> 00:05:44.140]  第三段就是愛要看到神
[00:05:44.140 --> 00:05:51.660]  並且是以遵行祂的命令作為最重要的一個指標
[00:05:51.660 --> 00:05:56.260]  那就說 好啊 你講了 什麼意思呢?
[00:05:56.260 --> 00:06:00.340]  最重要是講一下 究竟每一點的意思在哪裡
[00:06:00.340 --> 00:06:03.660]  所以我和剛才說 這段事情不容易的
[00:06:03.660 --> 00:06:06.180]  很複雜的 尤其是十九二十節
[00:06:06.180 --> 00:06:09.260]  教了我很久 教了我很久很久
[00:06:09.260 --> 00:06:12.300]  因為甚至我後來看到 我都很安慰
[00:06:12.300 --> 00:06:13.980]  以為我搞來搞去搞不定
[00:06:13.980 --> 00:06:17.460]  有一位學者說 可能十九到二十節
[00:06:17.460 --> 00:06:21.620]  這兩節聖經是新約聖經最難解的其中兩節
[00:06:21.620 --> 00:06:25.340]  哇 那我好一點 為什麼搞我這麼久
[00:06:25.340 --> 00:06:27.460]  也很難翻譯的 你站在新譯本
[00:06:27.460 --> 00:06:30.140]  十九二十節都翻譯不了它兩節分開的
[00:06:30.140 --> 00:06:32.940]  你看 它變成十九二十貼在一起翻譯
[00:06:32.940 --> 00:06:34.900]  和學本就將它翻譯成兩節
[00:06:34.900 --> 00:06:36.820]  但是十九二十節根本是分不開的
[00:06:36.820 --> 00:06:38.420]  好 我們不講這些雜事
[00:06:38.420 --> 00:06:41.500]  我們講聖經裡面究竟想我們學到什麼
[00:06:41.500 --> 00:06:43.220]  我們第一點 我們看看
[00:06:43.220 --> 00:06:48.980]  愛是要看到弟兄姊妹 看到其他人
[00:06:48.980 --> 00:06:51.180]  好了 究竟這段聖經
[00:06:51.180 --> 00:06:54.780]  十一節到十八節那裡講到生啊死啊
[00:06:54.780 --> 00:06:57.380]  究竟整個想講些什麼呢
[00:06:57.380 --> 00:06:59.500]  我和大家再留意看一下的時候
[00:06:59.500 --> 00:07:01.660]  我想試一下這樣和大家做一個分析
[00:07:01.660 --> 00:07:03.780]  我不是每句每句解
[00:07:03.780 --> 00:07:09.020]  這裡很清楚 約翰將會有兩個對比在這裡
[00:07:09.020 --> 00:07:11.980]  我們人站在這裡的對比 愛在兩個對比
[00:07:11.980 --> 00:07:16.860]  一個對比就是沒有愛的時候叫做恨
[00:07:16.860 --> 00:07:21.820]  恨的結果就是殺人 就好像該隱
[00:07:21.820 --> 00:07:23.780]  我不再講哪一節哪一節了 好嗎
[00:07:23.780 --> 00:07:26.140]  你看著聖經 你知道我在講哪一節哪一節了
[00:07:26.140 --> 00:07:28.900]  因為那裡很短的 只有幾節
[00:07:28.900 --> 00:07:32.220]  就是說一個方向就是你沒有愛的時候
[00:07:32.220 --> 00:07:36.460]  就好像殺人和恨 就好像該隱那樣
[00:07:36.460 --> 00:07:38.980]  走那條不歸路
[00:07:38.980 --> 00:07:41.100]  如果你有愛的話
[00:07:41.100 --> 00:07:45.820]  你就好像耶穌基督那樣去寫記
[00:07:45.820 --> 00:07:49.500]  然後將你自己所擁有的東西與人分享
[00:07:49.500 --> 00:07:51.980]  這裡說如果你世上有財物的話
[00:07:51.980 --> 00:07:53.740]  看到別人貧乏的時候
[00:07:53.740 --> 00:07:55.220]  怎麼可以硬著心不理呢
[00:07:55.220 --> 00:07:57.980]  這個就是分享 寫記
[00:07:57.980 --> 00:07:59.420]  好像耶穌基督那樣
[00:07:59.420 --> 00:08:01.060]  一個就好像該隱那樣
[00:08:01.060 --> 00:08:03.500]  殺人出於恨去殺人
[00:08:03.500 --> 00:08:05.500]  這個就是我們人生裡面
[00:08:05.500 --> 00:08:08.340]  走在愛的抉擇裡面
[00:08:08.340 --> 00:08:10.180]  兩個很不同的方向
[00:08:10.180 --> 00:08:11.620]  但是都很嚴重的方向
[00:08:11.620 --> 00:08:14.180]  因為這個是一個生一個是死
[00:08:14.180 --> 00:08:17.220]  一個是殺人一個是犧牲自己給人
[00:08:17.220 --> 00:08:18.060]  你明白嗎
[00:08:18.060 --> 00:08:20.460]  這個就是我們永遠人生裡面
[00:08:20.460 --> 00:08:23.260]  面對愛的行為的時候 行動的時候
[00:08:23.260 --> 00:08:25.180]  我們怎麼去做的時候
[00:08:25.180 --> 00:08:27.740]  都有的那個掙扎
[00:08:27.740 --> 00:08:29.620]  所以十四節就很好
[00:08:29.620 --> 00:08:31.540]  剛剛中間那裡說
[00:08:31.540 --> 00:08:33.980]  這樣我們知道什麼叫做愛
[00:08:33.980 --> 00:08:38.820]  我們應該為弟兄寫明
[00:08:38.820 --> 00:08:40.540]  第十六節那裡
[00:08:40.540 --> 00:08:42.020]  第十四節那裡說
[00:08:42.020 --> 00:08:43.660]  我們因為愛弟兄就知道
[00:08:43.660 --> 00:08:46.780]  我們已經出死入生了
[00:08:46.780 --> 00:08:48.020]  我就拿這個做主題
[00:08:48.020 --> 00:08:49.420]  在這一點上面
[00:08:49.420 --> 00:08:50.900]  整個主題就是
[00:08:50.900 --> 00:08:54.740]  愛就是出死入生
[00:08:54.740 --> 00:08:56.700]  意思就是剛才我們生命裡面
[00:08:56.700 --> 00:08:57.900]  每一個行動
[00:08:57.900 --> 00:08:59.380]  走到這裡的時候都面對兩個
[00:08:59.380 --> 00:09:00.980]  是愛還是恨的時候
[00:09:00.980 --> 00:09:03.220]  恨就是死
[00:09:03.220 --> 00:09:04.940]  我會死的
[00:09:04.940 --> 00:09:06.100]  愛呢
[00:09:06.100 --> 00:09:07.780]  就會生的
[00:09:07.780 --> 00:09:10.860]  每一次我們有一個愛的實踐的時候
[00:09:10.860 --> 00:09:13.340]  每一次我們有愛的實踐的時候
[00:09:13.340 --> 00:09:18.460]  我們就是已經由死轉到去生
[00:09:18.460 --> 00:09:20.340]  出死入生
[00:09:20.340 --> 00:09:21.780]  原文的意思就是說
[00:09:21.780 --> 00:09:24.220]  就是在死裡面抽出來
[00:09:24.220 --> 00:09:26.300]  放回入生那裡
[00:09:26.300 --> 00:09:27.100]  那這個呢
[00:09:27.100 --> 00:09:28.780]  就是剛才我說這個是一個
[00:09:28.780 --> 00:09:32.700]  很嚴重的一個抉擇
[00:09:32.700 --> 00:09:33.300]  好了
[00:09:33.300 --> 00:09:35.220]  我們再看深入一點
[00:09:35.220 --> 00:09:39.380]  究竟是想說些什麼
[00:09:39.380 --> 00:09:40.580]  他最初說到
[00:09:40.580 --> 00:09:42.140]  你看看戈隱
[00:09:42.140 --> 00:09:44.540]  戈隱他殺了自己的弟兄
[00:09:44.540 --> 00:09:45.900]  為什麼他殺他
[00:09:45.900 --> 00:09:47.660]  因為他有恨
[00:09:47.660 --> 00:09:49.620]  因為他弟兄做得好
[00:09:49.620 --> 00:09:52.220]  他做得不好
[00:09:52.220 --> 00:09:56.980]  那這個就是恨和殺人了
[00:09:56.980 --> 00:10:00.020]  然後
[00:10:00.020 --> 00:10:01.820]  馬上就轉到去
[00:10:01.820 --> 00:10:03.820]  說世上的人也恨你們
[00:10:03.820 --> 00:10:06.060]  不要以為稀奇
[00:10:06.060 --> 00:10:09.980]  接著就轉到出死入生
[00:10:09.980 --> 00:10:11.260]  如果能夠出死入生
[00:10:11.260 --> 00:10:13.340]  就不是住在死裡面
[00:10:13.340 --> 00:10:17.100]  就是說恨是住在死裡面
[00:10:17.100 --> 00:10:18.860]  這個死是什麼呢
[00:10:18.860 --> 00:10:20.060]  很特別的
[00:10:20.060 --> 00:10:22.220]  一個很吊詭的說法
[00:10:22.220 --> 00:10:24.660]  因為戈隱殺了阿伯
[00:10:24.660 --> 00:10:25.540]  他殺了人
[00:10:25.540 --> 00:10:27.180]  死的是阿伯
[00:10:27.180 --> 00:10:28.260]  你明白嗎
[00:10:28.260 --> 00:10:29.780]  但是在這裡聖經說
[00:10:29.780 --> 00:10:32.260]  真正死的是戈隱
[00:10:32.260 --> 00:10:33.380]  你明白意思嗎
[00:10:33.380 --> 00:10:35.020]  當你恨人的時候
[00:10:35.020 --> 00:10:36.980]  你現在他死
[00:10:36.980 --> 00:10:40.180]  但真正死了的就是你恨那個人
[00:10:40.180 --> 00:10:41.380]  那個人自己
[00:10:41.380 --> 00:10:42.260]  你恨人的時候
[00:10:42.260 --> 00:10:43.540]  是你自己死
[00:10:43.540 --> 00:10:44.300]  同樣的了
[00:10:44.300 --> 00:10:45.660]  這個聖經接著說下去
[00:10:45.660 --> 00:10:48.740]  好像基督那樣為我們寫記
[00:10:48.740 --> 00:10:49.300]  OK
[00:10:49.300 --> 00:10:51.460]  我們也都好像耶穌基督那樣
[00:10:51.460 --> 00:10:52.620]  將我們擁有的東西
[00:10:52.620 --> 00:10:54.260]  來分享出去的時候
[00:10:54.260 --> 00:10:55.860]  好像是死
[00:10:55.860 --> 00:10:59.340]  其實真正得到的是生
[00:10:59.340 --> 00:11:01.140]  你說的是什麼
[00:11:01.140 --> 00:11:04.100]  我舉一些比較具體的例子
[00:11:04.100 --> 00:11:07.020]  我們那個感覺給大家聽
[00:11:07.020 --> 00:11:08.300]  你有沒有曾經試過
[00:11:08.300 --> 00:11:10.180]  我相信你和我都試過
[00:11:10.180 --> 00:11:12.860]  在人生一些關鍵的掙扎
[00:11:12.860 --> 00:11:13.820]  要輸
[00:11:13.820 --> 00:11:14.380]  愛
[00:11:14.380 --> 00:11:16.900]  還是恨的過程當中
[00:11:16.900 --> 00:11:18.740]  你感覺到其實生和死
[00:11:18.740 --> 00:11:20.460]  其實是一種很真實的感覺
[00:11:20.460 --> 00:11:21.460]  你不是真的死了
[00:11:21.460 --> 00:11:24.580]  但是那個感覺上真的想死
[00:11:24.580 --> 00:11:25.420]  有一個感覺上
[00:11:25.420 --> 00:11:30.180]  你就發覺你原來有一種再生的興奮
[00:11:30.180 --> 00:11:30.980]  我試過
[00:11:30.980 --> 00:11:32.540]  可能你都試過
[00:11:32.540 --> 00:11:34.340]  曾經你和某一個人
[00:11:34.340 --> 00:11:36.340]  生命裏面有嚴規
[00:11:36.340 --> 00:11:36.780]  哎呀
[00:11:36.780 --> 00:11:38.980]  你真的很不喜歡他這樣
[00:11:38.980 --> 00:11:41.020]  他可能真的有些東西很得罪你
[00:11:41.020 --> 00:11:42.900]  總之你覺得和他很大的
[00:11:42.900 --> 00:11:43.660]  很大的嚴規
[00:11:43.660 --> 00:11:44.220]  到那個地步
[00:11:44.220 --> 00:11:46.780]  你真的沒有辦法可以接納他
[00:11:46.780 --> 00:11:48.180]  沒有辦法可以再愛他
[00:11:48.180 --> 00:11:49.220]  你生氣他
[00:11:49.220 --> 00:11:51.300]  從心裏面生氣他
[00:11:51.300 --> 00:11:52.420]  心裏面生氣他的時候
[00:11:52.420 --> 00:11:53.860]  但是你又知道神說
[00:11:53.860 --> 00:11:55.780]  我們要饒恕別人
[00:11:55.780 --> 00:11:57.580]  我們要去到神的面前的時候
[00:11:57.580 --> 00:11:59.980]  我們一定要放下我們對人的恨
[00:11:59.980 --> 00:12:02.300]  神才可以閲納我們那個祭物
[00:12:02.300 --> 00:12:04.260]  如果不是你才和他和好
[00:12:04.260 --> 00:12:04.540]  哎呀
[00:12:04.540 --> 00:12:05.860]  這些挑戰有一個很大的
[00:12:05.860 --> 00:12:08.340]  就是我們怎麼可以懷恨在心
[00:12:08.340 --> 00:12:10.460]  去繼續說我自己去愛神
[00:12:10.460 --> 00:12:12.020]  去愛其他的人呢
[00:12:12.020 --> 00:12:13.220]  於是
[00:12:13.220 --> 00:12:15.500]  其實我說的是我自己的掙扎
[00:12:15.500 --> 00:12:16.860]  你可能你也有這樣的掙扎
[00:12:16.860 --> 00:12:18.820]  於是你的生命裏有一個很大的鬥爭
[00:12:18.820 --> 00:12:19.980]  究竟我應不應該呢
[00:12:19.980 --> 00:12:20.860]  但是很難的
