
[00:00:00.000 --> 00:00:03.220]  好多謝教會給我這個機會
[00:00:03.220 --> 00:00:05.520]  和大家一起來探討一個
[00:00:05.520 --> 00:00:08.400]  差不多我在教會幾十年
[00:00:08.400 --> 00:00:11.520]  都沒有教會提過要講的題目
[00:00:11.520 --> 00:00:14.520]  就是基督徒的公民責任
[00:00:14.520 --> 00:00:17.240]  我稍微調節了一個題目
[00:00:17.240 --> 00:00:21.480]  就是基督徒的公民責任與權利
[00:00:21.480 --> 00:00:24.640]  因為通常我們喜歡權利多於責任
[00:00:24.640 --> 00:00:26.560]  我們希望先拿了權利
[00:00:26.560 --> 00:00:28.000]  責任由你負
[00:00:28.000 --> 00:00:30.440]  權利是我拿
[00:00:30.440 --> 00:00:33.160]  所以我們也要了解兩方面
[00:00:33.160 --> 00:00:35.160]  我們明白其實
[00:00:35.160 --> 00:00:39.200]  在教會裡面有很多種不同的神學思想
[00:00:39.200 --> 00:00:41.520]  今天我們會將
[00:00:41.520 --> 00:00:45.600]  連續三堂我們會將這些不同的思想
[00:00:45.600 --> 00:00:47.280]  嘗試組合
[00:00:47.280 --> 00:00:49.480]  因為其實在這一方面
[00:00:49.480 --> 00:00:51.880]  其實由七十年代開始
[00:00:51.880 --> 00:00:54.080]  已經有很多不同的基督徒和牧師
[00:00:54.080 --> 00:00:57.200]  已經在探討基督徒的公民責任
[00:00:57.200 --> 00:01:00.160]  只不過就是因為各種的原因
[00:01:00.160 --> 00:01:02.480]  不知道為什麼進不了
[00:01:02.480 --> 00:01:07.560]  在教會裡面進入一個正常的系統裡面來探討
[00:01:07.560 --> 00:01:09.960]  所以我想不知道大家回教會多少年了
[00:01:09.960 --> 00:01:11.960]  我自己回教會34年了
[00:01:11.960 --> 00:01:14.960]  沒有聽過也是第一次講
[00:01:14.960 --> 00:01:19.120]  所以其實都是一件很遺憾的事情
[00:01:19.120 --> 00:01:25.400]  因為耶穌基督呼召我們成為世上的賢和幫
[00:01:25.400 --> 00:01:27.760]  我們是世上的人
[00:01:27.760 --> 00:01:29.760]  不是世外高人
[00:01:29.760 --> 00:01:30.960]  是不是?
[00:01:30.960 --> 00:01:33.480]  既然我們是世上的人的時候
[00:01:33.480 --> 00:01:37.480]  究竟我們應該抱著一個什麼樣的態度
[00:01:37.480 --> 00:01:39.480]  和透過什麼樣的方式
[00:01:39.480 --> 00:01:44.600]  來成為一個還活在世上的基督徒呢?
[00:01:44.600 --> 00:01:47.800]  所以我們很多東西給我們藉著這個機會
[00:01:47.800 --> 00:01:48.600]  一起來學習
[00:01:48.600 --> 00:01:50.200]  是不是每個人都有筆記了?
[00:01:50.200 --> 00:01:51.720]  每個人都有了
[00:01:51.720 --> 00:01:52.480]  好嗎?
[00:01:52.480 --> 00:01:54.280]  好 我們開始之前
[00:01:54.280 --> 00:01:56.280]  我們先低頭祈禱
[00:01:56.280 --> 00:01:59.600]  我們將我們這個學習交託給主
[00:01:59.600 --> 00:02:02.080]  主耶穌我們感謝你
[00:02:02.080 --> 00:02:04.080]  是你先降世為人
[00:02:04.080 --> 00:02:07.720]  來關心我們世上這一幫人
[00:02:07.720 --> 00:02:11.440]  然後我們今天才來講基督徒的公民權責
[00:02:11.440 --> 00:02:12.440]  我們求主幫助我們
[00:02:12.440 --> 00:02:14.200]  讓我們在這一堂
[00:02:14.200 --> 00:02:17.280]  或者接下來這幾堂不多的時間裡面
[00:02:17.280 --> 00:02:21.520]  我們用了一些時間來明白和去體會
[00:02:21.520 --> 00:02:24.640]  究竟我們應該在世作為主的門徒
[00:02:24.640 --> 00:02:29.720]  應該怎麼樣來過我們炎光一樣的日子
[00:02:29.720 --> 00:02:32.080]  我們為了以下的時間來交託給你
[00:02:32.080 --> 00:02:34.800]  來聽我們的祈禱和耶穌基督的教導
[00:02:34.800 --> 00:02:35.960]  阿們
[00:02:35.960 --> 00:02:38.080]  雖然有三堂
[00:02:38.080 --> 00:02:39.960]  但其實都是拋磚引玉的
[00:02:39.960 --> 00:02:44.000]  因為一下去踏實要去做事
[00:02:44.000 --> 00:02:45.400]  大家就知道了
[00:02:45.400 --> 00:02:47.200]  什麼不做什麼都很容易的
[00:02:47.200 --> 00:02:48.600]  炒菜容易嗎?
[00:02:48.600 --> 00:02:50.360]  炒菜很容易的 講那個
[00:02:50.360 --> 00:02:53.200]  到炒菜你就很多事情要做了
[00:02:53.200 --> 00:02:54.360]  又要洗
[00:02:54.360 --> 00:02:55.600]  又要看火候
[00:02:55.600 --> 00:02:57.600]  七兩萬樣東西
[00:02:57.600 --> 00:03:00.240]  好像我這個不懂炒菜的人
[00:03:00.240 --> 00:03:02.640]  講炒菜什麼都講不了的
[00:03:02.640 --> 00:03:05.880]  但是做維修就很多事情要講了
[00:03:05.880 --> 00:03:08.440]  所以當自己有機會
[00:03:08.440 --> 00:03:11.160]  從高中中四開始
[00:03:11.160 --> 00:03:15.400]  就已經開始參與社會的運動
[00:03:15.400 --> 00:03:17.120]  社會運動那時候還沒有信耶穌
[00:03:17.120 --> 00:03:18.480]  後來我信了耶穌之後
[00:03:18.480 --> 00:03:21.240]  我覺得社會運動進入了另一個層次
[00:03:21.240 --> 00:03:24.680]  所以今天和大家一起來討論這個題目
[00:03:24.680 --> 00:03:29.600]  就叫做基督徒的公民責任與權利
[00:03:29.600 --> 00:03:30.640]  我首先想問
[00:03:30.640 --> 00:03:32.160]  如果大家看筆記裡面
[00:03:32.160 --> 00:03:34.000]  第一個問題就是
[00:03:34.000 --> 00:03:35.520]  什麼是基督徒呢?
[00:03:35.520 --> 00:03:36.880]  這個是很大的題目
[00:03:36.880 --> 00:03:39.080]  因為如果我們定不了自己的位置
[00:03:39.080 --> 00:03:40.920]  我們走不了去哪裡
[00:03:40.920 --> 00:03:41.320]  是不是?
[00:03:41.320 --> 00:03:43.920]  等於大家拿著GPS
[00:03:43.920 --> 00:03:46.640]  第一件事要找到你自己的位置
[00:03:46.640 --> 00:03:47.160]  是不是?
[00:03:47.160 --> 00:03:48.760]  你找不到你自己的定點
[00:03:48.760 --> 00:03:50.160]  我說我要去哪裡
[00:03:50.160 --> 00:03:52.080]  都不知道去哪裡入手
[00:03:52.080 --> 00:03:52.640]  是不是?
[00:03:52.640 --> 00:03:53.680]  所以我們凡是做事情
[00:03:53.680 --> 00:03:54.840]  我們定向也好
[00:03:54.840 --> 00:03:56.240]  我們拿著GPS也好
[00:03:56.240 --> 00:03:58.920]  第一件事就是要找到你的位置
[00:03:58.920 --> 00:03:59.640]  是不是?
[00:03:59.640 --> 00:04:02.080]  所以我們今天要問的第一個問題就是
[00:04:02.080 --> 00:04:05.680]  基督徒到底是什麼人呢?
[00:04:05.680 --> 00:04:06.080]  是不是?
[00:04:06.080 --> 00:04:08.200]  可能大家已經做了很多年基督徒了
[00:04:08.200 --> 00:04:11.600]  到底基督徒是什麼人呢?
[00:04:11.600 --> 00:04:14.440]  有沒有人想答一下我?
[00:04:14.440 --> 00:04:15.720]  天國的公民
[00:04:15.720 --> 00:04:17.080]  答得非常好
[00:04:17.080 --> 00:04:19.440]  還有呢?
[00:04:19.440 --> 00:04:21.240]  大聲一點 麻煩你
[00:04:21.240 --> 00:04:23.240]  蒙恩德教的人
[00:04:23.240 --> 00:04:24.640]  還有
[00:04:24.640 --> 00:04:25.840]  我不是騙大家
[00:04:25.840 --> 00:04:28.000]  大家隨便發言
[00:04:28.000 --> 00:04:28.920]  天國的公民
[00:04:28.920 --> 00:04:31.240]  蒙恩德教的人
[00:04:31.240 --> 00:04:32.960]  跟隨耶穌的腳踪的人
[00:04:32.960 --> 00:04:34.520]  還有沒有?
[00:04:34.520 --> 00:04:36.560]  不是這麼難的 是吧?
[00:04:36.560 --> 00:04:38.320]  什麼是基督徒?
[00:04:38.320 --> 00:04:39.640]  全部都答對了
[00:04:39.640 --> 00:04:41.800]  全部都答對了
[00:04:41.800 --> 00:04:43.520]  聽不到
[00:04:43.520 --> 00:04:44.800]  信徒
[00:04:44.800 --> 00:04:46.440]  好
[00:04:46.440 --> 00:04:47.560]  還有沒有?
[00:04:47.560 --> 00:04:49.120]  聽不到 聽不到
[00:04:49.120 --> 00:04:50.280]  神的子民
[00:04:50.280 --> 00:04:51.520]  是 上帝的子民
[00:04:51.520 --> 00:04:52.800]  天國的公民
[00:04:52.800 --> 00:04:53.920]  蒙恩德教的人
[00:04:53.920 --> 00:04:54.480]  信徒
[00:04:54.480 --> 00:04:55.720]  有沒有其他?
[00:04:55.720 --> 00:04:56.920]  全部都答對了
[00:04:56.920 --> 00:04:59.160]  但是我們可不可以再想一步?
[00:04:59.160 --> 00:05:03.320]  當我們說到天國的子民的時候
[00:05:03.320 --> 00:05:05.600]  那就是要入籍了 是不是?
[00:05:05.600 --> 00:05:06.480]  是不是?
[00:05:06.480 --> 00:05:09.680]  當我們決志的時候就是申請移民了
[00:05:09.680 --> 00:05:11.000]  什麼時候入籍呢?
[00:05:11.000 --> 00:05:13.120]  下水就入籍了
[00:05:13.120 --> 00:05:14.200]  是吧?
[00:05:14.200 --> 00:05:16.240]  那到你要入籍的時候
[00:05:16.240 --> 00:05:17.240]  同樣一樣
[00:05:17.240 --> 00:05:19.520]  作為一個國家的公民
[00:05:19.520 --> 00:05:21.040]  我們就需要
[00:05:21.040 --> 00:05:22.360]  或者有權
[00:05:22.360 --> 00:05:25.240]  知道這個國家的憲法
[00:05:25.240 --> 00:05:26.840]  還有怎麼實踐
[00:05:26.840 --> 00:05:27.280]  是不是?
[00:05:27.280 --> 00:05:29.840]  所以我們穆斯林就經常叫你讀聖經
[00:05:29.840 --> 00:05:33.160]  讀聖經是讓你知道你的權利
[00:05:33.160 --> 00:05:34.600]  還有你的義務的
[00:05:34.600 --> 00:05:35.360]  是吧?
[00:05:35.360 --> 00:05:36.840]  所以你不讀
[00:05:36.840 --> 00:05:38.000]  就找自己笨了
[00:05:38.000 --> 00:05:39.080]  是不是?
[00:05:39.080 --> 00:05:40.360]  蒙恩德教的人
[00:05:40.360 --> 00:05:43.040]  我們蒙恩德教什麼呢?
[00:05:43.040 --> 00:05:44.880]  我們從哪裡得救出來的呢?
[00:05:44.880 --> 00:05:47.160]  我們說那些是罪 是不是?
[00:05:47.160 --> 00:05:48.920]  什麼是罪呢?
[00:05:48.920 --> 00:05:50.000]  從神學角度來說
[00:05:50.000 --> 00:05:52.120]  就是我們是被神誣陷的
[00:05:52.120 --> 00:05:55.680]  我們和上帝離異
[00:05:55.680 --> 00:05:56.000]  是不是?
[00:05:56.000 --> 00:05:57.640]  我們和上帝離異
[00:05:57.640 --> 00:05:59.360]  所以就變成了什麼呢?
[00:05:59.360 --> 00:06:01.360]  就變成了我們是罪人
[00:06:01.360 --> 00:06:04.160]  但是從另外一個角度來說就是什麼呢?
[00:06:04.160 --> 00:06:07.600]  為什麼亞當和夏娃犯罪
[00:06:07.600 --> 00:06:09.680]  又將罪帶入世界呢?
[00:06:09.680 --> 00:06:11.640]  原因我們表面上看起來
[00:06:11.640 --> 00:06:13.840]  就是那個分別善惡樹的果
[00:06:13.840 --> 00:06:14.600]  是不是?
[00:06:14.600 --> 00:06:17.520]  但是分別善惡樹的果的情況是什麼呢?
[00:06:17.520 --> 00:06:20.720]  我們明白上帝創造世人的時候
[00:06:20.720 --> 00:06:22.720]  是叫人管理海裡的魚
[00:06:22.720 --> 00:06:23.320]  空中的鳥
[00:06:23.320 --> 00:06:24.360]  地上生畜和全地
[00:06:24.360 --> 00:06:26.000]  並地上所行的一切
[00:06:26.000 --> 00:06:27.560]  然後出糧給他們
[00:06:27.560 --> 00:06:30.080]  做一個all you can eat
[00:06:30.080 --> 00:06:30.520]  是不是?
[00:06:30.520 --> 00:06:32.560]  園中裡面一切所有的果子
[00:06:32.560 --> 00:06:34.800]  地上一切所有的菜蔬都能吃
[00:06:34.800 --> 00:06:38.080]  這個是在管理裡面的 是不是?
[00:06:38.080 --> 00:06:41.960]  上帝創造人是要承擔責任
[00:06:41.960 --> 00:06:43.480]  並且有回報的
[00:06:43.480 --> 00:06:46.080]  這個就是我們正常的生活方式
[00:06:46.080 --> 00:06:47.320]  我們正常做了事情
[00:06:47.320 --> 00:06:48.160]  有回報
[00:06:48.160 --> 00:06:49.800]  你不做事情就沒有回報
[00:06:49.800 --> 00:06:50.200]  是不是?
[00:06:50.200 --> 00:06:50.960]  就是這樣
[00:06:50.960 --> 00:06:54.600]  就是這麼簡單的一個常規
[00:06:54.600 --> 00:06:56.600]  而亞當和夏娃
[00:06:56.600 --> 00:06:57.920]  她吃這個分別善惡果
[00:06:57.920 --> 00:06:59.080]  是牽涉到什麼呢?
[00:06:59.080 --> 00:07:02.360]  當然是知道她背叛了上帝
[00:07:02.360 --> 00:07:05.880]  但是背叛了上帝的什麼呢?
[00:07:05.880 --> 00:07:09.840]  當然就是上帝給她做管理的那個吩咐
[00:07:09.840 --> 00:07:11.760]  上帝叫她管理
[00:07:11.760 --> 00:07:13.200]  管理的意思就是說
[00:07:13.200 --> 00:07:14.800]  有些事情你要做的
[00:07:14.800 --> 00:07:15.800]  比如海裡的魚
[00:07:15.800 --> 00:07:16.280]  空中的鳥
[00:07:16.280 --> 00:07:18.280]  地上生畜和全地上所行的一切
[00:07:18.280 --> 00:07:20.160]  君松你要管理
[00:07:20.160 --> 00:07:23.000]  另外一方面就是你自己要吃什麼
[00:07:23.000 --> 00:07:24.640]  以及不吃什麼都要管理
[00:07:24.640 --> 00:07:24.920]  是不是?
[00:07:24.920 --> 00:07:25.720]  大家都知道了
[00:07:25.720 --> 00:07:27.240]  我們到了18、22的時候
[00:07:27.240 --> 00:07:28.120]  我們什麼都吃
[00:07:28.120 --> 00:07:29.160]  18、22合併之後
[00:07:29.160 --> 00:07:30.680]  就開始有些東西不好吃
[00:07:30.680 --> 00:07:33.440]  進五德祿之後就更加多東西不能吃
[00:07:33.440 --> 00:07:35.440]  這個就是管理 是不是?
[00:07:35.440 --> 00:07:37.680]  管理是管理的管理
[00:07:37.680 --> 00:07:39.040]  是不是?
[00:07:39.040 --> 00:07:40.320]  這個管理是什麼呢?
[00:07:40.320 --> 00:07:41.720]  這個管理就是告訴我們
[00:07:41.720 --> 00:07:45.360]  我們要對我們自己的身體負責任
[00:07:45.360 --> 00:07:46.360]  是不是?
[00:07:46.360 --> 00:07:47.360]  現在問題就是
[00:07:47.360 --> 00:07:49.920]  為什麼阿敦和夏娃吃了分別善惡果
[00:07:49.920 --> 00:07:50.640]  變成了罪人呢?
[00:07:50.640 --> 00:07:54.640]  原因就是她沒有負到她當做管理的責任
[00:07:54.640 --> 00:07:55.880]  她不僅沒有做管理
[00:07:55.880 --> 00:07:58.120]  她還侮辱了那個管理
[00:07:58.120 --> 00:07:59.600]  是不是?
[00:07:59.600 --> 00:08:00.880]  透過這個侮辱
[00:08:00.880 --> 00:08:04.160]  透過這個濫用她管理的權利
[00:08:04.160 --> 00:08:08.360]  而令她和上帝被侮辱了
[00:08:08.360 --> 00:08:09.280]  所以我們說
[00:08:09.280 --> 00:08:10.040]  我們是基督徒
[00:08:10.040 --> 00:08:10.880]  我們說離開罪
[00:08:10.880 --> 00:08:12.000]  離開什麼罪呢?
[00:08:12.000 --> 00:08:16.440]  就是離開那種不負責任的人生
[00:08:16.440 --> 00:08:20.080]  所以你發覺上耶穌之後是不是辛苦了很多?
[00:08:20.080 --> 00:08:21.160]  是不是辛苦了很多?
[00:08:21.160 --> 00:08:21.640]  是真的
[00:08:21.640 --> 00:08:22.360]  老實說
[00:08:22.360 --> 00:08:23.760]  你不信耶穌沒有這麼辛苦
[00:08:23.760 --> 00:08:25.880]  信耶穌你要做一個負責任的人
[00:08:25.880 --> 00:08:26.920]  你很辛苦
[00:08:26.920 --> 00:08:28.240]  你對著那六十排走一走
[00:08:28.240 --> 00:08:29.920]  七十你是不是整天心裡
[00:08:29.920 --> 00:08:31.480]  心裡面也有些難過的感覺
[00:08:31.480 --> 00:08:32.880]  雖然你也是繼續這麼做
[00:08:32.880 --> 00:08:36.120]  但是你是不是心裡面也有些難過的感覺呢?
[00:08:36.120 --> 00:08:36.640]  是不是?
[00:08:36.640 --> 00:08:37.720]  阿sir來到抄你牌
[00:08:37.720 --> 00:08:39.440]  你也沒有像其他那些人那樣
[00:08:39.440 --> 00:08:41.840]  惡屎淋燈的罵阿sir 是不是?
