
[00:00:00.000 --> 00:00:17.600]  《末世風雲》 加拿大遠東廣播製作
[00:00:17.600 --> 00:00:35.800]  親愛的弟兄 親愛的姊妹 你好
[00:00:35.800 --> 00:00:39.280]  我們今天存在一個十分興奮的心意
[00:00:39.280 --> 00:00:41.800]  要在這個寶貴的時間裏
[00:00:41.800 --> 00:00:43.440]  和你分享
[00:00:43.440 --> 00:00:46.680]  我們這個《末世風雲》的最後一課
[00:00:46.680 --> 00:00:48.480]  就是第十二講
[00:00:48.480 --> 00:00:49.880]  我們給他一個題目
[00:00:49.880 --> 00:00:51.680]  叫做《新天新地》
[00:00:51.680 --> 00:00:54.040]  所用的經文是啟示錄的
[00:00:54.040 --> 00:00:57.080]  第21和22章
[00:00:57.080 --> 00:01:00.720]  希望你能夠先將你的聖經預備好
[00:01:00.720 --> 00:01:02.200]  然後我們就進入
[00:01:02.200 --> 00:01:04.880]  我們要講的信息裏面
[00:01:04.880 --> 00:01:07.560]  上一次我們講及
[00:01:07.560 --> 00:01:09.560]  這個第十一課的時候
[00:01:09.560 --> 00:01:12.480]  我們講及主在來的預兆
[00:01:12.480 --> 00:01:14.600]  就是耶穌基督回來的預兆
[00:01:14.600 --> 00:01:16.400]  我們所使用的聖經
[00:01:16.400 --> 00:01:17.800]  我相信你還記得
[00:01:17.800 --> 00:01:20.400]  就是《馬太夫》第24章
[00:01:20.400 --> 00:01:22.400]  在這章的聖經裏面
[00:01:22.400 --> 00:01:24.160]  我們曾經和你
[00:01:24.160 --> 00:01:27.040]  是一個很深入的研究
[00:01:27.040 --> 00:01:29.960]  我們看到有十個大點
[00:01:29.960 --> 00:01:31.680]  但是我不知道你記不記得
[00:01:31.680 --> 00:01:34.200]  文要攻打民 國要攻打國
[00:01:34.200 --> 00:01:36.840]  多處必有饑荒地震
[00:01:36.840 --> 00:01:38.480]  然後有很多人說
[00:01:38.480 --> 00:01:41.000]  他自己是假先知
[00:01:41.000 --> 00:01:43.400]  說他是先知 其實是假先知
[00:01:43.400 --> 00:01:45.800]  於是乎在這個世界裏面
[00:01:45.800 --> 00:01:47.600]  迷惑很多人
[00:01:47.600 --> 00:01:51.800]  而且我們基督徒要被組織
[00:01:51.800 --> 00:01:53.240]  要被逼迫
[00:01:53.240 --> 00:01:56.680]  有很多人為主受苦等等
[00:01:56.680 --> 00:02:00.760]  今天我們進入這個第十二課
[00:02:00.760 --> 00:02:03.560]  就是《新天新地》
[00:02:03.560 --> 00:02:07.560]  這一課是我們整個信息當中的最後一課
[00:02:07.560 --> 00:02:09.880]  但是其中有幾個重要的地方
[00:02:09.880 --> 00:02:12.680]  我很希望在這個開始的時候
[00:02:12.680 --> 00:02:15.760]  來和你做一個交代
[00:02:15.760 --> 00:02:18.720]  第一就是我們這一課的經文
[00:02:18.720 --> 00:02:23.080]  是全部聖經當中的最後兩章
[00:02:23.080 --> 00:02:25.640]  第二就是《新天新地》
[00:02:25.640 --> 00:02:28.360]  在以前的經文裏面
[00:02:28.360 --> 00:02:30.480]  都曾經提及的
[00:02:30.480 --> 00:02:34.120]  在《意者亞書》第65章的17節
[00:02:34.120 --> 00:02:37.800]  66章的第22和23節
[00:02:37.800 --> 00:02:40.600]  還有給的後書3章的13節
[00:02:40.600 --> 00:02:44.760]  都有提及這個天地要過去
[00:02:44.760 --> 00:02:46.400]  然後有一個新的天
[00:02:46.400 --> 00:02:47.840]  新的地要來
[00:02:47.840 --> 00:02:50.760]  但是為什麼我們今天要在這個地方裏面
[00:02:50.760 --> 00:02:56.440]  將啟示六的第21章和22章拿出來講呢
[00:02:56.440 --> 00:02:58.200]  主要的原因就是因為
[00:02:58.200 --> 00:03:01.880]  在所有的《新天新地》的經文當中
[00:03:01.880 --> 00:03:04.000]  是以這個地方
[00:03:04.000 --> 00:03:05.920]  就是這兩章的經文
[00:03:05.920 --> 00:03:09.360]  是講及《新天新地》是最長進的
[00:03:09.360 --> 00:03:12.000]  我相信有神自己的心意在裏面
[00:03:12.000 --> 00:03:14.560]  因為是聖經最終的時候
[00:03:14.560 --> 00:03:17.840]  希望我們能夠對《新天新地》
[00:03:17.840 --> 00:03:19.760]  不單止成為一個盼望
[00:03:19.760 --> 00:03:22.040]  而且是實實在在
[00:03:22.040 --> 00:03:23.920]  有形有體的
[00:03:23.920 --> 00:03:26.760]  知道它裏面的情況是怎樣
[00:03:26.760 --> 00:03:30.080]  以致我們能夠吸收得比較好一點
[00:03:30.080 --> 00:03:33.840]  第三點就是《新天新地》
[00:03:33.840 --> 00:03:36.120]  是世界的終局
