
[00:00:00.000 --> 00:00:02.000]  (字幕: 梁美芬)
[00:00:02.000 --> 00:00:03.560]  各位大姐妹
[00:00:03.560 --> 00:00:06.960]  今天和大家繼續思想的經文
[00:00:06.960 --> 00:00:10.920]  是出自於約爾書第二章
[00:00:10.920 --> 00:00:13.640]  從第六節到第九節
[00:00:13.640 --> 00:00:16.240]  今天和大家一起看的題目就是
[00:00:16.240 --> 00:00:20.560]  死到臨頭時你還在想什麼呢?
[00:00:20.560 --> 00:00:23.520]  What is your last thought?
[00:00:23.520 --> 00:00:28.160]  自幼我的父母其實對我很有信任
[00:00:28.160 --> 00:00:32.040]  可能是因為很多時候我答應了他們做的事
[00:00:32.040 --> 00:00:34.120]  都不需要他們怎樣提醒
[00:00:34.120 --> 00:00:36.680]  我就會做好給他們
[00:00:36.680 --> 00:00:39.720]  所以他們對我都很信任
[00:00:39.720 --> 00:00:43.480]  所以通常如果我告訴父母
[00:00:43.480 --> 00:00:44.880]  我要出街
[00:00:44.880 --> 00:00:47.000]  我通常都很簡單的
[00:00:47.000 --> 00:00:50.800]  就告訴他們我和誰人去出街
[00:00:50.800 --> 00:00:52.120]  去做些什麼
[00:00:52.120 --> 00:00:54.120]  通常我父母都不問的
[00:00:54.120 --> 00:00:57.440]  頂多只會問多一句
[00:00:57.440 --> 00:00:59.760]  今晚回來吃飯嗎?
[00:00:59.760 --> 00:01:01.000]  就這麼多的
[00:01:01.000 --> 00:01:02.960]  當然回家就告訴他們
[00:01:02.960 --> 00:01:03.480]  回家吧
[00:01:03.480 --> 00:01:05.920]  他們就預你米飯
[00:01:05.920 --> 00:01:07.000]  如果不是的話
[00:01:07.000 --> 00:01:07.960]  就煮少一點
[00:01:07.960 --> 00:01:09.560]  免得有隔夜菜
[00:01:09.560 --> 00:01:12.520]  所以我父母就很信任我的
[00:01:12.520 --> 00:01:17.440]  有一次我預備出街
[00:01:17.440 --> 00:01:21.400]  就很輕輕的和我的父母說
[00:01:21.400 --> 00:01:23.920]  爸爸媽媽我要出街了
[00:01:23.920 --> 00:01:25.840]  他們說你去哪裡了?
[00:01:25.840 --> 00:01:28.600]  我說我和同學去游泳
[00:01:28.600 --> 00:01:30.120]  他們說好吧
[00:01:30.120 --> 00:01:31.160]  小心點
[00:01:31.160 --> 00:01:32.360]  回來吃飯嗎?
[00:01:32.360 --> 00:01:35.240]  我就說不回來了
[00:01:35.240 --> 00:01:38.880]  其實都是很平常的一次出街
[00:01:38.880 --> 00:01:42.640]  不過這一次就非比尋常
[00:01:42.640 --> 00:01:43.600]  為什麼呢?
[00:01:43.600 --> 00:01:44.920]  因為這一次
[00:01:44.920 --> 00:01:47.320]  我去的這次游泳
[00:01:47.320 --> 00:01:50.440]  就不是去一般的泳池游泳
[00:01:50.440 --> 00:01:53.040]  而是約了一班同學
[00:01:53.040 --> 00:01:55.880]  一起去海洋公園的
[00:01:55.880 --> 00:02:01.520]  以前有一個叫做浪濤灣的一個汽水區
[00:02:01.520 --> 00:02:03.920]  一起去那裡玩水
[00:02:03.920 --> 00:02:06.480]  其實如果大英姐妹知道
[00:02:06.480 --> 00:02:08.200]  其實都有聽過
[00:02:08.200 --> 00:02:11.480]  什麼叫做海洋公園的浪濤灣呢?
[00:02:11.480 --> 00:02:13.720]  其實就不是一個什麼灣
[00:02:13.720 --> 00:02:14.920]  只是一個名字而已
[00:02:14.920 --> 00:02:16.520]  是一個很大的泳池
[00:02:16.520 --> 00:02:18.360]  但是就告訴大家
[00:02:18.360 --> 00:02:20.600]  當時是香港首創
[00:02:20.600 --> 00:02:24.120]  有一個泳池可以打一些很高的巨浪
[00:02:24.120 --> 00:02:28.040]  給一些原宗的使用者
[00:02:28.040 --> 00:02:30.040]  可以去沖一下浪
[00:02:30.040 --> 00:02:33.000]  或者在浪中游泳
[00:02:33.000 --> 00:02:34.360]  很高興
[00:02:34.360 --> 00:02:36.560]  我就和一班同學一起
[00:02:36.560 --> 00:02:38.080]  為什麼要去浪濤灣?
[00:02:38.080 --> 00:02:39.520]  其實就是因為當時
[00:02:39.520 --> 00:02:41.800]  我有認識一個很好的同學
[00:02:41.800 --> 00:02:43.880]  他就去了海洋公園
[00:02:43.880 --> 00:02:45.880]  這個浪濤灣那裡
[00:02:45.880 --> 00:02:47.880]  做救生員
[00:02:47.880 --> 00:02:51.400]  他就可以靜悄悄的
[00:02:51.400 --> 00:02:53.200]  其實也合法的
[00:02:53.200 --> 00:02:55.360]  可以容許一些他的朋友
[00:02:55.360 --> 00:02:57.240]  帶一些朋友進去
[00:02:57.240 --> 00:03:00.120]  海洋公園的浪濤灣去玩一下水
[00:03:00.120 --> 00:03:03.880]  於是我就和一班同學一起
[00:03:03.880 --> 00:03:06.680]  跟隊去了浪濤灣游泳
[00:03:06.680 --> 00:03:10.640]  大家看到浪濤灣也沒什麼特別的
[00:03:10.640 --> 00:03:13.880]  那個灣其實就好像一個垃圾鏟型
[00:03:13.880 --> 00:03:16.040]  最遠很深的
[00:03:16.040 --> 00:03:18.040]  但是也沒什麼特別
[00:03:18.040 --> 00:03:20.040]  大家一起游泳
[00:03:20.040 --> 00:03:22.040]  一般的游泳
[00:03:22.040 --> 00:03:24.040]  因為淺水游不到水
[00:03:24.040 --> 00:03:26.040]  要去一些深一點的地方游泳
[00:03:26.040 --> 00:03:28.440]  於是我就和他一起游泳
[00:03:28.440 --> 00:03:31.840]  但游泳的時候突然間有音樂響起
[00:03:31.840 --> 00:03:33.440]  我又不知道什麼事
[00:03:33.440 --> 00:03:35.440]  第一次去海洋公園
[00:03:35.440 --> 00:03:37.440]  原來當音樂響起
[00:03:37.440 --> 00:03:39.920]  我就看到我的同學開始走
[00:03:39.920 --> 00:03:42.600]  我就游多一會兒
[00:03:42.600 --> 00:03:43.600]  響起就走
[00:03:43.600 --> 00:03:45.600]  我以為一般的泳池
[00:03:45.600 --> 00:03:47.600]  響了鈴夠鐘
[00:03:47.600 --> 00:03:49.600]  還有十多二十分鐘讓你游多一會兒
[00:03:49.600 --> 00:03:52.600]  你游到底才能走
[00:03:52.600 --> 00:03:55.200]  但是怎知道游一游的時候
[00:03:55.200 --> 00:03:57.800]  嘩!原來飛比尋常
[00:03:57.800 --> 00:03:59.200]  那個同學游了
[00:03:59.200 --> 00:04:00.200]  大家一起游
[00:04:00.200 --> 00:04:01.600]  他想著我也跟著游了
[00:04:01.600 --> 00:04:03.200]  但是誰不知我就沒游
[00:04:03.200 --> 00:04:05.200]  我仍然在深水游
[00:04:05.200 --> 00:04:07.200]  游一游突然間很大浪
[00:04:07.200 --> 00:04:11.200]  那些水原來打到一尺多兩尺米高
[00:04:11.200 --> 00:04:14.200]  然後把我整個人拋來拋去
[00:04:14.200 --> 00:04:17.200]  其實游泳那時候不是很厲害
[00:04:17.200 --> 00:04:18.200]  現在也不是很厲害
[00:04:18.200 --> 00:04:19.200]  只是游到而已
[00:04:19.200 --> 00:04:24.200]  但是拋到我真的沒辦法
[00:04:24.200 --> 00:04:25.200]  一度拋
[00:04:25.200 --> 00:04:26.200]  他拋你高你就去高
[00:04:26.200 --> 00:04:28.200]  扯你去低你就去低
[00:04:28.200 --> 00:04:29.200]  根本不由自主
[00:04:29.200 --> 00:04:31.200]  完全整個人失去控制
[00:04:31.200 --> 00:04:33.200]  怎麼抓也抓不到什麼
[00:04:33.200 --> 00:04:35.200]  那些浪的力度真的很大
[00:04:35.200 --> 00:04:39.200]  足足我相信打了接近有十分鐘左右
[00:04:39.200 --> 00:04:41.200]  我都很辛苦在掙扎
[00:04:41.200 --> 00:04:43.200]  哎呀!死了死了怎麼搞
[00:04:43.200 --> 00:04:45.200]  搞都搞不了
[00:04:45.200 --> 00:04:47.200]  爬不到岸又摸不到東西又看不到
[00:04:47.200 --> 00:04:49.200]  那些水不斷地湧下去
[00:04:49.200 --> 00:04:51.200]  不斷地喝水喝水喝水
[00:04:51.200 --> 00:04:52.200]  喝到我呢
[00:04:52.200 --> 00:04:53.200]  簡直想著哎呀!這次死了
[00:04:53.200 --> 00:04:54.200]  這次死定了
[00:04:54.200 --> 00:04:58.200]  難道真的命喪這個海洋公園浪淘灣
[00:04:58.200 --> 00:05:00.200]  在那一刻完全自己就算怎麼游也好
[00:05:00.200 --> 00:05:02.200]  怎麼出盡辦法也好
[00:05:02.200 --> 00:05:05.200]  都沒辦法能夠真的解困
[00:05:05.200 --> 00:05:07.200]  在那一刻的時候
[00:05:07.200 --> 00:05:09.200]  我就只想到一件事
[00:05:09.200 --> 00:05:12.200]  我就想起我的父母
[00:05:12.200 --> 00:05:15.200]  因為我想起我生勾勾
[00:05:15.200 --> 00:05:16.200]  剛剛才跟他們說
[00:05:16.200 --> 00:05:18.200]  我和同學去游泳而已
[00:05:18.200 --> 00:05:20.200]  其實都不是第一次游泳
[00:05:20.200 --> 00:05:22.200]  生勾勾這樣出街
[00:05:22.200 --> 00:05:25.200]  但是難道我真的因為這個浪淘灣
[00:05:25.200 --> 00:05:29.200]  這個浪在這裡淹死了魚餌
[00:05:29.200 --> 00:05:31.200]  這樣就大件事了
[00:05:31.200 --> 00:05:33.200]  因為第一我沒有告訴他
[00:05:33.200 --> 00:05:35.200]  我去了這個海洋公園游泳
[00:05:35.200 --> 00:05:37.200]  第二件事
[00:05:37.200 --> 00:05:39.200]  如果我真的死了在這裡的時候
[00:05:39.200 --> 00:05:41.200]  他都不知道在哪裡找回我
[00:05:41.200 --> 00:05:42.200]  而我後來想起
[00:05:42.200 --> 00:05:44.200]  如果當他真的找回我的時候
[00:05:44.200 --> 00:05:46.200]  如果我死了的時候
[00:05:46.200 --> 00:05:48.200]  我相信他們會很傷心
[00:05:48.200 --> 00:05:50.200]  在那一刻我只想到這件事
[00:05:50.200 --> 00:05:51.200]  死了
[00:05:51.200 --> 00:05:53.200]  我父母這次這樣一定是很傷心
[00:05:53.200 --> 00:05:55.200]  不過在這個時候
[00:05:55.200 --> 00:05:57.200]  突然間那些浪開始減退
[00:05:57.200 --> 00:05:59.200]  十多分鐘而已
[00:05:59.200 --> 00:06:00.200]  那些浪
[00:06:00.200 --> 00:06:03.200]  在那時候我開始迷迷糊糊的時候
[00:06:03.200 --> 00:06:05.200]  什麼都不停地拼命找的時候
[00:06:05.200 --> 00:06:07.200]  隨便找見什麼就找
[00:06:07.200 --> 00:06:10.200]  找到一條鐵通之類的東西
[00:06:10.200 --> 00:06:11.200]  死抓緊
[00:06:11.200 --> 00:06:12.200]  那些浪繼續這樣打的時候
[00:06:12.200 --> 00:06:13.200]  我都不理了
[00:06:13.200 --> 00:06:15.200]  不停地拉緊那條鐵通
[00:06:15.200 --> 00:06:16.200]  哇! 手好痛啊
[00:06:16.200 --> 00:06:18.200]  因為那些浪拉得很緊
[00:06:18.200 --> 00:06:19.200]  但是都出盡力
[00:06:19.200 --> 00:06:21.200]  最後抓住那條鐵通
[00:06:21.200 --> 00:06:22.200]  然後很辛苦地
[00:06:22.200 --> 00:06:23.200]  很出盡力地
[00:06:23.200 --> 00:06:25.200]  終於爬回上去這個岸的
[00:06:25.200 --> 00:06:26.200]  這個池邊
[00:06:26.200 --> 00:06:28.200]  一上到池邊的時候
[00:06:28.200 --> 00:06:29.200]  我整個人震得很厲害
[00:06:29.200 --> 00:06:31.200]  然後躺在那裡
[00:06:31.200 --> 00:06:32.200]  都不懂怎麼說話
[00:06:32.200 --> 00:06:34.200]  我以為死定了
[00:06:34.200 --> 00:06:35.200]  就在那個時候
[00:06:35.200 --> 00:06:37.200]  那些同學就回來找我
[00:06:37.200 --> 00:06:39.200]  喂! 黃兆權
[00:06:39.200 --> 00:06:40.200]  你怎麼躺在那裡
[00:06:40.200 --> 00:06:42.200]  是啊! 好辛苦啊
[00:06:42.200 --> 00:06:43.200]  好辛苦啊
[00:06:43.200 --> 00:06:44.200]  我們每個人
[00:06:44.200 --> 00:06:46.200]  剛才一響鈴就走了
[00:06:46.200 --> 00:06:49.200]  因為我們知道一響就有大浪來
[00:06:49.200 --> 00:06:50.200]  我說我第一次來
[00:06:50.200 --> 00:06:51.200]  你又不告訴我
[00:06:51.200 --> 00:06:52.200]  有沒有搞錯啊
[00:06:52.200 --> 00:06:54.200]  他說我以為你知道的嘛
[00:06:54.200 --> 00:06:56.200]  我說一向泳池響安
[00:06:56.200 --> 00:06:58.200]  還有十多二十分鐘游的嘛
[00:06:58.200 --> 00:06:59.200]  我以為夠鐘
[00:06:59.200 --> 00:07:00.200]  游多十多分鐘才走
[00:07:00.200 --> 00:07:02.200]  誰知道原來是起浪
[00:07:02.200 --> 00:07:05.200]  他說我差點到處找你
[00:07:05.200 --> 00:07:06.200]  找不到你
[00:07:06.200 --> 00:07:08.200]  還以為你淹死了
[00:07:08.200 --> 00:07:09.200]  還要去報警
[00:07:09.200 --> 00:07:11.200]  幸好現在找到你
[00:07:11.200 --> 00:07:15.200]  這件事給我有很深刻的人生的經歷
[00:07:15.200 --> 00:07:19.200]  因為在這些危急存亡的時間
[00:07:19.200 --> 00:07:22.200]  就讓我去想起
[00:07:22.200 --> 00:07:24.200]  人生當中
[00:07:24.200 --> 00:07:26.200]  最重要的是什麼呢?
[00:07:27.200 --> 00:07:30.200]  當一個人完全沒有盼望
[00:07:30.200 --> 00:07:33.200]  靠著你自己的能力的時候
[00:07:33.200 --> 00:07:36.200]  好像已經能力用盡了
[00:07:36.200 --> 00:07:39.200]  沒辦法去扭轉那個局面
[00:07:39.200 --> 00:07:40.200]  死了死了
[00:07:40.200 --> 00:07:42.200]  在這個時候
[00:07:42.200 --> 00:07:45.200]  最後你想的究竟是
[00:07:45.200 --> 00:07:49.200]  你自己人生還有多少願望還沒履行
[00:07:49.200 --> 00:07:52.200]  還是你想起
[00:07:52.200 --> 00:07:54.200]  好像我剛才所分享的
[00:07:54.200 --> 00:07:56.200]  最重要的家人
[00:07:56.200 --> 00:07:59.200]  會不會讓他們很傷心
[00:07:59.200 --> 00:08:02.200]  會不會讓他們真的很擔憂呢?
[00:08:02.200 --> 00:08:07.200]  這是我作為人的兒子的想法
[00:08:07.200 --> 00:08:10.200]  但我相信作為普世的人
[00:08:10.200 --> 00:08:12.200]  也都應該去明白一點
[00:08:12.200 --> 00:08:14.200]  特別我們作為基督徒
[00:08:14.200 --> 00:08:16.200]  作為神的子民
[00:08:16.200 --> 00:08:20.200]  當我們真的落到一個窮途末路
[00:08:20.200 --> 00:08:22.200]  或者靠自己的能力
[00:08:22.200 --> 00:08:24.200]  無論如何都做不到
[00:08:24.200 --> 00:08:27.200]  解決不了的情況的時候
[00:08:27.200 --> 00:08:29.200]  我們仍然在想的究竟是不是
[00:08:29.200 --> 00:08:33.200]  我們自己個人的理想和願望
[00:08:33.200 --> 00:08:36.200]  還是我們重新去想一想
[00:08:36.200 --> 00:08:39.200]  那個一直關心我們的上帝
[00:08:39.200 --> 00:08:41.200]  其實他看到我們這樣的情況
[00:08:41.200 --> 00:08:43.200]  他有多麼擔憂呢?
[00:08:43.200 --> 00:08:47.200]  今天我們會繼續看約爾書
[00:08:47.200 --> 00:08:51.200]  約爾書裡面我們會繼續看一群人士
[00:08:51.200 --> 00:08:54.200]  他叫做南國的猶大國
[00:08:54.200 --> 00:08:58.200]  這群人上帝為了幫助他們
[00:08:58.200 --> 00:09:00.200]  能夠去認識到他自己
[00:09:00.200 --> 00:09:03.200]  對上帝的關係疏離
[00:09:03.200 --> 00:09:06.200]  甚至那種只是整色整水
[00:09:06.200 --> 00:09:08.200]  有形無實的狀態
[00:09:08.200 --> 00:09:11.200]  上帝帶了一個絕景給他們
[00:09:11.200 --> 00:09:14.200]  在這個絕景的時候
[00:09:14.200 --> 00:09:16.200]  他們會不會想到
[00:09:16.200 --> 00:09:20.200]  這個仍然是上帝為他們所作的事情呢?
[00:09:20.200 --> 00:09:22.200]  而在這個過程當中
[00:09:22.200 --> 00:09:25.200]  讓他們反思到人生裡面
[00:09:25.200 --> 00:09:27.200]  其實他們有什麼問題
[00:09:27.200 --> 00:09:31.200]  是值得他們去內疚和悔改的事情呢?
[00:09:31.200 --> 00:09:33.200]  而更重要的是
[00:09:33.200 --> 00:09:35.200]  他們有沒有想到那位
[00:09:35.200 --> 00:09:38.200]  一直賜予關懷他們的上帝呢?
[00:09:38.200 --> 00:09:40.200]  這個正正就是今天這段經文
[00:09:40.200 --> 00:09:44.200]  主要我們要去看的部分
[00:09:44.200 --> 00:09:46.200]  讓我們再次去看看
[00:09:46.200 --> 00:09:48.200]  今天這個經文
[00:09:48.200 --> 00:09:50.200]  究竟怎樣去帶領我們
[00:09:50.200 --> 00:09:52.200]  在一個絕景的時候
[00:09:52.200 --> 00:09:55.200]  當我們去到死到臨頭的時候
[00:09:55.200 --> 00:09:58.200]  我們還在想些什麼呢?
[00:09:58.200 --> 00:10:01.200]  What is your last thought?
[00:10:01.200 --> 00:10:04.200]  讓我們去透過這段經文
[00:10:04.200 --> 00:10:06.200]  分開兩部分一起去看
[00:10:06.200 --> 00:10:11.200]  我們首先一起去看第二章的第六節
[00:10:11.200 --> 00:10:14.200]  在這部分裡面我們會看到
[00:10:14.200 --> 00:10:16.200]  原來當事實出現的時候
[00:10:16.200 --> 00:10:20.200]  是催逼人作出最後的回應
[00:10:20.200 --> 00:10:23.200]  第二章第六節
[00:10:23.200 --> 00:10:26.200]  他們一來中文相動
[00:10:26.200 --> 00:10:29.200]  念都便息
[00:10:29.200 --> 00:10:32.200]  人經常都很喜歡用言語
[00:10:32.200 --> 00:10:37.200]  其實去掩飾他自己的真正的面目
[00:10:37.200 --> 00:10:41.200]  甚至可能他用一些言語
[00:10:41.200 --> 00:10:46.200]  去推翻一個他自己真正的感受
[00:10:46.200 --> 00:10:49.200]  然後從而去重新去塑造一個
[00:10:49.200 --> 00:10:54.200]  好像被人覺得他是很堅強的一個局面
[00:10:54.200 --> 00:10:57.200]  在約爾書的前文裡面
[00:10:57.200 --> 00:10:59.200]  我們其實已經交代過
[00:10:59.200 --> 00:11:03.200]  約爾先知怎樣透過圖像
[00:11:03.200 --> 00:11:07.200]  來介紹到上帝的審判
[00:11:07.200 --> 00:11:12.200]  或者上帝的工作正在來臨他們當中
[00:11:12.200 --> 00:11:14.200]  並且上一課我們更直接講到
[00:11:14.200 --> 00:11:16.200]  不單止有圖像
[00:11:16.200 --> 00:11:19.200]  並且有音響效果
[00:11:19.200 --> 00:11:24.200]  表現出當時上帝準備要做的工作
[00:11:24.200 --> 00:11:28.200]  可以說是咄咄逼人的狀況
[00:11:28.200 --> 00:11:31.200]  但是這個也只不過是
[00:11:31.200 --> 00:11:36.200]  約爾書裡面對上帝的工作的前奏
[00:11:36.200 --> 00:11:40.200]  正式上帝與他的子民交鋒
[00:11:40.200 --> 00:11:43.200]  就是來到今天這段經文
[00:11:43.200 --> 00:11:47.200]  但這段經文一開始就講到
[00:11:47.200 --> 00:11:49.200]  在他們面前
[00:11:49.200 --> 00:11:51.200]  如果你會發現牧師
[00:11:51.200 --> 00:11:53.200]  不是啊 和合本的翻譯叫做
[00:11:53.200 --> 00:11:55.200]  他們一來
[00:11:55.200 --> 00:11:58.200]  這個正正是和合本的翻譯的時候
[00:11:58.200 --> 00:12:00.200]  翻譯的譯者
[00:12:00.200 --> 00:12:05.200]  他嘗試將經文都以他們為開始
[00:12:05.200 --> 00:12:08.200]  就將原文本身的句子
[00:12:08.200 --> 00:12:11.200]  將它修改了 變成一個句式
[00:12:11.200 --> 00:12:13.200]  但是如果當我們去看回
[00:12:13.200 --> 00:12:17.200]  希伯來文的版本的時候
[00:12:17.200 --> 00:12:21.200]  希伯來文原來一開始並不是一句句子
[00:12:21.200 --> 00:12:23.200]  只是一個片語
[00:12:23.200 --> 00:12:26.200]  這個片語我們稱之為一個叫做
[00:12:26.200 --> 00:12:28.200]  Prepositional Phrase
[00:12:28.200 --> 00:12:30.200]  意思是什麼呢
[00:12:30.200 --> 00:12:34.200]  意思就是說在他們面前
[00:12:34.200 --> 00:12:37.200]  英文叫做Out of their appearance
[00:12:37.200 --> 00:12:39.200]  就出現在他們面前
