
[00:00:00.000 --> 00:00:02.000]  我們稍後做一個補稿
[00:00:02.000 --> 00:00:03.560]  主耶穌,請祢幫助我們
[00:00:03.560 --> 00:00:08.080]  讓我們的好行為不是放在嘴裡
[00:00:08.080 --> 00:00:12.360]  讓我們從心去仰慕美善的事
[00:00:12.360 --> 00:00:14.520]  也讓我們知道
[00:00:14.520 --> 00:00:18.360]  假如我們能夠作出任何善事
[00:00:18.360 --> 00:00:20.720]  這是出於你的恩典
[00:00:20.720 --> 00:00:26.440]  讓我們學習跟隨保羅所說謙卑的樣子
[00:00:26.440 --> 00:00:30.600]  而不是跟隨猶太人的公義
[00:00:30.600 --> 00:00:32.280]  今天一段聽到的時間
[00:00:32.280 --> 00:00:35.880]  求祢祝福,祈禱耶穌幾多名
[00:00:35.880 --> 00:00:40.600]  好,我們先說溫故知新
[00:00:40.600 --> 00:00:43.640]  先說羅馬書
[00:00:43.640 --> 00:00:47.640]  我講過羅馬書是講恩順清二的道理
[00:00:47.640 --> 00:00:50.800]  整本書都是解釋恩順清二的道理
[00:00:50.800 --> 00:00:59.120]  我提過從第一到十一章都是解釋恩順清二的道理
[00:00:59.120 --> 00:01:04.920]  不過要觀眾明白為何恩順清二這麼寶貴
[00:01:04.920 --> 00:01:11.880]  首先要觀眾明白為何我們需要信或恩典
[00:01:11.880 --> 00:01:18.000]  所以羅馬書第一章到第三章都是講需要的問題
[00:01:18.000 --> 00:01:23.680]  為何我們需要主耶穌給我們白白的恩典呢?
[00:01:23.680 --> 00:01:27.680]  為何每個人都活在神的憤怒中
[00:01:27.680 --> 00:01:31.640]  直至我們信耶穌回歸神呢?
[00:01:31.640 --> 00:01:34.560]  因為很多人覺得自己都不錯
[00:01:34.560 --> 00:01:36.360]  覺得自己是好人
[00:01:36.360 --> 00:01:40.840]  所以羅馬書第一章首先是跟外邦人說話
[00:01:40.840 --> 00:01:45.120]  所以在羅馬書一章十九節
[00:01:45.120 --> 00:01:48.600]  神的事情、神聖和永恆
[00:01:48.600 --> 00:01:51.400]  藉著所做之物
[00:01:51.400 --> 00:01:54.800]  明明可知叫人無可推諉的
[00:01:54.800 --> 00:01:56.280]  那裡講得很清楚
[00:01:56.280 --> 00:02:02.880]  所以如果一個未信的人傳福音
[00:02:02.880 --> 00:02:04.640]  你要信耶穌
[00:02:04.640 --> 00:02:07.560]  然後那個人說如果神跟我說話我就信了
[00:02:07.560 --> 00:02:09.560]  神都沒有顯示給我看
[00:02:09.560 --> 00:02:13.440]  如果根據羅馬書你的答案就是
[00:02:13.440 --> 00:02:15.800]  其實神已經向你顯示了
[00:02:15.800 --> 00:02:21.080]  神是向每一個人都顯示了他的神聖和他的永恆
[00:02:21.080 --> 00:02:23.080]  如果你不肯信
[00:02:23.080 --> 00:02:25.440]  就不是因為你不知道他的存在
[00:02:25.440 --> 00:02:28.520]  而是你不肯接受他的存在
[00:02:28.520 --> 00:02:29.560]  這是第一章
[00:02:29.560 --> 00:02:32.280]  基本上是對外邦人說的
[00:02:32.280 --> 00:02:36.360]  第二章是保羅跟猶太人說
[00:02:36.360 --> 00:02:39.680]  猶太人其實都需要耶穌的福音
[00:02:39.680 --> 00:02:42.480]  都需要耶穌的恩典
[00:02:42.480 --> 00:02:45.840]  所以就講猶太人的公義
[00:02:45.840 --> 00:02:49.480]  如果你有聖經你可以看第二章第一節
[00:02:49.480 --> 00:02:51.680]  羅馬書第二章第一節
[00:02:51.680 --> 00:02:54.640]  「你這判亂人,無論你是誰」
[00:02:54.640 --> 00:02:55.600]  我在讀新譯本
[00:02:55.600 --> 00:02:58.560]  「都沒有辦法推諉」
[00:02:58.560 --> 00:03:02.600]  我只是指出「推諉」這個字
[00:03:02.600 --> 00:03:05.560]  保羅刻意用同一個字
[00:03:05.560 --> 00:03:09.520]  假如外邦人無法推諉的話
[00:03:09.520 --> 00:03:11.320]  即是無法卸駁
[00:03:11.320 --> 00:03:12.760]  可以這樣說廣東話
[00:03:12.760 --> 00:03:14.960]  猶太人都無法卸駁
[00:03:14.960 --> 00:03:18.560]  他不可以說我不需要耶穌
[00:03:18.560 --> 00:03:22.040]  因為他們「這論亂人的」
[00:03:22.040 --> 00:03:23.560]  就是指猶太人
[00:03:23.560 --> 00:03:27.320]  所以他們都知道他們需要恩典
[00:03:27.320 --> 00:03:28.560]  羅馬書第二章
[00:03:28.560 --> 00:03:33.200]  明顯保羅將對猶太人的指控講了兩次
[00:03:33.200 --> 00:03:36.440]  第一到第十六節是第一個循環
[00:03:36.440 --> 00:03:39.560]  第十七到第九節是第二個循環
[00:03:39.560 --> 00:03:41.680]  雖然我們整章都講了
[00:03:41.680 --> 00:03:45.960]  但我剛才集中讀經讀了第二個循環
[00:03:45.960 --> 00:03:51.960]  他說這些猶太人的問題是甚麼呢?
[00:03:51.960 --> 00:03:53.840]  就是他們喜歡論斷人
[00:03:53.840 --> 00:03:56.880]  如果第一節就第二章第一節這樣說
[00:03:56.880 --> 00:04:01.600]  第二章第十七節第二個循環的時候
[00:04:01.600 --> 00:04:06.920]  保羅就更加強調羅馬猶太人要講
[00:04:06.920 --> 00:04:08.720]  即是他們自己的說法
[00:04:08.720 --> 00:04:13.840]  就是他們「倚靠律法,又指著神誇口」
[00:04:13.840 --> 00:04:19.480]  我們未去詳細看保羅的指控面前
[00:04:19.480 --> 00:04:20.840]  我們首先要明白
[00:04:20.840 --> 00:04:25.520]  保羅他看自己是一個猶太人
[00:04:25.520 --> 00:04:26.880]  他在另一些書信說
[00:04:26.880 --> 00:04:29.160]  我是猶太人中的猶太人
[00:04:29.160 --> 00:04:32.440]  在這個變亞民族加瓦列的門下
[00:04:32.440 --> 00:04:34.680]  如果你要誇律法的公義
[00:04:34.680 --> 00:04:36.640]  保羅說他都可以誇
[00:04:36.640 --> 00:04:38.560]  他是無可指責的
[00:04:38.560 --> 00:04:40.920]  保羅形容他守律法
[00:04:40.920 --> 00:04:42.560]  我想告訴你
[00:04:42.560 --> 00:04:46.000]  保羅在這裡不是以一個第三者的角度
[00:04:46.000 --> 00:04:49.320]  去批評猶太人
[00:04:49.320 --> 00:04:51.960]  我們其實罵人是很容易的
[00:04:51.960 --> 00:04:54.560]  罵人罵得可以很興奮的
[00:04:54.560 --> 00:04:58.040]  如果是中國人罵美國人是很過癮的
[00:04:58.040 --> 00:04:59.360]  如果是北方人
[00:04:59.360 --> 00:05:00.400]  我們是南方人
[00:05:00.400 --> 00:05:02.560]  我們罵南方人
[00:05:02.560 --> 00:05:04.480]  罵北方人是很過癮的
[00:05:04.480 --> 00:05:07.760]  中國的南方人罵北方人
[00:05:07.760 --> 00:05:10.840]  很大塊的,但沒有腦袋
[00:05:10.840 --> 00:05:13.960]  北方人罵南方人
[00:05:13.960 --> 00:05:17.840]  是很狡猾的
[00:05:17.840 --> 00:05:20.600]  我的岳母說
[00:05:20.600 --> 00:05:22.680]  娶老婆多大都要娶台山的
[00:05:22.680 --> 00:05:24.280]  台山的女人最好
[00:05:24.280 --> 00:05:25.280]  為什麼?
[00:05:25.280 --> 00:05:27.160]  因為岳母是台山人
[00:05:27.160 --> 00:05:30.600]  所以她覺得我娶了她的女兒是很有眼光的
[00:05:30.600 --> 00:05:31.600]  無論如何
[00:05:31.600 --> 00:05:36.360]  我們人總覺得自己是好一點的
[00:05:36.360 --> 00:05:39.920]  其他人罵她是罵得很開心的
[00:05:39.920 --> 00:05:40.680]  我們記住
[00:05:40.680 --> 00:05:44.120]  首先保羅不是從這個角度出發的
[00:05:44.120 --> 00:05:47.720]  保羅是看他自己是一個猶太人
[00:05:47.720 --> 00:05:49.080]  所以在第九章
[00:05:49.080 --> 00:05:50.920]  去到羅馬書第九章那裡
[00:05:50.920 --> 00:05:53.840]  他說如果他的失落
[00:05:53.840 --> 00:05:56.760]  如果他被恩典遺棄
[00:05:56.760 --> 00:05:57.760]  被主耶穌遺棄
[00:05:57.760 --> 00:05:59.520]  如果主耶穌遺棄他
[00:05:59.520 --> 00:06:01.520]  可以救他的同胞
[00:06:01.520 --> 00:06:03.480]  救他的猶太人的話
[00:06:03.480 --> 00:06:07.600]  保羅說我寧願自己失去救恩
[00:06:07.600 --> 00:06:10.840]  讓我的同胞可以得到救恩
[00:06:10.840 --> 00:06:13.040]  當然救恩不是這樣的買賣
[00:06:13.040 --> 00:06:16.040]  所以保羅這個是表達他的心情
[00:06:16.040 --> 00:06:17.320]  但是從這句看到
[00:06:17.320 --> 00:06:20.960]  保羅不是從第三者去罵那些猶太人
[00:06:20.960 --> 00:06:23.400]  保羅自己是猶太人
[00:06:23.400 --> 00:06:26.120]  然後他去指責猶太人
[00:06:26.120 --> 00:06:29.080]  這個比喻其實就好像在家裡
[00:06:29.080 --> 00:06:31.440]  爸爸媽媽罵子女一樣
[00:06:31.440 --> 00:06:33.160]  我想沒有一個爸爸媽媽
[00:06:33.160 --> 00:06:35.760]  罵子女的時候會很高興的
[00:06:35.760 --> 00:06:36.800]  你這麼蠢
[00:06:36.800 --> 00:06:39.200]  有機會我罵你蠢多開心
[00:06:39.200 --> 00:06:43.200]  罵你越蠢越顯得我爸爸媽媽很聰明
[00:06:43.200 --> 00:06:45.360]  我想沒有什麼爸爸媽媽是這樣的
[00:06:45.360 --> 00:06:48.400]  如果爸爸媽媽是這樣的心情的話
[00:06:48.400 --> 00:06:50.840]  所以這個不是以第三者
[00:06:50.840 --> 00:06:53.680]  以罵他人去覺得自己很威風
[00:06:53.680 --> 00:06:56.920]  保羅是因為看到他自己的家人
[00:06:56.920 --> 00:07:01.480]  他的同胞有一個很嚴重的問題
[00:07:01.480 --> 00:07:02.480]  你可以這麼說
[00:07:02.480 --> 00:07:05.160]  他是以一個愛之越深
[00:07:05.160 --> 00:07:11.440]  責之越切的那種心情
[00:07:11.440 --> 00:07:13.120]  去跟猶太人說
[00:07:13.120 --> 00:07:18.640]  很希望他的同胞能夠有一個反省
[00:07:18.640 --> 00:07:21.720]  同樣地 套用今天的背景
[00:07:21.720 --> 00:07:23.760]  保羅是猶太人
[00:07:23.760 --> 00:07:25.040]  套用今天的背景
[00:07:25.040 --> 00:07:27.840]  就是一個基督徒跟一個基督徒說的
[00:07:27.840 --> 00:07:29.600]  所以我今天說的這篇道
[00:07:29.600 --> 00:07:31.760]  我視你是我的弟兄姊妹
[00:07:31.760 --> 00:07:34.680]  我用一個基督徒的身份跟你們說
[00:07:34.680 --> 00:07:36.200]  當年是猶太人
[00:07:36.200 --> 00:07:38.320]  今年今天就是基督徒
[00:07:38.320 --> 00:07:39.920]  你要記住
[00:07:39.920 --> 00:07:42.120]  我們有時候讀聖經多了
[00:07:42.120 --> 00:07:45.280]  習慣了做信徒一段日子
[00:07:45.280 --> 00:07:47.640]  我們很自然一說猶太人
[00:07:47.640 --> 00:07:49.080]  就是壞人
[00:07:49.080 --> 00:07:51.640]  法理賽人就是假冒為善的人
[00:07:51.640 --> 00:07:54.000]  我們很容易有一個自然的想法
[00:07:54.000 --> 00:07:55.120]  不過你記住
[00:07:55.120 --> 00:07:58.480]  第一不是猶太人自己這樣看自己
[00:07:58.480 --> 00:08:00.960]  當然沒有一個假冒為善的人
[00:08:00.960 --> 00:08:02.320]  覺得自己假冒為善
[00:08:02.320 --> 00:08:03.480]  很少
[00:08:03.480 --> 00:08:05.080]  我現在要假冒為善
[00:08:05.080 --> 00:08:06.800]  很少人對自己這樣說的
[00:08:06.800 --> 00:08:11.480]  通常都不在意你做了一個假冒為善的人
[00:08:11.480 --> 00:08:13.240]  另外一方面來說
[00:08:13.240 --> 00:08:14.240]  你要記住
[00:08:14.240 --> 00:08:17.880]  猶太人對第一世紀的愛邦人也好
[00:08:17.880 --> 00:08:19.280]  羅馬人也好
[00:08:19.280 --> 00:08:21.640]  其實很尊敬猶太人
[00:08:21.640 --> 00:08:25.400]  他們都會覺得猶太人的道德水準很高
[00:08:25.400 --> 00:08:28.240]  所以其實社會裡一般的人
[00:08:28.240 --> 00:08:30.040]  不是覺得猶太人虛偽
[00:08:30.040 --> 00:08:33.200]  反而覺得猶太人是可以很佩服的
[00:08:33.200 --> 00:08:35.320]  套用今天的用語
[00:08:35.320 --> 00:08:39.240]  就會說其實保羅這篇文是寫給基督徒的
[00:08:39.240 --> 00:08:41.840]  保羅是跟基督徒說的
[00:08:41.840 --> 00:08:45.120]  你們這些基督徒不要覺得自己很優越
[00:08:45.120 --> 00:08:48.800]  我作為一個基督徒要勸勉你
[00:08:48.800 --> 00:08:50.200]  就是我的同胞
[00:08:50.200 --> 00:08:51.200]  你要小心
[00:08:51.200 --> 00:08:55.640]  不要覺得你做基督徒好像比別人行為好一點
[00:08:55.640 --> 00:08:59.120]  別人去餐館可能走的時候拿著叉走
[00:08:59.120 --> 00:09:00.400]  你不會做這些事情
[00:09:00.400 --> 00:09:03.760]  不要因為這樣你就覺得自己比別人優越
[00:09:03.760 --> 00:09:06.880]  更加要明白神的恩典
[00:09:06.880 --> 00:09:08.600]  為什麼要明白神的恩典呢?
[00:09:08.600 --> 00:09:11.320]  保羅17節繼續說下去
[00:09:11.320 --> 00:09:12.280]  他說
[00:09:12.280 --> 00:09:17.360]  保羅說猶太人有什麼覺得自己很驕傲的地方呢?
[00:09:17.360 --> 00:09:19.120]  第一他們有律法
[00:09:19.120 --> 00:09:21.880]  他們依靠律法指著神話口
[00:09:21.880 --> 00:09:23.480]  猶太人會說
[00:09:23.480 --> 00:09:26.400]  為什麼我們猶太人這麼好呢?
[00:09:26.400 --> 00:09:28.160]  因為我們有神的律法
[00:09:28.160 --> 00:09:29.560]  我們有摩西五經
[00:09:29.560 --> 00:09:33.240]  我們知道創造天地只有一個神
[00:09:33.240 --> 00:09:36.720]  我們知道我們不會像那些人這麼傻的
[00:09:36.720 --> 00:09:38.120]  當塊石頭也是神
[00:09:38.120 --> 00:09:40.120]  當棵樹也是神
[00:09:40.120 --> 00:09:41.280]  周圍也是神
[00:09:41.280 --> 00:09:42.400]  又拜風雷神
[00:09:42.400 --> 00:09:43.720]  又八卦鏡什麼的
[00:09:43.720 --> 00:09:44.960]  周圍什麼的都拜
[00:09:44.960 --> 00:09:48.680]  我們猶太人知道天地只有一個神
[00:09:48.680 --> 00:09:52.000]  然後敬拜祂是用心靈誠實去敬拜的
[00:09:52.000 --> 00:09:54.960]  然後我們又有摩西律法
[00:09:54.960 --> 00:09:56.560]  十誡和很多律法
[00:09:56.560 --> 00:09:57.840]  我們知道不可犯奸
[00:09:57.840 --> 00:09:59.080]  又不知道很多事情
[00:09:59.080 --> 00:10:03.040]  我們不會像那些外邦人那麼傻
[00:10:03.040 --> 00:10:04.520]  那個年代當然也都
[00:10:04.520 --> 00:10:08.240]  保羅那個年代其實同性戀也是流行的
[00:10:08.240 --> 00:10:09.480]  不會做這些事情
[00:10:09.480 --> 00:10:11.160]  也不會做那些事情
[00:10:11.160 --> 00:10:12.520]  套用今天的比喻
[00:10:12.520 --> 00:10:14.960]  基督徒有時候也會有這樣的心態
[00:10:14.960 --> 00:10:16.560]  我是基督徒
[00:10:16.560 --> 00:10:18.560]  所以我不會像那些人那麼傻的
[00:10:18.560 --> 00:10:20.960]  我就知道創造天地一個神明
[00:10:20.960 --> 00:10:22.600]  所以就不會像那些人
[00:10:22.600 --> 00:10:23.960]  又去拜黃大仙
[00:10:23.960 --> 00:10:25.120]  又拜太歲
[00:10:25.120 --> 00:10:28.240]  然後被那些廟祝騙神騙鬼
[00:10:28.240 --> 00:10:30.520]  又說太歲是衝撞什麼的
[00:10:30.520 --> 00:10:31.240]  你知不知道?
[00:10:31.240 --> 00:10:33.440]  太歲有些是衝撞的
[00:10:33.440 --> 00:10:35.440]  我也不知道我是什麼歲
[00:10:35.440 --> 00:10:36.480]  無論如何
[00:10:36.480 --> 00:10:38.480]  如果你屬於這個歲的
[00:10:38.480 --> 00:10:40.240]  就會衝撞那個神
[00:10:40.240 --> 00:10:42.560]  所以就給他一些錢燒一些東西
[00:10:42.560 --> 00:10:46.440]  我們基督徒很容易就有一種很優越的感覺
[00:10:46.440 --> 00:10:48.400]  去看另外那些人那麼傻的
[00:10:48.400 --> 00:10:51.160]  被那些廟祝騙神騙鬼
[00:10:51.160 --> 00:10:54.280]  或者我們又會去看其他人
