
[00:00:00.000 --> 00:00:04.000]  觀眾: 各位網友早安
[00:00:04.000 --> 00:00:08.000]  最近因為疫情緣故
[00:00:08.000 --> 00:00:12.000]  過了一段時間
[00:00:12.000 --> 00:00:16.000]  我家的氣槽
[00:00:16.000 --> 00:00:20.000]  冷暖氣的氣槽都很髒
[00:00:20.000 --> 00:00:24.000]  因為我家養兔
[00:00:24.000 --> 00:00:28.000]  於是最近我找一個清理氣槽公司的人士
[00:00:28.000 --> 00:00:35.000]  公司的人士就來幫我做一些清潔的功夫
[00:00:35.000 --> 00:00:41.000]  在這個過程當中就和他去傾談
[00:00:41.000 --> 00:00:43.000]  其中一個是老闆來的
[00:00:43.000 --> 00:00:48.000]  我就和他傾過去這一段時間你如何
[00:00:48.000 --> 00:00:51.000]  你知道我們作為一個基督徒
[00:00:51.000 --> 00:00:54.000]  都是趁著這個機會去嘗試
[00:00:54.000 --> 00:00:58.000]  關心一下身邊你能夠接觸到的人
[00:00:58.000 --> 00:01:04.000]  或者透過這個機會去有多理解認識上帝是怎樣的一位神
[00:01:04.000 --> 00:01:11.000]  於是這位清潔的老闆就和我說
[00:01:11.000 --> 00:01:14.000]  我很感謝上帝
[00:01:14.000 --> 00:01:18.000]  我問他如何感謝上帝
[00:01:18.000 --> 00:01:31.000]  在這個新冠狀病毒肺炎未開始之前的六個月
[00:01:31.000 --> 00:01:34.000]  我突然間找到一份工作
[00:01:34.000 --> 00:01:37.000]  就是負責開校巴的
[00:01:37.000 --> 00:01:39.000]  這份工作是很便宜的
[00:01:39.000 --> 00:01:41.000]  他跟他說
[00:01:41.000 --> 00:01:44.000]  很便宜的原因就是因為工時短
[00:01:44.000 --> 00:01:46.000]  但是工錢都很高
[00:01:46.000 --> 00:01:51.000]  於是他就因此做了六個月的時間
[00:01:51.000 --> 00:01:58.000]  然後就到新冠病毒肺炎的肆虐
[00:01:58.000 --> 00:02:01.000]  全部的行業要停下
[00:02:01.000 --> 00:02:04.000]  包括他這些清理器材的公司
[00:02:04.000 --> 00:02:05.000]  就好像我這樣
[00:02:05.000 --> 00:02:07.000]  我都不想有人來我家
[00:02:07.000 --> 00:02:09.000]  他說全部停了
[00:02:09.000 --> 00:02:12.000]  但是也都因為這個緣故
[00:02:12.000 --> 00:02:16.000]  於是他做了六個月
[00:02:16.000 --> 00:02:25.000]  在政府的支援和這間校巴公司的申報的過程當中
[00:02:25.000 --> 00:02:27.000]  繼續出糧給他
[00:02:27.000 --> 00:02:31.000]  足足出了一年半的時間給他
[00:02:31.000 --> 00:02:34.000]  他說真的值得感謝上帝
[00:02:34.000 --> 00:02:37.000]  我聽完他這樣說的時候
[00:02:37.000 --> 00:02:39.000]  我就和他這樣說
[00:02:39.000 --> 00:02:41.000]  你不單要去感謝上帝
[00:02:41.000 --> 00:02:43.000]  你還要認識一下
[00:02:43.000 --> 00:02:46.000]  這個上帝是怎樣的一位上帝
[00:02:46.000 --> 00:02:49.000]  但是在這個討論的過程當中
[00:02:49.000 --> 00:02:53.000]  就有發了一個反思
[00:02:53.000 --> 00:02:57.000]  就是很多時候在教會裏面
[00:02:57.000 --> 00:02:59.000]  教會的信徒
[00:02:59.000 --> 00:03:03.000]  都是用這種的講述方式
[00:03:03.000 --> 00:03:05.000]  來表達出
[00:03:05.000 --> 00:03:09.000]  他是屬於上帝的子民
[00:03:09.000 --> 00:03:13.000]  所以我們經常會在教會裏面
[00:03:13.000 --> 00:03:16.000]  會聽見無論在報道會裏面
[00:03:16.000 --> 00:03:18.000]  或者平日有些弟兄姊妹
[00:03:18.000 --> 00:03:21.000]  在分享見證的過程當中
[00:03:21.000 --> 00:03:24.000]  都很喜歡去講述自己
[00:03:24.000 --> 00:03:29.000]  如何領受天恩的這份福氣
[00:03:29.000 --> 00:03:32.000]  因為在他們的思想
[00:03:32.000 --> 00:03:34.000]  或者信仰裏面
[00:03:34.000 --> 00:03:37.000]  他們都潛意識地有這種想法
[00:03:37.000 --> 00:03:39.000]  就是只要一個人
[00:03:39.000 --> 00:03:43.000]  當他嘗到天恩的滋味
[00:03:43.000 --> 00:03:48.000]  或者享受到上帝給他的恩典
[00:03:48.000 --> 00:03:51.000]  或者用一個更史茲的說法
[00:03:51.000 --> 00:03:55.000]  收受到上帝的益處的時候
[00:03:55.000 --> 00:04:01.000]  那就證明了你是真正的神的子民
[00:04:01.000 --> 00:04:04.000]  如果不是神就不會給我這些祝福
[00:04:04.000 --> 00:04:12.000]  這種邏輯就開始讓我思想到一條問題
[00:04:12.000 --> 00:04:17.000]  是不是一個人當他能夠享受到天恩
[00:04:17.000 --> 00:04:20.000]  或者上帝的所謂祝福
[00:04:20.000 --> 00:04:24.000]  或者上帝帶來的好處
[00:04:24.000 --> 00:04:27.000]  無論是他自己覺得是
[00:04:27.000 --> 00:04:30.000]  還是真真正正上帝在他身上做的
[00:04:30.000 --> 00:04:36.000]  是和一個人的得救有直接的關係
[00:04:36.000 --> 00:04:40.000]  因為一個人得救才可以證明他是屬神的子民
[00:04:40.000 --> 00:04:44.000]  既然這樣說一個人能夠領受到神的祝福
[00:04:44.000 --> 00:04:46.000]  上帝的好處
[00:04:46.000 --> 00:04:49.000]  這個人就一定是得救的
[00:04:49.000 --> 00:04:53.000]  我就有法到我去思想這條問題
[00:04:53.000 --> 00:04:59.000]  而今天我和大家一起去看的《馬太福音》第八章十四節至十七節
[00:04:59.000 --> 00:05:03.000]  其實就對於這個問題更進一步
[00:05:03.000 --> 00:05:07.000]  藉著耶穌基督的侍奉過程當中
[00:05:07.000 --> 00:05:11.000]  讓我們去進入一個更深入的探討
[00:05:11.000 --> 00:05:15.000]  讓我們在這個探討的過程當中
[00:05:15.000 --> 00:05:17.000]  去再次思想一下
[00:05:17.000 --> 00:05:23.000]  其實究竟信主是一回什麼事情
[00:05:23.000 --> 00:05:26.000]  而我們作為一個神的子民
[00:05:26.000 --> 00:05:29.000]  又說是上帝的天恩的人
[00:05:29.000 --> 00:05:36.000]  其實我們是否真的了解上帝的心是怎樣的一位上帝呢?
[00:05:36.000 --> 00:05:40.000]  我希望今天透過這段經文能夠和大家弟兄姊妹一起
[00:05:40.000 --> 00:05:43.000]  在這個題目上更深入的去理解
[00:05:43.000 --> 00:05:46.000]  也盼望這段經文能夠給我們更多的啟發
[00:05:46.000 --> 00:05:50.000]  對於我們對聖經的理解能夠更加準確
[00:05:50.000 --> 00:05:54.000]  特別是對神的心是怎樣的呢?
[00:05:54.000 --> 00:05:56.000]  我們有一個更進一步的理解
[00:05:56.000 --> 00:05:57.000]  不如這樣吧
[00:05:57.000 --> 00:06:00.000]  我們再次一起打開這段聖經
[00:06:00.000 --> 00:06:01.000]  讀一下這段經文
[00:06:01.000 --> 00:06:06.000]  《馬太福音》第八章第十四節至第十七節
[00:06:06.000 --> 00:06:10.000]  我們先熟悉一下這段經文的內容
[00:06:10.000 --> 00:06:17.000]  雖然這段經文經常會被傳道人弟兄姊妹信徒拿出來講
[00:06:17.000 --> 00:06:20.000]  但是仔細的內容是怎樣呢?
[00:06:20.000 --> 00:06:22.000]  我們再讀一下吧
[00:06:22.000 --> 00:06:25.000]  我們一起讀和合本的版本
[00:06:25.000 --> 00:06:28.000]  如果你是用其他的版本也可以跟隨
[00:06:28.000 --> 00:06:30.000]  如果你是用英語的版本
[00:06:30.000 --> 00:06:38.000]  你只需要點到《馬太福音》第八章第十四節至第十七節
[00:06:38.000 --> 00:06:41.000]  打開之後一起讀吧
[00:06:41.000 --> 00:06:45.000]  耶穌到了彼得家裡
[00:06:45.000 --> 00:06:50.000]  見彼得的惡母亥瘍病躺著
[00:06:50.000 --> 00:06:53.000]  耶穌把她的手一摸
[00:06:53.000 --> 00:06:55.000]  熱就退了
