
[00:00:00.000 --> 00:00:05.240]  各位電視節目的各位朋友你們好
[00:00:05.240 --> 00:00:07.680]  歡迎大家參加我們三藩市報道會
[00:00:07.680 --> 00:00:09.680]  網上的五堂崇拜
[00:00:09.680 --> 00:00:11.920]  我們今天繼續思想
[00:00:11.920 --> 00:00:16.960]  馬太福音耶穌的登山補份的信息
[00:00:16.960 --> 00:00:19.520]  我們來到馬太福音第五章
[00:00:19.520 --> 00:00:21.520]  九節至十二節
[00:00:21.520 --> 00:00:26.320]  簡樸本色之和平之子
[00:00:26.320 --> 00:00:28.800]  未開始思想聖經之前
[00:00:28.800 --> 00:00:30.800]  請我們同心低頭 我們同禱告
[00:00:30.800 --> 00:00:33.600]  慈悲人也天父 我們滿心感謝你
[00:00:33.600 --> 00:00:35.600]  你給我們一個使命
[00:00:35.600 --> 00:00:37.600]  使人和睦
[00:00:37.600 --> 00:00:39.600]  求你真的幫助我們
[00:00:39.600 --> 00:00:44.720]  叫我們能夠懂得怎樣去實行這個大使命
[00:00:44.720 --> 00:00:46.720]  叫人能夠同神和好
[00:00:46.720 --> 00:00:48.720]  也叫人內心有平安
[00:00:48.720 --> 00:00:50.720]  也能夠和人和睦
[00:00:50.720 --> 00:00:52.720]  求你藉著你的話語
[00:00:52.720 --> 00:00:57.200]  去提醒 勸勉 教導 安慰 督責我們
[00:00:57.200 --> 00:00:59.200]  我們這樣的祈禱
[00:00:59.200 --> 00:01:01.200]  乃是奉耶穌基督的名求
[00:01:01.200 --> 00:01:03.200]  阿們
[00:01:03.200 --> 00:01:06.640]  如果你有機會去紐約聯合國大廈參觀
[00:01:06.640 --> 00:01:08.640]  你會發覺有一個石牌
[00:01:08.640 --> 00:01:11.920]  寫著聯合國的宣言
[00:01:11.920 --> 00:01:13.920]  它是這樣說的
[00:01:13.920 --> 00:01:17.040]  把刀槍改裝為泥鏟
[00:01:17.040 --> 00:01:19.920]  把矛槍化為鐮刀
[00:01:19.920 --> 00:01:21.920]  萬國不再相爭
[00:01:21.920 --> 00:01:24.640]  戰爭與世界絕緣
[00:01:24.640 --> 00:01:28.800]  事實上聯合國的勸章也有這樣的聲明
[00:01:28.800 --> 00:01:34.640]  聯合國的宗旨是維持國際間的和平和安全
[00:01:34.640 --> 00:01:36.640]  為求此目的
[00:01:36.640 --> 00:01:39.680]  聯合國會採取一切有效的措施
[00:01:39.680 --> 00:01:45.120]  防止和阻止一切有危害世界和平的威脅
[00:01:45.120 --> 00:01:48.560]  這個真是一個崇高的理想
[00:01:48.560 --> 00:01:50.560]  但事實又怎樣呢?
[00:01:50.560 --> 00:01:52.560]  現實的社會
[00:01:52.560 --> 00:01:57.040]  似乎與聯合國的宣言不大相稱
[00:01:57.040 --> 00:01:59.520]  有位史學家做了一個研究
[00:01:59.520 --> 00:02:02.880]  人類信史3530多年
[00:02:02.880 --> 00:02:07.440]  其中只有286年沒有記載過有戰爭
[00:02:07.440 --> 00:02:10.160]  我們要明白、要了解
[00:02:10.160 --> 00:02:14.080]  沒有記載的戰爭不等於沒有戰爭
[00:02:14.080 --> 00:02:21.680]  只不過在這286年之間沒有記載過戰爭
[00:02:21.680 --> 00:02:24.480]  事實上從聯合國成立以來
[00:02:24.480 --> 00:02:27.520]  沒有一天 不是一月 不是一年
[00:02:27.520 --> 00:02:32.720]  世界不是在發生不住的發生戰爭
[00:02:32.720 --> 00:02:36.560]  完全沒有戰爭的
[00:02:36.560 --> 00:02:40.880]  是一個似乎做夢
[00:02:40.880 --> 00:02:43.040]  就好像耶穌說過
[00:02:43.040 --> 00:02:45.760]  「末世之際民要攻打民 國要攻打國」
[00:02:45.760 --> 00:02:48.160]  到此都有打仗的風聲
[00:02:48.160 --> 00:02:53.600]  所以有人在那裏開玩笑的說法
[00:02:53.600 --> 00:02:57.120]  華盛頓的和平紀念碑就無數
[00:02:57.120 --> 00:03:02.560]  但是你要知道每個紀念碑都是戰爭的遺跡
[00:03:02.560 --> 00:03:06.560]  似乎世界和平只是一個夢想
[00:03:06.560 --> 00:03:12.800]  烏克蘭與俄羅斯的戰爭差不多一年
[00:03:12.800 --> 00:03:15.040]  什麼時候才了結呢?
[00:03:15.040 --> 00:03:17.840]  不僅是俄烏茲戰爭
[00:03:17.840 --> 00:03:23.760]  世界很多的角落裏面都是不住在打仗
[00:03:23.760 --> 00:03:26.960]  如果我們說國與國是永無寧日
[00:03:26.960 --> 00:03:31.680]  那人與人之間的鬥爭就更加是層出不窮了
[00:03:31.680 --> 00:03:35.280]  我們都是一群好戰好勝 不能輸的一群
[00:03:35.280 --> 00:03:37.840]  人與人之間就好像一些戰豬一樣
[00:03:37.840 --> 00:03:40.080]  你像我 我像你
[00:03:40.080 --> 00:03:42.960]  我還在神樂園讀書的時候
[00:03:42.960 --> 00:03:45.840]  我們有一班大學的老友記
[00:03:45.840 --> 00:03:52.240]  各散東西 大家就藉著通訊互相有這些聯繫
[00:03:52.240 --> 00:03:54.160]  有一次有一個人說
[00:03:54.160 --> 00:03:56.560]  假如之間我們九個人
[00:03:56.560 --> 00:04:00.160]  將我們九個人放在一起同撈同撈
[00:04:00.160 --> 00:04:06.000]  我敢寫單五包單 不出一年就有磨擦
[00:04:06.000 --> 00:04:09.760]  我心裏說哪裏會用一年呢?
[00:04:09.760 --> 00:04:12.480]  一兩個星期可能都有
[00:04:12.480 --> 00:04:15.120]  不但是人與人失去和睦
[00:04:15.120 --> 00:04:19.040]  我們內心也都失去和平 失去寧靜
[00:04:19.040 --> 00:04:22.240]  難怪在今天的美國社會裏面
[00:04:22.240 --> 00:04:27.120]  這些鎮靜劑成為最暢銷的一種藥物
[00:04:27.120 --> 00:04:29.600]  我們心裏面時常都有內戰
[00:04:29.600 --> 00:04:31.520]  就好像保羅在《羅馬書》說
[00:04:31.520 --> 00:04:34.160]  立志行善由得我 做出來由不得我
[00:04:34.160 --> 00:04:38.560]  我真苦啊 遂能救我出來者取死的身體
[00:04:38.560 --> 00:04:44.000]  正如以前聯合國秘書長韓馬紹說過一句話
[00:04:44.000 --> 00:04:48.320]  我想我永遠沒辦法見到安寧和和平的一天
[00:04:48.320 --> 00:04:50.480]  在人的心裏面 在家庭裏面
[00:04:50.480 --> 00:04:53.920]  在世界裏面 在公司裏面都是血淋淋的戰場
[00:04:53.920 --> 00:04:57.120]  我們今天世界最需要的不是錢 不是食物
[00:04:57.120 --> 00:05:02.640]  那是內心的和平 人與人之間的和好
[00:05:02.640 --> 00:05:05.440]  國與國之間的和睦
[00:05:05.440 --> 00:05:08.320]  耶穌說使人和睦 也使人有福了
[00:05:08.320 --> 00:05:11.360]  原來神的兒女有一個很大的使命
[00:05:11.360 --> 00:05:15.520]  就是和平之君 帶來和平
[00:05:15.520 --> 00:05:19.280]  和平是給周圍的人
[00:05:19.280 --> 00:05:22.400]  但是他要付出一個很大的代價
[00:05:22.400 --> 00:05:24.800]  所以耶穌接著說完第七福
[00:05:24.800 --> 00:05:26.960]  使人和睦 也使人有福了之後
[00:05:26.960 --> 00:05:28.560]  他就說第八福了
[00:05:28.560 --> 00:05:30.960]  為異獸逼迫的人有福了
[00:05:30.960 --> 00:05:32.800]  因為天國是他不的
[00:05:32.800 --> 00:05:35.280]  人若因我辱罵你們 逼迫你們
[00:05:35.280 --> 00:05:37.600]  捏造惡樣壞話 毀謗你們
[00:05:37.600 --> 00:05:40.320]  你們就有福了 應當歡喜發樂
[00:05:40.320 --> 00:05:42.880]  因為你們就是天上的賞賜是大的
[00:05:42.880 --> 00:05:44.640]  就是你們以前的先知
[00:05:44.640 --> 00:05:47.840]  人也是這樣逼迫你們
[00:05:47.840 --> 00:05:52.160]  為了要達成使人和睦這個使命
[00:05:52.160 --> 00:05:55.600]  很可能我們要付出很大的代價
[00:05:55.600 --> 00:06:00.400]  為異獸逼迫的人 耶穌卻是說有福了
[00:06:00.400 --> 00:06:05.680]  首先我們看看和平之子第九節
[00:06:05.680 --> 00:06:09.840]  耶穌說使人和睦的人有福了
[00:06:09.840 --> 00:06:13.840]  首先我們要了解一下甚麼是和睦呢?
[00:06:13.840 --> 00:06:17.200]  希臘文的字叫Erene
[00:06:17.200 --> 00:06:20.320]  我們經常聽到有人說他的名字叫Irene
[00:06:20.320 --> 00:06:23.280]  Irene的字就是Erene這個字
[00:06:23.280 --> 00:06:25.120]  希伯來文的Shalom
[00:06:25.120 --> 00:06:28.000]  和中國人所說的和平平安
[00:06:28.000 --> 00:06:30.320]  似乎意義就很不同了
[00:06:30.320 --> 00:06:32.560]  中國人所謂出入平安
[00:06:32.560 --> 00:06:35.520]  是指沒有意外 沒有麻煩
[00:06:35.520 --> 00:06:38.960]  沒有任何不愉快的事件
[00:06:38.960 --> 00:06:42.960]  或者我們還沒講Erene這個字
[00:06:42.960 --> 00:06:45.760]  Shalom這個字的真正意義之前
[00:06:45.760 --> 00:06:48.880]  我首先講一講它不是甚麼
[00:06:48.880 --> 00:06:51.760]  和平之子和平之君
[00:06:51.760 --> 00:06:57.200]  不是一些怕衝突、怕對質、怕人生氣
[00:06:57.200 --> 00:07:02.160]  怕有麻煩而保持友好關係
[00:07:02.160 --> 00:07:05.920]  大多數中國人所謂愛好和平之事
[00:07:05.920 --> 00:07:08.720]  都並不是聖經所恭維的
[00:07:08.720 --> 00:07:13.360]  我們看到有不義、不公
[00:07:13.360 --> 00:07:16.640]  算了 隨它吧 保持真物吧
[00:07:16.640 --> 00:07:20.560]  大家和平好好了 不要搞得亂七八糟
[00:07:20.560 --> 00:07:22.880]  我們不會想到公義的問題
[00:07:22.880 --> 00:07:26.480]  那些不是聖經裏面所說的愛好和平之事
[00:07:26.480 --> 00:07:28.720]  不是聖經所說的恭維
[00:07:28.720 --> 00:07:35.040]  如果我們是容眾一些不公不義的分子的時候
[00:07:35.040 --> 00:07:38.320]  就搞成有希特勒的事件出現
[00:07:38.320 --> 00:07:41.840]  和平之君也不是任人擺佈的
[00:07:41.840 --> 00:07:45.280]  任人去玩弄的 死忍的順民
[00:07:45.280 --> 00:07:48.800]  他們是順民 他們不是和平之君
[00:07:48.800 --> 00:07:53.200]  可惜很多中國人都是做順民
[00:07:53.200 --> 00:08:00.000]  不肯出頭 為了不公不義而發聲
[00:08:00.000 --> 00:08:03.760]  和平之君也不是容易妥協的
[00:08:03.760 --> 00:08:05.920]  不是那些沒有立場、沒有真理
[00:08:05.920 --> 00:08:10.480]  只求友好的關係 不理是非黑白
[00:08:10.480 --> 00:08:15.120]  也都是沒有骨氣的 那些不是真正和平之君
[00:08:15.120 --> 00:08:18.960]  那些是妥協的人 那些是犧牲真理的人
[00:08:18.960 --> 00:08:21.520]  那些怕死怕事的人
[00:08:21.520 --> 00:08:24.640]  當耶穌說 使人和睦的人有福
[00:08:24.640 --> 00:08:29.280]  他是從三方面、三個層面去看這個和睦
[00:08:29.280 --> 00:08:30.400]  和睦是甚麼意思呢?
[00:08:30.400 --> 00:08:33.600]  第一是指人和神之間的和好
[00:08:33.600 --> 00:08:35.840]  《羅馬書》第五章就告訴我們
[00:08:35.840 --> 00:08:39.680]  我們是上帝為敵的 是和神鬥爭的
[00:08:39.680 --> 00:08:42.240]  我們因為罪惡的緣故到神隔絕
[00:08:42.240 --> 00:08:45.680]  已經內心空虛、沒有安寧、沒有方向
[00:08:45.680 --> 00:08:51.040]  失去了我們的平安 我們是自我中心
[00:08:51.040 --> 00:08:54.480]  就因為你和我都是自我中心
[00:08:54.480 --> 00:08:58.880]  所以就發生很多的衝突
[00:08:58.880 --> 00:09:03.680]  為甚麼人和人有這麼多的和、有這麼多的衝突呢?
[00:09:03.680 --> 00:09:06.560]  就是因為人離開了上帝
[00:09:06.560 --> 00:09:09.680]  離開了上帝就成為了罪人
