
[00:00:00.000 --> 00:00:03.800]  (教育)
[00:00:03.800 --> 00:00:09.240]  問題能夠很完滿地處理
[00:00:09.240 --> 00:00:11.240]  我先提這個問題
[00:00:11.240 --> 00:00:13.240]  我不打算在這裡處理
[00:00:13.240 --> 00:00:15.240]  因為這是一個很細節
[00:00:15.240 --> 00:00:19.240]  而且很詳細的解聖經問題
[00:00:19.240 --> 00:00:21.240]  《聰啟及記》第四章提到
[00:00:21.240 --> 00:00:24.240]  耶和華上帝在路上遇見摩西
[00:00:24.240 --> 00:00:26.240]  想殺他
[00:00:26.240 --> 00:00:31.240]  後來他太太為他的兒子行割禮
[00:00:31.240 --> 00:00:36.240]  聖經是很籠統和濃縮地交代這件事
[00:00:36.240 --> 00:00:38.240]  問問題的同學就說
[00:00:38.240 --> 00:00:41.240]  為何耶和華想殺摩西呢?
[00:00:41.240 --> 00:00:44.240]  我的答案是:我不是上帝
[00:00:44.240 --> 00:00:46.240]  所以我不知道
[00:00:46.240 --> 00:00:51.240]  知之為知之,不知為不知是知也
[00:00:51.240 --> 00:00:54.240]  我不敢隨便回答這個問題
[00:00:54.240 --> 00:01:00.240]  當然歷代以來解聖經的學者有很多推測
[00:01:00.240 --> 00:01:02.240]  不過我們要承認
[00:01:02.240 --> 00:01:04.240]  這段聖經的資料給得很少
[00:01:04.240 --> 00:01:08.240]  它本身沒有解釋為何耶和華要殺摩西
[00:01:08.240 --> 00:01:10.240]  如果聖經沒有解釋
[00:01:10.240 --> 00:01:12.240]  你代他回答的時候就問責自負
[00:01:12.240 --> 00:01:14.240]  到時見到上帝的時候
[00:01:14.240 --> 00:01:17.240]  上帝不會幫你承擔責任
[00:01:17.240 --> 00:01:19.240]  所以我估計最理想的做法
[00:01:19.240 --> 00:01:22.240]  就是留待有一天我們見到上帝的時候
[00:01:22.240 --> 00:01:25.240]  或者趁他心情好的時候
[00:01:25.240 --> 00:01:27.240]  就給他一張紙
[00:01:27.240 --> 00:01:29.240]  問一問他
[00:01:29.240 --> 00:01:30.240]  我不敢回答
[00:01:30.240 --> 00:01:35.240]  不過你可以參考很多春埃及記的著色書
[00:01:35.240 --> 00:01:37.240]  例如英文的很有名的
[00:01:37.240 --> 00:01:40.240]  耶路大學退休的教授Bretford Charles
[00:01:40.240 --> 00:01:43.240]  他的春埃及記著色書
[00:01:43.240 --> 00:01:45.240]  或者Word Biblical Commentary
[00:01:45.240 --> 00:01:48.240]  Durham的著色書
[00:01:48.240 --> 00:01:50.240]  或者猶太人的著色書
[00:01:50.240 --> 00:01:53.240]  或者Soto春埃及記的著色書
[00:01:53.240 --> 00:01:57.240]  或者任何打開一本負責任的著色書
[00:01:57.240 --> 00:02:00.240]  他都應該告訴你過去有甚麼人
[00:02:00.240 --> 00:02:02.240]  嘗試怎樣處理過這個問題
[00:02:02.240 --> 00:02:06.240]  很詳細的內容我就不想交代
[00:02:06.240 --> 00:02:10.240]  另外一個問題就很有趣
[00:02:10.240 --> 00:02:12.240]  我們曾經提過一堂
[00:02:12.240 --> 00:02:14.240]  耶和華是沒有性別的
[00:02:14.240 --> 00:02:16.240]  不是男不是女
[00:02:16.240 --> 00:02:18.240]  但為何我們在祈禱的時候
[00:02:18.240 --> 00:02:20.240]  往往只提到天上的父
[00:02:20.240 --> 00:02:22.240]  阿爸父親愛的天父
[00:02:22.240 --> 00:02:25.240]  而不用天上母親的稱呼呢?
[00:02:25.240 --> 00:02:27.240]  請解釋吧
[00:02:27.240 --> 00:02:29.240]  還要多謝我,很有禮貌
[00:02:29.240 --> 00:02:35.240]  你知不知道現在有些很前衛的神學院
[00:02:35.240 --> 00:02:36.240]  開始祈禱的時候
[00:02:36.240 --> 00:02:39.240]  就是稱呼上帝不叫Father
[00:02:39.240 --> 00:02:42.240]  叫God the Parent
[00:02:42.240 --> 00:02:46.240]  不是叫God the Son
[00:02:46.240 --> 00:02:48.240]  是叫God the Child
[00:02:48.240 --> 00:02:53.240]  某個角度看就好像很滅節
[00:02:53.240 --> 00:02:55.240]  要斤斤計較
[00:02:55.240 --> 00:02:57.240]  我也不太同意這樣的做法
[00:02:57.240 --> 00:02:59.240]  但另一方面他們這樣的做法
[00:02:59.240 --> 00:03:01.240]  也有一個意義在
[00:03:01.240 --> 00:03:09.240]  就是強調性別只是人的語言本身的限制
[00:03:09.240 --> 00:03:12.240]  而不是聖經裡的代表
[00:03:12.240 --> 00:03:14.240]  告訴我們上帝是一個男人
[00:03:15.240 --> 00:03:19.240]  耶穌基督道成人生是一個猶太裔的男人
[00:03:19.240 --> 00:03:24.240]  但聖子在三位合一的上帝裡有沒有性別呢?
[00:03:24.240 --> 00:03:27.240]  所以God the Child 還是 God the Son
[00:03:27.240 --> 00:03:29.240]  這是可以有討論的餘地
[00:03:29.240 --> 00:03:31.240]  不要這麼快就標記了他們的生態
[00:03:31.240 --> 00:03:34.240]  或者異端之類
[00:03:34.240 --> 00:03:41.240]  事實上,如果你想對這個問題有興趣的話
[00:03:41.240 --> 00:03:44.240]  我提一個觀察給你考慮一下
[00:03:44.240 --> 00:03:50.240]  就是聖經裡提到上帝是父親
