
[00:00:00.000 --> 00:00:11.000]  請大家跟我一起打開利美記第23章
[00:00:11.000 --> 00:00:18.000]  我們會先讀第一節到第八節
[00:00:18.000 --> 00:00:20.000]  找到我們一起慢慢讀
[00:00:20.000 --> 00:00:26.000]  利美記第23章第一節到第八節
[00:00:26.000 --> 00:00:27.000]  我們一起讀
[00:00:27.000 --> 00:00:30.000]  耶和華對摩西說:
[00:00:30.000 --> 00:00:32.000]  「你曉遇以色列人說:
[00:00:32.000 --> 00:00:34.000]  耶和華的節期,
[00:00:34.000 --> 00:00:38.000]  你們要宣告為聖會的節期。
[00:00:38.000 --> 00:00:40.000]  六日要作工,
[00:00:40.000 --> 00:00:43.000]  第七日是聖安息日,
[00:00:43.000 --> 00:00:46.000]  當有聖會,
[00:00:46.000 --> 00:00:49.000]  你們什麼工都不可作,
[00:00:49.000 --> 00:00:52.000]  這是在你們一切的住處
[00:00:52.000 --> 00:00:56.000]  向耶和華守的安息日。
[00:00:56.000 --> 00:00:58.000]  耶和華的節期,
[00:00:58.000 --> 00:01:00.000]  就是你們到了日期
[00:01:00.000 --> 00:01:03.000]  要宣告為聖會的,
[00:01:03.000 --> 00:01:05.000]  乃是這些:
[00:01:05.000 --> 00:01:08.000]  正月十四日黃昏的時候,
[00:01:08.000 --> 00:01:11.000]  是耶和華的逾月節,
[00:01:11.000 --> 00:01:13.000]  這月十五日,
[00:01:13.000 --> 00:01:16.000]  是向耶和華守的無教節,
[00:01:16.000 --> 00:01:19.000]  你們要吃無教餅七日,
[00:01:19.000 --> 00:01:21.000]  第一日當有聖會,
[00:01:21.000 --> 00:01:24.000]  什麼勞碌的工都不可作,
[00:01:24.000 --> 00:01:28.000]  要將火祭獻給耶和華七日,
[00:01:28.000 --> 00:01:30.000]  第七日是聖會,
[00:01:30.000 --> 00:01:34.000]  什麼勞碌的工都不可作。」
[00:01:34.000 --> 00:01:37.000]  二十三章很長的,
[00:01:37.000 --> 00:01:39.000]  你翻開後面那一頁,
[00:01:39.000 --> 00:01:42.000]  總共有四十四節,
[00:01:42.000 --> 00:01:45.000]  這一章的經文,
[00:01:45.000 --> 00:01:47.000]  如果你看一看那些標題,
[00:01:47.000 --> 00:01:49.000]  你都會馬上發現到,
[00:01:49.000 --> 00:01:51.000]  當守的節期,
[00:01:51.000 --> 00:01:53.000]  安息日,無教節,
[00:01:53.000 --> 00:01:56.000]  五旬節,贖罪日,
[00:01:56.000 --> 00:01:59.000]  駐彭節,和合本的聖經,
[00:01:59.000 --> 00:02:02.000]  有這些分段在說。
[00:02:02.000 --> 00:02:10.000]  我們說過利未記的核心在十九章,
[00:02:10.000 --> 00:02:13.000]  十九章其實內容很豐富,
[00:02:13.000 --> 00:02:16.000]  上一堂我們前個星期,
[00:02:16.000 --> 00:02:19.000]  我們能夠集中去看的,
[00:02:19.000 --> 00:02:23.000]  其實只是十九章的第一句說話,
[00:02:23.000 --> 00:02:26.000]  或者說在十六段的經文裏面,
[00:02:26.000 --> 00:02:30.000]  重複了十六次的這一句說話,
[00:02:30.000 --> 00:02:33.000]  「我是耶和華。」
[00:02:33.000 --> 00:02:35.000]  十六章的周圍,
[00:02:35.000 --> 00:02:37.000]  側邊兩旁,
[00:02:37.000 --> 00:02:40.000]  十八和二十章,
[00:02:40.000 --> 00:02:42.000]  我們提過,
[00:02:42.000 --> 00:02:46.000]  就好像一對竹匠企,
[00:02:46.000 --> 00:02:51.000]  視像圍著中間的核心,
[00:02:51.000 --> 00:02:54.000]  所以十八章所說的,
[00:02:54.000 --> 00:02:56.000]  和二十章所說的,
[00:02:56.000 --> 00:02:59.000]  好像一塊鏡對照的。
[00:02:59.000 --> 00:03:04.000]  上一堂我們也看了第二十一章,
[00:03:04.000 --> 00:03:07.000]  其實也連接了二十二章,
[00:03:07.000 --> 00:03:11.000]  這裡說到祭司在民中,
[00:03:11.000 --> 00:03:14.000]  既然做領袖,
[00:03:14.000 --> 00:03:16.000]  有些特別的吩咐,
[00:03:16.000 --> 00:03:19.000]  是特別針對祭司,
[00:03:19.000 --> 00:03:22.000]  我們比較祭司和大祭司,
[00:03:22.000 --> 00:03:24.000]  他們要遵守,
[00:03:24.000 --> 00:03:28.000]  或者說他們要順服上帝的吩咐,
[00:03:28.000 --> 00:03:31.000]  我們發覺順服的主題,
[00:03:31.000 --> 00:03:36.000]  仍然是貫穿著利未記的經文,
[00:03:36.000 --> 00:03:42.000]  祭司的領導是從順服那一說開始,
[00:03:42.000 --> 00:03:44.000]  所以不是說管理,
[00:03:44.000 --> 00:03:47.000]  不是說管理,
[00:03:47.000 --> 00:03:51.000]  是一個榜樣,
[00:03:51.000 --> 00:03:54.000]  在順服上帝的事情上,
[00:03:54.000 --> 00:03:57.000]  作眾民的帶領,
[00:03:57.000 --> 00:04:02.000]  首先順服,帶頭順服。
[00:04:02.000 --> 00:04:05.000]  接著來到二十三章,
[00:04:05.000 --> 00:04:07.000]  就說到節旗,
[00:04:07.000 --> 00:04:13.000]  節旗有什麼意思呢?
[00:04:13.000 --> 00:04:16.000]  二十三章很明顯是一個新的段落,
[00:04:16.000 --> 00:04:19.000]  開始耶和華對摩西說,
[00:04:19.000 --> 00:04:22.000]  然後說明接下來要教以色列人的,
[00:04:22.000 --> 00:04:25.000]  就是耶和華的節旗,
[00:04:25.000 --> 00:04:30.000]  是他們要宣告為聖會的節旗,
[00:04:30.000 --> 00:04:34.000]  我們也解釋過神聖這個形容詞,
[00:04:34.000 --> 00:04:36.000]  分別出來,
[00:04:36.000 --> 00:04:40.000]  這個日子是為上帝的,
[00:04:40.000 --> 00:04:44.000]  正如在回望裡面的器皿,
[00:04:44.000 --> 00:04:47.000]  歸耶和華為聖,
[00:04:47.000 --> 00:04:49.000]  他們是神聖的,
[00:04:49.000 --> 00:04:50.000]  他們是聖潔的,
[00:04:50.000 --> 00:04:52.000]  物件沒有道德的,
[00:04:52.000 --> 00:04:54.000]  怎樣神聖,怎樣聖潔呢?
[00:04:54.000 --> 00:04:57.000]  首先最基本的意思不是說道德,
[00:04:57.000 --> 00:05:00.000]  基本的意思是說用途,
[00:05:00.000 --> 00:05:04.000]  他不可以用在其他用途上,
[00:05:04.000 --> 00:05:05.000]  這些器皿,
[00:05:05.000 --> 00:05:07.000]  祭司家裡煮飯,
[00:05:07.000 --> 00:05:09.000]  他不可以借過去用一會,
[00:05:09.000 --> 00:05:10.000]  洗乾淨拿回來,
[00:05:10.000 --> 00:05:12.000]  這樣不行,
[00:05:12.000 --> 00:05:13.000]  只是,
[00:05:13.000 --> 00:05:15.000]  如果我們用今天的說法,
[00:05:15.000 --> 00:05:17.000]  exclusive,
[00:05:17.000 --> 00:05:20.000]  只是為上帝用的,
[00:05:20.000 --> 00:05:22.000]  這樣叫歸耶和華為聖,
[00:05:22.000 --> 00:05:24.000]  所以這些節旗,
[00:05:24.000 --> 00:05:27.000]  這些日子是神聖的,
[00:05:27.000 --> 00:05:31.000]  他們是為上帝而用的,
[00:05:31.000 --> 00:05:34.000]  新約聖經保羅說到成為聖潔,
[00:05:34.000 --> 00:05:37.000]  後面那四個字你也會背,
[00:05:37.000 --> 00:05:40.000]  合乎主用,
[00:05:40.000 --> 00:05:44.000]  聖潔不是自己乾乾淨淨地收在玻璃罐裡,
[00:05:44.000 --> 00:05:45.000]  air tight,
[00:05:45.000 --> 00:05:47.000]  和外界隔絕,
[00:05:47.000 --> 00:05:49.000]  一定沒有細菌,
[00:05:49.000 --> 00:05:50.000]  不是,
[00:05:50.000 --> 00:05:51.000]  是給上帝用,
[00:05:51.000 --> 00:05:53.000]  單單給上帝用,
[00:05:53.000 --> 00:05:56.000]  不為其他的用途,
[00:05:56.000 --> 00:05:58.000]  這是聖潔,
[00:05:58.000 --> 00:05:59.000]  聚會,
[00:05:59.000 --> 00:06:06.000]  這個節旗是上帝的子民聚集在一起,
[00:06:06.000 --> 00:06:10.000]  所以過節不是私人的,
[00:06:10.000 --> 00:06:12.000]  不是自己的,
[00:06:12.000 --> 00:06:14.000]  不是你去退休,
[00:06:14.000 --> 00:06:15.000]  去退隱,
[00:06:15.000 --> 00:06:16.000]  去靜修,
[00:06:16.000 --> 00:06:18.000]  各人躲在山洞裡,
[00:06:18.000 --> 00:06:19.000]  不是,
[00:06:19.000 --> 00:06:21.000]  過節就是一個,
[00:06:21.000 --> 00:06:23.000]  我們大家很熟悉的,
[00:06:23.000 --> 00:06:26.000]  中國人的傳統,
[00:06:26.000 --> 00:06:27.000]  我們的習俗都是,
[00:06:27.000 --> 00:06:30.000]  過節我們一定要走在一起,
[00:06:30.000 --> 00:06:33.000]  所以小時候年初一,
[00:06:33.000 --> 00:06:35.000]  大家回到老人家家裡,
[00:06:35.000 --> 00:06:38.000]  然後大舅父就說我先走,
[00:06:38.000 --> 00:06:39.000]  為什麼呢?
[00:06:39.000 --> 00:06:42.000]  因為全家都會去大舅父家裡拜年,
[00:06:42.000 --> 00:06:46.000]  然後第二個兄弟又說我早點回家預備,
[00:06:46.000 --> 00:06:52.000]  所有人又走去二哥家裡拜年,
[00:06:52.000 --> 00:06:53.000]  很無謂的,
[00:06:53.000 --> 00:06:55.000]  逼來逼去,
[00:06:55.000 --> 00:06:57.000]  拖男帶女,
[00:06:57.000 --> 00:07:01.000]  但是那個聚會的意思,
[00:07:01.000 --> 00:07:03.000]  那個聚集的意思,
[00:07:03.000 --> 00:07:06.000]  年三十晚吃完團年飯,
[00:07:06.000 --> 00:07:07.000]  年初一又去拜年,
[00:07:07.000 --> 00:07:08.000]  年初二又開年,
[00:07:08.000 --> 00:07:09.000]  每天都這樣見,
[00:07:09.000 --> 00:07:11.000]  那做什麼呢?
[00:07:11.000 --> 00:07:15.000]  那個聚會在這裡提出來,
[00:07:15.000 --> 00:07:20.000]  神聖的聚會的節旗,
[00:07:20.000 --> 00:07:22.000]  利美紀二十三章很長,
[00:07:22.000 --> 00:07:26.000]  裡面所說的節旗很詳細,
[00:07:26.000 --> 00:07:30.000]  交代當中要做些什麼,
[00:07:30.000 --> 00:07:33.000]  其實我們可以比較一下,
[00:07:33.000 --> 00:07:36.000]  在摩西五經裡面,
[00:07:36.000 --> 00:07:39.000]  講到以色列人上帝的子民,
[00:07:39.000 --> 00:07:43.000]  他們要守耶和華的節旗,
[00:07:43.000 --> 00:07:49.000]  還有其他兩處的吩咐,
[00:07:49.000 --> 00:07:52.000]  利美紀是中間的部分,
[00:07:52.000 --> 00:07:53.000]  創出利民新,
[00:07:53.000 --> 00:07:55.000]  在第三卷書,
[00:07:55.000 --> 00:07:59.000]  之前如果你掀開春埃及記,
[00:07:59.000 --> 00:08:03.000]  春埃及記第十九章,
[00:08:03.000 --> 00:08:07.000]  記載以色列人來到西乃山,
[00:08:07.000 --> 00:08:13.000]  第二十章記載以色列人領受十誡,
[00:08:13.000 --> 00:08:17.000]  二十一章到二十三章,
[00:08:17.000 --> 00:08:26.000]  就是三章上帝吩咐的誡明、律例、典章,
[00:08:26.000 --> 00:08:32.000]  然後二十四章上半章就說摩西代表上帝
[00:08:32.000 --> 00:08:35.000]  和以色列人立約,
[00:08:35.000 --> 00:08:38.000]  有些血,有長老,有祭壇,
[00:08:38.000 --> 00:08:41.000]  然後在這個立約的過程當中,
[00:08:41.000 --> 00:08:50.000]  二十四章第七節就說摩西將立約的書卷,約書,
[00:08:50.000 --> 00:08:52.000]  The Book of the Covenant,
[00:08:52.000 --> 00:08:56.000]  上帝和以色列人立約有個文件,
[00:08:56.000 --> 00:09:01.000]  文件不是簽名,文件是誡明,是吩咐,
[00:09:01.000 --> 00:09:03.000]  是以色列人要進行的,
[00:09:03.000 --> 00:09:05.000]  所以在十八章開始的時候,
[00:09:05.000 --> 00:09:07.000]  上帝問過他們,
[00:09:07.000 --> 00:09:09.000]  你們要不要做我的百姓,
[00:09:09.000 --> 00:09:11.000]  然後去到二十四章,
[00:09:11.000 --> 00:09:14.000]  他們聽完上帝的吩咐之後,
[00:09:14.000 --> 00:09:16.000]  再問多次,
[00:09:16.000 --> 00:09:18.000]  二十四章昌埃及記第三節,
[00:09:18.000 --> 00:09:24.000]  摩西下山,將耶和華的命令典章述說給百姓聽,
[00:09:24.000 --> 00:09:27.000]  眾百姓齊聲回答,
[00:09:27.000 --> 00:09:32.000]  耶和華所吩咐的,我們一定進行。
[00:09:32.000 --> 00:09:35.000]  這個約書當然是前面,
[00:09:35.000 --> 00:09:38.000]  由二十章開始到二十三章,
[00:09:38.000 --> 00:09:42.000]  十誡,三章的經文的吩咐,
