
[00:00:00.000 --> 00:00:03.440]  其實很感謝家庭更新會給我們這個機會
[00:00:03.440 --> 00:00:07.360]  可以在這幾個晚上和下午一起
[00:00:07.360 --> 00:00:09.920]  在這裡和大家有機會
[00:00:09.920 --> 00:00:12.160]  本來不認識的很多個家庭
[00:00:12.160 --> 00:00:14.160]  現在我們認識了幾對夫妻了
[00:00:14.160 --> 00:00:16.000]  希望我們可以在
[00:00:16.000 --> 00:00:18.480]  這段日子認識多幾個
[00:00:18.480 --> 00:00:20.720]  昨晚我們就講到
[00:00:20.720 --> 00:00:23.040]  是婚姻之間的問題
[00:00:23.040 --> 00:00:25.040]  今天我們講到
[00:00:25.040 --> 00:00:26.880]  弟弟的婚姻
[00:00:26.880 --> 00:00:30.080]  我們的兒女的成長
[00:00:30.080 --> 00:00:32.000]  我昨晚都講過
[00:00:32.000 --> 00:00:34.000]  我們不敢講經驗
[00:00:34.000 --> 00:00:36.480]  是代表所有的人
[00:00:36.480 --> 00:00:38.640]  一方面我自己讀神學
[00:00:38.640 --> 00:00:41.760]  我自己特別深感受的
[00:00:41.760 --> 00:00:46.720]  就是我們的神很喜愛弟弟
[00:00:46.720 --> 00:00:50.080]  主耶穌曾經都講得很清楚
[00:00:50.080 --> 00:00:51.680]  讓弟弟來到祂那裡
[00:00:51.680 --> 00:00:53.440]  因為天國就好像天國
[00:00:53.440 --> 00:00:55.040]  祂說:天國就是我的
[00:00:55.040 --> 00:00:57.040]  我希望弟弟來到祂那裡
[00:00:57.040 --> 00:00:59.040]  因為天國就像天國
[00:00:59.040 --> 00:01:01.040]  主耶穌特別喜愛弟弟
[00:01:01.040 --> 00:01:03.040]  我更加記得神說
[00:01:03.040 --> 00:01:05.040]  我不想有一個人沈淪
[00:01:05.040 --> 00:01:09.040]  是願意每個人都能夠得著神自己的恩典
[00:01:09.040 --> 00:01:12.080]  如果神對任何一個人都是這樣
[00:01:12.080 --> 00:01:13.680]  又更加喜歡弟弟
[00:01:13.680 --> 00:01:15.680]  我相信你和我弟弟
[00:01:15.680 --> 00:01:17.680]  在神的照顧底下
[00:01:17.680 --> 00:01:19.680]  他是應許會照顧他
[00:01:19.680 --> 00:01:21.680]  不過當然不是等於
[00:01:21.680 --> 00:01:23.680]  路上沒有風浪
[00:01:23.680 --> 00:01:25.680]  而且我們都承認
[00:01:25.680 --> 00:01:29.680]  我們這個世界是越來越難
[00:01:29.680 --> 00:01:31.680]  有些人因為怕了這個世界的困難
[00:01:31.680 --> 00:01:33.680]  想過不生弟弟
[00:01:33.680 --> 00:01:37.680]  這個我相信也是很真實的一個掙扎
[00:01:37.680 --> 00:01:39.680]  講真
[00:01:39.680 --> 00:01:41.680]  教小孩的那種辛苦
[00:01:41.680 --> 00:01:43.680]  我想每人父母
[00:01:43.680 --> 00:01:45.680]  大家都很同意
[00:01:45.680 --> 00:01:47.680]  我記得我上個月去另一間教會
[00:01:47.680 --> 00:01:49.680]  就和一個家庭團契說
[00:01:49.680 --> 00:01:51.680]  怎麼教小孩
[00:01:51.680 --> 00:01:53.680]  領事很幽默
[00:01:53.680 --> 00:01:55.680]  他選一首歌是背負十字架
[00:01:55.680 --> 00:01:59.680]  他教小孩的那種重擔
[00:01:59.680 --> 00:02:01.680]  壓得好像背著十字架
[00:02:01.680 --> 00:02:05.680]  每一步都步履為艱
[00:02:05.680 --> 00:02:07.680]  其實真的很辛苦
[00:02:07.680 --> 00:02:09.680]  不過我們開始講之前
[00:02:09.680 --> 00:02:11.680]  阿May都講了
[00:02:11.680 --> 00:02:13.680]  神會和我們一起走
[00:02:13.680 --> 00:02:15.680]  但我們作為父母
[00:02:15.680 --> 00:02:17.680]  神給了我們子女
[00:02:17.680 --> 00:02:19.680]  我們有我們應該面對的事
[00:02:19.680 --> 00:02:21.680]  但我們又不太認識你們
[00:02:21.680 --> 00:02:23.680]  我們想瞭解一下
[00:02:23.680 --> 00:02:25.680]  你們有多少個小朋友
[00:02:25.680 --> 00:02:27.680]  或者你們有些子女
[00:02:27.680 --> 00:02:29.680]  是小學以下的
[00:02:29.680 --> 00:02:31.680]  即是未讀一年班的
[00:02:31.680 --> 00:02:33.680]  有子女是小學以下的
[00:02:33.680 --> 00:02:35.680]  先看看形勢是怎樣
[00:02:35.680 --> 00:02:37.680]  因為不同的
[00:02:37.680 --> 00:02:41.680]  這個階段的小朋友
[00:02:41.680 --> 00:02:43.680]  我們叫焦慮期
[00:02:43.680 --> 00:02:45.680]  什麼叫焦慮期呢
[00:02:45.680 --> 00:02:47.680]  他們經常纏著你
[00:02:47.680 --> 00:02:49.680]  去廁所都拉著衣服
[00:02:49.680 --> 00:02:51.680]  你經常不動就哭了
[00:02:51.680 --> 00:02:53.680]  他進學校
[00:02:53.680 --> 00:02:55.680]  你比他緊張
[00:02:55.680 --> 00:02:57.680]  我教主的學校就知道
[00:02:57.680 --> 00:02:59.680]  我在教育部做
[00:02:59.680 --> 00:03:01.680]  又見到19月進學就慘了
[00:03:01.680 --> 00:03:03.680]  又病了
[00:03:03.680 --> 00:03:05.680]  又哮又哭
[00:03:05.680 --> 00:03:07.680]  父母又在窗口裝
[00:03:07.680 --> 00:03:09.680]  踢都不走
[00:03:09.680 --> 00:03:11.680]  很厲害
[00:03:11.680 --> 00:03:13.680]  踢他半個小時還要回頭
[00:03:13.680 --> 00:03:15.680]  我轉頭哄小朋友
[00:03:15.680 --> 00:03:17.680]  你不哭我出去兜個圈
[00:03:17.680 --> 00:03:19.680]  其實想騙他
[00:03:19.680 --> 00:03:21.680]  跟你找爸爸媽媽
[00:03:21.680 --> 00:03:23.680]  找不到我們繼續上堂
[00:03:23.680 --> 00:03:25.680]  一出門
[00:03:25.680 --> 00:03:27.680]  原來站在這
[00:03:27.680 --> 00:03:29.680]  哭得很厲害
[00:03:29.680 --> 00:03:31.680]  這個階段的父母很緊張
[00:03:31.680 --> 00:03:33.680]  尤其是小朋友是第一胎
[00:03:33.680 --> 00:03:35.680]  緊張到頭都痛了
[00:03:35.680 --> 00:03:37.680]  焦慮期
[00:03:37.680 --> 00:03:39.680]  有多少個小朋友
[00:03:39.680 --> 00:03:41.680]  是小學一年班到三年班
[00:03:41.680 --> 00:03:43.680]  小學一年班到三年班
[00:03:43.680 --> 00:03:45.680]  總之我們小朋友是這些年紀
[00:03:45.680 --> 00:03:47.680]  小小的
[00:03:47.680 --> 00:03:49.680]  四年班到六年班呢
[00:03:49.680 --> 00:03:51.680]  多一點
[00:03:51.680 --> 00:03:53.680]  你們很幸運
[00:03:53.680 --> 00:03:55.680]  為什麼呢
[00:03:55.680 --> 00:03:57.680]  我們叫風平浪靜期
[00:03:57.680 --> 00:03:59.680]  什麼叫風平浪靜期呢
[00:03:59.680 --> 00:04:01.680]  無論他小時候
[00:04:01.680 --> 00:04:03.680]  追他吃飯
[00:04:03.680 --> 00:04:05.680]  餵到氣都咳得很
[00:04:05.680 --> 00:04:07.680]  追他兩個小時
[00:04:07.680 --> 00:04:09.680]  到這個階段自己會穿衣服
[00:04:09.680 --> 00:04:11.680]  懂得自己吃飯
[00:04:11.680 --> 00:04:13.680]  懂得洗澡
[00:04:13.680 --> 00:04:15.680]  八成
[00:04:15.680 --> 00:04:17.680]  對不起
[00:04:17.680 --> 00:04:19.680]  不是很諷刺的情分
[00:04:19.680 --> 00:04:21.680]  八成小朋友都可以
[00:04:21.680 --> 00:04:23.680]  不用你操心
[00:04:23.680 --> 00:04:25.680]  很舒服
[00:04:25.680 --> 00:04:27.680]  最少擔心
[00:04:27.680 --> 00:04:29.680]  做父母只要公書教學
[00:04:29.680 --> 00:04:31.680]  現在在澳洲
[00:04:31.680 --> 00:04:33.680]  我聽聞和北美一樣
[00:04:33.680 --> 00:04:35.680]  為什麼呢
[00:04:35.680 --> 00:04:37.680]  以前小朋友入學
[00:04:37.680 --> 00:04:39.680]  就用公書
[00:04:39.680 --> 00:04:41.680]  現在不是
[00:04:41.680 --> 00:04:43.680]  我們加拿大叫
[00:04:43.680 --> 00:04:45.680]  用全語教學
[00:04:45.680 --> 00:04:47.680]  不用教他讀書
[00:04:47.680 --> 00:04:49.680]  他又學什麼
[00:04:49.680 --> 00:04:51.680]  那些父母多一點擔心
[00:04:51.680 --> 00:04:53.680]  怎麼教他拼音
[00:04:53.680 --> 00:04:55.680]  不懂認識字怎麼辦
[00:04:55.680 --> 00:04:57.680]  那些和小時候擔心
[00:04:57.680 --> 00:04:59.680]  很不同
[00:04:59.680 --> 00:05:01.680]  那些最定的父母
[00:05:01.680 --> 00:05:03.680]  所以今天你們來的
[00:05:03.680 --> 00:05:05.680]  剛才舉手的很偉大
[00:05:05.680 --> 00:05:07.680]  不過有遠見
[00:05:07.680 --> 00:05:09.680]  這些叫聰明
[00:05:09.680 --> 00:05:11.680]  我解釋給你聽
[00:05:11.680 --> 00:05:13.680]  第三個階段
[00:05:13.680 --> 00:05:15.680]  就是讀初中
[00:05:15.680 --> 00:05:17.680]  有幾個小朋友讀初中到高中
[00:05:17.680 --> 00:05:19.680]  請舉手
[00:05:19.680 --> 00:05:21.680]  多了
[00:05:21.680 --> 00:05:23.680]  這些叫什麼呢
[00:05:23.680 --> 00:05:25.680]  你看周圍
[00:05:25.680 --> 00:05:27.680]  這些是你的支持
[00:05:27.680 --> 00:05:29.680]  叫人人自危期
[00:05:29.680 --> 00:05:31.680]  這個階段八成都不行
[00:05:31.680 --> 00:05:33.680]  是嗎
[00:05:33.680 --> 00:05:35.680]  他們反應完全反常
[00:05:35.680 --> 00:05:37.680]  平時問他
[00:05:37.680 --> 00:05:39.680]  兒子你吃什麼
[00:05:39.680 --> 00:05:41.680]  我要吃草莓的
[00:05:41.680 --> 00:05:43.680]  草莓的
[00:05:43.680 --> 00:05:45.680]  吃草莓的
[00:05:45.680 --> 00:05:47.680]  粟米片
