
[00:00:00.000 --> 00:00:05.600]  各位親愛的弟兄姐妹平安
[00:00:05.600 --> 00:00:10.480]  我們今天繼續講阿少的組集
[00:00:10.480 --> 00:00:17.720]  上一堂我們主要集中講阿伯拉罕
[00:00:17.720 --> 00:00:22.680]  在四大先祖當中
[00:00:22.680 --> 00:00:26.080]  由創世紀的十二章一直到尾
[00:00:26.080 --> 00:00:28.480]  其實就是講四個人物
[00:00:28.480 --> 00:00:30.840]  是以色列的四大先祖
[00:00:30.840 --> 00:00:34.840]  阿伯拉罕、以撒、瓦割和約瑟
[00:00:34.840 --> 00:00:37.640]  在四大先祖當中
[00:00:37.640 --> 00:00:40.360]  我相信人人都知道
[00:00:40.360 --> 00:00:43.720]  最有名氣的
[00:00:43.720 --> 00:00:47.920]  你可以說最高峰的一個是約瑟
[00:00:47.920 --> 00:00:50.240]  但另一方面來說
[00:00:50.240 --> 00:00:54.960]  開創四大先祖的先祖
[00:00:54.960 --> 00:00:58.960]  阿伯拉罕他一生對神的信心
[00:00:58.960 --> 00:01:04.240]  對神對人的愛心的確是不同凡響
[00:01:04.240 --> 00:01:08.640]  和他接觸過的人都口服心服
[00:01:08.640 --> 00:01:11.240]  他被稱為信心之父
[00:01:11.240 --> 00:01:13.240]  是實至名歸的
[00:01:13.240 --> 00:01:18.080]  但是他的兒子以撒
[00:01:18.080 --> 00:01:23.280]  或者以撒的希伯來這個名字
[00:01:23.280 --> 00:01:27.040]  你可以將他翻譯成為少
[00:01:27.040 --> 00:01:32.000]  少也和阿伯拉罕同列
[00:01:32.000 --> 00:01:36.200]  有很多人覺得以撒是不夠班的
[00:01:36.200 --> 00:01:38.200]  你覺得怎麼樣呢?
[00:01:38.200 --> 00:01:42.640]  今天我們就集中來看一看少
[00:01:42.640 --> 00:01:45.640]  在哪些方面讓我們看得見
[00:01:45.640 --> 00:01:47.640]  我們真的有一個很大的問題
[00:01:47.640 --> 00:01:50.640]  為什麼以撒都是被稱為
[00:01:50.640 --> 00:01:54.040]  阿伯拉罕的神、以撒的神、雅各的神
[00:01:54.040 --> 00:01:57.040]  約瑟沒有提及
[00:01:57.040 --> 00:01:59.440]  主要是因為這個約本身
[00:01:59.440 --> 00:02:01.440]  神是和阿伯拉罕立
[00:02:01.440 --> 00:02:05.840]  跟著和以撒再一次肯定那個約
[00:02:05.840 --> 00:02:10.640]  然後第三和雅各也再一次肯定那個約
[00:02:10.640 --> 00:02:14.640]  上一堂我們說到
[00:02:14.640 --> 00:02:19.840]  是一個巔峰造極的一個信心
[00:02:19.840 --> 00:02:24.440]  就是阿伯拉罕將他獨生的兒子以撒
[00:02:24.440 --> 00:02:26.440]  來獻給神
[00:02:26.440 --> 00:02:29.240]  在整個過程當中
[00:02:29.240 --> 00:02:33.440]  我們上次集中的就是阿伯拉罕的信心
[00:02:33.440 --> 00:02:36.440]  神告訴他你要去
[00:02:36.440 --> 00:02:40.440]  去到摩尼亞那個地
[00:02:40.440 --> 00:02:43.440]  就在我指示你的山上面
[00:02:43.440 --> 00:02:45.440]  將你的兒子
[00:02:45.440 --> 00:02:48.440]  就是你唯一的一個兒子以撒
[00:02:48.440 --> 00:02:51.440]  來將你獻為凡仔
[00:02:51.440 --> 00:02:54.440]  阿伯拉罕清早就起身
[00:02:54.440 --> 00:02:56.440]  就預備
[00:02:56.440 --> 00:02:58.440]  他連問都不問
[00:02:58.440 --> 00:03:00.440]  凡仔?
[00:03:00.440 --> 00:03:03.440]  神!我有沒有聽錯啊?
[00:03:03.440 --> 00:03:05.440]  你有沒有搞錯啊?
[00:03:05.440 --> 00:03:08.440]  我只有一個兒子
[00:03:08.440 --> 00:03:11.440]  你說是以撒生的
[00:03:11.440 --> 00:03:14.440]  才能夠成為我的後裔
[00:03:14.440 --> 00:03:16.440]  然後我的後裔要多到天上的星
[00:03:16.440 --> 00:03:18.440]  地上的沙那麼多
[00:03:18.440 --> 00:03:20.440]  現在連這只兒子
[00:03:20.440 --> 00:03:23.440]  這只兒子結婚都沒結
[00:03:23.440 --> 00:03:26.440]  還是少年人
[00:03:26.440 --> 00:03:28.440]  要將他獻為凡仔給你?
[00:03:28.440 --> 00:03:30.440]  我有沒有聽錯啊?
[00:03:30.440 --> 00:03:32.440]  他問都沒問
[00:03:32.440 --> 00:03:34.440]  清早起來他就去
[00:03:34.440 --> 00:03:36.440]  連續走了三天
[00:03:36.440 --> 00:03:40.440]  離遠看到摩尼亞山的時間
[00:03:40.440 --> 00:03:42.440]  他就留下兩個木人
[00:03:42.440 --> 00:03:45.440]  然後留下了那只老虎
[00:03:45.440 --> 00:03:48.440]  就帶著他的兒子以撒
[00:03:48.440 --> 00:03:50.440]  牽凡仔的柴
[00:03:50.440 --> 00:03:52.440]  就放在以撒身上
[00:03:52.440 --> 00:03:53.440]  要他背
[00:03:53.440 --> 00:03:55.440]  然後他自己的手
[00:03:55.440 --> 00:03:57.440]  就拿著刀和火
[00:03:57.440 --> 00:03:58.440]  然後跟著他
[00:03:58.440 --> 00:04:01.440]  以撒都曾經問過他的父親
[00:04:01.440 --> 00:04:03.440]  父親啊
[00:04:03.440 --> 00:04:06.440]  火和柴都有了
[00:04:06.440 --> 00:04:09.440]  但是凡仔的羊羔在哪裡呢?
[00:04:09.440 --> 00:04:11.440]  阿伯拉罕就回答他
[00:04:11.440 --> 00:04:13.440]  神自己一定會預備
[00:04:13.440 --> 00:04:15.440]  做凡仔的羊羔
[00:04:15.440 --> 00:04:17.440]  於是他們兩個就去
[00:04:17.440 --> 00:04:20.440]  他們到了所知的地方
[00:04:20.440 --> 00:04:22.440]  阿伯拉罕就捉了個毯子
[00:04:22.440 --> 00:04:25.440]  然後將柴放在毯子上
[00:04:25.440 --> 00:04:28.440]  他就要綁著他的兒子以撒
[00:04:28.440 --> 00:04:30.440]  放在這個毯子上
[00:04:30.440 --> 00:04:33.440]  然後還要伸手拿刀
[00:04:33.440 --> 00:04:34.440]  要殺他的兒子
[00:04:34.440 --> 00:04:35.440]  因為大家都知道
[00:04:35.440 --> 00:04:37.440]  凡仔是什麼呢?
[00:04:37.440 --> 00:04:40.440]  是要將獻祭的牲畜
[00:04:40.440 --> 00:04:42.440]  先去切成塊子
[00:04:42.440 --> 00:04:43.440]  先殺了他
[00:04:43.440 --> 00:04:45.440]  然後切成塊子
[00:04:45.440 --> 00:04:49.440]  在那些柴上面燒
[00:04:49.440 --> 00:04:53.440]  但是就在那個時候
[00:04:53.440 --> 00:04:57.440]  耶和華的使者在天上呼叫他
[00:04:57.440 --> 00:04:59.440]  阿伯拉罕
[00:04:59.440 --> 00:05:01.440]  阿伯拉罕就說我在這裡
[00:05:01.440 --> 00:05:02.440]  於是就說
[00:05:02.440 --> 00:05:05.440]  你不可以在這個童子的身上下手
[00:05:05.440 --> 00:05:07.440]  你不可以害他
[00:05:07.440 --> 00:05:10.440]  現在我知道你是敬畏神
[00:05:10.440 --> 00:05:12.440]  因為你沒有將你的兒子
[00:05:12.440 --> 00:05:15.440]  就是你獨生的兒子留下不讓我
[00:05:15.440 --> 00:05:17.440]  阿伯拉罕
[00:05:17.440 --> 00:05:19.440]  他就在那裡看
[00:05:19.440 --> 00:05:20.440]  一看
[00:05:20.440 --> 00:05:26.440]  就看到有只公的山羊
[00:05:26.440 --> 00:05:30.440]  兩只角扣在那些灌木叢
[00:05:30.440 --> 00:05:32.440]  那些小樹上
[00:05:32.440 --> 00:05:33.440]  阿伯拉罕
[00:05:33.440 --> 00:05:35.440]  他就醒了
[00:05:35.440 --> 00:05:38.440]  他就去捉住那只羊
