
[00:00:00.000 --> 00:00:02.000]  很複雜的情緒
[00:00:02.000 --> 00:00:04.000]  或者是
[00:00:04.000 --> 00:00:06.000]  有很多的憤怒
[00:00:06.000 --> 00:00:08.000]  甚至有些的仇恨
[00:00:08.000 --> 00:00:10.000]  但是我懷疑
[00:00:10.000 --> 00:00:12.000]  如果一個人心裏面
[00:00:12.000 --> 00:00:16.000]  在一切的情緒裏面
[00:00:16.000 --> 00:00:20.000]  有多一份的哀愁
[00:00:20.000 --> 00:00:22.000]  或者他雙眼裏面
[00:00:22.000 --> 00:00:24.000]  有多一點點的淚光
[00:00:24.000 --> 00:00:26.000]  能夠讓他
[00:00:26.000 --> 00:00:30.000]  有多一點點的淚光
[00:00:30.000 --> 00:00:32.000]  能夠有眼淚
[00:00:32.000 --> 00:00:34.000]  可能他的心
[00:00:34.000 --> 00:00:36.000]  都不會那麼硬
[00:00:36.000 --> 00:00:40.000]  可能都不會那麼惡
[00:00:40.000 --> 00:00:42.000]  人生裏面如果只是有陽光
[00:00:42.000 --> 00:00:44.000]  有歡笑
[00:00:44.000 --> 00:00:46.000]  只是有這一切
[00:00:46.000 --> 00:00:48.000]  而這個世界似乎是
[00:00:48.000 --> 00:00:52.000]  不斷的藉著商業的活動
[00:00:52.000 --> 00:00:54.000]  藉著娛樂的活動
[00:00:54.000 --> 00:00:56.000]  是好像想
[00:00:56.000 --> 00:00:58.000]  將這個世界變成一個
[00:00:58.000 --> 00:01:00.000]  完全只有陽光
[00:01:00.000 --> 00:01:02.000]  只有歡笑
[00:01:02.000 --> 00:01:04.000]  甚至今天有些的教會
[00:01:04.000 --> 00:01:06.000]  所表達出來的
[00:01:06.000 --> 00:01:08.000]  好像都是那種
[00:01:08.000 --> 00:01:10.000]  只是有嘻嘻哈哈
[00:01:10.000 --> 00:01:12.000]  歡喜快樂
[00:01:12.000 --> 00:01:14.000]  無痛
[00:01:14.000 --> 00:01:16.000]  無眼淚
[00:01:16.000 --> 00:01:18.000]  無遺憾
[00:01:18.000 --> 00:01:20.000]  這一切
[00:01:20.000 --> 00:01:22.000]  其實是脫離現實
[00:01:22.000 --> 00:01:24.000]  無痛苦
[00:01:24.000 --> 00:01:26.000]  無眼淚的信仰
[00:01:26.000 --> 00:01:28.000]  是無靈魂
[00:01:28.000 --> 00:01:30.000]  我不知道你會不會同意
[00:01:30.000 --> 00:01:32.000]  眼淚是可能
[00:01:32.000 --> 00:01:36.000]  洗滌我們的心靈
[00:01:36.000 --> 00:01:38.000]  受苦
[00:01:38.000 --> 00:01:40.000]  打擊
[00:01:40.000 --> 00:01:42.000]  可能會
[00:01:42.000 --> 00:01:44.000]  滋潤我們
[00:01:44.000 --> 00:01:46.000]  屬靈的生命
[00:01:46.000 --> 00:01:48.000]  天國的子民
[00:01:48.000 --> 00:01:50.000]  是一定會有艱苦
[00:01:50.000 --> 00:01:52.000]  如果你會流淚
[00:01:52.000 --> 00:01:54.000]  如果你會流淚
[00:01:54.000 --> 00:01:56.000]  我為你感恩
[00:01:56.000 --> 00:02:00.000]  如果你從來都不會有眼淚
[00:02:00.000 --> 00:02:02.000]  我為你擔心
[00:02:02.000 --> 00:02:04.000]  其實我為你祝福
[00:02:04.000 --> 00:02:06.000]  我最近有一個親戚告訴我
[00:02:06.000 --> 00:02:08.000]  他的孩子
[00:02:08.000 --> 00:02:10.000]  經歷很慘痛的事
[00:02:10.000 --> 00:02:12.000]  事過已經是三四年
[00:02:12.000 --> 00:02:14.000]  到今天
[00:02:14.000 --> 00:02:16.000]  他的眼淚
[00:02:16.000 --> 00:02:18.000]  仍然未流過一滴
[00:02:18.000 --> 00:02:20.000]  我聽到之後
[00:02:20.000 --> 00:02:22.000]  覺得難過
[00:02:22.000 --> 00:02:28.000]  如果你是一個很難流眼淚的人
[00:02:28.000 --> 00:02:30.000]  真的祝福你
[00:02:30.000 --> 00:02:32.000]  不用繼續撐下去
[00:02:32.000 --> 00:02:34.000]  其實
[00:02:34.000 --> 00:02:36.000]  哭
[00:02:36.000 --> 00:02:38.000]  是可以的
[00:02:38.000 --> 00:02:40.000]  甚至是有需要
[00:02:40.000 --> 00:02:42.000]  甚至是好的
[00:02:42.000 --> 00:02:46.000]  我去探監
[00:02:46.000 --> 00:02:48.000]  我接觸監獄裏面的人
[00:02:48.000 --> 00:02:52.000]  有機會聽見
[00:02:52.000 --> 00:02:54.000]  非常有經歷
[00:02:54.000 --> 00:02:56.000]  非常資深
[00:02:56.000 --> 00:02:58.000]  專門服務在囚人士
[00:02:58.000 --> 00:03:02.000]  他說了一件事
[00:03:02.000 --> 00:03:04.000]  我到現在仍然銘記於心
[00:03:04.000 --> 00:03:06.000]  那些YP
[00:03:06.000 --> 00:03:08.000]  白手
[00:03:08.000 --> 00:03:10.000]  第一次犯案的人
[00:03:10.000 --> 00:03:12.000]  這些少年罪犯
[00:03:12.000 --> 00:03:14.000]  如果他入倉的時候
[00:03:14.000 --> 00:03:16.000]  頭一個晚上
[00:03:16.000 --> 00:03:18.000]  他會流出第一滴淚
[00:03:18.000 --> 00:03:20.000]  他的人生
[00:03:20.000 --> 00:03:22.000]  就開始燃點了希望
[00:03:22.000 --> 00:03:26.000]  主耶穌
[00:03:26.000 --> 00:03:28.000]  天國的君王
[00:03:28.000 --> 00:03:30.000]  來到這個人世間
[00:03:30.000 --> 00:03:32.000]  宣告這個所謂天國的憲章
[00:03:32.000 --> 00:03:34.000]  告訴我們
[00:03:34.000 --> 00:03:36.000]  天國是屬於什麼人
[00:03:36.000 --> 00:03:38.000]  也就是說天國裏面的人
[00:03:38.000 --> 00:03:40.000]  應該有什麼生命素質
[00:03:40.000 --> 00:03:42.000]  他這樣說
[00:03:42.000 --> 00:03:44.000]  哀動的人有福了
[00:03:44.000 --> 00:03:46.000]  因為他們必得安慰
[00:03:46.000 --> 00:03:50.000]  你哀傷
[00:03:50.000 --> 00:03:52.000]  你流淚
[00:03:52.000 --> 00:03:54.000]  你會得到安慰
[00:03:54.000 --> 00:03:56.000]  而路加福音記載
[00:03:56.000 --> 00:03:58.000]  同一相似的說話
[00:03:58.000 --> 00:04:00.000]  你們哀哭的人
[00:04:00.000 --> 00:04:02.000]  有福了
[00:04:02.000 --> 00:04:04.000]  因為你們將要
[00:04:04.000 --> 00:04:06.000]  起笑
[00:04:06.000 --> 00:04:08.000]  其實這一段的經文
[00:04:08.000 --> 00:04:10.000]  和你錯了
[00:04:10.000 --> 00:04:12.000]  來到這個人世間
[00:04:12.000 --> 00:04:14.000]  要展開這個
[00:04:14.000 --> 00:04:16.000]  上帝的國度
[00:04:16.000 --> 00:04:18.000]  來宣告
[00:04:18.000 --> 00:04:20.000]  上帝的靈在他身上
[00:04:20.000 --> 00:04:22.000]  上帝的靈
[00:04:22.000 --> 00:04:24.000]  用這個聖靈的高遊
[00:04:24.000 --> 00:04:26.000]  來高沒他的時候
[00:04:26.000 --> 00:04:28.000]  原來是在說
[00:04:28.000 --> 00:04:30.000]  我們要面對
[00:04:30.000 --> 00:04:32.000]  生命裏面的痛楚
[00:04:32.000 --> 00:04:34.000]  但是在生命裏面的痛楚的時候
[00:04:34.000 --> 00:04:36.000]  我們不需要絕望
[00:04:36.000 --> 00:04:38.000]  所以我們要面對
[00:04:38.000 --> 00:04:40.000]  不需要絕望
[00:04:40.000 --> 00:04:42.000]  所以我們作為天國的人
[00:04:42.000 --> 00:04:44.000]  我們沒有資格要求逃避苦難
[00:04:44.000 --> 00:04:46.000]  沒有資格要求
[00:04:46.000 --> 00:04:48.000]  逃避眼淚
[00:04:48.000 --> 00:04:50.000]  但是我們絕對需要聽見
[00:04:50.000 --> 00:04:52.000]  二賽亞書61章
[00:04:52.000 --> 00:04:54.000]  一至三節說到
[00:04:54.000 --> 00:04:56.000]  上主的靈在耶穌基督身上的時候
[00:04:56.000 --> 00:04:58.000]  他所做的是什麼事情
[00:04:58.000 --> 00:05:00.000]  他傳好消息給謙卑的人
[00:05:00.000 --> 00:05:02.000]  或者傳福音給貧窮的人
[00:05:02.000 --> 00:05:04.000]  差遣他
[00:05:04.000 --> 00:05:06.000]  醫好傷心的人
[00:05:06.000 --> 00:05:08.000]  報告被擄得釋放
[00:05:08.000 --> 00:05:10.000]  被囚的出監牢
[00:05:10.000 --> 00:05:12.000]  報告上帝施恩給人的歲月
[00:05:12.000 --> 00:05:14.000]  和上帝施行公義
[00:05:14.000 --> 00:05:16.000]  來平反的大日子
[00:05:16.000 --> 00:05:18.000]  安慰一切悲哀的人
[00:05:18.000 --> 00:05:20.000]  賜華觀與
[00:05:20.000 --> 00:05:22.000]  錫安悲哀的人
