
[00:00:00.000 --> 00:00:05.240]  各位弟兄姊妹,平安!
[00:00:05.240 --> 00:00:11.400]  我今天的講題是來自《啟示錄》第十九章
[00:00:11.400 --> 00:00:15.800]  我講《啟示錄》都過去一年多兩年的時間
[00:00:15.800 --> 00:00:22.000]  由第一章講到終於來到第十九章的這一個地方
[00:00:22.000 --> 00:00:24.600]  為什麼要講呢?
[00:00:24.600 --> 00:00:28.560]  其實在現在這個世界裏面
[00:00:28.560 --> 00:00:32.800]  我想我們大家都有同樣的感覺
[00:00:32.800 --> 00:00:36.200]  就是聲音真的很雜亂
[00:00:36.200 --> 00:00:38.800]  令人心煩意亂
[00:00:38.800 --> 00:00:41.120]  如果你看《啟示錄》裏面
[00:00:41.120 --> 00:00:47.920]  一直都有這種相當屈門、相當沉重的聲音
[00:00:47.920 --> 00:00:53.320]  無論是揭開七印、七個號角吹響
[00:00:53.320 --> 00:00:57.320]  七碗傾倒等等
[00:00:57.320 --> 00:01:03.120]  這些都是令人覺得這個世界真的很紛亂
[00:01:03.120 --> 00:01:07.120]  很多的痛苦、很多的壓力
[00:01:07.120 --> 00:01:12.120]  我想大家都在香港這一段的日子
[00:01:12.120 --> 00:01:13.920]  都不諱言的
[00:01:13.920 --> 00:01:17.920]  就是你心裏面響起什麼聲音
[00:01:17.920 --> 00:01:22.520]  對你自己都有很多不同情緒的影響
[00:01:22.520 --> 00:01:25.960]  無論你是什麼背景、什麼立場
[00:01:25.960 --> 00:01:27.680]  只要你有個心在這裏
[00:01:27.680 --> 00:01:32.280]  我相信都會覺得亂、覺得不舒服
[00:01:32.280 --> 00:01:35.680]  就算在基督的群體裏面
[00:01:35.680 --> 00:01:41.360]  我發覺到那個聲音其實都很雜亂
[00:01:41.360 --> 00:01:44.880]  很多很多不同的東西
[00:01:44.880 --> 00:01:47.680]  當然最近我們聽見的就是
[00:01:47.680 --> 00:01:52.760]  有香港的東西我不講了
[00:01:52.760 --> 00:01:54.680]  因為很難講的
[00:01:54.680 --> 00:01:58.280]  你講哪樣都不講都等於講了
[00:01:58.280 --> 00:02:00.080]  我沒有講到
[00:02:00.080 --> 00:02:01.880]  我只是講美國而已
[00:02:01.880 --> 00:02:06.560]  美國你都覺得是令人的心很難說
[00:02:06.560 --> 00:02:09.560]  不講這些
[00:02:09.560 --> 00:02:13.560]  現在我們都每個人都戴著口罩
[00:02:13.560 --> 00:02:15.680]  其實我們正在經歷一個
[00:02:15.680 --> 00:02:20.080]  很多雜音、很混亂的世界
[00:02:20.080 --> 00:02:25.080]  你看回聖經就有都告訴我們聽是真的很混雜的
