
[00:00:00.000 --> 00:00:03.700]  我們仍然在看這個御苦期
[00:00:03.700 --> 00:00:07.880]  這個時間就是受難節之前
[00:00:07.880 --> 00:00:11.000]  復活節之前的40多天的時間
[00:00:11.000 --> 00:00:13.000]  40天左右的時間
[00:00:13.000 --> 00:00:15.300]  英文叫這個Lent
[00:00:15.300 --> 00:00:17.560]  是春天的意思
[00:00:17.560 --> 00:00:21.400]  這個時節 這個階段
[00:00:21.400 --> 00:00:24.900]  大公教會都是鼓勵弟兄姊妹
[00:00:24.900 --> 00:00:32.200]  是有刻苦己心 反省和行善的優秀傳統
[00:00:32.200 --> 00:00:35.080]  在今天我們思想這個經文
[00:00:35.080 --> 00:00:38.680]  其實都是對我們有一個很重要的提醒的作用
[00:00:38.680 --> 00:00:42.720]  特別是關乎罪的問題
[00:00:42.720 --> 00:00:47.300]  在這個世代 人是相當之自負
[00:00:47.300 --> 00:00:49.800]  人是喜歡為所欲為
[00:00:49.800 --> 00:00:55.200]  人是不喜歡聽見上帝的嚴厲
[00:00:55.200 --> 00:00:59.900]  但是我們沒有辦法迴避聖經清楚的教訓
[00:00:59.900 --> 00:01:02.700]  在這段經文裏面
[00:01:02.700 --> 00:01:05.600]  我們真的要好好地反省
[00:01:05.600 --> 00:01:08.400]  到底我們所認識的上帝
[00:01:08.400 --> 00:01:11.900]  和這裡所說的上帝是不是同一位呢?
[00:01:11.900 --> 00:01:16.600]  在教會歷史裏面曾經有人覺得
[00:01:16.600 --> 00:01:19.400]  舊約所說的這個上帝
[00:01:19.400 --> 00:01:21.400]  人家說一個怨言
[00:01:21.400 --> 00:01:24.200]  然後他就派火石去咬死人
[00:01:24.200 --> 00:01:26.100]  這是甚麼上帝來的?
[00:01:26.100 --> 00:01:28.800]  我只是要新約的耶穌
[00:01:28.800 --> 00:01:31.500]  不要舊約的上帝
[00:01:31.500 --> 00:01:34.700]  到底上帝是不是真的這麼可怕
[00:01:34.700 --> 00:01:37.000]  是不是真的一個這麼小器
[00:01:37.000 --> 00:01:38.500]  這麼小心眼
[00:01:38.500 --> 00:01:42.600]  而且是一個控制不了自己脾氣的一位呢?
[00:01:42.600 --> 00:01:44.600]  親愛的弟兄姊妹
[00:01:44.600 --> 00:01:46.900]  信仰很重要的
[00:01:46.900 --> 00:01:50.600]  就是按照著上帝清楚的啟示來認識祂
[00:01:50.600 --> 00:01:53.400]  不是憑著人的猜度
[00:01:53.400 --> 00:01:56.200]  更加不是因著人的誤解
[00:01:56.200 --> 00:02:00.900]  來過自己的信仰的生活
[00:02:00.900 --> 00:02:03.800]  不知道你同不同意
[00:02:03.800 --> 00:02:07.400]  當人將上帝變成一個好好先生
[00:02:07.400 --> 00:02:10.000]  是不需要敬畏祂的
[00:02:10.000 --> 00:02:13.100]  是生活可以隨便的
[00:02:13.100 --> 00:02:14.800]  是不需要講罪惡
[00:02:14.800 --> 00:02:17.000]  不需要講悔改的
[00:02:17.000 --> 00:02:20.800]  如果上帝就是一個這樣的好好先生
[00:02:20.800 --> 00:02:23.000]  我有難的時候祂要保我
[00:02:23.000 --> 00:02:25.800]  我有病的時候祂要醫我
[00:02:25.800 --> 00:02:28.000]  我生不了孩子祂要幫我
[00:02:28.000 --> 00:02:29.700]  使得我能夠得到一個兒子
[00:02:29.700 --> 00:02:31.200]  這樣的上帝
[00:02:31.200 --> 00:02:34.000]  其實和民間的信仰到底有甚麼分別?
[00:02:34.000 --> 00:02:35.500]  更嚴重的
[00:02:35.500 --> 00:02:37.000]  就如果人說
[00:02:37.000 --> 00:02:39.000]  基督教的上帝
[00:02:39.000 --> 00:02:42.100]  其實純粹是愛
[00:02:42.100 --> 00:02:43.600]  而在這個愛裏面
[00:02:43.600 --> 00:02:46.500]  並沒有任何的規範
[00:02:46.500 --> 00:02:49.500]  其實是不是人按照著自己的處境
[00:02:49.500 --> 00:02:54.000]  去創造一位不道德的上帝呢?
[00:02:54.000 --> 00:02:56.200]  如果上帝是有道德
[00:02:56.200 --> 00:02:58.800]  而上帝又會執法的
[00:02:58.800 --> 00:03:00.400]  那麼這個上帝
[00:03:00.400 --> 00:03:06.000]  是不是更加的真?
[00:03:06.000 --> 00:03:08.900]  我們不能夠隨著自己的意欲
[00:03:08.900 --> 00:03:11.100]  去塑造自己的上帝
[00:03:11.100 --> 00:03:13.200]  當然另外一個極端
[00:03:13.200 --> 00:03:15.400]  當人說上帝真是道德的
[00:03:15.400 --> 00:03:16.600]  真是聖潔的
[00:03:16.600 --> 00:03:19.000]  真是嚴厲的
[00:03:19.000 --> 00:03:22.700]  而且叛君如叛婦
[00:03:22.700 --> 00:03:25.000]  是很難搞的
[00:03:25.000 --> 00:03:26.900]  最好就不要惹祂
[00:03:26.900 --> 00:03:28.700]  離祂越遠越好
[00:03:28.700 --> 00:03:31.000]  或者甚至有些人都會說
[00:03:31.000 --> 00:03:32.100]  既然祂是上帝
[00:03:32.100 --> 00:03:33.000]  祂言出必行
[00:03:33.000 --> 00:03:36.000]  我們不能夠不遵守祂的法規
[00:03:36.000 --> 00:03:39.300]  所以我們唯有死死地棄
[00:03:39.300 --> 00:03:41.500]  成王成孔
[00:03:41.500 --> 00:03:43.800]  終日不安寧這樣
[00:03:43.800 --> 00:03:45.900]  不知道什麼時候會得罪祂
[00:03:45.900 --> 00:03:49.700]  不知道什麼時候會被火車來咬
[00:03:49.700 --> 00:03:51.700]  如果是這樣的話
[00:03:51.700 --> 00:03:55.000]  這個其實是不是聖經所啟示的那一位?
[00:03:55.000 --> 00:03:57.500]  還是都是人按照著自己
[00:03:57.500 --> 00:04:01.600]  有限的經驗和資料
[00:04:01.600 --> 00:04:03.900]  根據自己的曲解
[00:04:03.900 --> 00:04:06.300]  或者更糟糕的就是
[00:04:06.300 --> 00:04:09.300]  因為他曾經在兒時受過虐待的
[00:04:09.300 --> 00:04:14.500]  所以他就將他兒時的虐待套在上帝的身上呢?
[00:04:14.500 --> 00:04:16.100]  親愛的弟兄姊妹
[00:04:16.100 --> 00:04:19.700]  我不知道我們讀這個文述的21章
[00:04:19.700 --> 00:04:22.100]  第四至九節
[00:04:22.100 --> 00:04:24.600]  當你讀到百姓是埋怨
[00:04:24.600 --> 00:04:26.300]  然後第六節
[00:04:26.300 --> 00:04:30.500]  耶和華派火車進去咬他們
[00:04:30.500 --> 00:04:32.900]  讀到這些經文的時候
[00:04:32.900 --> 00:04:35.900]  那個感覺那個思想
[00:04:35.900 --> 00:04:38.100]  到底是怎麼樣的?
[00:04:38.100 --> 00:04:40.100]  現在這裡在說什麼?
[00:04:40.100 --> 00:04:42.700]  他們從河以山起行
[00:04:42.700 --> 00:04:45.100]  繞過以東地
[00:04:45.100 --> 00:04:47.900]  是去紅海那條路
[00:04:47.900 --> 00:04:52.100]  本來是可以由西北直入去這個加南
[00:04:52.100 --> 00:04:55.500]  但是現在因為以東王不讓他們過上帝
[00:04:55.500 --> 00:04:57.100]  也不准他們去征戰
[00:04:57.100 --> 00:04:59.700]  於是他們就死死地氣
[00:04:59.700 --> 00:05:03.300]  要一大幫人繞路
[00:05:03.300 --> 00:05:09.300]  由東南繞一個大路才能走到那裡
[00:05:09.300 --> 00:05:12.300]  你知道我們香港人都最討厭繞路
[00:05:12.300 --> 00:05:14.300]  那這幫百姓
[00:05:14.300 --> 00:05:15.900]  一直在沙漠那裡
[00:05:15.900 --> 00:05:17.100]  曠野那裡
[00:05:17.100 --> 00:05:18.700]  來到繞路
[00:05:18.700 --> 00:05:21.900]  覺得真是又熱又辛苦
[00:05:21.900 --> 00:05:26.100]  所以百姓心中煩躁
[00:05:26.100 --> 00:05:31.700]  百姓向上帝和摩西發怨言
[00:05:31.700 --> 00:05:36.500]  你有沒有試過走得又熱又累又肚餓?
[00:05:36.500 --> 00:05:38.900]  有些人肚餓是會發脾氣的
[00:05:38.900 --> 00:05:41.100]  我不知道你會不會
[00:05:41.100 --> 00:05:43.300]  特別是老公
[00:05:43.300 --> 00:05:45.300]  進到家裡
[00:05:45.300 --> 00:05:47.900]  看到灶頭都是冷的
[00:05:47.900 --> 00:05:49.100]  我們潮州話
[00:05:49.100 --> 00:05:50.700]  「燜硬砌硬」
[00:05:50.700 --> 00:05:53.900]  就是什麼都硬硬、冷冰冰
[00:05:53.900 --> 00:05:57.100]  就是男人在外面工作完
[00:05:57.100 --> 00:06:00.700]  回來是期望有熱水敷臉
[00:06:00.700 --> 00:06:02.700]  有熱飯吃的
[00:06:02.700 --> 00:06:04.300]  但是看到什麼都沒有
[00:06:04.300 --> 00:06:06.500]  會發脾氣的
[00:06:06.500 --> 00:06:09.100]  最近有一個人就發脾氣了
[00:06:09.100 --> 00:06:10.900]  Top Gear的主持
[00:06:10.900 --> 00:06:12.700]  Jeremy Clarkson
[00:06:12.700 --> 00:06:15.500]  很厲害、很受歡迎的一個人
[00:06:15.500 --> 00:06:16.900]  被人瞪了冬菇
[00:06:16.900 --> 00:06:18.100]  你知道為什麼嗎?
[00:06:18.100 --> 00:06:20.100]  因為肚餓發脾氣
[00:06:20.100 --> 00:06:21.700]  長話短說
[00:06:21.700 --> 00:06:23.700]  這幫以色列百姓
[00:06:23.700 --> 00:06:26.100]  他們在那裡這樣發脾氣
[00:06:26.100 --> 00:06:27.300]  人之常情
[00:06:27.300 --> 00:06:30.300]  發發怨言都不行
[00:06:30.300 --> 00:06:31.700]  就被火車咬
[00:06:31.700 --> 00:06:32.900]  而且死了
[00:06:32.900 --> 00:06:34.900]  這樣的上帝是什麼上帝?
[00:06:34.900 --> 00:06:35.700]  應該這樣做嗎?
[00:06:35.700 --> 00:06:39.300]  有權這樣做嗎?
[00:06:39.300 --> 00:06:40.700]  有時候人對上帝
[00:06:40.700 --> 00:06:43.300]  真的有很多種的猜測
[00:06:43.300 --> 00:06:46.500]  很多種的誤解
[00:06:46.500 --> 00:06:49.100]  他們累
[00:06:49.100 --> 00:06:51.100]  他們辛苦
[00:06:51.100 --> 00:06:53.500]  他們沒有飯吃
[00:06:53.500 --> 00:06:55.300]  親愛的兄姊妹
[00:06:55.300 --> 00:06:58.500]  上帝有沒有理過他們?
[00:06:58.500 --> 00:07:01.500]  上帝有沒有當他們是
[00:07:01.500 --> 00:07:03.900]  不用照顧的人?
[00:07:03.900 --> 00:07:07.500]  還是說上帝已經無微不至地照顧
[00:07:07.500 --> 00:07:08.900]  不過他們是
[00:07:08.900 --> 00:07:11.500]  劣根性、死性不改
[00:07:11.500 --> 00:07:13.900]  凡有一點點的不滿
[00:07:13.900 --> 00:07:16.300]  或者看不通的時候
[00:07:16.300 --> 00:07:18.300]  他們就跳去一個結論
[00:07:18.300 --> 00:07:23.700]  來反對這位上帝呢?
[00:07:23.700 --> 00:07:26.900]  他們直接的攻擊摩西和上帝
[00:07:26.900 --> 00:07:28.900]  看看他們怎麼說
[00:07:28.900 --> 00:07:31.700]  第五節
[00:07:31.700 --> 00:07:33.900]  你們
[00:07:33.900 --> 00:07:37.100]  為什麼把我們
[00:07:37.100 --> 00:07:41.300]  你們我們這些說話很厲害
