
[00:00:00.000 --> 00:00:10.000]  請我們打開路加福音第十一章,第五節到第十三節。
[00:00:10.000 --> 00:00:14.000]  耶穌有說:你們中間誰有一個朋友,
[00:00:14.000 --> 00:00:19.000]  半夜到他那裡去,說朋友請借給我三個餅,
[00:00:19.000 --> 00:00:23.000]  因為我有一個朋友行路,來到我這裡,
[00:00:23.000 --> 00:00:26.000]  我沒有什麼給他擺上。
[00:00:26.000 --> 00:00:32.000]  大人在裡面回答說:不要搞擾我,門已經關閉。
[00:00:32.000 --> 00:00:38.000]  孩子們也和我在床上了,我不能起來給你。
[00:00:38.000 --> 00:00:43.000]  我告訴你們,雖不因他是朋友起來給他,
[00:00:43.000 --> 00:00:51.000]  但因他情馳迫切的籍求,就必起來,照他所需用的給他。
[00:00:51.000 --> 00:01:01.000]  我又告訴你們,你們祈求就給你們,尋找就尋見,叩門就給你們開門。
[00:01:01.000 --> 00:01:10.000]  因為凡祈求的就得著,尋找的就尋見,叩門的就給他開門。
[00:01:10.000 --> 00:01:16.000]  你們中間作父親的,誰有兒子求餅反給他石頭呢?
[00:01:16.000 --> 00:01:20.000]  求魚反拿蛇當魚給他呢?
[00:01:20.000 --> 00:01:24.000]  求雞蛋反給他茄子呢?
[00:01:24.000 --> 00:01:29.000]  你們雖然不好,尚且知道拿好東西給兒女,
[00:01:29.000 --> 00:01:35.000]  何況天父豈不更將聖靈給求他的人嗎?
[00:01:35.000 --> 00:01:43.000]  這段經文有一個很美麗的結構,
[00:01:43.000 --> 00:01:50.000]  其實我們如果解釋前面那段,第一節到第四節,
[00:01:50.000 --> 00:01:56.000]  主禱文較短的版本更適合,
[00:01:56.000 --> 00:02:00.000]  但我怕時間會太長一些。
[00:02:00.000 --> 00:02:07.000]  我們就算在這一段耶穌解釋什麼是禱告,
[00:02:07.000 --> 00:02:13.000]  以及為什麼凡祈求的就一定得著。
[00:02:13.000 --> 00:02:21.000]  這段的解釋可以分開幾個單元,幾個段落。
[00:02:21.000 --> 00:02:25.000]  如果你們看著聖經,你們會留意到的。
[00:02:25.000 --> 00:02:37.000]  由第五節到第八節,
[00:02:37.000 --> 00:02:43.000]  他就用了當時猶太社會的一個習慣,
[00:02:43.000 --> 00:02:46.000]  就是接待遠客的習慣,
[00:02:46.000 --> 00:02:53.000]  也是一個有法律保障的遠行的遊客,
[00:02:53.000 --> 00:02:55.000]  應該要被接待的。
[00:02:55.000 --> 00:03:03.000]  他利用這個習慣來解釋為什麼求就一定得著。
[00:03:03.000 --> 00:03:09.000]  但是耶穌知道我們聽,就算是聽到,
[00:03:09.000 --> 00:03:16.000]  有時候也不會改變我們對禱告的誤解。
[00:03:16.000 --> 00:03:22.000]  於是他就用了三對重複的命令,
[00:03:22.000 --> 00:03:26.000]  來強調為什麼一定要去禱告,
[00:03:26.000 --> 00:03:29.000]  以及你禱告是一定得著的。
[00:03:29.000 --> 00:03:35.000]  我們發覺這個和我們的經驗好像不太吻合,
[00:03:35.000 --> 00:03:40.000]  我們常常都禱告,但是十次,
[00:03:40.000 --> 00:03:44.000]  如果有一次是零,我們已經覺得很開心,
[00:03:44.000 --> 00:03:46.000]  因為我們一定會每天禱告三十次,
[00:03:46.000 --> 00:03:49.000]  我們會有三次是零。
[00:03:49.000 --> 00:03:53.000]  我們發覺我們可能一輩子祈禱都沒有了認中的,
[00:03:53.000 --> 00:03:56.000]  祈禱這樣說完我們就沒有了。
[00:03:56.000 --> 00:03:58.000]  所以耶穌知道我們說完,
[00:03:58.000 --> 00:04:00.000]  他用了三個命令來解釋,
[00:04:00.000 --> 00:04:02.000]  都不明白的,
[00:04:02.000 --> 00:04:04.000]  也就是說我們心裡面都不服的,
[00:04:04.000 --> 00:04:09.000]  於是他再用了三個說明,illustration,
[00:04:09.000 --> 00:04:11.000]  或者是三個例子,
[00:04:11.000 --> 00:04:18.000]  來解釋為什麼天父一定聽,
[00:04:18.000 --> 00:04:20.000]  禱告一定蒙英文。
[00:04:20.000 --> 00:04:22.000]  是因為這樣的緣故,
[00:04:22.000 --> 00:04:25.000]  這段經文就非常寶貴了。
[00:04:25.000 --> 00:04:29.000]  我們先看第一段,
[00:04:29.000 --> 00:04:31.000]  就是五到八節,
[00:04:31.000 --> 00:04:35.000]  耶穌解釋一個遠行客,
[00:04:35.000 --> 00:04:42.000]  晚上來到家人投宿的例子。
[00:04:42.000 --> 00:04:44.000]  這個例子有一個很大的特別之處,
[00:04:44.000 --> 00:04:51.000]  就是我們不能夠用現代的經驗來了解,
[00:04:51.000 --> 00:04:55.000]  我們現在人不要說投宿在別人家裡,
[00:04:55.000 --> 00:04:59.000]  你問路也會被人家嫌棄,
[00:04:59.000 --> 00:05:02.000]  亂指你一輪,讓你走錯為止,
[00:05:02.000 --> 00:05:04.000]  明明他知道他指你錯路,
[00:05:04.000 --> 00:05:09.000]  所以我們不能夠用現在人的關係和經驗來看,
[00:05:09.000 --> 00:05:13.000]  我們一定要明白當初的人是怎樣的,
[00:05:13.000 --> 00:05:15.000]  原來在早期的時候,
[00:05:15.000 --> 00:05:18.000]  特別是耶路撒冷,或者是巴勒斯坦地,
[00:05:18.000 --> 00:05:20.000]  是很猛太陽的,
[00:05:20.000 --> 00:05:24.000]  他們是一個沙漠地帶,半沙漠地帶,
[00:05:24.000 --> 00:05:26.000]  太陽曬到沙子反射,
[00:05:26.000 --> 00:05:30.000]  人這樣走是很容易中暑的,
[00:05:30.000 --> 00:05:33.000]  所以當時的人起行,
[00:05:33.000 --> 00:05:36.000]  一定是太陽下山才起行,
[00:05:36.000 --> 00:05:37.000]  為什麼呢?
[00:05:37.000 --> 00:05:39.000]  他們走到目的地,
[00:05:39.000 --> 00:05:44.000]  當然是三更半夜的,
[00:05:44.000 --> 00:05:46.000]  如果你是早上起行,
[00:05:46.000 --> 00:05:50.000]  走到目的地就已經暈倒在曠野上,
[00:05:50.000 --> 00:05:52.000]  就停不下來,走不到的,
[00:05:52.000 --> 00:05:54.000]  他們當然是等太陽平息,
[00:05:54.000 --> 00:05:56.000]  於是他們就開始起行了,
[00:05:56.000 --> 00:05:58.000]  他們起行走到目的地,
[00:05:58.000 --> 00:06:00.000]  為什麼不住在酒店呢?
[00:06:00.000 --> 00:06:04.000]  或者起碼住在旅館或者賓館,
[00:06:04.000 --> 00:06:07.000]  原來早期的時候,
[00:06:07.000 --> 00:06:10.000]  酒店或者賓館,
[00:06:10.000 --> 00:06:15.000]  或者是英所謂的客棧,
[00:06:15.000 --> 00:06:18.000]  不是很普遍的,
[00:06:18.000 --> 00:06:21.000]  如果有的話,就很昂貴的,
[00:06:21.000 --> 00:06:23.000]  你說我不怕貴,我有錢,都不行,
[00:06:23.000 --> 00:06:25.000]  還有一個原因就是,
[00:06:25.000 --> 00:06:29.000]  當地的酒店或者客棧,
[00:06:29.000 --> 00:06:33.000]  常常就是所有罪惡的集中地,
[00:06:33.000 --> 00:06:40.000]  瑪利亞要投店去生產,
[00:06:40.000 --> 00:06:42.000]  沒有地方,
[00:06:42.000 --> 00:06:46.000]  而結果要在馬槽來生下耶穌,
[00:06:46.000 --> 00:06:49.000]  這個在當時其實是很常見的情況,
[00:06:49.000 --> 00:06:52.000]  沒有地方未必一定是客滿的,
[00:06:52.000 --> 00:06:56.000]  也可以是客人不滿意,
[00:06:56.000 --> 00:07:00.000]  譬如那個地方有很多閒雜人,
[00:07:00.000 --> 00:07:02.000]  那些罪惡的分子在,
[00:07:02.000 --> 00:07:04.000]  他就當是一個沒有地方,
[00:07:04.000 --> 00:07:06.000]  他就不會在那裡投宿的,
[00:07:06.000 --> 00:07:11.000]  當時就有一個民間的安排,
[00:07:11.000 --> 00:07:14.000]  要求所有猶太人,
[00:07:14.000 --> 00:07:18.000]  他們都要去接待那些遠離的行客,
[00:07:18.000 --> 00:07:21.000]  無論他是做生意的,
[00:07:21.000 --> 00:07:23.000]  或者好像第一世紀,
[00:07:23.000 --> 00:07:25.000]  那些人去傳道,
[00:07:25.000 --> 00:07:27.000]  所有的人都要接待的,
[00:07:27.000 --> 00:07:29.000]  在接待那裡,
[00:07:29.000 --> 00:07:32.000]  他說定規你們晚飯不要吃光東西,
[00:07:32.000 --> 00:07:35.000]  你一定要為有可能有客人來,
[00:07:35.000 --> 00:07:37.000]  你要留一些,
[00:07:37.000 --> 00:07:39.000]  最低限度,
[00:07:39.000 --> 00:07:41.000]  這裡就說餅,
[00:07:41.000 --> 00:07:43.000]  那個餅就不是指biscuits,
[00:07:43.000 --> 00:07:44.000]  那個餅乾的餅,
[00:07:44.000 --> 00:07:46.000]  餅乾就很難吃飽的,
[00:07:46.000 --> 00:07:49.000]  這個餅是指五餅以餘的那個餅,
[00:07:49.000 --> 00:07:51.000]  就是麵包的意思,
[00:07:51.000 --> 00:07:55.000]  這個餅等一下都會再出現的,
[00:07:55.000 --> 00:07:58.000]  我們知道這個習慣之後,
[00:07:58.000 --> 00:08:02.000]  另外一個和我們這個經文很有關係的,
[00:08:02.000 --> 00:08:07.000]  就是當時的房屋的結構是怎樣的,
[00:08:07.000 --> 00:08:10.000]  都是和我們這段的了解很有關係的,
[00:08:10.000 --> 00:08:12.000]  原來以前的人的房屋,
[00:08:12.000 --> 00:08:14.000]  就好像現在,
[00:08:14.000 --> 00:08:18.000]  如果你去南韓一些比較落後的地方,
[00:08:18.000 --> 00:08:21.000]  或者今天的敘利亞的鄉村,
[00:08:21.000 --> 00:08:25.000]  那些房屋和這裡所描寫的完全一樣的,
