
[00:00:00.000 --> 00:00:06.640]  每逢一個系列去到最後一個訊息
[00:00:06.640 --> 00:00:08.640]  我都好不捨得
[00:00:08.640 --> 00:00:12.240]  雖然我喜歡舊約多過新約
[00:00:12.240 --> 00:00:15.680]  而我現在講的是一個新約系列
[00:00:15.680 --> 00:00:19.200]  但去到最後的訊息我都依不捨
[00:00:19.200 --> 00:00:21.200]  真是好不放得下
[00:00:21.200 --> 00:00:26.880]  今日要同大家講的就是《使徒行傳》的27章和28章
[00:00:26.880 --> 00:00:31.840]  是講到保羅由該撒尼亞去到羅馬
[00:00:31.840 --> 00:00:33.840]  在路上遇見風浪
[00:00:33.840 --> 00:00:35.840]  但他的信心
[00:00:35.840 --> 00:00:40.480]  是甚至風浪都不能打動的信心
[00:00:40.480 --> 00:00:46.400]  我們今日就來看保羅如何面對他的風浪
[00:00:46.400 --> 00:00:54.480]  首先要講講為何保羅要去羅馬
[00:00:54.480 --> 00:01:00.160]  上次都講過他在耶路撒冷被人誣告
[00:01:00.160 --> 00:01:02.960]  帶領外邦人進入聖殿
[00:01:02.960 --> 00:01:04.960]  這是死罪
[00:01:04.960 --> 00:01:08.400]  當時有個千夫長叫做呂西亞
[00:01:08.400 --> 00:01:10.400]  救了保羅
[00:01:10.400 --> 00:01:13.520]  而且將他帶到該撒尼亞
[00:01:13.520 --> 00:01:20.320]  因為他在耶路撒冷無法公平地有審判
[00:01:20.320 --> 00:01:23.040]  而他的命危在旦夕
[00:01:23.040 --> 00:01:26.240]  唯一的辦法就是將他送去該撒尼亞
[00:01:26.240 --> 00:01:30.080]  在該撒尼亞的總督菲斯都問他
[00:01:30.080 --> 00:01:33.280]  要不要回耶路撒冷受審
[00:01:33.280 --> 00:01:35.600]  保羅當然不肯回去
[00:01:35.600 --> 00:01:38.160]  因為回去就死無三生
[00:01:38.160 --> 00:01:43.040]  所以他就揀選向羅馬王該撒尼亞上訴
[00:01:43.040 --> 00:01:50.320]  這也是保羅為何會由該撒尼亞去到羅馬遇見風浪
[00:01:50.320 --> 00:01:54.320]  其實保羅一直都很想去羅馬傳福音
[00:01:54.320 --> 00:02:02.000]  耶穌基督亦都曾經應許他去到羅馬作見證
[00:02:02.000 --> 00:02:07.760]  使徒行傳的23章11節27章24節都有告訴我們
[00:02:07.760 --> 00:02:14.160]  但他萬萬想不到他將會以囚犯的身份去到羅馬
[00:02:14.160 --> 00:02:20.720]  還被羅馬人和猶太人審判
[00:02:20.720 --> 00:02:25.040]  在羅馬的路上還會見到風浪
[00:02:25.040 --> 00:02:26.960]  他萬萬想不到
[00:02:26.960 --> 00:02:30.960]  在人的眼光來看保羅真的失敗
[00:02:30.960 --> 00:02:36.400]  成為階下囚被送去羅馬被審判
[00:02:36.400 --> 00:02:40.080]  但從神的角度來看
[00:02:40.080 --> 00:02:45.440]  我首先要給大家看到的就是這件事的最後結果
[00:02:45.440 --> 00:02:50.160]  其實有很多弟兄姐妹
[00:02:50.160 --> 00:02:55.280]  看小說的時候都很喜歡回到最後一頁
[00:02:55.280 --> 00:02:59.040]  看看究竟是喜劇還是悲劇
[00:02:59.040 --> 00:03:00.560]  喜劇我就看
[00:03:00.560 --> 00:03:02.800]  悲劇就不要搞我
[00:03:02.800 --> 00:03:04.640]  看Youtube都是
[00:03:04.640 --> 00:03:06.480]  快速去到最後
[00:03:06.480 --> 00:03:07.680]  先裝裝
[00:03:07.680 --> 00:03:10.720]  現在我先給你們看看
[00:03:10.720 --> 00:03:12.800]  快速去到最後
[00:03:12.800 --> 00:03:16.160]  甚至是使徒行傳之外
[00:03:16.160 --> 00:03:17.680]  我們知道
[00:03:17.680 --> 00:03:22.800]  肥納比書是保羅在羅馬的監獄第一次入獄所寫
[00:03:22.800 --> 00:03:25.760]  他要肥納比的信徒知道
[00:03:25.760 --> 00:03:27.920]  他所遇見的一切事
[00:03:27.920 --> 00:03:29.360]  包括他的入獄
[00:03:29.360 --> 00:03:31.760]  包括他遇海難
[00:03:31.760 --> 00:03:33.360]  都是神的旨意
[00:03:33.360 --> 00:03:36.400]  是要為了興旺復任
[00:03:36.400 --> 00:03:38.400]  他還說
[00:03:38.400 --> 00:03:43.200]  他要讓宮殿裏的禦林軍和其他人知道
[00:03:43.200 --> 00:03:47.920]  他身上的鎖鏈是因為耶穌基督的緣故
[00:03:47.920 --> 00:03:53.840]  你說怎麼可能保羅和禦林軍傳福音呢?
[00:03:53.840 --> 00:03:57.920]  這和他在蓋薩利亞的情形很相似
[00:03:57.920 --> 00:04:02.320]  記不記得他在蓋薩利亞被困在希律的宮殿
[00:04:02.320 --> 00:04:05.040]  有士兵鎖在他的身上
[00:04:05.040 --> 00:04:07.280]  讓他日夜傳福音
[00:04:07.280 --> 00:04:11.600]  現在去到蓋薩利亞的宮殿也是一樣
[00:04:11.600 --> 00:04:14.640]  他可以向禦林軍傳福音
[00:04:14.640 --> 00:04:17.520]  禦林軍你不要小看
[00:04:17.520 --> 00:04:22.560]  在羅馬帝國的禦林軍是很有地位
[00:04:22.560 --> 00:04:24.080]  很有權勢
[00:04:24.080 --> 00:04:25.680]  很有影響力
[00:04:25.680 --> 00:04:27.520]  還不單止
[00:04:27.520 --> 00:04:30.400]  如果你看肥納比書第四章
[00:04:30.400 --> 00:04:33.200]  保羅結束肥納比書時
[00:04:33.200 --> 00:04:36.240]  他說我要向你們問安
[00:04:36.240 --> 00:04:39.600]  在這裏有很多的聖徒向你們問安
[00:04:39.600 --> 00:04:41.120]  有些什麼的聖徒?
[00:04:41.120 --> 00:04:46.000]  是蓋薩家裏的人拔拔的問你們的安
[00:04:46.000 --> 00:04:52.400]  蓋薩是羅馬王居然蓋薩的家人成為聖徒
[00:04:52.400 --> 00:04:56.160]  你說保羅怎麼可能向蓋薩的家人
[00:04:56.160 --> 00:04:58.400]  向禦林軍傳福音
[00:04:58.400 --> 00:05:03.120]  如果他是以一個傳道者的身份去到羅馬
[00:05:03.120 --> 00:05:05.680]  他最多接觸的是平民
[00:05:05.680 --> 00:05:09.520]  未有來他可以去到上層社會
[00:05:09.520 --> 00:05:12.240]  他根本不可能向禦林軍
[00:05:12.240 --> 00:05:14.960]  甚至蓋薩的家人傳福音
[00:05:14.960 --> 00:05:17.760]  這一切都在神的手裏面
[00:05:17.760 --> 00:05:22.320]  是向那些有權並有影響力的人傳福音
[00:05:22.320 --> 00:05:24.640]  這一切都是神的旨意
[00:05:24.640 --> 00:05:28.640]  看完結果我們現在又要回去
[00:05:28.640 --> 00:05:32.800]  看看保羅是怎樣遇難
[00:05:32.800 --> 00:05:38.240]  保羅這次在這旅程有四個身份
[00:05:38.240 --> 00:05:41.760]  第一個身份是一個勸告者
[00:05:41.760 --> 00:05:49.440]  他這次會和盧家醫生和一個叫阿里達古的人一起上路
[00:05:49.440 --> 00:05:53.280]  盧家醫生當然是保羅的私人醫生
[00:05:53.280 --> 00:05:57.760]  阿里達古在《哥羅西書》的四章十節
[00:05:57.760 --> 00:06:02.480]  說阿里達古是和保羅同坐監獄的人
[00:06:02.480 --> 00:06:06.640]  阿里達古很可能是保羅的僕人
[00:06:06.640 --> 00:06:10.800]  他甘願和保羅一起坐監來服侍他
[00:06:10.800 --> 00:06:16.080]  也有可能保羅在監獄中認識
[00:06:16.080 --> 00:06:19.920]  帶領他信主以至願意跟隨保羅
[00:06:19.920 --> 00:06:21.440]  成為他的僕人
[00:06:21.440 --> 00:06:26.560]  不單止在這旅程上只有保羅一個囚犯
[00:06:26.560 --> 00:06:32.000]  伯夫長尤劉帶領保羅去羅馬的姑
[00:06:32.000 --> 00:06:35.040]  他的手下其實是有其他的囚犯
[00:06:35.040 --> 00:06:38.800]  原來希臘文是非常具體
[00:06:38.800 --> 00:06:44.480]  說一件事的時候有不同的和相同的分別
[00:06:44.480 --> 00:06:46.880]  什麼叫做不同和相同
[00:06:46.880 --> 00:06:51.680]  說到囚犯是有保羅相同的囚犯
[00:06:51.680 --> 00:06:53.760]  或者和保羅不同的囚犯
[00:06:53.760 --> 00:06:58.240]  這裡所用的文法是不同的囚犯
[00:06:58.240 --> 00:07:01.440]  保羅未被定罪
[00:07:01.440 --> 00:07:04.480]  他去見羅馬王是要上訴
[00:07:04.480 --> 00:07:08.880]  所以其他的囚犯已經定罪
[00:07:08.880 --> 00:07:11.840]  有很多可能已經是死囚
[00:07:11.840 --> 00:07:14.640]  這絕對是實的因典
[00:07:14.640 --> 00:07:17.680]  在這群死囚最後的旅程中
[00:07:17.680 --> 00:07:21.680]  仍然神給他們有機會接觸到保羅
[00:07:21.680 --> 00:07:23.840]  能夠帶領他們信主
[00:07:23.840 --> 00:07:25.600]  給他們有永生的盼望
[00:07:25.600 --> 00:07:31.680]  這個白夫長尤劉在蓋薩尼亞找到了一艘小船
[00:07:31.680 --> 00:07:33.280]  去西頓
[00:07:33.280 --> 00:07:37.440]  西頓是距離蓋薩尼亞八十里的地方
[00:07:37.440 --> 00:07:41.760]  去到西頓保羅可以探望他的朋友
[00:07:41.760 --> 00:07:46.080]  而且還可以買到一些他日常需要的用品
[00:07:46.080 --> 00:07:48.240]  在旅程上使用
[00:07:48.240 --> 00:07:51.600]  由西頓去到會拉這個地方
[00:07:51.600 --> 00:07:54.400]  如果你看這個地圖是向西行
[00:07:54.400 --> 00:07:57.680]  但是他們剛剛遇見西風
[00:07:57.680 --> 00:08:00.400]  所以逆面就有風吹來
[00:08:00.400 --> 00:08:02.880]  開始是遇見有風浪
[00:08:02.880 --> 00:08:06.560]  去到會拉這個白夫長尤劉
[00:08:06.560 --> 00:08:08.560]  就找到另外一艘船
[00:08:08.560 --> 00:08:10.800]  是運商品的大船
[00:08:10.800 --> 00:08:16.000]  運植物由埃及去到羅馬去到意大利
[00:08:16.000 --> 00:08:21.280]  原來羅馬大部分的食物都是由埃及運去
[00:08:21.280 --> 00:08:27.040]  所以羅馬政府對於這些商船是非常之的優待
[00:08:27.040 --> 00:08:29.600]  等下我們就會看到
[00:08:29.600 --> 00:08:33.280]  一共在船上有276個人
[00:08:33.280 --> 00:08:37.120]  包括保羅和其他的囚犯
[00:08:37.120 --> 00:08:41.120]  這個強風又一次吹來
[00:08:41.120 --> 00:08:45.760]  經文告訴我們很多天他們才走了130里
[00:08:45.760 --> 00:08:50.080]  由會拉他們去到格尼土
[00:08:50.080 --> 00:08:53.440]  再由格尼土向西南偏南
[00:08:53.440 --> 00:08:57.360]  去到一個叫做克里特島的地方
[00:08:57.360 --> 00:09:02.880]  再繞過薩摩尼去到佳奧這個港口
[00:09:02.880 --> 00:09:06.400]  去到佳奧他們就要作一個決定
[00:09:06.400 --> 00:09:10.080]  究竟是否在佳奧過冬
[00:09:10.080 --> 00:09:13.040]  為何要在佳奧過冬
[00:09:13.040 --> 00:09:17.280]  原來經文告訴我們當時是禁食的日子
[00:09:17.280 --> 00:09:20.560]  禁食正是猶太人的贖罪日
[00:09:20.560 --> 00:09:22.080]  是他們的七月
[00:09:22.080 --> 00:09:24.960]  是我們的九月至十月間
[00:09:24.960 --> 00:09:28.320]  這個時候水手都知道
[00:09:28.320 --> 00:09:30.240]  行損是非常之的難
[00:09:30.240 --> 00:09:32.800]  因為在地中海是有風暴
[00:09:32.800 --> 00:09:37.920]  九月至十一月根本是很難行損
[00:09:37.920 --> 00:09:41.600]  由十一月至二月根本是不可能
