
[00:00:00.000 --> 00:00:08.000]  好,聖誕節快到了,就和你們講講故事吧。
[00:00:08.000 --> 00:00:11.000]  這是一個大家都很熟悉的故事,
[00:00:11.000 --> 00:00:15.000]  就是耶穌在路加福音出生的故事。
[00:00:15.000 --> 00:00:18.000]  我們同樣都是先讀經文,
[00:00:18.000 --> 00:00:21.000]  其實應該由第一到二十節,第二章一到二十節,
[00:00:21.000 --> 00:00:25.000]  我們就慢慢讀,讀完二十節,
[00:00:25.000 --> 00:00:30.000]  在家裡或者在哪裡都可以和我們一起讀。
[00:00:30.000 --> 00:00:33.000]  第二章第一節開始。
[00:00:33.000 --> 00:00:39.000]  「當那些日子凱撒·奧古斯都又旨意下來,
[00:00:39.000 --> 00:00:42.000]  叫天下人民都報名上策,
[00:00:42.000 --> 00:00:47.000]  這是居里樓作敘利亞巡撫的時候,
[00:00:47.000 --> 00:00:51.000]  頭一次行報名上策的事。
[00:00:51.000 --> 00:00:55.000]  眾人各歸各城報名上策,
[00:00:55.000 --> 00:01:01.000]  約瑟也從加里里的拿撒勒城上猶太去,
[00:01:01.000 --> 00:01:04.000]  到了大衛的城名叫伯利恆,
[00:01:04.000 --> 00:01:08.000]  因他本是大衛一族一家的人。
[00:01:08.000 --> 00:01:14.000]  要和他所聘之妻瑪利亞一同報名上策,
[00:01:14.000 --> 00:01:18.000]  那時瑪利亞的新人已經紅了,
[00:01:18.000 --> 00:01:24.000]  他們在那裡的時候,瑪利亞的產期到了,
[00:01:24.000 --> 00:01:27.000]  就生了投胎的子,
[00:01:27.000 --> 00:01:31.000]  用布包起來放在馬槽裡,
[00:01:31.000 --> 00:01:34.000]  因為客店裡沒有地方。
[00:01:34.000 --> 00:01:37.000]  在伯利恆之野地裡,
[00:01:37.000 --> 00:01:42.000]  有牧羊的人夜間按著羹前看守羊群,
[00:01:42.000 --> 00:01:46.000]  有主的侍者站在他們旁邊,
[00:01:46.000 --> 00:01:50.000]  主的榮光四面照著他們,
[00:01:50.000 --> 00:01:53.000]  牧羊的人就甚懼怕。
[00:01:53.000 --> 00:01:55.000]  那天使對他們說,
[00:01:55.000 --> 00:01:59.000]  「不要懼怕,我報給你們大喜的信息,
[00:01:59.000 --> 00:02:02.000]  是關乎萬民的,
[00:02:02.000 --> 00:02:08.000]  因為因今天在大衛的城裡為你們生了救主,
[00:02:08.000 --> 00:02:10.000]  就是基督,
[00:02:10.000 --> 00:02:15.000]  你們要看見一個英雄包著布臥在馬槽裡,
[00:02:15.000 --> 00:02:18.000]  那就是記號了。」
[00:02:18.000 --> 00:02:25.000]  忽然有一大隊天兵和那天使讚美神說,
[00:02:25.000 --> 00:02:28.000]  「在至高之處榮耀歸於神,
[00:02:28.000 --> 00:02:33.000]  在地上平安歸於他所喜悅的人。」
[00:02:33.000 --> 00:02:38.000]  眾天使離開他們,升天去了,
[00:02:38.000 --> 00:02:40.000]  牧羊的人彼此說,
[00:02:40.000 --> 00:02:45.000]  「我們往百里行去,看看所成的事,
[00:02:45.000 --> 00:02:48.000]  就是主所指示我們的。」
[00:02:48.000 --> 00:02:53.000]  他們急忙去了就察見瑪利亞和藥室,
[00:02:53.000 --> 00:02:56.000]  又有那英孩臥在馬槽裡,
[00:02:56.000 --> 00:03:02.000]  既然看見就把天使論者孩子的話傳開了,
[00:03:02.000 --> 00:03:08.000]  凡聽見的就察以牧羊人對他們所說的話,
[00:03:08.000 --> 00:03:13.000]  瑪利亞卻把這一切的事存在心裡,
[00:03:13.000 --> 00:03:15.000]  反覆思想,
[00:03:15.000 --> 00:03:17.000]  牧羊的人回去了,
[00:03:17.000 --> 00:03:21.000]  因所看見的一切事,
[00:03:21.000 --> 00:03:24.000]  正如天使向他們所說的,
[00:03:24.000 --> 00:03:29.000]  就歸榮耀於神,讚美他。
[00:03:29.000 --> 00:03:31.000]  我們看看做個禱告吧,
[00:03:31.000 --> 00:03:33.000]  主耶穌,我們感謝祢,
[00:03:33.000 --> 00:03:35.000]  祢來到這個世界上,
[00:03:35.000 --> 00:03:41.000]  祢很謙卑地成為馬槽裡的英孩,
[00:03:41.000 --> 00:03:45.000]  我們生活中可能有起起跌跌,
[00:03:45.000 --> 00:03:50.000]  我們不是社會上光輝的人,
[00:03:50.000 --> 00:03:52.000]  我們也像牧羊人一樣,
[00:03:52.000 --> 00:03:55.000]  是社會上普普通通的人,
[00:03:55.000 --> 00:03:57.000]  但我們感謝祢,
[00:03:57.000 --> 00:03:59.000]  祢向我們宣告,
[00:03:59.000 --> 00:04:01.000]  祢已經來臨,
[00:04:01.000 --> 00:04:06.000]  我們也因為見過主耶穌的榮耀,
[00:04:06.000 --> 00:04:08.000]  我們有盼望,
[00:04:08.000 --> 00:04:10.000]  我們有喜樂,
[00:04:10.000 --> 00:04:12.000]  求祢在聖誕節時間,
[00:04:12.000 --> 00:04:15.000]  求祢的榮光照耀在我們心裡,
[00:04:15.000 --> 00:04:18.000]  也照耀在我們周圍的人心裡,
[00:04:18.000 --> 00:04:23.000]  以致他們能夠與我們同享這份喜樂,
[00:04:23.000 --> 00:04:26.000]  以致我們可以一起跟牧羊人,
[00:04:26.000 --> 00:04:28.000]  世上各方各處的人,
[00:04:28.000 --> 00:04:31.000]  都可以像牧羊人一樣,
[00:04:31.000 --> 00:04:33.000]  將榮耀歸給你,
[00:04:33.000 --> 00:04:39.000]  在他們心裡感受到天上而來的平安喜樂,
[00:04:39.000 --> 00:04:41.000]  祝福今天講到的時間,
[00:04:41.000 --> 00:04:43.000]  祈禱奉耶穌基督名,
[00:04:43.000 --> 00:04:44.000]  阿們。
[00:04:44.000 --> 00:04:46.000]  首先再說一次,
