
[00:00:00.000 --> 00:00:09.000]  慈悲的父神,多謝你給我們再次打開你的說話,並且同心去敬拜學習
[00:00:09.000 --> 00:00:14.000]  我們再次懇求你的聖靈,誘導我們每一個人的心
[00:00:14.000 --> 00:00:24.000]  好使我們能夠完全在你的說話裏面再次活出一個有上帝你知彩、有主耶穌基督的樣式的基督徒
[00:00:24.000 --> 00:00:36.000]  求你堅持我們每個人的信心,降伏在你的說話當中,讓我們去面對雅各書一卷這麼精彩,並且對我們可以刮心的經文的時候
[00:00:36.000 --> 00:00:41.000]  求主你讓我們有一個甘願降伏在裏面的受教的心
[00:00:41.000 --> 00:00:51.000]  慈悲恩主感謝你給我們能夠再次打開你的說話,讓我們眾弟兄姐妹帶著日鮮來到你的跟前,一同來到靈受當中的教訓
[00:00:51.000 --> 00:01:06.000]  更榮幸的是主你給我們能夠透過雅各書這一卷充滿挑戰的經文,使我們的心能夠再次飽開,看清楚我們今天的聖靈光景
[00:01:06.000 --> 00:01:12.000]  讓我們做出一個更真實堅固的基督徒,我們獻上感謝
[00:01:12.000 --> 00:01:24.000]  讓我們在這段時間,我們同心一起受著聖靈的引導,把握上帝的對我們的祝福,我們禱告風主耶穌的名詞
[00:01:24.000 --> 00:01:30.000]  再次代表多倫多伊瑪洛尼環心聖會的眾弟兄妹們,跟大家安
[00:01:30.000 --> 00:01:35.000]  再次代表多倫多伊瑪洛尼環心聖會的眾弟兄姐妹,跟大家安
[00:01:35.000 --> 00:01:42.000]  再次代表多倫多伊瑪洛尼環心聖會的眾弟兄姐妹,跟大家安
[00:01:42.000 --> 00:01:46.000]  再次代表多倫多伊瑪洛尼環心聖會的眾弟兄姐妹,跟大家安
[00:01:46.000 --> 00:01:49.000]  再次代表多倫多伊瑪洛尼環心聖會的眾弟兄姐妹,跟大家安
[00:01:49.000 --> 00:01:52.000]  再次代表多倫多伊瑪洛尼環心聖會的眾弟兄姐妹,跟大家安
[00:01:52.000 --> 00:01:55.000]  再次代表多倫多伊瑪洛尼環心聖會的眾弟兄姐妹,跟大家安
[00:01:55.000 --> 00:01:58.000]  再次代表多倫多伊瑪洛尼環心聖會的眾弟兄姐妹,跟大家安
[00:01:58.000 --> 00:02:06.000]  我想跟大家大兄姐妹一起思想一個題目,或者一條問題
[00:02:06.000 --> 00:02:13.000]  或者是說一條問題,我想問一下大家,你今天的屬靈光景,有沒有這些挑戰在裡面呢?
[00:02:13.000 --> 00:02:17.000]  我想問大家,你今天的屬靈光景,有沒有這些挑戰在裡面?
[00:02:17.000 --> 00:02:19.000]  很多基督徒怎麼信主的呢?
[00:02:19.000 --> 00:02:21.000]  很多基督徒怎麼信主的呢?
[00:02:21.000 --> 00:02:25.000]  因為我帶過很多人信主,也同過很多人的陪談
[00:02:25.000 --> 00:02:29.000]  因為我帶過很多人信主,也同過很多人的陪談
[00:02:29.000 --> 00:02:35.000]  在傾談當中,在傾談當中,很多人信主都會這樣跟我分享
[00:02:35.000 --> 00:02:37.000]  很多人信主都會這樣跟我分享
[00:02:37.000 --> 00:02:38.000]  阿牧師啊?
[00:02:38.000 --> 00:02:39.000]  阿牧師
[00:02:39.000 --> 00:02:40.000]  你知不知道我怎麼信主的?
[00:02:40.000 --> 00:02:41.000]  你知道他們怎麼信主的嗎?
[00:02:41.000 --> 00:02:46.000]  有一次我睡覺的時候,有一隻狗在睡覺的時候,帶著我被鬼壓
[00:02:46.000 --> 00:02:47.000]  突然間我被鬼壓
[00:02:47.000 --> 00:02:49.000]  其實我們經常都被鬼搞的
[00:02:49.000 --> 00:02:51.000]  其實我們常常都被鬼去裝弄
[00:02:51.000 --> 00:02:52.000]  因為我們都很喜歡搞鬼的
[00:02:52.000 --> 00:02:55.000]  因為我們都很喜歡搞鬼的
[00:02:55.000 --> 00:02:56.000]  於是乎怎樣啊?
[00:02:56.000 --> 00:02:58.000]  哎呀,我很害怕啊
[00:02:58.000 --> 00:02:59.000]  我非常的害怕
[00:02:59.000 --> 00:03:02.000]  有一次我就聽不知道哪個牧師不肯定你
[00:03:02.000 --> 00:03:07.000]  有一次我聽不知道是哪一個牧師,肯定不是你
[00:03:07.000 --> 00:03:09.000]  幸好他沒有說我哈利路亞
[00:03:09.000 --> 00:03:11.000]  很好,他這樣對我說我哈利路亞
[00:03:11.000 --> 00:03:14.000]  因為我想過那個牧師這樣教我啊
[00:03:14.000 --> 00:03:16.000]  因為我想過這個牧師這樣主要教我
[00:03:16.000 --> 00:03:18.000]  我要有上主幫助
[00:03:18.000 --> 00:03:19.000]  我需要上主幫助
[00:03:19.000 --> 00:03:22.000]  我就馬上,哎呀,奉主耶穌基督的名頭啊
[00:03:22.000 --> 00:03:26.000]  我就馬上說,哎呀,奉主耶穌基督的名球啊
[00:03:26.000 --> 00:03:29.000]  馬上我這樣被鬼壓的那一刻
[00:03:29.000 --> 00:03:32.000]  馬上我被鬼壓的那一刻
[00:03:32.000 --> 00:03:33.000]  我一刻這樣說
[00:03:33.000 --> 00:03:34.000]  我一這樣子說
[00:03:34.000 --> 00:03:35.000]  鬼都怕了我
[00:03:35.000 --> 00:03:36.000]  鬼也怕了我
[00:03:36.000 --> 00:03:38.000]  我媽都經常說,鬼都怕了我
[00:03:38.000 --> 00:03:40.000]  我媽媽也常說,鬼也怕你了
[00:03:40.000 --> 00:03:41.000]  鄧小妹
[00:03:41.000 --> 00:03:42.000]  弟兄姊妹
[00:03:42.000 --> 00:03:44.000]  不知道你是不是都是這樣信主的呢?
[00:03:44.000 --> 00:03:46.000]  我不知道你是不是這樣子信主
[00:03:46.000 --> 00:03:50.000]  很多時候有些信徒還有一些特異的經歷
[00:03:50.000 --> 00:03:53.000]  還有許多信徒他有一些特異的經歷
[00:03:53.000 --> 00:03:54.000]  我有個姊妹
[00:03:54.000 --> 00:03:55.000]  我有個姊妹
[00:03:55.000 --> 00:03:56.000]  信了主三十幾年
[00:03:56.000 --> 00:03:58.000]  信主三十多年
[00:03:58.000 --> 00:04:00.000]  他跟我分享他怎樣信主呢?
[00:04:00.000 --> 00:04:01.000]  他跟我分享他怎麼信主呢?
[00:04:01.000 --> 00:04:05.000]  其實我一家人呢,從小到大全部都是基督徒來的
[00:04:05.000 --> 00:04:07.000]  其實我一家人從小到大全部都是基督徒
[00:04:07.000 --> 00:04:10.000]  我媽,我媽,我媽,我媽,全部都是基督徒
[00:04:10.000 --> 00:04:12.000]  我媽媽的媽媽的媽媽的媽媽全是基督徒
[00:04:12.000 --> 00:04:16.000]  更重要我爸和我爸的爸爸都是基督徒來的
[00:04:16.000 --> 00:04:18.000]  我爸爸的爸爸的爸爸也是基督徒
[00:04:18.000 --> 00:04:20.000]  當年沒有什麼親戚關係
[00:04:20.000 --> 00:04:21.000]  當然沒有什麼親戚關係
[00:04:21.000 --> 00:04:22.000]  直到他那一代
[00:04:22.000 --> 00:04:23.000]  直到他記得
[00:04:23.000 --> 00:04:25.000]  不過有一次因為我家窮
[00:04:25.000 --> 00:04:26.000]  有一次我們家裡
[00:04:26.000 --> 00:04:28.000]  我要去打水去個井
[00:04:28.000 --> 00:04:30.000]  我要去一個井打水
[00:04:30.000 --> 00:04:32.000]  當我扔個桶下去,有沒有人打過水?
[00:04:32.000 --> 00:04:34.000]  當我把這個桶放下去,有沒有人打過水?
[00:04:34.000 --> 00:04:38.000]  我很榮幸以前都住在新界的時間去打水
[00:04:38.000 --> 00:04:41.000]  我很榮幸住在新界的時候去打水
[00:04:41.000 --> 00:04:43.000]  因為我小朋友很害怕
[00:04:43.000 --> 00:04:44.000]  小朋友我非常害怕
[00:04:44.000 --> 00:04:45.000]  又不夠高
[00:04:45.000 --> 00:04:46.000]  又不夠高
[00:04:46.000 --> 00:04:47.000]  但是又要交差
[00:04:47.000 --> 00:04:48.000]  但是也要交差
[00:04:48.000 --> 00:04:49.000]  最麻煩要交差
[00:04:49.000 --> 00:04:51.000]  最麻煩自己要交差
[00:04:51.000 --> 00:04:55.000]  我們首先看一下水井的桶在哪裡
[00:04:55.000 --> 00:04:57.000]  我要先看一下那個水井的桶在哪裡
[00:04:57.000 --> 00:04:59.000]  然後就拿起那個桶
[00:04:59.000 --> 00:05:00.000]  然後拿起桶
[00:05:00.000 --> 00:05:01.720]  咚~咚~
[00:05:01.720 --> 00:05:03.460]  我聽到有水聲
[00:05:03.460 --> 00:05:05.000]  咚~一下就聽到水聲
[00:05:05.000 --> 00:05:08.400]  然後我就把水桶拉上來
[00:05:08.400 --> 00:05:09.600]  然後把水桶拉上來
[00:05:09.600 --> 00:05:10.980]  那時候不知道要幹什麼
[00:05:10.980 --> 00:05:13.060]  拉幾多不起
[00:05:13.060 --> 00:05:14.840]  拉來拉去拉不上來
[00:05:14.840 --> 00:05:16.260]  於是就把頭空下去
[00:05:16.260 --> 00:05:17.580]  於是我就把頭低下去
[00:05:17.580 --> 00:05:20.220]  我把頭空下去的時候,被鬼推我下去
[00:05:20.220 --> 00:05:22.880]  我一看頭一下就被鬼推下去
[00:05:22.880 --> 00:05:24.360]  那些鬼是到處走的
[00:05:24.360 --> 00:05:26.260]  這鬼到處都是鬼
[00:05:26.260 --> 00:05:27.500]  我家裡都有一幾隻
[00:05:27.500 --> 00:05:29.420]  我家裡面有幾只鬼
[00:05:29.420 --> 00:05:30.680]  咚~咚~跌了下去
[00:05:30.680 --> 00:05:32.440]  我咚一下,掉到井裡面
[00:05:32.440 --> 00:05:34.200]  跌下去,不死的
[00:05:34.200 --> 00:05:36.280]  但是掉到井裡面沒有死
[00:05:36.280 --> 00:05:38.280]  他就說Hallelujah
[00:05:38.280 --> 00:05:41.160]  Hallelujah
[00:05:41.160 --> 00:05:42.600]  這麼深都不死的
[00:05:42.600 --> 00:05:43.800]  這麼深都不必死
[00:05:43.800 --> 00:05:45.560]  他說,但是下去之後呢
[00:05:45.560 --> 00:05:46.720]  他下去以後
[00:05:46.720 --> 00:05:47.920]  就怎麼上回去呢
[00:05:47.920 --> 00:05:48.840]  怎麼上去呢
[00:05:48.840 --> 00:05:50.040]  一個小朋友
[00:05:50.040 --> 00:05:50.600]  一個小朋友
[00:05:50.600 --> 00:05:52.080]  叫劇都沒有人聽
[00:05:52.080 --> 00:05:53.240]  叫來叫去沒有人聽
[00:05:53.240 --> 00:05:54.920]  於是乎
[00:05:54.920 --> 00:05:57.760]  他又奉主揚水杯道命級
[00:05:57.760 --> 00:06:00.000]  然後他就奉主耶穌的命球
[00:06:00.000 --> 00:06:02.000]  就在這個時候
[00:06:02.000 --> 00:06:04.000]  不知道為什麼就有個人在上面
[00:06:04.000 --> 00:06:06.000]  不知道為什麼有一個人在上面
[00:06:06.000 --> 00:06:08.000]  是不是有小朋友掉下去啊
[00:06:08.000 --> 00:06:09.000]  是不是有小朋友掉下去了
[00:06:09.000 --> 00:06:11.000]  我心想都傻了再問這些問題
[00:06:11.000 --> 00:06:12.000]  不過他真的這麼說
[00:06:12.000 --> 00:06:14.000]  我心,你那麼傻啊
[00:06:14.000 --> 00:06:16.000]  但是他真的這樣子問
[00:06:16.000 --> 00:06:18.000]  但是他救不了他上來
[00:06:18.000 --> 00:06:22.000]  於是我就學了一點點功夫
[00:06:22.000 --> 00:06:24.000]  然後他說我學了一些功夫
[00:06:24.000 --> 00:06:26.000]  然後他撐起四隻手腳
[00:06:26.000 --> 00:06:28.000]  然後呢一步一步撐上井上
[00:06:28.000 --> 00:06:30.000]  然後一步一步撐上井上
[00:06:30.000 --> 00:06:32.000]  但是因為小朋友嘛
[00:06:32.000 --> 00:06:33.000]  但是因為小朋友
[00:06:33.000 --> 00:06:34.000]  啊他不夠力
[00:06:34.000 --> 00:06:35.000]  他力氣不夠
[00:06:35.000 --> 00:06:36.000]  撐又怎樣
[00:06:36.000 --> 00:06:37.000]  撐又怎麼辦
[00:06:37.000 --> 00:06:39.000]  他說,然後想了一個招數
[00:06:39.000 --> 00:06:40.000]  然後他想了一個辦法
[00:06:40.000 --> 00:06:41.000]  跟上面的人說
[00:06:41.000 --> 00:06:43.000]  你拉住個桶
[00:06:43.000 --> 00:06:44.000]  你拉住那個桶
[00:06:44.000 --> 00:06:45.000]  我叫你拉
[00:06:45.000 --> 00:06:46.000]  我叫你拉
[00:06:46.000 --> 00:06:48.000]  那我就退高一級
[00:06:48.000 --> 00:06:50.000]  我就往上走一步
[00:06:50.000 --> 00:06:52.000]  我就坐在桶上
[00:06:52.000 --> 00:06:53.000]  然後我就坐在桶上
[00:06:53.000 --> 00:06:54.000]  拉
[00:06:54.000 --> 00:06:56.000]  拉
[00:06:56.000 --> 00:06:57.000]  拉
[00:06:57.000 --> 00:06:58.000]  拉
[00:06:58.000 --> 00:06:59.000]  拉
[00:06:59.000 --> 00:07:01.000]  哈利路亞
[00:07:01.000 --> 00:07:03.000]  到了後,正在後
[00:07:03.000 --> 00:07:05.000]  等一下,很多時候我們信主
[00:07:05.000 --> 00:07:07.000]  就是靠這些神蹟歧視
[00:07:07.000 --> 00:07:09.000]  經常,常常我們信主
[00:07:09.000 --> 00:07:11.000]  就是靠這些神蹟歧視
[00:07:11.000 --> 00:07:13.000]  但是不是沒有了這些神蹟歧視
[00:07:13.000 --> 00:07:14.000]  就信不了主
[00:07:14.000 --> 00:07:16.000]  是不是沒有這些神蹟歧視
[00:07:16.000 --> 00:07:17.000]  就信不了主呢
[00:07:17.000 --> 00:07:18.000]  基督徒的信主
[00:07:18.000 --> 00:07:21.000]  當然上帝可能做很多歧視
[00:07:21.000 --> 00:07:22.000]  基督徒的信主
[00:07:22.000 --> 00:07:25.000]  當然上帝常常會做很多歧視
[00:07:25.000 --> 00:07:29.000]  但是不可以長期地用這些歧視
[00:07:29.000 --> 00:07:31.000]  去推動你去信主
[00:07:31.000 --> 00:07:33.000]  但是不可以長期地用這些歧視
[00:07:33.000 --> 00:07:35.000]  來推動你信主
[00:07:35.000 --> 00:07:38.000]  如果你的媽媽要你做一個孝順子孝順女
[00:07:38.000 --> 00:07:41.000]  如果你媽媽要你做一個孝順兒子
[00:07:41.000 --> 00:07:45.000]  是不是要每天都送一個特別的禮物給你呢
[00:07:45.000 --> 00:07:47.000]  是不是每天都送你一個特別的禮物
[00:07:47.000 --> 00:07:49.000]  如果她不送,你就不信
[00:07:49.000 --> 00:07:51.000]  如果她不送,你就不信
[00:07:51.000 --> 00:07:53.000]  這種的信主
[00:07:53.000 --> 00:07:54.000]  這樣子的信主
[00:07:54.000 --> 00:07:57.000]  叫做功利主義的信主
[00:07:57.000 --> 00:07:59.000]  叫做功利主義的信主
[00:07:59.000 --> 00:08:03.000]  確實是很流行在今天的教會的教當中
[00:08:03.000 --> 00:08:05.000]  確實是非常的流行在今天的教會當中
[00:08:05.000 --> 00:08:12.000]  信徒很多時候只是要不斷投靠在上帝奇蹟歧視上面
[00:08:12.000 --> 00:08:16.000]  信徒只有常常投靠在上帝的歧視、歧視當中
[00:08:16.000 --> 00:08:19.000]  才能夠維持到他的屬性生命
[00:08:19.000 --> 00:08:20.000]  才可以維持他的屬性生命
