
[00:00:00.000 --> 00:00:05.000]  今天可以在此和大家分享
[00:00:05.000 --> 00:00:07.000]  我們說到之前一起低頭祈禱
[00:00:07.000 --> 00:00:09.000]  賜給天賦我們感恩
[00:00:09.000 --> 00:00:11.000]  感謝你給我們寶貴的話語
[00:00:11.000 --> 00:00:15.000]  我們今天能夠從約伯記裏面
[00:00:15.000 --> 00:00:18.000]  鎖法同約伯的辯論裏面
[00:00:18.000 --> 00:00:20.000]  來去再反思
[00:00:20.000 --> 00:00:23.000]  惡人是否能夠逃脫神的審判
[00:00:23.000 --> 00:00:26.000]  特別是我們見到在地上
[00:00:26.000 --> 00:00:30.000]  朱范的惡 看到惡人橫行的時候
[00:00:30.000 --> 00:00:32.000]  卻看不到公義的能在
[00:00:32.000 --> 00:00:34.000]  求主你幫助我們
[00:00:34.000 --> 00:00:36.000]  讓我們能夠藉著你這個話語
[00:00:36.000 --> 00:00:38.000]  能夠更深的體會
[00:00:38.000 --> 00:00:40.000]  反思我們的生命
[00:00:40.000 --> 00:00:43.000]  我們這樣祈禱奉耶穌基督的名頭
[00:00:43.000 --> 00:00:44.000]  阿門
[00:00:44.000 --> 00:00:46.000]  想問問大家
[00:00:46.000 --> 00:00:48.000]  你有沒有試過一次
[00:00:48.000 --> 00:00:50.000]  在你的人生裏
[00:00:50.000 --> 00:00:52.000]  你逃脫了
[00:00:52.000 --> 00:00:54.000]  你做了一些不對的事
[00:00:54.000 --> 00:00:56.000]  你逃脫了
[00:00:56.000 --> 00:00:59.000]  你沒有得到你當得的懲罰的時候
[00:00:59.000 --> 00:01:02.000]  你下次還會不會做呢?
[00:01:02.000 --> 00:01:05.000]  這個問題我不知道難不難答
[00:01:05.000 --> 00:01:06.000]  通常呢
[00:01:06.000 --> 00:01:09.000]  如果我們逃脫了就有兩個結果
[00:01:09.000 --> 00:01:11.000]  第一個結果就是
[00:01:11.000 --> 00:01:12.000]  咦 逃脫了
[00:01:12.000 --> 00:01:14.000]  那你下次怎樣呢?
[00:01:14.000 --> 00:01:15.000]  下次再做吧
[00:01:15.000 --> 00:01:17.000]  你逃稅填表的時候
[00:01:17.000 --> 00:01:20.000]  咦 稅局沒有來查你
[00:01:20.000 --> 00:01:22.000]  那你下次就繼續填吧
[00:01:22.000 --> 00:01:24.000]  你橫過馬路
[00:01:24.000 --> 00:01:26.000]  沒有警察抓你
[00:01:26.000 --> 00:01:28.000]  那你下次就繼續填表吧
[00:01:28.000 --> 00:01:29.000]  對不對?
[00:01:29.000 --> 00:01:30.000]  但是呢
[00:01:30.000 --> 00:01:32.000]  還有第二個可能就是
[00:01:32.000 --> 00:01:34.000]  咦 今次逃脫了
[00:01:34.000 --> 00:01:36.000]  下次還是不要填表了
[00:01:36.000 --> 00:01:38.000]  因為下次未必逃脫的
[00:01:38.000 --> 00:01:40.000]  我不知道有多少人會這樣想
[00:01:40.000 --> 00:01:42.000]  如果你是屬於A類的
[00:01:42.000 --> 00:01:43.000]  可不可以舉手
[00:01:43.000 --> 00:01:44.000]  即是你逃脫了
[00:01:44.000 --> 00:01:46.000]  你會繼續填表的
[00:01:46.000 --> 00:01:48.000]  那時候呢
[00:01:48.000 --> 00:01:50.000]  有多少是不會繼續填表的?
[00:01:50.000 --> 00:01:55.000]  咦 其實那條鑰匙在哪裡呢?
[00:01:55.000 --> 00:01:57.000]  那條鑰匙就是
[00:01:57.000 --> 00:01:59.000]  再講一個故事給你聽
[00:01:59.000 --> 00:02:01.000]  假如你出了樓
[00:02:01.000 --> 00:02:02.000]  然後你逃脫了
[00:02:02.000 --> 00:02:04.000]  不過隔壁那個沒有逃脫
[00:02:04.000 --> 00:02:07.000]  這樣就完全不同了
[00:02:07.000 --> 00:02:09.000]  咦 我這次逃脫了
[00:02:09.000 --> 00:02:11.000]  下次我可能好像隔壁那個
[00:02:11.000 --> 00:02:13.000]  逃不掉的
[00:02:13.000 --> 00:02:16.000]  咦 這樣就有些勵心呢
[00:02:16.000 --> 00:02:17.000]  令到我們呢
[00:02:17.000 --> 00:02:19.000]  逃脫了一次之後呢
[00:02:19.000 --> 00:02:21.000]  第二次呢
[00:02:21.000 --> 00:02:22.000]  不會再做
[00:02:22.000 --> 00:02:24.000]  所以其實呢
[00:02:24.000 --> 00:02:26.000]  是很視乎我們的思維
[00:02:26.000 --> 00:02:28.000]  和那個環境
[00:02:28.000 --> 00:02:30.000]  今天想和大家分享的就是
[00:02:30.000 --> 00:02:31.000]  似乎呢
[00:02:31.000 --> 00:02:35.000]  所法和約伯的辯論
[00:02:35.000 --> 00:02:37.000]  或者這個其實是其中一點
[00:02:37.000 --> 00:02:39.000]  在整個約伯記裏面
[00:02:39.000 --> 00:02:41.000]  約伯和他三友辯論裏面
[00:02:41.000 --> 00:02:44.000]  去到差不多一個比較激烈的位置
[00:02:44.000 --> 00:02:46.000]  就是究竟
[00:02:46.000 --> 00:02:49.000]  不是單是神佛惡上善
[00:02:49.000 --> 00:02:52.000]  而是更深層的神學
[00:02:52.000 --> 00:02:55.000]  其實惡人能不能逃脫呢?
[00:02:55.000 --> 00:02:58.000]  這個就和大家分三點來看
[00:02:58.000 --> 00:03:00.000]  第一點就是
[00:03:00.000 --> 00:03:02.000]  所法的佛惡上善的神學
[00:03:02.000 --> 00:03:04.000]  一定逃不掉
[00:03:04.000 --> 00:03:06.000]  這個就是所法的立場
[00:03:06.000 --> 00:03:08.000]  然後呢 約伯就說
[00:03:08.000 --> 00:03:10.000]  喂 約伯說不是的
[00:03:10.000 --> 00:03:14.000]  惡人逃脫是眼見的事實
[00:03:14.000 --> 00:03:16.000]  是人都知道的
[00:03:16.000 --> 00:03:18.000]  你怎麼可能說神審判人
[00:03:18.000 --> 00:03:21.000]  是人能夠逃脫呢?
[00:03:21.000 --> 00:03:23.000]  最後就是怎樣呢?
[00:03:23.000 --> 00:03:26.000]  就是做一個評估和反思
[00:03:26.000 --> 00:03:31.000]  究竟所法正確還是約伯正確呢?
[00:03:31.000 --> 00:03:35.000]  所以這個就是在一個辯論裏面來看
[00:03:35.000 --> 00:03:38.000]  我們起步點的經文
[00:03:38.000 --> 00:03:40.000]  其實就是第20到21章
[00:03:40.000 --> 00:03:43.000]  但因為一章聖經是比較長
[00:03:43.000 --> 00:03:46.000]  時間關係只能夠抽一些部分
[00:03:46.000 --> 00:03:48.000]  來做一些撮要
[00:03:48.000 --> 00:03:51.000]  來定位六點或七點
[00:03:51.000 --> 00:03:55.000]  先將所法的神學定位
[00:03:55.000 --> 00:03:58.000]  然後再將約伯的神學定位
[00:03:58.000 --> 00:04:02.000]  然後再去評估
[00:04:02.000 --> 00:04:04.000]  哪個神學比較正確
[00:04:04.000 --> 00:04:06.000]  所以開始的時候
[00:04:06.000 --> 00:04:08.000]  就是20章五節
[00:04:08.000 --> 00:04:11.000]  惡人的歡呼並不長久
[00:04:11.000 --> 00:04:15.000]  不見前者的快樂
[00:04:15.000 --> 00:04:17.000]  不過是短暫
[00:04:17.000 --> 00:04:20.000]  惡人不會很久
[00:04:20.000 --> 00:04:23.000]  他必永遠滅亡
[00:04:23.000 --> 00:04:25.000]  像自己的糞一般
[00:04:25.000 --> 00:04:29.000]  最終的結局是受到神的審判
[00:04:29.000 --> 00:04:32.000]  他必如夢一般飛逝
[00:04:32.000 --> 00:04:37.000]  所以惡人的歡呼是短暫
[00:04:37.000 --> 00:04:44.000]  然後第十到十八節
[00:04:44.000 --> 00:04:53.000]  他的兒女必向窮人求恩
[00:04:53.000 --> 00:04:56.000]  求恩的圓倫是償還
