
[00:00:00.000 --> 00:00:04.720]  各位弟兄姊妹 平安
[00:00:04.720 --> 00:00:08.600]  我們來到從創造到新創造的第十六講
[00:00:08.600 --> 00:00:12.600]  或被誤解的北國先知 以利亞
[00:00:12.600 --> 00:00:14.600]  之前有弟兄問我
[00:00:14.600 --> 00:00:18.600]  女傳道 你這個系列還要講多久?
[00:00:18.600 --> 00:00:20.600]  接著我回覆他
[00:00:20.600 --> 00:00:21.800]  其實我也不太清楚
[00:00:21.800 --> 00:00:23.200]  我不知道要講多久
[00:00:23.200 --> 00:00:25.600]  不過我知道要講到哪裏
[00:00:25.600 --> 00:00:27.800]  大家還記不記得這個圖表
[00:00:27.800 --> 00:00:31.800]  我們由上帝創造天地開始講
[00:00:31.800 --> 00:00:33.400]  然後始祖墮落
[00:00:33.400 --> 00:00:36.200]  然後上帝呼召了阿伯拉罕
[00:00:36.200 --> 00:00:41.200]  正式開始了上帝的救贖歷史
[00:00:41.200 --> 00:00:43.200]  然後我們今天開始講
[00:00:43.200 --> 00:00:48.400]  就是由所羅門建完聖殿之後發生甚麼事
[00:00:48.400 --> 00:00:52.000]  一會兒你會知道時期是屬於甚麼時期
[00:00:52.000 --> 00:00:54.400]  在聯王紀上七章五十一節說
[00:00:54.400 --> 00:00:58.400]  所羅門王做完耶和華殿的一切工
[00:00:58.400 --> 00:01:02.400]  就將他大位分別為聖的金器
[00:01:02.400 --> 00:01:05.400]  一切的東西放回庫房裏
[00:01:05.400 --> 00:01:09.400]  然後雖然所羅門真的有很好的時候
[00:01:09.400 --> 00:01:12.400]  我們說所羅門是一個很有智慧的皇帝
[00:01:12.400 --> 00:01:15.400]  也將皇朝推到最高峰
[00:01:15.400 --> 00:01:17.400]  但是他也是一個人
[00:01:17.400 --> 00:01:19.400]  他也有犯罪的時候
[00:01:19.400 --> 00:01:24.400]  聖經說所羅門行耶和華眼中看為惡的事
[00:01:24.400 --> 00:01:29.400]  他不效法他父親大位專心地順從耶和華
[00:01:29.400 --> 00:01:33.400]  最主要原因就是他拜偶像
[00:01:33.400 --> 00:01:35.400]  上帝要懲罰他
[00:01:35.400 --> 00:01:37.400]  他說只是我不將全國奪回
[00:01:37.400 --> 00:01:42.400]  要因我僕人大位和我所選擇的耶路撒冷
[00:01:42.400 --> 00:01:46.400]  我還留一個支派給你的兒子
[00:01:46.400 --> 00:01:50.400]  因為大位的緣故 因為神和他納了約
[00:01:50.400 --> 00:01:54.400]  因為耶路撒冷是上帝一早選擇的一個地方
[00:01:54.400 --> 00:01:57.400]  所以沒有將全部都奪回
[00:01:57.400 --> 00:02:01.400]  然後去到所羅門離世
[00:02:01.400 --> 00:02:05.400]  所羅門在耶路撒冷作以色列眾人的王
[00:02:05.400 --> 00:02:06.400]  共四十年
