
[00:00:00.000 --> 00:00:07.000]  今天跟大家講一下錢,希望不會失感情
[00:00:07.000 --> 00:00:12.000]  請我們同心一同祈禱
[00:00:12.000 --> 00:00:16.000]  天父多謝你給你寶貴的話語作為我們生命的指引
[00:00:16.000 --> 00:00:20.000]  求你借助你的話語提醒、勸勉、教導、安慰、督察我們
[00:00:20.000 --> 00:00:23.000]  奉耶穌名求,阿們
[00:00:23.000 --> 00:00:27.000]  馬丁路德說過一句非常有趣的話
[00:00:27.000 --> 00:00:30.000]  當你聽人信耶穌的時候,他有三樣東西要改變
[00:00:30.000 --> 00:00:32.000]  第一,心要改變
[00:00:32.000 --> 00:00:34.000]  第二,義要改變
[00:00:34.000 --> 00:00:37.000]  第三,荷包要改變
[00:00:37.000 --> 00:00:42.000]  三樣東西當中,心改變、義改變太抽象
[00:00:42.000 --> 00:00:45.000]  荷包的改變就非常到肉
[00:00:45.000 --> 00:00:48.000]  但是什麼叫荷包的改變呢?
[00:00:48.000 --> 00:00:52.000]  或者我以前跟大家講過的故事,大家會明白
[00:00:52.000 --> 00:00:56.000]  有一次一個在中國來到三藩市
[00:00:56.000 --> 00:00:59.000]  主要來三藩市的目的是什麼呢?
[00:00:59.000 --> 00:01:01.000]  就是要購買貨物
[00:01:01.000 --> 00:01:02.000]  購買什麼貨物呢?
[00:01:02.000 --> 00:01:04.000]  他最喜歡的就是寶石
[00:01:04.000 --> 00:01:06.000]  不知道他去哪裡
[00:01:06.000 --> 00:01:08.000]  看到一家店鋪
[00:01:08.000 --> 00:01:13.000]  看到一顆很漂亮、很巨型的寶石
[00:01:13.000 --> 00:01:15.000]  好像鑽石一樣
[00:01:15.000 --> 00:01:17.000]  他很喜歡
[00:01:17.000 --> 00:01:19.000]  他問老闆
[00:01:19.000 --> 00:01:21.000]  這顆石是不是很貴?
[00:01:21.000 --> 00:01:23.000]  老闆說,當然貴了
[00:01:23.000 --> 00:01:25.000]  這一世的瓊珍
[00:01:25.000 --> 00:01:27.000]  貴成怎樣?我能不能買得起?
[00:01:27.000 --> 00:01:29.000]  他說,你不用擔心,每個都能買得起
[00:01:29.000 --> 00:01:31.000]  你說很貴,又每個都能買得起?
[00:01:31.000 --> 00:01:33.000]  這麼古怪?
[00:01:33.000 --> 00:01:35.000]  老闆問你有多少?
[00:01:35.000 --> 00:01:37.000]  他摸了袋子
[00:01:37.000 --> 00:01:39.000]  我帶了三十萬美金來掃
[00:01:39.000 --> 00:01:43.000]  全給你,沒問題
[00:01:43.000 --> 00:01:45.000]  這顆石三十萬,划算的
[00:01:45.000 --> 00:01:49.000]  老闆說,先生你搞錯了
[00:01:49.000 --> 00:01:51.000]  我不是問你袋子有多少錢
[00:01:51.000 --> 00:01:53.000]  我問你有多少?
[00:01:53.000 --> 00:01:57.000]  哦,你就是問我有沒有銀行存折
[00:01:57.000 --> 00:01:59.000]  我有,我有
[00:01:59.000 --> 00:02:01.000]  我有三個銀行存折
[00:02:01.000 --> 00:02:03.000]  一個中國銀行
[00:02:03.000 --> 00:02:05.000]  一個香港匯豐銀行
[00:02:05.000 --> 00:02:07.000]  一個美國銀行,交加買賣
[00:02:07.000 --> 00:02:09.000]  大概一億一千萬
[00:02:09.000 --> 00:02:11.000]  你不要問我的錢是怎麼來的
[00:02:11.000 --> 00:02:13.000]  一億一千萬
[00:02:13.000 --> 00:02:15.000]  全給你?
[00:02:15.000 --> 00:02:17.000]  是啊
[00:02:17.000 --> 00:02:19.000]  你看看這顆石
[00:02:19.000 --> 00:02:21.000]  值不值?
[00:02:21.000 --> 00:02:23.000]  沒問題
[00:02:23.000 --> 00:02:25.000]  全給你
[00:02:25.000 --> 00:02:27.000]  老闆問你搞錯了
[00:02:27.000 --> 00:02:29.000]  我不是問你有多少錢
[00:02:29.000 --> 00:02:31.000]  我問你有多少?
[00:02:31.000 --> 00:02:33.000]  哦,你問我有沒有物業?
[00:02:33.000 --> 00:02:35.000]  你有沒有物業?
[00:02:35.000 --> 00:02:37.000]  有,三間
[00:02:37.000 --> 00:02:39.000]  Hillsborough一間,上海一間
[00:02:39.000 --> 00:02:41.000]  北京一間
[00:02:41.000 --> 00:02:43.000]  值多少錢?我沒算過
[00:02:43.000 --> 00:02:45.000]  我想最低限度都
[00:02:45.000 --> 00:02:47.000]  幾億吧
[00:02:47.000 --> 00:02:49.000]  全給你?
[00:02:49.000 --> 00:02:51.000]  是啊
[00:02:51.000 --> 00:02:53.000]  全給你?是啊
[00:02:53.000 --> 00:02:55.000]  地契有了,全給你
[00:02:55.000 --> 00:02:57.000]  好,就是
[00:02:57.000 --> 00:02:59.000]  全給你
[00:02:59.000 --> 00:03:01.000]  銀行存折給你
[00:03:01.000 --> 00:03:03.000]  房子給你
[00:03:03.000 --> 00:03:05.000]  三十萬的
[00:03:05.000 --> 00:03:07.000]  錢給你
[00:03:07.000 --> 00:03:09.000]  老闆說你搞錯了
[00:03:09.000 --> 00:03:11.000]  我問你有多少?
[00:03:11.000 --> 00:03:13.000]  你的身家
[00:03:13.000 --> 00:03:15.000]  你的物業是多少?
[00:03:15.000 --> 00:03:17.000]  只有這麼多?
[00:03:17.000 --> 00:03:19.000]  只有這麼多?
[00:03:19.000 --> 00:03:21.000]  我說
[00:03:21.000 --> 00:03:23.000]  我房子給了你
[00:03:23.000 --> 00:03:25.000]  我睡哪裡?
[00:03:25.000 --> 00:03:27.000]  睡我的車
[00:03:27.000 --> 00:03:29.000]  你有車?
[00:03:29.000 --> 00:03:31.000]  有幾個?
[00:03:31.000 --> 00:03:33.000]  我中國有兩個,這裡一間
[00:03:33.000 --> 00:03:35.000]  這裡一間是Tesla
[00:03:35.000 --> 00:03:37.000]  中國的寶馬
[00:03:37.000 --> 00:03:39.000]  三個車全給你?
[00:03:39.000 --> 00:03:41.000]  那我踩單車?
[00:03:41.000 --> 00:03:43.000]  你還有單車?
[00:03:43.000 --> 00:03:45.000]  你單車都愛買?
[00:03:45.000 --> 00:03:47.000]  餵,那些單車不是我的
[00:03:47.000 --> 00:03:49.000]  我太太和我的子女
[00:03:49.000 --> 00:03:51.000]  你還有太太子女
[00:03:51.000 --> 00:03:53.000]  太太子女愛買?
[00:03:53.000 --> 00:03:55.000]  連太太子女都愛買?那我怎麼辦?
[00:03:55.000 --> 00:03:57.000]  啊,我忘記了,還有你,你的命都愛買
[00:03:57.000 --> 00:04:01.000]  哇,全部給你?
[00:04:01.000 --> 00:04:03.000]  是啊,你愛不愛?
[00:04:03.000 --> 00:04:05.000]  哇,他看起來
[00:04:05.000 --> 00:04:07.000]  真是保實
[00:04:07.000 --> 00:04:09.000]  好,把心一環,全部給你
[00:04:09.000 --> 00:04:11.000]  簽名,全部給你
[00:04:11.000 --> 00:04:13.000]  全部身家,性命,財產
[00:04:13.000 --> 00:04:15.000]  全部給你
[00:04:15.000 --> 00:04:17.000]  老闆說,我現在給你一顆寶石
[00:04:17.000 --> 00:04:19.000]  記住
[00:04:19.000 --> 00:04:21.000]  你袋里的三十萬不是你的
[00:04:21.000 --> 00:04:23.000]  你的三間屋不是你的
[00:04:23.000 --> 00:04:25.000]  你的一億人不是你的
[00:04:25.000 --> 00:04:27.000]  你的車不是你的
[00:04:27.000 --> 00:04:29.000]  你的單車不是你的
[00:04:29.000 --> 00:04:31.000]  你的太太不是你的
[00:04:31.000 --> 00:04:33.000]  你的子女不是你的
[00:04:33.000 --> 00:04:35.000]  你的命都不是你的
[00:04:35.000 --> 00:04:37.000]  全部是我的
[00:04:37.000 --> 00:04:39.000]  我現在給你保管住
[00:04:39.000 --> 00:04:41.000]  你不是主人
