
[00:00:00.000 --> 00:00:04.480]  請姐妹住內平安
[00:00:04.480 --> 00:00:07.440]  我們今早的題目
[00:00:07.440 --> 00:00:11.680]  教會的三重使命
[00:00:11.680 --> 00:00:14.000]  你說我知道的了
[00:00:14.000 --> 00:00:16.320]  我還有遵行的
[00:00:16.320 --> 00:00:21.920]  我又會背主耶穌所交代的大使命
[00:00:21.920 --> 00:00:23.280]  你想我背哪一段呢
[00:00:23.280 --> 00:00:26.720]  馬太福音還是馬可福音
[00:00:26.720 --> 00:00:28.800]  還是使徒行傳
[00:00:28.800 --> 00:00:30.640]  我都懂的
[00:00:30.640 --> 00:00:32.560]  我們都很熟
[00:00:32.560 --> 00:00:36.080]  我今天想和你討論的
[00:00:36.080 --> 00:00:38.880]  不是你懂不懂
[00:00:38.880 --> 00:00:41.600]  而是我們知不知道
[00:00:41.600 --> 00:00:47.840]  主耶穌差遣門徒出去的時候
[00:00:47.840 --> 00:00:52.480]  其實四卷福音書都有講
[00:00:52.480 --> 00:00:54.560]  我們比較偏重
[00:00:54.560 --> 00:00:58.880]  多些背的是馬太福音
[00:00:58.880 --> 00:01:03.200]  所以你們要去使萬民作我的門徒
[00:01:03.200 --> 00:01:04.480]  三樣東西記得了
[00:01:04.480 --> 00:01:06.400]  作門徒、施洗
[00:01:06.400 --> 00:01:10.240]  然後教訓他們遵守主的吩咐
[00:01:10.240 --> 00:01:13.040]  我們比較多些背的是
[00:01:13.040 --> 00:01:16.080]  聖靈降臨、得著能力、使徒行傳
[00:01:16.080 --> 00:01:18.480]  第一章第八節
[00:01:18.480 --> 00:01:19.680]  那就出去了
[00:01:19.680 --> 00:01:21.840]  不要搞錯那四個地方
[00:01:21.840 --> 00:01:24.480]  耶路撒冷、猶太傳、地撒馬尼加
[00:01:24.480 --> 00:01:27.360]  直到地極為主做見證
[00:01:27.360 --> 00:01:30.080]  感謝主我們都很熟悉
[00:01:30.080 --> 00:01:31.760]  還有約翰福音
[00:01:31.760 --> 00:01:34.000]  你想想你都很熟約翰福音
[00:01:34.000 --> 00:01:35.360]  結束之前
[00:01:35.360 --> 00:01:36.960]  耶穌有沒有講大使命的?
[00:01:36.960 --> 00:01:38.640]  沒有
[00:01:38.640 --> 00:01:40.640]  對不起 對不起 有有有
[00:01:40.640 --> 00:01:43.120]  祂問使徒彼得
[00:01:43.120 --> 00:01:46.000]  你愛我比這些更深
[00:01:46.000 --> 00:01:47.840]  那個不是使命
[00:01:47.840 --> 00:01:48.640]  是不是?
[00:01:48.640 --> 00:01:49.680]  那就是沒有了
[00:01:49.680 --> 00:01:50.960]  有
[00:01:50.960 --> 00:01:53.600]  不過約翰福音
[00:01:53.600 --> 00:01:56.640]  說將主耶穌的使命
[00:01:56.640 --> 00:02:01.280]  不是擺在臨升天之前
[00:02:01.280 --> 00:02:03.600]  最後的壓軸
[00:02:03.600 --> 00:02:05.120]  相反
[00:02:05.120 --> 00:02:06.880]  可惜我們沒有聖經在手
[00:02:06.880 --> 00:02:08.800]  不過一提你會記得
[00:02:08.800 --> 00:02:10.880]  約翰福音的記載
[00:02:10.880 --> 00:02:14.080]  是將主的使命
[00:02:14.080 --> 00:02:19.760]  是放在他第一次復活之後
[00:02:19.760 --> 00:02:24.880]  向門徒顯現那一晚
[00:02:24.880 --> 00:02:26.560]  我讀給你聽
[00:02:26.560 --> 00:02:29.680]  約翰福音20章19節
[00:02:29.680 --> 00:02:33.840]  那一天七天的第一天晚上
[00:02:33.840 --> 00:02:38.240]  早上就不見了耶穌的屍體
[00:02:38.240 --> 00:02:40.240]  婦女回來報信
[00:02:40.240 --> 00:02:44.320]  然後彼得約翰衝了去空的墳墓
[00:02:44.320 --> 00:02:46.480]  現在塵埃落定了
[00:02:46.480 --> 00:02:47.520]  晚黑了
[00:02:47.520 --> 00:02:48.640]  吃完飯了
[00:02:48.640 --> 00:02:52.000]  但大家還是在討論整件事
[00:02:52.000 --> 00:02:56.560]  門徒還是半信半疑
[00:02:56.560 --> 00:02:58.560]  你看其他福音書記載
[00:02:58.560 --> 00:03:02.080]  究竟發生什麼事的時候
[00:03:02.080 --> 00:03:04.160]  約翰福音記載
[00:03:04.160 --> 00:03:06.560]  門徒所在的地方
[00:03:06.560 --> 00:03:12.160]  怕猶太人門都關了
[00:03:12.160 --> 00:03:14.400]  正常應該關門的
[00:03:14.400 --> 00:03:15.920]  還應該鎖上的
[00:03:15.920 --> 00:03:17.680]  但這裡特別加多了一句
[00:03:17.680 --> 00:03:19.680]  怕猶太人
[00:03:19.680 --> 00:03:22.800]  所以當初他們不是怕羅馬政府
[00:03:22.800 --> 00:03:25.200]  羅馬政府根本不干涉他們
[00:03:25.200 --> 00:03:31.760]  但猶太會堂說他們煽動百姓
[00:03:31.760 --> 00:03:36.880]  說他們說耶穌是神的兒子
[00:03:36.880 --> 00:03:39.440]  這個是褻瀆上帝
[00:03:39.440 --> 00:03:43.120]  所以猶太人逼迫主耶穌
[00:03:43.120 --> 00:03:45.120]  將他交給官府
[00:03:45.120 --> 00:03:47.120]  釘死在十字架上
[00:03:47.120 --> 00:03:48.400]  門徒害怕
[00:03:48.400 --> 00:03:50.400]  但在這個時候
[00:03:50.400 --> 00:03:51.920]  經文說
[00:03:51.920 --> 00:03:55.840]  耶穌來站在當中
[00:03:55.840 --> 00:03:57.840]  對他們說
[00:03:57.840 --> 00:04:01.200]  願你們平安
[00:04:01.200 --> 00:04:05.040]  約翰福音沒有交代耶穌如何進來
[00:04:05.040 --> 00:04:07.360]  我們就很緊張這些細節
[00:04:07.360 --> 00:04:08.560]  神蹟啊
[00:04:08.560 --> 00:04:10.160]  門都關上了
[00:04:10.160 --> 00:04:12.720]  耶穌有聲音嗎?
[00:04:12.720 --> 00:04:14.320]  我們很緊張這些
[00:04:14.320 --> 00:04:15.920]  聖經不緊張的
[00:04:15.920 --> 00:04:17.920]  所以讀聖經的時候
[00:04:17.920 --> 00:04:21.040]  放下我們的好奇心
[00:04:21.040 --> 00:04:22.080]  英文說
[00:04:22.080 --> 00:04:24.560]  Curiosity kills a cat
[00:04:24.560 --> 00:04:26.560]  好奇心不一定是好的
[00:04:26.560 --> 00:04:28.080]  讀聖經的時候
[00:04:28.080 --> 00:04:30.080]  太多好奇心的問題
[00:04:30.080 --> 00:04:32.080]  會distract
[00:04:32.080 --> 00:04:35.120]  會將我們的注意力
[00:04:35.120 --> 00:04:38.960]  離開了聖經想說的話
[00:04:38.960 --> 00:04:42.160]  然後我們就不斷問我們的問題
[00:04:42.160 --> 00:04:44.720]  耶穌來站在他們當中
[00:04:44.720 --> 00:04:46.720]  對他們說
[00:04:46.720 --> 00:04:48.720]  願你們平安
[00:04:48.720 --> 00:04:50.720]  希伯來文
[00:04:50.720 --> 00:04:51.520]  一個字的
[00:04:51.520 --> 00:04:52.720]  你都知道的
[00:04:52.720 --> 00:04:53.520]  甚麼?
[00:04:53.520 --> 00:04:54.720]  Shalom
[00:04:54.720 --> 00:04:56.720]  即是今天我們說
[00:04:56.720 --> 00:04:59.440]  Hi, Hello, Ni Hao
[00:04:59.440 --> 00:05:02.720]  一個打招呼的說話
[00:05:02.720 --> 00:05:04.240]  不過很奇怪
[00:05:04.240 --> 00:05:05.440]  約翰說
[00:05:05.440 --> 00:05:06.720]  說了這話
[00:05:06.720 --> 00:05:11.600]  就把手和肋旁指給哈門汗
[00:05:11.600 --> 00:05:14.400]  門徒看見主
[00:05:14.400 --> 00:05:17.200]  就喜樂了
[00:05:17.200 --> 00:05:24.400]  未曾把手和肋旁指給門徒看之前
[00:05:24.400 --> 00:05:26.400]  門徒還未喜樂
[00:05:26.400 --> 00:05:28.400]  門徒是怎樣的?
[00:05:28.400 --> 00:05:30.400]  有甚麼反應?
[00:05:30.400 --> 00:05:33.200]  噔噔噔噔後三步
[00:05:33.200 --> 00:05:34.800]  耶穌出現
[00:05:34.800 --> 00:05:37.200]  他們不是走過去歡迎祂
[00:05:37.200 --> 00:05:38.400]  不是拍手
[00:05:38.400 --> 00:05:39.600]  是害怕的
[00:05:39.600 --> 00:05:41.840]  不知道自己看見的是真是假
[00:05:41.840 --> 00:05:43.200]  是鬼魂
[00:05:43.200 --> 00:05:45.200]  另外有福音書記載
[00:05:45.200 --> 00:05:46.720]  耶穌要問他們
[00:05:46.720 --> 00:05:48.720]  拿些東西吃給他們看
[00:05:48.720 --> 00:05:52.160]  所以耶穌看見他們的情況
[00:05:52.160 --> 00:05:56.640]  把手和肋旁指給門徒看
[00:05:56.640 --> 00:05:58.640]  讓他們知道
[00:05:58.640 --> 00:06:03.040]  這個真的釘在十字架上的主
[00:06:03.040 --> 00:06:05.040]  現在復活了
[00:06:05.040 --> 00:06:07.040]  門徒明白了
[00:06:07.040 --> 00:06:09.040]  喜樂了
[00:06:09.040 --> 00:06:11.520]  我們很喜歡說還有一個多瑪
[00:06:11.520 --> 00:06:13.520]  他死都不肯相信
[00:06:13.520 --> 00:06:15.520]  你冤枉他了
[00:06:15.520 --> 00:06:17.520]  多瑪不是死都不肯相信
[00:06:17.520 --> 00:06:19.520]  他起碼是懷疑的多瑪
[00:06:19.520 --> 00:06:21.520]  英文又說Doubting Thomas
[00:06:21.520 --> 00:06:24.480]  我們安了他很多化名
[00:06:24.480 --> 00:06:26.480]  其實多瑪很實際
[00:06:26.480 --> 00:06:28.480]  他當晚不在
[00:06:28.480 --> 00:06:30.480]  所以你們這班職員
[00:06:30.480 --> 00:06:32.480]  說見到我就相信
[00:06:32.480 --> 00:06:35.680]  不行 我一定要親眼見過
[00:06:35.680 --> 00:06:37.680]  親手摸過
[00:06:37.680 --> 00:06:41.200]  多瑪是一個很實事求是的人
[00:06:41.200 --> 00:06:43.200]  所以耶穌第二次
[00:06:43.200 --> 00:06:45.200]  再向他顯現的時候
[00:06:45.200 --> 00:06:47.200]  他有沒有要摸 又要戳
[00:06:47.200 --> 00:06:49.200]  又要做實驗
[00:06:49.200 --> 00:06:51.200]  又要照X光 沒有了
[00:06:51.200 --> 00:06:53.200]  他見到他就拜主耶穌
[00:06:53.200 --> 00:06:55.200]  我的主 我的神
[00:06:55.200 --> 00:06:57.200]  相信多瑪不是不信
[00:06:57.200 --> 00:06:59.200]  門徒來到這個時候
[00:06:59.200 --> 00:07:01.200]  定下來
[00:07:01.200 --> 00:07:05.200]  耶穌又對他們說
[00:07:05.200 --> 00:07:07.200]  願你們平安
[00:07:07.200 --> 00:07:09.200]  再來過
[00:07:09.200 --> 00:07:11.200]  再來過
[00:07:11.200 --> 00:07:13.200]  再說個Hello
[00:07:13.200 --> 00:07:15.200]  剛才那句不算
[00:07:15.200 --> 00:07:17.200]  剛才太混亂了
[00:07:17.200 --> 00:07:19.200]  剛才大家都不知道發生什麼事
[00:07:19.200 --> 00:07:21.200]  耶穌向他的門徒顯現
[00:07:21.200 --> 00:07:23.200]  大家都集中精神
[00:07:23.200 --> 00:07:25.200]  看著主
[00:07:25.200 --> 00:07:27.200]  喜樂
[00:07:27.200 --> 00:07:29.200]  第一句
[00:07:29.200 --> 00:07:31.200]  耶穌對他們說什麼
[00:07:31.200 --> 00:07:33.200]  好嘛
[00:07:33.200 --> 00:07:35.200]  我們就會
[00:07:35.200 --> 00:07:37.200]  別來無恙
[00:07:37.200 --> 00:07:39.200]  告訴你地獄是怎樣的
[00:07:39.200 --> 00:07:41.200]  不是 樂園又怎樣的
[00:07:41.200 --> 00:07:43.200]  不是 又不是說這些好奇的東西
[00:07:43.200 --> 00:07:45.200]  耶穌第一句說話
[00:07:45.200 --> 00:07:47.200]  夫怎樣
[00:07:47.200 --> 00:07:49.200]  猜顯了我
[00:07:49.200 --> 00:07:51.200]  我也
[00:07:51.200 --> 00:07:53.200]  照樣
[00:07:53.200 --> 00:07:55.200]  猜顯你們
[00:07:55.200 --> 00:07:57.200]  懂得背這句金句嗎
[00:07:57.200 --> 00:07:59.200]  這句是主耶穌的大使命
[00:07:59.200 --> 00:08:01.200]  說了兩句猜顯的
[00:08:01.200 --> 00:08:03.200]  夫
[00:08:03.200 --> 00:08:05.200]  怎樣猜顯了我
[00:08:05.200 --> 00:08:07.200]  我也
[00:08:07.200 --> 00:08:09.200]  照樣猜顯你們
[00:08:09.200 --> 00:08:11.200]  考考你
[00:08:11.200 --> 00:08:13.200]  你好像聽得很留心
[00:08:13.200 --> 00:08:15.200]  耶穌說這句話
[00:08:15.200 --> 00:08:17.200]  最重要的字是哪個
[00:08:17.200 --> 00:08:19.200]  別回答我是猜顯
[00:08:19.200 --> 00:08:21.200]  你不想
[00:08:21.200 --> 00:08:23.200]  你就說猜顯
[00:08:23.200 --> 00:08:25.200]  你再聽一次
[00:08:25.200 --> 00:08:27.200]  再想一次
[00:08:27.200 --> 00:08:29.200]  是照樣
[00:08:29.200 --> 00:08:31.200]  為什麼
[00:08:31.200 --> 00:08:33.200]  猜顯
[00:08:33.200 --> 00:08:35.200]  為什麼
[00:08:35.200 --> 00:08:37.200]  猜顯你衝了出去
[00:08:37.200 --> 00:08:39.200]  你不知道樣子
[00:08:39.200 --> 00:08:41.200]  香港來不來
[00:08:41.200 --> 00:08:43.200]  在街邊還是在深水埗
[00:08:43.200 --> 00:08:45.200]  那些店鋪
[00:08:45.200 --> 00:08:47.200]  就有些很便宜的時裝
[00:08:47.200 --> 00:08:49.200]  牛仔褲
[00:08:49.200 --> 00:08:51.200]  真是便宜到
[00:08:51.200 --> 00:08:53.200]  十元一條
[00:08:53.200 --> 00:08:55.200]  為什麼你知不知道
[00:08:55.200 --> 00:08:57.200]  我們香港大嘛
[00:08:57.200 --> 00:08:59.200]  那些是廠
[00:08:59.200 --> 00:09:01.200]  本來是做了送去
[00:09:01.200 --> 00:09:03.200]  Walmart
[00:09:03.200 --> 00:09:05.200]  在崩皮洲賣的
[00:09:05.200 --> 00:09:07.200]  趕著聖誕落貨
[00:09:07.200 --> 00:09:09.200]  趕傳奇的
[00:09:09.200 --> 00:09:11.200]  我們也有句成語說
[00:09:11.200 --> 00:09:13.200]  貨不對板
[00:09:13.200 --> 00:09:15.200]  聽過了
[00:09:15.200 --> 00:09:17.200]  袋子是向後插的
[00:09:17.200 --> 00:09:19.200]  那你買不買呢
[00:09:19.200 --> 00:09:21.200]  十元一條
[00:09:21.200 --> 00:09:23.200]  沒所謂了我都不用袋了
[00:09:23.200 --> 00:09:25.200]  撿回來就穿
[00:09:25.200 --> 00:09:27.200]  不過不對板
[00:09:27.200 --> 00:09:29.200]  你明白樣子很重要
[00:09:29.200 --> 00:09:31.200]  照樣
[00:09:31.200 --> 00:09:33.200]  是一個標準
[00:09:33.200 --> 00:09:35.200]  請問
[00:09:35.200 --> 00:09:37.200]  負怎樣猜顯
[00:09:37.200 --> 00:09:39.200]  耶穌基督
