
[00:00:00.000 --> 00:00:05.000]  各位朋友各位大家好
[00:00:05.000 --> 00:00:08.000]  歡迎大家參加我們三藩市報道會
[00:00:08.000 --> 00:00:10.000]  網上的碗湯 崇拜
[00:00:10.000 --> 00:00:13.000]  今天我們繼續思想以後福音的訊息
[00:00:13.000 --> 00:00:16.000]  我們來到以後福音第十二章
[00:00:16.000 --> 00:00:18.000]  三十四字至到五十字
[00:00:18.000 --> 00:00:21.000]  題目叫做「港人治港」
[00:00:21.000 --> 00:00:24.000]  我們開始思想聖經的詞語
[00:00:24.000 --> 00:00:27.000]  在同心低頭 我都同錯過
[00:00:27.000 --> 00:00:31.000]  賜給阿主父 我們滿心感謝你
[00:00:31.000 --> 00:00:35.000]  感謝你賜給我們
[00:00:35.000 --> 00:00:39.000]  有你自己的話語作為我們生命的指引
[00:00:39.000 --> 00:00:42.000]  也賜給我們永生的盼望
[00:00:42.000 --> 00:00:44.000]  藉著耶穌基督的死和復活
[00:00:44.000 --> 00:00:47.000]  以致我們能夠戰勝死亡
[00:00:47.000 --> 00:00:49.000]  有永生的盼望
[00:00:49.000 --> 00:00:53.000]  求聖靈向我們每一個人講要所講的話
[00:00:53.000 --> 00:00:56.000]  無論是提醒的 滅免的 教導的
[00:00:56.000 --> 00:00:59.000]  安慰的 複雜的
[00:00:59.000 --> 00:01:01.000]  讓我們能夠明白你的話語
[00:01:01.000 --> 00:01:03.000]  實踐你的話語
[00:01:03.000 --> 00:01:04.000]  我們今天祈禱
[00:01:04.000 --> 00:01:06.000]  那是奉耶穌基督的名頭
[00:01:06.000 --> 00:01:08.000]  阿們
[00:01:08.000 --> 00:01:11.000]  台灣有一個很受歡迎的作家
[00:01:11.000 --> 00:01:13.000]  叫做林清源
[00:01:13.000 --> 00:01:16.000]  他說過一個非常有趣的故事
[00:01:16.000 --> 00:01:19.000]  他說從前有個人很痛苦
[00:01:19.000 --> 00:01:22.000]  頭頭碰著黑 非常痛苦
[00:01:22.000 --> 00:01:25.000]  於是祈求上帝去解救他
[00:01:25.000 --> 00:01:27.000]  他說上帝啊 上帝啊
[00:01:27.000 --> 00:01:29.000]  你請救我吧
[00:01:29.000 --> 00:01:32.000]  我會在這個世界非常痛苦
[00:01:32.000 --> 00:01:34.000]  你幫我吧 救我吧
[00:01:34.000 --> 00:01:36.000]  後來上帝出現了
[00:01:36.000 --> 00:01:38.000]  上帝說好 我會救你
[00:01:38.000 --> 00:01:40.000]  不過我現在很口渴
[00:01:40.000 --> 00:01:43.000]  你先幫我倒杯茶
[00:01:43.000 --> 00:01:45.000]  我喝了之後再救你
[00:01:45.000 --> 00:01:48.000]  這個人聽到就很開心
[00:01:48.000 --> 00:01:50.000]  馬上跑到街上敲門
[00:01:50.000 --> 00:01:52.000]  想要拿杯水
[00:01:52.000 --> 00:01:55.000]  沒想到他敲第一間門的時候
[00:01:55.000 --> 00:01:59.000]  出來安門的是一個很漂亮的女孩
[00:01:59.000 --> 00:02:02.000]  他一看到這個女孩就忘記了上帝
[00:02:02.000 --> 00:02:05.000]  忘記了上帝要他拿杯水
[00:02:05.000 --> 00:02:07.000]  他就坐在那裡和小姐聊天
[00:02:07.000 --> 00:02:09.000]  沒多久他們就結了婚
[00:02:09.000 --> 00:02:10.000]  生了幾個兒子
[00:02:10.000 --> 00:02:13.000]  完全忘記了他們的痛苦
[00:02:13.000 --> 00:02:16.000]  有一天 哇 下大雨
[00:02:16.000 --> 00:02:19.000]  啊 很大雨
[00:02:19.000 --> 00:02:21.000]  他去水浸了
[00:02:21.000 --> 00:02:23.000]  沒辦法就逃走了
[00:02:23.000 --> 00:02:26.000]  看到水一直漲起來
[00:02:26.000 --> 00:02:28.000]  他就想起上帝
[00:02:28.000 --> 00:02:30.000]  這回上帝你救不了我
[00:02:30.000 --> 00:02:32.000]  跪在那裡求上帝
[00:02:32.000 --> 00:02:34.000]  上帝啊 你救我吧
[00:02:34.000 --> 00:02:37.000]  我很痛苦 我快要死了
[00:02:37.000 --> 00:02:38.000]  上帝出現了
[00:02:38.000 --> 00:02:40.000]  上帝就問他
[00:02:40.000 --> 00:02:42.000]  上次我求你的時候
[00:02:42.000 --> 00:02:44.000]  我叫你倒杯水給我喝
[00:02:44.000 --> 00:02:46.000]  那杯水去了哪裡
[00:02:46.000 --> 00:02:48.000]  如果上帝說的話
[00:02:48.000 --> 00:02:49.000]  男人一出去
[00:02:49.000 --> 00:02:51.000]  看到一個很漂亮的女孩
[00:02:51.000 --> 00:02:53.000]  就可以忘記一乾二淨
[00:02:53.000 --> 00:02:54.000]  我想一想
[00:02:54.000 --> 00:02:56.000]  我們做牧師豈不是更是
[00:02:56.000 --> 00:02:57.000]  港人治港
[00:02:57.000 --> 00:02:59.000]  你有你講
[00:02:59.000 --> 00:03:01.000]  我想我們做船渡人
[00:03:01.000 --> 00:03:03.000]  很多時候都有這樣的感覺
[00:03:03.000 --> 00:03:05.000]  我們做牧友的工作
[00:03:05.000 --> 00:03:07.000]  就好像在一條船上
[00:03:07.000 --> 00:03:09.000]  啊 船穿了洞 進水了
[00:03:09.000 --> 00:03:11.000]  會沉的
[00:03:11.000 --> 00:03:13.000]  於是就趕快
[00:03:13.000 --> 00:03:14.000]  就想去補那個洞
[00:03:14.000 --> 00:03:16.000]  把水撥走
[00:03:16.000 --> 00:03:18.000]  這個洞還沒有補完
[00:03:18.000 --> 00:03:20.000]  另外一個油村
[00:03:20.000 --> 00:03:22.000]  你又去補了
[00:03:22.000 --> 00:03:24.000]  到第三個油村了
[00:03:24.000 --> 00:03:27.000]  你發覺補來補去都補不完
[00:03:27.000 --> 00:03:30.000]  結果自己就退來退去
[00:03:30.000 --> 00:03:32.000]  有時做到心灰意冷
[00:03:32.000 --> 00:03:34.000]  問問上帝啊
[00:03:34.000 --> 00:03:36.000]  我所講的 我所傳的
[00:03:36.000 --> 00:03:38.000]  有誰去相信呢?
[00:03:38.000 --> 00:03:41.000]  有誰是跟著去走呢?
[00:03:41.000 --> 00:03:43.000]  其實聖經不少的先知啊
[00:03:43.000 --> 00:03:46.000]  師徒啊 都是這樣
[00:03:46.000 --> 00:03:49.000]  耶利威是神所重用的大先知
[00:03:49.000 --> 00:03:52.000]  他被警察宣佈神的審判的時候
[00:03:52.000 --> 00:03:54.000]  那些以色列人不單止不聽
[00:03:54.000 --> 00:03:56.000]  甚至憎他 想害他
[00:03:56.000 --> 00:03:58.000]  把他關在監獄裏
[00:03:58.000 --> 00:04:02.000]  以賽亞先知又是同一個命運
[00:04:02.000 --> 00:04:04.000]  在《以賽亞書》第六章第九節
[00:04:04.000 --> 00:04:07.000]  他說 你們聽而要聽見
[00:04:07.000 --> 00:04:11.000]  卻不明白 方小兄堅卻不曉得
[00:04:11.000 --> 00:04:16.000]  他們是以德發沉 眼睛不為
[00:04:16.000 --> 00:04:18.000]  這些先知啊
[00:04:18.000 --> 00:04:21.000]  真是真真正正的港人治港
[00:04:21.000 --> 00:04:24.000]  我們再看新約 保羅尚不是這樣嗎?
[00:04:24.000 --> 00:04:26.000]  在加拿大書第四章
[00:04:26.000 --> 00:04:29.000]  他用嚴厲的話 指責那些加拿大人
[00:04:29.000 --> 00:04:33.000]  他說 你們當日所誇的風氣在哪裏啊?
[00:04:33.000 --> 00:04:35.000]  那時候你如果能夠行
[00:04:35.000 --> 00:04:37.000]  就是把自己的眼睛挖出來給我
[00:04:37.000 --> 00:04:39.000]  你都如情願啊
[00:04:39.000 --> 00:04:42.000]  這個我可以給你作見證
[00:04:42.000 --> 00:04:45.000]  但如今我真真正正告訴你
[00:04:45.000 --> 00:04:49.000]  就竟然成為你的仇敵?
[00:04:49.000 --> 00:04:53.000]  哇 保羅說這番話真是非常難過
[00:04:53.000 --> 00:04:55.000]  其實耶穌早已說過
[00:04:55.000 --> 00:04:58.000]  人聽到就像龍夫殺眾一樣
[00:04:58.000 --> 00:05:00.000]  有些人在路旁
[00:05:00.000 --> 00:05:02.000]  著意一來就把他吃了
[00:05:02.000 --> 00:05:05.000]  這些人興合合來聽到
[00:05:05.000 --> 00:05:07.000]  說得很好
[00:05:07.000 --> 00:05:10.000]  聽了之後 左耳入右耳出
[00:05:10.000 --> 00:05:13.000]  聽和不聽 沒什麼分別
[00:05:13.000 --> 00:05:17.000]  心不在焉 一會兒就忘記了一乾二淨
[00:05:17.000 --> 00:05:20.000]  有些人就落在石頭上
[00:05:20.000 --> 00:05:23.000]  聽到之後 說好啊好啊 我很喜歡啊
[00:05:23.000 --> 00:05:26.000]  但沒有跟著 說一來到就再見了
[00:05:26.000 --> 00:05:29.000]  有些人就落在荊棘裏面
[00:05:29.000 --> 00:05:31.000]  他們領受了神的話
[00:05:31.000 --> 00:05:34.000]  及至返回世上的時候
[00:05:34.000 --> 00:05:37.000]  哇 這個世界花花瓏瓏的漂亮
[00:05:37.000 --> 00:05:40.000]  各種的思慮 錢財的迷惑
[00:05:40.000 --> 00:05:42.000]  就把那裏塞住了
[00:05:42.000 --> 00:05:45.000]  只有25%的人 四分之一
[00:05:45.000 --> 00:05:47.000]  是落在好處裏
[00:05:47.000 --> 00:05:50.000]  如果你說 有25%的人聽到
[00:05:50.000 --> 00:05:52.000]  都不錯
[00:05:52.000 --> 00:05:54.000]  在今天的教會
[00:05:54.000 --> 00:05:56.000]  有些專家研究
[00:05:56.000 --> 00:05:59.000]  大多數教會只有12%的人
[00:05:59.000 --> 00:06:03.000]  是聽牧師在台上的講道
[00:06:03.000 --> 00:06:07.000]  為什麼神的話語好像毫無能力呢?
[00:06:07.000 --> 00:06:10.000]  聖經不是告訴你
[00:06:10.000 --> 00:06:13.000]  神的話語好像是一個鋒利的刀
[00:06:13.000 --> 00:06:17.000]  可以將人心 連人的骨髓都可以剖開
[00:06:17.000 --> 00:06:19.000]  但為什麼今天的世代
[00:06:19.000 --> 00:06:23.000]  我們說聖經的人就變成了港人治港呢?
[00:06:23.000 --> 00:06:27.000]  我想到美國參議院的語木 馬塞牧師
[00:06:27.000 --> 00:06:30.000]  說過一個非常有趣的故事
[00:06:30.000 --> 00:06:33.000]  他說在澳大利亞阿爾卑斯山谷裏面
[00:06:33.000 --> 00:06:37.000]  有一個風景非常優美的小鎮
[00:06:37.000 --> 00:06:41.000]  那裏的山明水秀 空氣清新
[00:06:41.000 --> 00:06:46.000]  沿著河谷一帶都是非常美麗的花草樹木
[00:06:46.000 --> 00:06:48.000]  河水又清晰
[00:06:48.000 --> 00:06:52.000]  從雪山流下來的清水完全沒有污染
[00:06:52.000 --> 00:06:54.000]  為什麼會這樣呢?
[00:06:54.000 --> 00:06:59.000]  原來早年這個小鎮的議會就出錢請了一個工人
[00:06:59.000 --> 00:07:02.000]  他住在河上的上游
[00:07:02.000 --> 00:07:05.000]  日日辛勤工作清理河水的落葉
[00:07:05.000 --> 00:07:09.000]  一切污染河流的垃圾都全部拿走
[00:07:09.000 --> 00:07:11.000]  以致河水非常清潔
[00:07:11.000 --> 00:07:15.000]  每年慕名來的遊客樂意不絕
[00:07:15.000 --> 00:07:19.000]  帶給這個小鎮可觀的收入
[00:07:19.000 --> 00:07:23.000]  過了幾年這個僱工年紀開始變小
[00:07:23.000 --> 00:07:26.000]  但他仍然辛勤工作
[00:07:26.000 --> 00:07:30.000]  當時的議會不認識這個幕後英雄
[00:07:30.000 --> 00:07:33.000]  他們討論財政預算的時候
[00:07:33.000 --> 00:07:37.000]  發現一個古怪的支出叫做「老人僱工」
[00:07:37.000 --> 00:07:40.000]  他不知道這個老人在做什麼
[00:07:40.000 --> 00:07:42.000]  於是就問他怎麼浪費錢
[00:07:42.000 --> 00:07:45.000]  於是就把他關了解僱了這個老人
[00:07:45.000 --> 00:07:47.000]  起初河水一樣的明淺
[00:07:47.000 --> 00:07:50.000]  風景一樣的優美
[00:07:50.000 --> 00:07:52.000]  但久一點
[00:07:52.000 --> 00:07:55.000]  久一點是秋天來到了
[00:07:55.000 --> 00:07:58.000]  黃葉落在上游
[00:07:58.000 --> 00:08:00.000]  腐化變黑
[00:08:00.000 --> 00:08:02.000]  河水受污染
[00:08:02.000 --> 00:08:04.000]  臭氣昏天
[00:08:04.000 --> 00:08:06.000]  鳥兒都不來
[00:08:06.000 --> 00:08:08.000]  遊客都卻步
[00:08:08.000 --> 00:08:11.000]  鎮內的生意一落千丈
[00:08:11.000 --> 00:08:15.000]  那時議員才發現他們犯了一個大錯
[00:08:15.000 --> 00:08:18.000]  這個大錯是解僱了這個僱工
[00:08:18.000 --> 00:08:22.000]  原來他就是全鎮經濟的中心
[00:08:22.000 --> 00:08:24.000]  和名物的心臟
[00:08:24.000 --> 00:08:27.000]  或者我們今天都是一樣
[00:08:27.000 --> 00:08:30.000]  信耶穌?太渺茫了
[00:08:30.000 --> 00:08:33.000]  跟神的話語作對
[00:08:33.000 --> 00:08:35.000]  我覺得他不實際
[00:08:35.000 --> 00:08:38.000]  於是傳道的人就講人治港
[00:08:38.000 --> 00:08:41.000]  我們沒有體會到
[00:08:41.000 --> 00:08:44.000]  這些話語是這麼重要
[00:08:44.000 --> 00:08:47.000]  是我們人生命的心臟一樣
[00:08:47.000 --> 00:08:51.000]  如果我們不聽不行
[00:08:51.000 --> 00:08:54.000]  是帶來極嚴重的後果
[00:08:54.000 --> 00:08:57.000]  今天我們看看約翰福音這段經文
[00:08:57.000 --> 00:08:59.000]  我們就會看到
[00:08:59.000 --> 00:09:03.000]  這其中一件非常重要的事
[00:09:03.000 --> 00:09:06.000]  現在就讓我們詳細看看
[00:09:06.000 --> 00:09:08.000]  約翰福音這段經文
[00:09:08.000 --> 00:09:11.000]  37至41字
[00:09:11.000 --> 00:09:15.000]  他雖然在他們面前行了許多神蹟
[00:09:15.000 --> 00:09:17.000]  他們還是不信
[00:09:18.000 --> 00:09:21.000]  有許多人說信耶穌?
[00:09:21.000 --> 00:09:24.000]  讓我看看我就信了
[00:09:24.000 --> 00:09:28.000]  看了也未必會信
[00:09:28.000 --> 00:09:31.000]  你看看約翰福音這班人
[00:09:31.000 --> 00:09:36.000]  他們雖然親眼見到耶穌行很多神蹟
[00:09:36.000 --> 00:09:40.000]  因為許多希臘文的原文
[00:09:40.000 --> 00:09:42.000]  很多也可以說是很大
[00:09:42.000 --> 00:09:44.000]  雖然耶穌在他們面前
