
[00:00:00.000 --> 00:00:03.000]  鄧小平 我想問問大家 有多少人
[00:00:03.000 --> 00:00:06.000]  有見過一些警告牌
[00:00:06.000 --> 00:00:08.000]  甚麼叫警告牌呢
[00:00:08.000 --> 00:00:10.000]  譬如說
[00:00:10.000 --> 00:00:12.000]  打風的時間 海灘那些牌
[00:00:12.000 --> 00:00:14.000]  危險不宜下水
[00:00:14.000 --> 00:00:16.000]  或者呢
[00:00:16.000 --> 00:00:18.000]  開車的時候
[00:00:18.000 --> 00:00:21.000]  馬路那裡 前面收路
[00:00:21.000 --> 00:00:23.000]  減速
[00:00:23.000 --> 00:00:25.000]  然後多少公里
[00:00:25.000 --> 00:00:27.000]  一個小時 有多少見過的
[00:00:27.000 --> 00:00:29.000]  可不可以舉手啊
[00:00:29.000 --> 00:00:31.000]  另外我想問問大家
[00:00:31.000 --> 00:00:33.000]  有多少人見到警告牌的時候
[00:00:33.000 --> 00:00:35.000]  你覺得真的很認真
[00:00:35.000 --> 00:00:37.000]  你會跟著來做的
[00:00:37.000 --> 00:00:39.000]  可不可以舉手啊
[00:00:39.000 --> 00:00:41.000]  恭喜你們
[00:00:41.000 --> 00:00:43.000]  很多警告牌
[00:00:43.000 --> 00:00:45.000]  我想對很多人來說
[00:00:45.000 --> 00:00:47.000]  根本上天天都見
[00:00:47.000 --> 00:00:49.000]  舉個例子
[00:00:49.000 --> 00:00:53.000]  有一個進了醫院檢查
[00:00:53.000 --> 00:00:55.000]  一個肺呼吸系統
[00:00:55.000 --> 00:00:57.000]  還有他害怕的時間
[00:00:57.000 --> 00:00:59.000]  特別是有一次咳嗽的時候
[00:00:59.000 --> 00:01:01.000]  有血
[00:01:01.000 --> 00:01:03.000]  就很擔心
[00:01:03.000 --> 00:01:05.000]  是不是肺有事
[00:01:05.000 --> 00:01:07.000]  檢查完出來之後
[00:01:07.000 --> 00:01:09.000]  就發覺沒事
[00:01:09.000 --> 00:01:11.000]  然後就拿了一包煙出來
[00:01:11.000 --> 00:01:13.000]  又再吃了
[00:01:13.000 --> 00:01:15.000]  我告訴他
[00:01:15.000 --> 00:01:17.000]  你還吃煙啊
[00:01:17.000 --> 00:01:19.000]  他說沒事啦
[00:01:19.000 --> 00:01:21.000]  報告出來啦 沒事啦
[00:01:21.000 --> 00:01:25.000]  其實
[00:01:25.000 --> 00:01:27.000]  煙的包
[00:01:27.000 --> 00:01:29.000]  紙包上面
[00:01:29.000 --> 00:01:31.000]  吸煙危害健康
[00:01:31.000 --> 00:01:35.000]  每一包煙都有的
[00:01:35.000 --> 00:01:37.000]  你看不到的嗎
[00:01:37.000 --> 00:01:39.000]  他說
[00:01:39.000 --> 00:01:41.000]  到處都有的
[00:01:41.000 --> 00:01:43.000]  難道不吃嗎
[00:01:43.000 --> 00:01:45.000]  吃了這麼久還是這樣
[00:01:45.000 --> 00:01:47.000]  所以照吃可言
[00:01:47.000 --> 00:01:49.000]  第二
[00:01:49.000 --> 00:01:51.000]  在我們那條路
[00:01:51.000 --> 00:01:53.000]  華景山路
[00:01:53.000 --> 00:01:55.000]  我們走過
[00:01:55.000 --> 00:01:57.000]  那條路很怪
[00:01:57.000 --> 00:01:59.000]  你在這裡上
[00:01:59.000 --> 00:02:01.000]  上到最高點
[00:02:01.000 --> 00:02:03.000]  是50米
[00:02:03.000 --> 00:02:05.000]  50公里一個小時
[00:02:05.000 --> 00:02:07.000]  但是下的時候是70公里
[00:02:07.000 --> 00:02:09.000]  如果你在荃灣那邊過來的時候
[00:02:09.000 --> 00:02:11.000]  上來的時間
[00:02:11.000 --> 00:02:13.000]  是70公里
[00:02:13.000 --> 00:02:15.000]  一過了最高點
[00:02:15.000 --> 00:02:17.000]  下斜的時候
[00:02:17.000 --> 00:02:19.000]  就剩下50公里
[00:02:19.000 --> 00:02:21.000]  怪了
[00:02:21.000 --> 00:02:23.000]  我開了那段路的人
[00:02:23.000 --> 00:02:25.000]  我發覺最容易
[00:02:25.000 --> 00:02:27.000]  撞到東西
[00:02:27.000 --> 00:02:29.000]  就是因為這兩段路
[00:02:29.000 --> 00:02:31.000]  看起來沒什麼分別
[00:02:31.000 --> 00:02:33.000]  我們都不明白為什麼這個牌是50
[00:02:33.000 --> 00:02:35.000]  那裡是70
[00:02:35.000 --> 00:02:37.000]  很容易去到
[00:02:37.000 --> 00:02:39.000]  這樣的境界
[00:02:39.000 --> 00:02:41.000]  兩條線怎麼可能只有50呢
[00:02:41.000 --> 00:02:43.000]  你就很自然
[00:02:43.000 --> 00:02:45.000]  特別是下斜
[00:02:45.000 --> 00:02:47.000]  你就會加速
[00:02:47.000 --> 00:02:49.000]  我不知道大家
[00:02:49.000 --> 00:02:51.000]  家裡的人
[00:02:51.000 --> 00:02:53.000]  有坐過的士
[00:02:53.000 --> 00:02:55.000]  看到的士被人抄牌
[00:02:55.000 --> 00:02:57.000]  坐過貨車
[00:02:57.000 --> 00:02:59.000]  貨車被人抄牌
[00:02:59.000 --> 00:03:01.000]  開過車被人抄牌
[00:03:01.000 --> 00:03:03.000]  超速的
[00:03:03.000 --> 00:03:05.000]  為什麼會這樣呢
[00:03:05.000 --> 00:03:07.000]  就是因為我們真的忽略了
[00:03:07.000 --> 00:03:09.000]  那些警告牌
[00:03:09.000 --> 00:03:11.000]  前面減速
[00:03:11.000 --> 00:03:13.000]  但是當你
[00:03:13.000 --> 00:03:15.000]  試過一次之後
[00:03:15.000 --> 00:03:17.000]  那就醒目了
[00:03:17.000 --> 00:03:19.000]  試過一次牌之後
[00:03:19.000 --> 00:03:21.000]  很不值得
[00:03:21.000 --> 00:03:23.000]  一家人一餐飯的錢
[00:03:23.000 --> 00:03:25.000]  就這樣沒了
[00:03:25.000 --> 00:03:27.000]  那你就很不值得
[00:03:27.000 --> 00:03:29.000]  不值得的時候
[00:03:29.000 --> 00:03:31.000]  第二次開到那裡的時候
[00:03:31.000 --> 00:03:33.000]  你就會格外留神
[00:03:33.000 --> 00:03:35.000]  最近
[00:03:35.000 --> 00:03:37.000]  不有兒童
[00:03:37.000 --> 00:03:39.000]  是聽到兩個不同的
[00:03:39.000 --> 00:03:41.000]  一些小組的人
[00:03:41.000 --> 00:03:43.000]  來到港甲道
[00:03:43.000 --> 00:03:45.000]  就是因為這些警告牌
[00:03:45.000 --> 00:03:47.000]  以致失去生命
[00:03:47.000 --> 00:03:49.000]  這兩組的人
[00:03:49.000 --> 00:03:51.000]  原來都
[00:03:51.000 --> 00:03:53.000]  認識
[00:03:53.000 --> 00:03:55.000]  那些死者
[00:03:55.000 --> 00:03:57.000]  第一組的人
[00:03:57.000 --> 00:03:59.000]  一班大學生
[00:03:59.000 --> 00:04:01.000]  中國大陸來的
[00:04:01.000 --> 00:04:03.000]  去石澳海灘那裡
[00:04:03.000 --> 00:04:05.000]  就是因為
[00:04:05.000 --> 00:04:07.000]  那時是8號到9號
[00:04:07.000 --> 00:04:09.000]  好像是8號風球
[00:04:09.000 --> 00:04:11.000]  他去看那些大浪
[00:04:13.000 --> 00:04:15.000]  去看大浪的時間
[00:04:15.000 --> 00:04:17.000]  結果他要站到
[00:04:17.000 --> 00:04:19.000]  出去
