
[00:00:00.000 --> 00:00:03.560]  各位網友 今天我們就來講一下
[00:00:03.560 --> 00:00:05.600]  我們今天要講的就是
[00:00:05.600 --> 00:00:08.600]  「大英哲學」的主題
[00:00:08.600 --> 00:00:10.820]  「大英哲學」的主題是
[00:00:10.820 --> 00:00:15.440]  「大英哲學」的主題是「大英哲學」
[00:00:15.440 --> 00:00:19.520]  「大英哲學」的主題是「大英哲學」
[00:00:19.520 --> 00:00:23.520]  「大英哲學」的主題是「大英哲學」
[00:00:23.520 --> 00:00:27.520]  「大英哲學」的主題是「大英哲學」
[00:00:27.520 --> 00:00:30.520]  放在人類的邪惡那裡
[00:00:30.520 --> 00:00:36.080]  也是放在我們自己內心的陰暗面
[00:00:36.080 --> 00:00:42.320]  放在面對自己的過犯罪孽那方面
[00:00:42.320 --> 00:00:44.820]  有什麼目的呢?
[00:00:44.820 --> 00:00:47.820]  就是希望我們不要習慣
[00:00:47.820 --> 00:00:52.820]  我們不要習慣了被罪來奴役
[00:00:52.820 --> 00:00:56.080]  不要習慣了我們放任自己
[00:00:56.080 --> 00:00:59.080]  不要習慣了指手畫腳
[00:00:59.080 --> 00:01:02.080]  只會非議別人
[00:01:02.080 --> 00:01:06.080]  自己卻是窩藏著
[00:01:06.080 --> 00:01:10.080]  自己有很多不可告人的東西
[00:01:10.080 --> 00:01:14.080]  或者自己繼續被一些叫做
[00:01:14.080 --> 00:01:17.080]  容易纏繞我們的罪
[00:01:17.080 --> 00:01:19.080]  繼續纏繞
[00:01:19.080 --> 00:01:22.080]  我不知道你想不想
[00:01:22.080 --> 00:01:24.080]  我希望你想
[00:01:24.080 --> 00:01:26.080]  做一個真是豁達
[00:01:26.080 --> 00:01:28.080]  真是光明正大
[00:01:28.080 --> 00:01:32.080]  真是自由自在的人
[00:01:32.080 --> 00:01:36.080]  我們最怕的是什麼呢?
[00:01:36.080 --> 00:01:42.080]  最怕的是自己沒有了罪惡感
[00:01:42.080 --> 00:01:44.080]  如果我們真的沒有罪惡感的話
[00:01:44.080 --> 00:01:47.080]  我們就真是不知悔改
[00:01:47.080 --> 00:01:49.080]  一個不知悔改的傳道人
[00:01:49.080 --> 00:01:53.080]  一個不知悔改的基督徒
[00:01:53.080 --> 00:01:56.080]  是真是很可憐的
[00:01:56.080 --> 00:02:00.080]  而最可憐的就是自己可憐都不知道
[00:02:00.080 --> 00:02:04.080]  我不希望自己是這樣
[00:02:04.080 --> 00:02:12.080]  我希望自己是會謙卑受教
[00:02:12.080 --> 00:02:15.080]  謙卑受責備
[00:02:15.080 --> 00:02:17.080]  受聖靈的督責
[00:02:17.080 --> 00:02:20.080]  受別人的提醒
[00:02:20.080 --> 00:02:25.080]  希望我們不會沒有罪惡感
[00:02:25.080 --> 00:02:28.080]  不過去到另外一個極端就是
[00:02:28.080 --> 00:02:31.080]  當罪惡感太強、太重
[00:02:31.080 --> 00:02:35.080]  以致我們都覺得灰心絕望
[00:02:35.080 --> 00:02:38.080]  一件畏兩件亦畏
[00:02:38.080 --> 00:02:39.080]  不如由它吧
[00:02:39.080 --> 00:02:42.080]  我不知道你會不會曾經
[00:02:42.080 --> 00:02:49.080]  或者現在處於一個這樣的狀態裏面
[00:02:49.080 --> 00:02:52.080]  求主幫助我們
[00:02:52.080 --> 00:02:57.080]  就是有一個恰當的罪惡感
[00:02:57.080 --> 00:02:59.080]  因為我們還沒有死
[00:02:59.080 --> 00:03:01.080]  靈性上還沒有死
[00:03:01.080 --> 00:03:04.080]  因為我們還沒有致於絕望
[00:03:04.080 --> 00:03:06.080]  所以我們有罪惡感
[00:03:06.080 --> 00:03:11.080]  但是又不會被罪惡感來壓死我們
[00:03:11.080 --> 00:03:14.080]  來令我們絕望
[00:03:14.080 --> 00:03:16.080]  我相信我們就可以一起
[00:03:16.080 --> 00:03:23.080]  來走一條繼續成長、繼續釋放的路
[00:03:23.080 --> 00:03:29.080]  不知道今天我們和主的關係是怎樣的呢?
[00:03:29.080 --> 00:03:35.080]  不知道困在家裏這麼長的時間
[00:03:35.080 --> 00:03:41.080]  我們又或者空間多了這麼多的時候
[00:03:41.080 --> 00:03:46.080]  我們的生命是正在推步還是正在進步?
[00:03:46.080 --> 00:03:48.080]  我們與人的關係
[00:03:48.080 --> 00:03:50.080]  反映了我們與神的關係
[00:03:50.080 --> 00:03:55.080]  到底反映了甚麼出來呢?
[00:03:55.080 --> 00:03:59.080]  你對人有沒有甚麼虧欠?
[00:03:59.080 --> 00:04:04.080]  你的良心對你有甚麼控訴呢?
[00:04:04.080 --> 00:04:11.080]  聖靈對你有甚麼持續不斷的提醒呢?
[00:04:11.080 --> 00:04:19.080]  我希望用經課裏面其中詩篇第32篇
[00:04:19.080 --> 00:04:24.080]  就是大衛作為過來人對我們的提醒
[00:04:24.080 --> 00:04:26.080]  這篇詩篇叫做《訓悔詩》
[00:04:26.080 --> 00:04:29.080]  訓悔就是教導
[00:04:29.080 --> 00:04:32.080]  其實舊約的律法
[00:04:32.080 --> 00:04:41.080]  與其說是要叫你去守法、被執法的法
[00:04:41.080 --> 00:04:44.080]  不如說多一點是一個訓悔
[00:04:44.080 --> 00:04:47.080]  是一個教導、是一個指引
[00:04:47.080 --> 00:04:52.080]  而大衛這篇詩是來教育我們
[00:04:52.080 --> 00:04:54.080]  教育我們甚麼呢?
[00:04:54.080 --> 00:04:56.080]  教育我們一個很正面的東西
[00:04:56.080 --> 00:04:58.080]  叫我們做有福的人
[00:04:58.080 --> 00:05:05.080]  這篇詩篇是用兩句有福、有福來宣告
[00:05:05.080 --> 00:05:10.080]  是一個教導我們怎樣做一個真正有福的人
[00:05:10.080 --> 00:05:13.080]  我希望今天的訊息都是鼓勵我們
[00:05:13.080 --> 00:05:19.080]  要得著這個福並且繼續在這種福裏面生活
[00:05:19.080 --> 00:05:22.080]  做一個有福的人
[00:05:22.080 --> 00:05:25.080]  Blessed, Happy
[00:05:25.080 --> 00:05:32.080]  真正的福真的不是那些物質上的東西
[00:05:32.080 --> 00:05:35.080]  真真正正的福是甚麼呢?
[00:05:35.080 --> 00:05:37.080]  有福啊
[00:05:37.080 --> 00:05:42.080]  得赦免其過,遮蓋其罪的
[00:05:42.080 --> 00:05:47.080]  赦罪、遮蓋
[00:05:47.080 --> 00:05:51.080]  不追究了,沒事了
[00:05:51.080 --> 00:05:54.080]  遮蓋,看不到了
[00:05:54.080 --> 00:05:59.080]  是乾淨了,是不是有福?
[00:05:59.080 --> 00:06:01.080]  有福啊
[00:06:01.080 --> 00:06:04.080]  凡心裡沒有鬼詐
[00:06:04.080 --> 00:06:08.080]  上主不算為有罪的
[00:06:08.080 --> 00:06:10.080]  他是有福
[00:06:10.080 --> 00:06:14.080]  其實這些都是很難接受的概念
[00:06:14.080 --> 00:06:16.080]  一人做事一人當
[00:06:16.080 --> 00:06:18.080]  有罪就有結果
[00:06:18.080 --> 00:06:20.080]  有刑就有責
[00:06:20.080 --> 00:06:22.080]  必有罰
[00:06:22.080 --> 00:06:24.080]  怎麼可以沒有呢?
[00:06:24.080 --> 00:06:29.080]  如果你是執著這件事
[00:06:29.080 --> 00:06:31.080]  真的沒有的
[00:06:31.080 --> 00:06:35.080]  但是在大衛的年代
[00:06:35.080 --> 00:06:39.080]  他都能夠這麼自在的說
[00:06:39.080 --> 00:06:42.080]  得赦免其過,遮蓋其罪
[00:06:42.080 --> 00:06:46.080]  是上主會算你為無罪
[00:06:46.080 --> 00:06:50.080]  就是這個赦免的事實
[00:06:50.080 --> 00:06:52.080]  這個是被算為無罪
[00:06:52.080 --> 00:06:57.080]  這個得釋放、得洗乾淨的原則
[00:06:57.080 --> 00:07:01.080]  是宇宙的最高原則
[00:07:01.080 --> 00:07:04.080]  不是受人間的那些
[00:07:04.080 --> 00:07:09.080]  必有報應、一定不能脫身的
[00:07:09.080 --> 00:07:14.080]  這種法律的死規則來咬死的
[00:07:14.080 --> 00:07:15.080]  如果是這樣的話
[00:07:15.080 --> 00:07:18.080]  我們其實個個都沒有盼望
[00:07:19.080 --> 00:07:21.080]  但是我們知道
[00:07:21.080 --> 00:07:23.080]  這個原則就是
[00:07:23.080 --> 00:07:29.080]  在慈愛憐憫的審判主面前
[00:07:29.080 --> 00:07:33.080]  這個原則是他設定了不變的
[00:07:33.080 --> 00:07:35.080]  感謝主
[00:07:35.080 --> 00:07:37.080]  這個就是說
[00:07:37.080 --> 00:07:41.080]  我們有罪的人不接受
[00:07:41.080 --> 00:07:47.080]  那就唯有死死地去接受自己罪的惡果
