
[00:00:00.000 --> 00:00:04.560]  大兄姊妹平安
[00:00:04.560 --> 00:00:11.120]  願你每一日都滿足快樂
[00:00:11.120 --> 00:00:16.160]  願你一生到完結時
[00:00:16.160 --> 00:00:19.120]  你覺得不枉此生
[00:00:19.120 --> 00:00:22.960]  和得到上帝的獎賞
[00:00:22.960 --> 00:00:26.880]  在香港來的朋友
[00:00:26.880 --> 00:00:35.840]  大概會記得這個廿多年前的廣告
[00:00:35.840 --> 00:00:42.240]  是由周潤發和梅艷芳一起主持的
[00:00:42.240 --> 00:00:44.240]  是賣一隻手錶
[00:00:44.240 --> 00:00:47.120]  名字我都忘記了是什麼了
[00:00:47.120 --> 00:00:49.120]  你還記得
[00:00:49.120 --> 00:00:52.800]  但最出名的那句說話是
[00:00:52.800 --> 00:00:57.920]  「不在乎天長地久 只在乎曾經擁有」
[00:00:57.920 --> 00:00:59.440]  大家記不記得
[00:00:59.440 --> 00:01:01.760]  記得的舉手給我看看好不好
[00:01:01.760 --> 00:01:03.200]  嘩
[00:01:03.200 --> 00:01:06.000]  這個廣告很厲害
[00:01:06.000 --> 00:01:09.360]  因為它差不多已經三十年了
[00:01:09.360 --> 00:01:12.320]  但還有這麼多人記得這句說話
[00:01:12.320 --> 00:01:17.760]  「不在乎天長地久 只在乎曾經擁有」
[00:01:17.760 --> 00:01:21.760]  當中其實出現了兩次「在乎」
[00:01:21.760 --> 00:01:24.960]  什麼才是你覺得重要的
[00:01:24.960 --> 00:01:26.960]  你在乎什麼
[00:01:26.960 --> 00:01:30.000]  他說「天長地久不要緊」
[00:01:30.000 --> 00:01:32.000]  不是很緊張
[00:01:32.000 --> 00:01:36.160]  就算一個很浪漫的愛情
[00:01:36.160 --> 00:01:42.800]  都不可以「天長地久 只在乎曾經擁有」
[00:01:42.800 --> 00:01:44.800]  其實這句說話
[00:01:44.800 --> 00:01:47.600]  當中我自己覺得很有意思
[00:01:47.600 --> 00:01:52.080]  因為沒有東西是「天長地久」
[00:01:52.080 --> 00:01:54.640]  你的愛情
[00:01:54.640 --> 00:01:55.920]  對不起 我要很小心
[00:01:55.920 --> 00:01:57.040]  因為我太太在這裏
