
[00:00:00.000 --> 00:00:05.600]  歡迎大家今晚出席這個
[00:00:05.600 --> 00:00:10.440]  我們《虛擬的背後》網上世界的誘惑講座
[00:00:10.440 --> 00:00:14.160]  在香港這個非典型肺炎的時刻
[00:00:14.160 --> 00:00:17.360]  大家出席都是非常之難得
[00:00:17.360 --> 00:00:20.640]  我們希望今晚我們四位的講員
[00:00:20.640 --> 00:00:22.600]  和我們待會的討論
[00:00:22.600 --> 00:00:24.400]  和我們大家互相的交流
[00:00:24.400 --> 00:00:26.520]  是令到今晚很值得
[00:00:26.520 --> 00:00:31.040]  我們試一下轉一下我們的思考和注意力
[00:00:31.040 --> 00:00:34.600]  從每天每時每刻都想著的非典型肺炎
[00:00:34.600 --> 00:00:36.880]  我們轉向一個同樣的重要
[00:00:36.880 --> 00:00:42.320]  不過有時候被其它問題急切性遮蓋了的問題
[00:00:42.320 --> 00:00:47.360]  就是這個我們網上這個網絡文化所產生的問題
[00:00:47.360 --> 00:00:50.040]  我們學員一直都希望帶著
[00:00:50.040 --> 00:00:53.480]  這種時代的前衛的尖端的角度
[00:00:53.480 --> 00:00:55.960]  是觸覺來看這個問題
[00:00:55.960 --> 00:00:57.120]  我們眼看下去
[00:00:57.120 --> 00:00:59.400]  我們今晚都是年輕人相當多
[00:00:59.400 --> 00:01:02.040]  有些可能是做父母的
[00:01:02.040 --> 00:01:03.600]  你小朋友可能很小
[00:01:03.600 --> 00:01:08.160]  有些可能我看見可能有些父母的小朋友可能都有十多歲
[00:01:08.160 --> 00:01:11.640]  我們都是就著以這個青少年人
[00:01:11.640 --> 00:01:15.440]  和我們總之一般的網絡的文化所產生出來
[00:01:15.440 --> 00:01:17.440]  基督徒的一些看法
[00:01:17.440 --> 00:01:20.240]  或者可以叫立場和對策
[00:01:20.240 --> 00:01:23.480]  面對肯定的、質疑的
[00:01:23.480 --> 00:01:26.680]  或者否定的、要解決的這些各方面
[00:01:26.680 --> 00:01:29.440]  我們一切今晚好好地來討論
[00:01:29.440 --> 00:01:33.080]  那個程序就印在大家這張白色的紙上
[00:01:33.080 --> 00:01:37.040]  首先我和大家祈願圖之後就開始專題的
[00:01:37.040 --> 00:01:40.080]  首先我們上半節有三位的專題
[00:01:40.080 --> 00:01:42.760]  葉建德博士、龔立仁博士
[00:01:42.760 --> 00:01:49.640]  和我和大家環繞著三個的題目來思想
[00:01:49.640 --> 00:01:52.880]  葉博士就是浸會大學的老師
[00:01:52.880 --> 00:01:56.320]  他是研究倫理學
[00:01:56.320 --> 00:02:00.560]  所以他就會從這個青少年人
[00:02:00.560 --> 00:02:03.600]  和這個網絡文化之間的問題
[00:02:03.600 --> 00:02:06.120]  作出一種比較全面的了解
[00:02:06.120 --> 00:02:08.320]  大家在這裡那裡可能聽過一些
[00:02:08.320 --> 00:02:11.280]  但是沒有一個很全面的了解
[00:02:11.280 --> 00:02:14.320]  然後就看看整幅圖畫會是怎麼樣
[00:02:14.320 --> 00:02:17.120]  接著龔立仁博士就是中文大學
[00:02:17.120 --> 00:02:19.320]  崇基神學組的老師
[00:02:19.320 --> 00:02:24.640]  他也是特別教授社會倫理的方面和神學方面
[00:02:24.640 --> 00:02:30.280]  他就會直接就這個網絡文化所帶來給我們
[00:02:30.280 --> 00:02:35.320]  信仰上面的一些反省和意義在哪裡
[00:02:35.320 --> 00:02:39.840]  正面的和所謂的弔詭性的意義是怎麼樣
[00:02:39.840 --> 00:02:42.560]  然後到第三就我和大家說了
[00:02:42.560 --> 00:02:45.440]  我會和大家去思想這個誘惑
[00:02:45.440 --> 00:02:48.040]  直接討論這個所謂網上的誘惑的問題
[00:02:48.040 --> 00:02:51.400]  我們會從一個基督徒的角度來看
[00:02:51.400 --> 00:02:54.080]  因為有了這個網絡的文化之後
[00:02:54.080 --> 00:02:56.600]  基督徒所面對的
[00:02:56.600 --> 00:02:58.920]  尤其是青少年人所面對的誘惑
[00:02:58.920 --> 00:03:01.240]  有些什麼是以前沒有那麼明確
[00:03:01.240 --> 00:03:03.800]  沒有那麼強烈現在就會產生了
[00:03:03.800 --> 00:03:06.600]  因為這個網絡而來的新的誘惑
[00:03:06.600 --> 00:03:09.520]  和它所產生出來的問題會是怎麼樣
[00:03:09.520 --> 00:03:13.840]  這三樣都是我們聽起來稍微負面一點
[00:03:13.840 --> 00:03:15.840]  其實我們都不是很負面
[00:03:15.840 --> 00:03:17.840]  於是我們就有一個休息的時間
[00:03:17.840 --> 00:03:20.280]  休息的時間我大家都看到了
[00:03:20.280 --> 00:03:22.880]  我印給大家綠色的那張紙
[00:03:22.880 --> 00:03:28.160]  是裡面的右邊下頁就是中場休息的時候
[00:03:28.160 --> 00:03:30.200]  我們是一個交流的聚會
[00:03:30.200 --> 00:03:31.920]  不只是聽講座的
[00:03:31.920 --> 00:03:35.120]  我很需要大家給你的經驗和意見
[00:03:35.120 --> 00:03:37.200]  因為每一個人都是用網絡的人
[00:03:37.200 --> 00:03:40.960]  我相信這裡我們的家庭都是用電腦的網絡的
[00:03:40.960 --> 00:03:46.200]  你會給我們可能更深刻直接的知道具體的情況
[00:03:46.200 --> 00:03:48.200]  我就提出了兩條的問題
[00:03:48.200 --> 00:03:54.000]  請大家積極的寫一些簡單的紙上來告訴我們
[00:03:54.000 --> 00:03:57.080]  比如你作為父母或者你自己經驗過
[00:03:57.080 --> 00:04:00.760]  有什麼可以妙法可以保護你的青少年的子女
[00:04:00.760 --> 00:04:06.240]  是免陷入我們所提出來的這些可能的誘惑呢?
[00:04:06.240 --> 00:04:10.960]  第二就是你對於這個網絡的文化
[00:04:10.960 --> 00:04:12.800]  或者你所接觸到的看到的
[00:04:12.800 --> 00:04:15.200]  還有哪些東西我們可能今天晚上講不完的
[00:04:15.200 --> 00:04:17.520]  但是還有哪些問題你發覺有的
[00:04:17.520 --> 00:04:19.560]  你今天晚上沒有提的你都提出來
[00:04:19.560 --> 00:04:23.840]  或者哪些的好處是可以蓋過那些危險的
[00:04:23.840 --> 00:04:24.960]  比如我們說這些是危險的
[00:04:24.960 --> 00:04:26.600]  其實你說那些是好處來的
[00:04:26.600 --> 00:04:29.200]  都可以 或者你有什麼你想起的
[00:04:29.200 --> 00:04:31.040]  有關這個課題的問題
[00:04:31.040 --> 00:04:34.400]  歡迎請你寫上來
[00:04:34.400 --> 00:04:36.080]  短短的休息之後
[00:04:36.080 --> 00:04:38.240]  我們就會有第四個專題的
[00:04:38.240 --> 00:04:40.280]  我們請到的是快必
[00:04:40.280 --> 00:04:42.560]  弟兄通常我們都是叫他這個
[00:04:42.560 --> 00:04:44.040]  沒有真名的
[00:04:44.040 --> 00:04:45.240]  有真名的我知道的
[00:04:45.240 --> 00:04:46.880]  不過我懶得說了
[00:04:46.880 --> 00:04:50.960]  快必大家可能都很多時候會在電台聽見他的聲音
[00:04:50.960 --> 00:04:53.680]  電台的DJ
[00:04:53.680 --> 00:04:55.760]  都見過他的樣子的
[00:04:55.760 --> 00:04:57.600]  也都看過他的文章
[00:04:57.600 --> 00:05:00.920]  特別是這個時代論壇看過他的文章
[00:05:00.920 --> 00:05:04.280]  這些都會是大家對快必都有所認識
[00:05:04.280 --> 00:05:06.880]  他比較接近青少年人的
[00:05:06.880 --> 00:05:09.440]  雖然他又不是
[00:05:09.440 --> 00:05:12.400]  不過都是的
[00:05:12.400 --> 00:05:14.720]  是的 是的
[00:05:14.720 --> 00:05:17.320]  所以等下他會和我們
[00:05:17.320 --> 00:05:20.600]  我們不敢說他是反派
[00:05:20.600 --> 00:05:22.040]  不是奸的
[00:05:22.040 --> 00:05:24.600]  不過他擦出一些火花
[00:05:24.600 --> 00:05:27.160]  我看他和我們說話都有點不同的
[00:05:27.160 --> 00:05:31.040]  所以就引起大家一個相互交錯的思想
[00:05:31.040 --> 00:05:32.920]  接著那段時間他講完之後
[00:05:32.920 --> 00:05:36.160]  我們大家在台上可以互相一點交流
[00:05:36.160 --> 00:05:39.000]  接著就會讀大家的問題出來回應
[00:05:39.000 --> 00:05:42.320]  成為一個台上台下互相的交流
[00:05:42.320 --> 00:05:43.160]  一個時刻
[00:05:43.160 --> 00:05:45.120]  我們寫到9點45分
[00:05:45.120 --> 00:05:47.320]  但是可能如果真的問題多的
[00:05:47.320 --> 00:05:50.240]  我們就會討論到9點50分至55分
[00:05:50.240 --> 00:05:51.800]  10點之前一定連結
[00:05:51.800 --> 00:05:53.520]  這個地方一定要交回給別人
[00:05:53.520 --> 00:05:56.000]  所以希望大家今晚我們好好地
[00:05:56.000 --> 00:05:58.040]  享受這個神和我們同在
