
[00:00:00.000 --> 00:00:04.540]  各位弟兄姊妹早安
[00:00:04.540 --> 00:00:07.520]  這堂課是第幾堂啊?
[00:00:07.520 --> 00:00:08.180]  給多厚書?
[00:00:08.180 --> 00:00:11.400]  你們說不出我就沒意思說下去
[00:00:11.400 --> 00:00:13.880]  這堂是第三堂
[00:00:13.880 --> 00:00:15.360]  大家手上都有大綱的
[00:00:15.360 --> 00:00:15.960]  對不對?
[00:00:15.960 --> 00:00:17.720]  大綱是給大家看的
[00:00:17.720 --> 00:00:20.280]  不是給大家扔的
[00:00:20.280 --> 00:00:22.120]  所以看了再扔
[00:00:22.120 --> 00:00:23.480]  不要沒看就扔
[00:00:23.480 --> 00:00:25.360]  這樣我會很傷心的
[00:00:25.360 --> 00:00:27.320]  希望大家拿回去看
[00:00:27.320 --> 00:00:29.400]  看完之後重溫一下
[00:00:29.480 --> 00:00:32.880]  接著回應後面有四個反思的問題
[00:00:32.880 --> 00:00:37.680]  今天講的是看在眼中
[00:00:37.680 --> 00:00:39.880]  這是第三堂
[00:00:39.880 --> 00:00:40.920]  第一堂我
[00:00:40.920 --> 00:00:42.560]  我看看應該是按這個
[00:00:42.560 --> 00:00:45.040]  按這個也沒反應
[00:00:45.040 --> 00:00:48.280]  是我沒開是嗎?
[00:00:48.280 --> 00:00:50.520]  對啊 沒開
[00:00:50.520 --> 00:00:52.800]  所以不是你們的錯
[00:00:52.800 --> 00:00:53.440]  是我的錯
[00:00:53.440 --> 00:00:57.040]  對了 這個對了
[00:00:57.040 --> 00:00:58.360]  看在眼中
[00:00:58.960 --> 00:01:03.160]  第一堂我講的是行在光中
[00:01:03.160 --> 00:01:06.400]  第二堂是記在心中
[00:01:06.400 --> 00:01:08.600]  這一堂叫做看在眼中
[00:01:08.600 --> 00:01:11.000]  下一堂是活在信中
[00:01:11.000 --> 00:01:14.960]  在黑暗世代中我們要行在光中
[00:01:14.960 --> 00:01:17.040]  我不知道大家是否覺得
[00:01:17.040 --> 00:01:18.920]  我們真的會在一個黑暗的世代裡面
[00:01:18.920 --> 00:01:20.880]  有時是看不到前路
[00:01:20.880 --> 00:01:21.800]  看不到將來
[00:01:21.800 --> 00:01:25.280]  甚至看不清楚什麼是非黑白
[00:01:25.280 --> 00:01:27.280]  真假對錯
[00:01:28.160 --> 00:01:29.360]  因為我們缺乏了光
[00:01:29.360 --> 00:01:32.400]  黑暗世代裡面我們需要行在光中
[00:01:32.400 --> 00:01:33.360]  我們需要光
[00:01:33.360 --> 00:01:35.280]  而且我們就是這個世界的光
[00:01:35.280 --> 00:01:37.120]  怎麼能夠行在光中呢
[00:01:37.120 --> 00:01:37.960]  有條件的
[00:01:37.960 --> 00:01:38.960]  先要認識
[00:01:38.960 --> 00:01:40.840]  接著我們要順從
[00:01:40.840 --> 00:01:43.440]  單認識不順從是沒用的
[00:01:43.440 --> 00:01:45.080]  第二就是行的表現
[00:01:45.080 --> 00:01:46.640]  我們要分外的恩情
[00:01:46.640 --> 00:01:48.000]  不斷的增加
[00:01:48.000 --> 00:01:50.080]  第三就是行的結果
[00:01:50.080 --> 00:01:51.200]  永不失腳
[00:01:51.200 --> 00:01:53.680]  能夠豐富進入神的國
[00:01:53.680 --> 00:01:55.880]  第二堂講的是要記在心中
[00:01:55.880 --> 00:01:57.160]  有什麼行動呢
[00:01:57.160 --> 00:01:58.520]  我們需要把握時間
[00:01:58.520 --> 00:01:59.680]  盡心竭力
[00:01:59.680 --> 00:02:00.960]  記什麼內容呢
[00:02:00.960 --> 00:02:01.960]  記主的榜樣
[00:02:01.960 --> 00:02:02.960]  主的應許
[00:02:02.960 --> 00:02:05.040]  主的榜樣我們要效法
[00:02:05.040 --> 00:02:07.600]  主的應許我們不單止要等候
[00:02:07.600 --> 00:02:08.720]  而且要準備
[00:02:08.720 --> 00:02:10.440]  第三就是憑什麼能力呢
[00:02:10.440 --> 00:02:11.800]  是從主領受
[00:02:11.800 --> 00:02:13.720]  與主同在
[00:02:13.720 --> 00:02:15.160]  不是旁聽
[00:02:15.160 --> 00:02:16.720]  不是道聽途說
[00:02:16.720 --> 00:02:17.960]  而是真實經歷
[00:02:17.960 --> 00:02:19.440]  而是清楚接受
[00:02:19.440 --> 00:02:21.120]  第四到什麼地步呢
[00:02:21.120 --> 00:02:22.560]  記在心中
[00:02:22.560 --> 00:02:23.480]  記到什麼時候呢
[00:02:23.480 --> 00:02:24.760]  要持久向前
[00:02:24.760 --> 00:02:26.040]  持守不變
[00:02:26.360 --> 00:02:28.480]  直到我們見主的一天
[00:02:28.480 --> 00:02:30.520]  行在光中
[00:02:30.520 --> 00:02:31.520]  學無止境
[00:02:31.520 --> 00:02:32.240]  不要冷
[00:02:32.240 --> 00:02:33.160]  要好學不倦
[00:02:33.160 --> 00:02:34.320]  記在心中
[00:02:34.320 --> 00:02:36.160]  不要不厭其煩
