
[00:00:00.000 --> 00:00:10.000]  那紅書是十二仙之書的第七卷
[00:00:10.000 --> 00:00:12.000]  已經去到第七卷了
[00:00:12.000 --> 00:00:15.000]  頭六卷我們說了
[00:00:15.000 --> 00:00:20.000]  六卷的主題其實都是環繞著福音的訊息
[00:00:20.000 --> 00:00:26.000]  如果你要知道頭六卷的主題如何環繞著福音的訊息
[00:00:26.000 --> 00:00:31.000]  你可以回到尼加書的總結時聽一次
[00:00:31.000 --> 00:00:33.000]  我在這裡不會再說了
[00:00:33.000 --> 00:00:35.000]  因為時間的關係
[00:00:35.000 --> 00:00:41.000]  每個星期說一卷的十二仙之書已經很迫切
[00:00:41.000 --> 00:00:43.000]  所以沒有時間再說
[00:00:43.000 --> 00:00:47.000]  我們說完六卷的十二仙之書
[00:00:47.000 --> 00:00:49.000]  說到第七至十二卷
[00:00:49.000 --> 00:00:52.000]  我們看到主題有一點點不同
[00:00:52.000 --> 00:00:58.000]  主題變成了神與人的關係
[00:00:58.000 --> 00:01:01.000]  著重神與人的關係
[00:01:01.000 --> 00:01:03.000]  例如如何經歷神
[00:01:03.000 --> 00:01:07.000]  例如如何更加認識神
[00:01:07.000 --> 00:01:11.000]  今天的那紅書就是一個好的例子
[00:01:11.000 --> 00:01:19.000]  從神的審判中我們都能夠認識我們這位世上唯一的真神
[00:01:19.000 --> 00:01:27.000]  那紅書的作者就是那紅仙之
[00:01:27.000 --> 00:01:32.000]  在約翰福音七章五十二節
[00:01:32.000 --> 00:01:37.000]  有人知道耶穌基督出自加里里
[00:01:37.000 --> 00:01:42.000]  於是他們就說加里里好像沒有出名的仙之
[00:01:42.000 --> 00:01:46.000]  這位耶穌基督也不妨是好得去哪
[00:01:46.000 --> 00:01:48.000]  但其實這班人是錯的
[00:01:48.000 --> 00:01:52.000]  因為我們知道加里里起碼出了兩位仙之
[00:01:52.000 --> 00:01:55.000]  第一位是若拿仙之
[00:01:55.000 --> 00:02:00.000]  第二位就是我們今天的主角那紅仙之
[00:02:00.000 --> 00:02:01.000]  很有趣
[00:02:01.000 --> 00:02:11.000]  若拿仙之和那紅仙之都是神派去和利尼尼人宣講話語的仙之
[00:02:11.000 --> 00:02:18.000]  在七十事譯本就是第一本將希伯來文譯成希臘文的聖經
[00:02:18.000 --> 00:02:22.000]  是將那紅書和若拿書放在一起
[00:02:22.000 --> 00:02:25.000]  好像上下策一樣
[00:02:25.000 --> 00:02:29.000]  我們知道那紅在希西加的時候
[00:02:29.000 --> 00:02:32.000]  搬到耶路撒冷城
[00:02:32.000 --> 00:02:35.000]  在那裡宣講神的話語
[00:02:35.000 --> 00:02:41.000]  那紅仙之同時的仙之是有以賽亞仙之和尼加仙之
[00:02:41.000 --> 00:02:49.000]  而那紅書、尼加書和以賽亞書的內容都有很多相似的地方
[00:02:49.000 --> 00:02:55.000]  我們也說過有很多的聖經學者爭論不休
[00:02:55.000 --> 00:02:58.000]  究竟是哪個仙之抄哪個仙之呀
[00:02:58.000 --> 00:03:04.000]  若我們知道所有這些仙之的背後都有一位的聖靈
[00:03:04.000 --> 00:03:08.000]  來密使這些信息給他們的話
[00:03:08.000 --> 00:03:11.000]  就不是哪個仙之抄哪個仙之
[00:03:11.000 --> 00:03:18.000]  而是同樣有一位背後的聖靈來密使這些經文
[00:03:18.000 --> 00:03:21.000]  所以是有相似的地方
[00:03:21.000 --> 00:03:26.000]  那紅我們知道經文告訴我們是伊勒戈斯人
[00:03:26.000 --> 00:03:30.000]  伊勒戈斯在哪裡現在已經沒有人知道
[00:03:30.000 --> 00:03:37.000]  但是耶尤米這位是以色列人的歷史學家
[00:03:37.000 --> 00:03:41.000]  他說就在加里里的加伯農
[00:03:41.000 --> 00:03:44.000]  加伯農就是Capernaum
[00:03:44.000 --> 00:03:47.000]  Caper的意思就是城
[00:03:47.000 --> 00:03:50.000]  Num就是那含或者尼含
[00:03:50.000 --> 00:03:52.000]  就是那紅
[00:03:52.000 --> 00:03:54.000]  意思就是那紅市
[00:03:54.000 --> 00:04:00.000]  所以那紅仙之的家鄉就是那紅市
[00:04:00.000 --> 00:04:02.000]  就是加伯農
[00:04:02.000 --> 00:04:05.000]  那紅的意思
[00:04:05.000 --> 00:04:09.000]  這個仙之的意思就是安慰憐民
[00:04:09.000 --> 00:04:12.000]  意思就是從神而來的安慰
[00:04:12.000 --> 00:04:14.000]  從神而來的憐民
[00:04:14.000 --> 00:04:22.000]  神叫那紅仙之向尤大人宣講他的話語
[00:04:22.000 --> 00:04:26.000]  當時我們知道北國以色列已經滅亡
[00:04:26.000 --> 00:04:31.000]  在公元前的722年被亞述國所滅
[00:04:31.000 --> 00:04:33.000]  所以只有現在南國
[00:04:33.000 --> 00:04:38.000]  神就差派那紅仙之向他們宣講他的話語
[00:04:38.000 --> 00:04:43.000]  同樣神是差派若拿仙之在100年前
[00:04:43.000 --> 00:04:47.000]  向利利尾宣講他的話語
[00:04:47.000 --> 00:04:50.000]  若拿仙之頭頭不找他
[00:04:50.000 --> 00:04:53.000]  因為利利尾人非常殘暴
[00:04:53.000 --> 00:04:55.000]  非常殘忍
[00:04:55.000 --> 00:04:57.000]  所以若拿仙之不肯去
[00:04:57.000 --> 00:04:59.000]  但後來都去了
[00:04:59.000 --> 00:05:02.000]  結果全城都悔改
[00:05:02.000 --> 00:05:07.000]  以至全城都被神赦免
[00:05:07.000 --> 00:05:13.000]  我們不妨看看那紅書和若拿書的比較
[00:05:13.000 --> 00:05:17.000]  我們看到那紅書和若拿書反映出
[00:05:17.000 --> 00:05:22.000]  神兩個非常極端的屬性
[00:05:22.000 --> 00:05:25.000]  若拿書我們看到神的憐憫
[00:05:25.000 --> 00:05:30.000]  那紅書我們看到神的審判
[00:05:30.000 --> 00:05:33.000]  若拿書三章八字經文說
[00:05:33.000 --> 00:05:36.000]  人與畜生都披上麻布
[00:05:36.000 --> 00:05:38.000]  人要切切求告神
[00:05:38.000 --> 00:05:41.000]  各人回頭離開所行的惡道
[00:05:41.000 --> 00:05:44.000]  丟棄手中的強暴
[00:05:44.000 --> 00:05:47.000]  當人悔改
[00:05:47.000 --> 00:05:52.000]  當人丟棄自己的強暴自己的惡道
[00:05:52.000 --> 00:05:53.000]  神會怎樣呢
[00:05:53.000 --> 00:05:56.000]  在若拿書四章二節
[00:05:56.000 --> 00:05:59.000]  說你是有恩典有憐憫的神
[00:05:59.000 --> 00:06:00.000]  不輕而發怒
[00:06:00.000 --> 00:06:02.000]  有豐盛的慈愛
[00:06:02.000 --> 00:06:05.000]  並且後悔不幹所說的哉
[00:06:05.000 --> 00:06:07.000]  當人悔改的時候
[00:06:07.000 --> 00:06:10.000]  神就不幹所說的哉
[00:06:10.000 --> 00:06:12.000]  這是神的憐憫
[00:06:12.000 --> 00:06:14.000]  那拿紅書呢
[00:06:14.000 --> 00:06:15.000]  我們看看拿紅書
[00:06:15.000 --> 00:06:17.000]  拿紅書三章一節
[00:06:17.000 --> 00:06:20.000]  說禍災者流人血的城
[00:06:20.000 --> 00:06:24.000]  充滿荒詐和強暴搶奪的事
[00:06:24.000 --> 00:06:26.000]  總不止息
[00:06:26.000 --> 00:06:29.000]  當人是有強暴
[00:06:29.000 --> 00:06:31.000]  人不肯悔改的時候怎樣呢
[00:06:31.000 --> 00:06:33.000]  拿紅書一章二節說
[00:06:33.000 --> 00:06:36.000]  耶和華是記斜施暴的神
[00:06:36.000 --> 00:06:39.000]  耶和華施暴大有憤怒
[00:06:39.000 --> 00:06:41.000]  向他的敵人施暴
[00:06:41.000 --> 00:06:44.000]  向他的仇敵懷怒
[00:06:44.000 --> 00:06:47.000]  當人不肯悔改的時候
[00:06:47.000 --> 00:06:50.000]  神的審判就臨到
[00:06:50.000 --> 00:06:53.000]  這個也是拿紅書的主題
[00:06:53.000 --> 00:06:59.000]  兩部書反映出神極端的屬性
[00:06:59.000 --> 00:07:01.000]  當人悔改神憐憫
[00:07:01.000 --> 00:07:03.000]  當人不肯悔改的話
[00:07:03.000 --> 00:07:05.000]  審判就來臨
[00:07:05.000 --> 00:07:08.000]  我們不妨看看
[00:07:08.000 --> 00:07:13.000]  這個利利美的背景
[00:07:13.000 --> 00:07:19.000]  利利美在公元前的903年崛起
[00:07:19.000 --> 00:07:21.000]  變成強大
[00:07:21.000 --> 00:07:23.000]  其實在這個之前
[00:07:23.000 --> 00:07:25.000]  利利美已經存在
[00:07:25.000 --> 00:07:28.000]  但是在903年公元前崛起
[00:07:28.000 --> 00:07:31.000]  在公元前的760年
[00:07:31.000 --> 00:07:35.000]  神派約拿先知和他們宣講神的話語
[00:07:35.000 --> 00:07:37.000]  於是他們悔改
[00:07:37.000 --> 00:07:39.000]  但是很有趣
[00:07:39.000 --> 00:07:41.000]  不到38年
[00:07:41.000 --> 00:07:44.000]  到了公元前722年
[00:07:44.000 --> 00:07:48.000]  他們已經又再犯攻擊不國
[00:07:48.000 --> 00:07:50.000]  滅了以色列國
[00:07:50.000 --> 00:07:53.000]  將十個支派完全毀滅
[00:07:53.000 --> 00:07:55.000]  我們看到
[00:07:55.000 --> 00:08:02.000]  以色列的審判是得到神的准許
[00:08:02.000 --> 00:08:07.000]  神是容許亞述國來懲罰以色列人
[00:08:07.000 --> 00:08:11.000]  在公元前的789年
[00:08:11.000 --> 00:08:13.000]  我們很熟悉的這位王
[00:08:13.000 --> 00:08:15.000]  叫西那基納王
[00:08:15.000 --> 00:08:18.000]  揮軍南下來攻擊
[00:08:18.000 --> 00:08:20.000]  希西加猶大國
[00:08:20.000 --> 00:08:23.000]  這件事大家相信都很熟悉
[00:08:23.000 --> 00:08:27.000]  記載在列王記下18章和19章
[00:08:27.000 --> 00:08:30.000]  以塞亞書36和37章
[00:08:30.000 --> 00:08:33.000]  這個王是非常大言不慚
[00:08:33.000 --> 00:08:35.000]  來到攻打猶大
[00:08:35.000 --> 00:08:36.000]  他怎麼說呢
[00:08:36.000 --> 00:08:38.000]  他說那些國的神
[00:08:38.000 --> 00:08:42.000]  有誰能夠自己的國脫離我的手呢
[00:08:42.000 --> 00:08:48.000]  難道耶和華能夠耶路撒冷脫離我的手嗎
[00:08:48.000 --> 00:08:51.000]  真的非常之口出狂言
[00:08:51.000 --> 00:08:53.000]  於是希西加走去聖殿
[00:08:53.000 --> 00:08:56.000]  將這番說話告訴神
[00:08:56.000 --> 00:08:59.000]  神差派以塞亞先知
[00:08:59.000 --> 00:09:02.000]  和希西加說你不用怕
[00:09:02.000 --> 00:09:06.000]  結果在晚上有一位天使
[00:09:06.000 --> 00:09:12.000]  就殺了18萬5千個亞述國的士兵
[00:09:12.000 --> 00:09:16.000]  將全部亞述國的士兵瓦解
[00:09:16.000 --> 00:09:19.000]  在公元前的681年
[00:09:19.000 --> 00:09:22.000]  至669年
[00:09:22.000 --> 00:09:26.000]  有一位亞述王叫以撒哈頓
[00:09:26.000 --> 00:09:32.000]  當時他召見所有他手下的附庸國的王來見他
[00:09:32.000 --> 00:09:35.000]  我們看到名單上有黑人王
[00:09:35.000 --> 00:09:37.000]  有推拿王巴祿
[00:09:37.000 --> 00:09:41.000]  居然還有猶大王馬拿西
[00:09:41.000 --> 00:09:45.000]  所以我們知道在以撒哈頓王的時候
[00:09:45.000 --> 00:09:49.000]  猶大已經成為亞述國的附庸國
[00:09:49.000 --> 00:09:53.000]  公元前663年
[00:09:53.000 --> 00:09:57.000]  就是那洪書第三章裡告訴我們
[00:09:57.000 --> 00:10:01.000]  埃及的古都羅亞門淪陷
[00:10:01.000 --> 00:10:03.000]  被滅亡
[00:10:03.000 --> 00:10:08.000]  而公元前650年
[00:10:08.000 --> 00:10:12.000]  那洪先知的預言是臨到利利美
[00:10:12.000 --> 00:10:15.000]  公元前612年
[00:10:15.000 --> 00:10:17.000]  三國的聯軍
[00:10:17.000 --> 00:10:21.000]  巴比倫、馬代和西古提
[00:10:21.000 --> 00:10:23.000]  三國來攻打亞述國
[00:10:23.000 --> 00:10:25.000]  結果將他打敗
[00:10:25.000 --> 00:10:28.000]  於是他們退守到哈南這個地方
[00:10:28.000 --> 00:10:31.000]  到3年後609年
[00:10:31.000 --> 00:10:35.000]  亞述國在世上終於銷聲匿跡
[00:10:35.000 --> 00:10:38.000]  從此再無利利美這個城
[00:10:38.000 --> 00:10:42.000]  若拿先知和他們傳講神話語
[00:10:42.000 --> 00:10:47.000]  很可惜150年後他們遭到滅亡
[00:10:47.000 --> 00:10:51.000]  利利美的城
[00:10:51.000 --> 00:10:53.000]  我們看看一些背景
[00:10:53.000 --> 00:10:56.000]  利利美是亞述國的首都
[00:10:56.000 --> 00:10:59.000]  它是古代玲禄所建造
[00:10:59.000 --> 00:11:02.000]  在創世紀十章十二節講得很清楚
[00:11:02.000 --> 00:11:04.000]  利利美是一個大城
