
[00:00:00.000 --> 00:00:05.200]  教宗早個幾星期前
[00:00:05.200 --> 00:00:11.000]  成為600年來第一個在任期間辭職的教宗
[00:00:11.000 --> 00:00:15.720]  我聽到一些行內或者教內
[00:00:15.720 --> 00:00:17.720]  有些人來去講回
[00:00:17.720 --> 00:00:20.720]  有些評論的文章講回的時候
[00:00:20.720 --> 00:00:25.720]  到底是什麼令到他在任期間要辭職
[00:00:25.720 --> 00:00:27.720]  是什麼原因呢?
[00:00:27.720 --> 00:00:36.720]  主要的原因是他沒辦法在心理上、肉體上、靈性上
[00:00:36.720 --> 00:00:41.720]  都沒辦法面對到目前的困局
[00:00:41.720 --> 00:00:44.720]  而這個困局絕大部分人都知道
[00:00:44.720 --> 00:00:47.720]  不是來自不信的外面
[00:00:47.720 --> 00:00:50.720]  而是來自信的他們的內部
[00:00:50.720 --> 00:00:54.720]  首先其中一個衝擊最大的內部是什麼呢?
[00:00:54.720 --> 00:00:57.720]  就是梵蒂岡在演講的時候
[00:00:57.720 --> 00:01:05.720]  有很多同性戀的修女同志衝擊這個會場
[00:01:05.720 --> 00:01:09.720]  脫光衣服然後在會場裡面示威
[00:01:09.720 --> 00:01:14.720]  是要求同性戀不要說同性戀是罪
[00:01:14.720 --> 00:01:19.720]  要求天主教方面對這一方面要放寬
[00:01:19.720 --> 00:01:22.720]  不要再用過去的看法來看
[00:01:22.720 --> 00:01:28.720]  可以這麼說那個衝擊完了之後是未了的
[00:01:28.720 --> 00:01:33.720]  接著各地不同的一些神父、一些修女
[00:01:33.720 --> 00:01:35.720]  和各方面界別的人
[00:01:35.720 --> 00:01:39.720]  開始陸續給了很多不同的壓力
[00:01:39.720 --> 00:01:44.720]  這個壓力是讓教宗本身他自己感覺到
[00:01:44.720 --> 00:01:49.720]  是沒辦法能夠面對排山倒海這些的壓力
[00:01:49.720 --> 00:01:52.720]  好了 我們問一個問題
[00:01:52.720 --> 00:01:55.720]  為什麼會有這些壓力呢?
[00:01:55.720 --> 00:01:58.720]  其實在他自己本身禱告也好
[00:01:58.720 --> 00:02:00.720]  什麼也好 曾經說過的話
[00:02:00.720 --> 00:02:02.720]  上帝在哪裡?
[00:02:02.720 --> 00:02:04.720]  他是引用了一句聖經
[00:02:04.720 --> 00:02:07.720]  「神啊!你在哪裡?」
[00:02:07.720 --> 00:02:12.720]  其實如果留意來看天主教的神學
[00:02:12.720 --> 00:02:15.720]  自從奧古斯丁之後
[00:02:15.720 --> 00:02:20.720]  他寫了一本書叫做《上帝之城》
[00:02:20.720 --> 00:02:22.720]  The City of God
[00:02:22.720 --> 00:02:24.720]  在這個《上帝之城》裏面
[00:02:24.720 --> 00:02:27.720]  他們相信這個世界會變得越來越好
[00:02:27.720 --> 00:02:30.720]  整一下會基督化 全球基督化
[00:02:30.720 --> 00:02:33.720]  這個世界上將來信的人比不信的人更加多
[00:02:33.720 --> 00:02:35.720]  道德會越來越好
[00:02:35.720 --> 00:02:37.720]  然後開始越來越多的人
[00:02:37.720 --> 00:02:41.720]  會跟著聖經的道德標準來行
[00:02:41.720 --> 00:02:45.720]  另一方面
[00:02:45.720 --> 00:02:49.720]  我們看到有關千禧年他們的看法
[00:02:49.720 --> 00:02:52.720]  我們發覺這麼多世紀以來
[00:02:52.720 --> 00:02:56.720]  他們說千禧年
[00:02:56.720 --> 00:02:58.720]  只有猶太人才會相信
[00:02:58.720 --> 00:03:03.720]  第二 千禧年是認為
[00:03:03.720 --> 00:03:06.720]  只有猶太人 跟我們無關
[00:03:06.720 --> 00:03:09.720]  第三 千禧年是沒有意義的
[00:03:09.720 --> 00:03:11.720]  沒有需要的
[00:03:11.720 --> 00:03:14.720]  他們相信人在這個地上
[00:03:14.720 --> 00:03:18.720]  能夠建立到就像千禧年一樣
[00:03:18.720 --> 00:03:19.720]  是因為這樣
[00:03:19.720 --> 00:03:21.720]  那些叫做後千禧年派
[00:03:21.720 --> 00:03:23.720]  即是耶穌基督的降臨
[00:03:23.720 --> 00:03:25.720]  就是人在這個地上建立了
[00:03:25.720 --> 00:03:28.720]  這種類似千禧年的國度之後
[00:03:28.720 --> 00:03:31.720]  耶穌基督才會再回來
[00:03:31.720 --> 00:03:35.720]  但是經過這麼多年之後
[00:03:36.720 --> 00:03:40.720]  我相信越來越多的人
[00:03:40.720 --> 00:03:42.720]  開始看得到
[00:03:42.720 --> 00:03:44.720]  不是這回事
[00:03:44.720 --> 00:03:46.720]  另一方面再看
[00:03:46.720 --> 00:03:50.720]  耶穌基督的臨升天前
[00:03:50.720 --> 00:03:52.720]  祂的預言
[00:03:52.720 --> 00:03:53.720]  都會讓我們看見
[00:03:53.720 --> 00:03:56.720]  這個世界上的道德是越來越差
[00:03:56.720 --> 00:03:59.720]  天災人禍是越來越差
[00:03:59.720 --> 00:04:01.720]  差距就發覺到
[00:04:01.720 --> 00:04:04.720]  跟這種理念的人越來越大
[00:04:04.720 --> 00:04:06.720]  而大的結果
[00:04:06.720 --> 00:04:10.720]  如果我們仍然抓住奧古斯丁
[00:04:10.720 --> 00:04:12.720]  那種想法的時間
[00:04:12.720 --> 00:04:15.720]  我們很容易會變成絕望、沮喪
[00:04:15.720 --> 00:04:19.720]  甚至隨時會放棄我們的信仰
[00:04:19.720 --> 00:04:21.720]  在今天
[00:04:21.720 --> 00:04:25.720]  當我要進入到有關末世論的異端
[00:04:25.720 --> 00:04:27.720]  這個題目之前
[00:04:27.720 --> 00:04:30.720]  我想大家先看一看一套的影片
[00:04:30.720 --> 00:04:32.720]  這是新聞報道
[00:04:32.720 --> 00:04:34.720]  這一套的新聞報道
[00:04:34.720 --> 00:04:35.720]  我可以這麼說
[00:04:35.720 --> 00:04:38.720]  早在七、八年前
[00:04:38.720 --> 00:04:40.720]  有一個目者跟我說
[00:04:40.720 --> 00:04:43.720]  他說裡面有些人
[00:04:43.720 --> 00:04:46.720]  因為要打擊有關的公安部門
[00:04:46.720 --> 00:04:48.720]  是為了要打擊一些異端邪教
[00:04:48.720 --> 00:04:50.720]  特別是東方閃電
[00:04:50.720 --> 00:04:55.720]  他們很想學一學基督教的神學
[00:04:55.720 --> 00:04:57.720]  為什麼我們說這些是異端呢?
[00:04:57.720 --> 00:05:02.720]  怎樣去衡量一個純正的信仰和異端呢?
[00:05:02.720 --> 00:05:06.720]  就想我們當中有些目者來教導他們
[00:05:06.720 --> 00:05:08.720]  我為了這樣來感恩
[00:05:08.720 --> 00:05:10.720]  原來連公安
[00:05:10.720 --> 00:05:12.720]  他們都看見他們有一個需要
[00:05:12.720 --> 00:05:14.720]  去認識聖經裡面的一些真理
[00:05:14.720 --> 00:05:17.720]  以至分辨到底什麼叫純正的基督教
[00:05:17.720 --> 00:05:20.720]  有哪些是異端邪教
[00:05:20.720 --> 00:05:22.720]  現在我就很想給大家看看
[00:05:22.720 --> 00:05:24.720]  是剛剛上個月
[00:05:24.720 --> 00:05:26.720]  你可以這麼說
[00:05:26.720 --> 00:05:28.720]  新鮮熱辣的
[00:05:28.720 --> 00:05:32.720]  裡面公佈了出來一些資料
[00:05:32.720 --> 00:05:35.720]  我們一起看一看這個影片
[00:05:35.720 --> 00:05:37.720]  據說已經被封為是邪教
[00:05:37.720 --> 00:05:40.720]  叫全能神實際神教東方閃電
[00:05:40.720 --> 00:05:42.720]  現在在全國查處破獲了這麼樣的
[00:05:42.720 --> 00:05:44.720]  一個全能神教的邪教人員
[00:05:44.720 --> 00:05:46.720]  可是近千名
[00:05:46.720 --> 00:05:49.720]  因為最近也屢屢有消息在地方上
[00:05:49.720 --> 00:05:51.720]  特別在一些偏遠的農村
[00:05:51.720 --> 00:05:53.720]  他們還針對留守老人下手
[00:05:53.720 --> 00:05:55.720]  做一些末日謠言的散步
[00:05:55.720 --> 00:05:57.720]  覺得花錢買平安
[00:05:57.720 --> 00:05:59.720]  甚至不信他們就會如何如何等等
[00:05:59.720 --> 00:06:01.720]  這一次一共查處了
[00:06:01.720 --> 00:06:02.720]  算一下近千名
[00:06:02.720 --> 00:06:04.720]  分別是在貴州青海
[00:06:04.720 --> 00:06:09.720]  還有廣東江蘇內蒙古福建廣東佛山江蘇無錫
