
[00:00:00.000 --> 00:00:02.000]  多谢大家
[00:00:02.000 --> 00:00:04.000]  姓马的阿唐的麦是最好的
[00:00:04.000 --> 00:00:06.000]  真是真事
[00:00:06.000 --> 00:00:08.000]  有时一拿着就感觉到
[00:00:08.000 --> 00:00:10.000]  希望大家继续吃
[00:00:10.000 --> 00:00:12.000]  不要看我,不是夹在旁边那一碟
[00:00:12.000 --> 00:00:14.000]  我们开始说一个
[00:00:14.000 --> 00:00:16.000]  矛盾的快乐
[00:00:16.000 --> 00:00:18.000]  矛盾可不可能快乐呢?
[00:00:18.000 --> 00:00:20.000]  矛盾很快乐
[00:00:20.000 --> 00:00:22.000]  但如果你看到快乐之后又有矛盾呢
[00:00:22.000 --> 00:00:24.000]  那就不是很快乐
[00:00:24.000 --> 00:00:26.000]  一会儿说着说着你们就会知道我说什么
[00:00:26.000 --> 00:00:28.000]  大家有没有人上班已经超过
[00:00:28.000 --> 00:00:30.000]  20年了?
[00:00:30.000 --> 00:00:32.000]  20年了
[00:00:32.000 --> 00:00:34.000]  哇,够胆子认都很好
[00:00:34.000 --> 00:00:36.000]  全部都是男士认
[00:00:36.000 --> 00:00:38.000]  女士不认
[00:00:38.000 --> 00:00:40.000]  有没有真的超过20年了?
[00:00:40.000 --> 00:00:42.000]  有,20年
[00:00:42.000 --> 00:00:44.000]  有没有转工超过10份的?
[00:00:44.000 --> 00:00:46.000]  有没有?
[00:00:46.000 --> 00:00:48.000]  都有啊,都有啊
[00:00:48.000 --> 00:00:50.000]  英雄好汉啊,10份
[00:00:50.000 --> 00:00:52.000]  有没有人是
[00:00:52.000 --> 00:00:54.000]  现在想着下个月
[00:00:54.000 --> 00:00:56.000]  一定要去别的地方工作的?
[00:00:56.000 --> 00:00:58.000]  有
[00:00:58.000 --> 00:01:00.000]  都有
[00:01:00.000 --> 00:01:02.000]  都有
[00:01:02.000 --> 00:01:04.000]  那你就很适合听这个题目了
[00:01:04.000 --> 00:01:06.000]  我做了工作呢
[00:01:06.000 --> 00:01:08.000]  刚刚今年是
[00:01:08.000 --> 00:01:10.000]  40年了
[00:01:10.000 --> 00:01:12.000]  我还有一年
[00:01:12.000 --> 00:01:14.000]  就60岁了
[00:01:14.000 --> 00:01:16.000]  真的啊,有身份证证明的
[00:01:16.000 --> 00:01:18.000]  那就
[00:01:18.000 --> 00:01:20.000]  没骗你的
[00:01:20.000 --> 00:01:22.000]  可能
[00:01:22.000 --> 00:01:24.000]  你的子女很多都
[00:01:24.000 --> 00:01:26.000]  不是子女
[00:01:26.000 --> 00:01:28.000]  你的亲戚
[00:01:28.000 --> 00:01:30.000]  我第一份工作就是在基湾
[00:01:30.000 --> 00:01:32.000]  教小学
[00:01:32.000 --> 00:01:34.000]  40年前,基湾开校的时候
[00:01:34.000 --> 00:01:36.000]  所以这个证据
[00:01:36.000 --> 00:01:38.000]  我应该是60岁了
[00:01:38.000 --> 00:01:40.000]  基湾都40年了
[00:01:40.000 --> 00:01:42.000]  但是呢
[00:01:42.000 --> 00:01:44.000]  我做过很多工作,很多,多到不得了
[00:01:44.000 --> 00:01:46.000]  差不多是
[00:01:46.000 --> 00:01:48.000]  年岁就是3岁
[00:01:48.000 --> 00:01:50.000]  3岁的小组训练
[00:01:50.000 --> 00:01:52.000]  最近就做
[00:01:52.000 --> 00:01:54.000]  8至14岁
[00:01:54.000 --> 00:01:56.000]  又做
[00:01:56.000 --> 00:01:58.000]  辅导,做教师训练
[00:01:58.000 --> 00:02:00.000]  刚刚我在青衣
[00:02:00.000 --> 00:02:02.000]  全青衣区的教师训练
[00:02:02.000 --> 00:02:04.000]  做商界
[00:02:04.000 --> 00:02:06.000]  做了6年政府
[00:02:06.000 --> 00:02:08.000]  全公务员EQ的训练
[00:02:08.000 --> 00:02:10.000]  AQ的训练
[00:02:10.000 --> 00:02:12.000]  做过很多本公司的训练
[00:02:12.000 --> 00:02:14.000]  郭卫
[00:02:14.000 --> 00:02:16.000]  做了年半
[00:02:16.000 --> 00:02:18.000]  Recruitment Seminar的主讲者
[00:02:18.000 --> 00:02:20.000]  做过很多很多
[00:02:20.000 --> 00:02:22.000]  不过最有趣的就是
[00:02:22.000 --> 00:02:24.000]  矛盾
[00:02:24.000 --> 00:02:26.000]  最令我感觉到
[00:02:26.000 --> 00:02:28.000]  要做的工作就是
[00:02:28.000 --> 00:02:30.000]  如何辅导人
[00:02:30.000 --> 00:02:32.000]  在一些放弃
[00:02:32.000 --> 00:02:34.000]  人生的时候
[00:02:34.000 --> 00:02:36.000]  特别是他想离开工作
[00:02:36.000 --> 00:02:38.000]  甚至想离开人世间
[00:02:38.000 --> 00:02:40.000]  他如何去做决定呢
[00:02:40.000 --> 00:02:42.000]  这些反而是我在心理卫生会
[00:02:42.000 --> 00:02:44.000]  做最有
[00:02:44.000 --> 00:02:46.000]  刺激日子的工作
[00:02:46.000 --> 00:02:48.000]  这是1988年
[00:02:48.000 --> 00:02:50.000]  这是22年前
[00:02:50.000 --> 00:02:52.000]  那时候我帮一帮
[00:02:52.000 --> 00:02:54.000]  自杀三次以上的人
[00:02:54.000 --> 00:02:56.000]  当然不死的那些
[00:02:56.000 --> 00:02:58.000]  他们做了一个
[00:02:58.000 --> 00:03:00.000]  长期的跟进
[00:03:00.000 --> 00:03:02.000]  他们一帮人
[00:03:02.000 --> 00:03:04.000]  对工作已经没有信心了
[00:03:04.000 --> 00:03:06.000]  有很多是博士
[00:03:06.000 --> 00:03:08.000]  但他们的挫败感令他们很重
[00:03:08.000 --> 00:03:10.000]  抑鬱症
[00:03:10.000 --> 00:03:12.000]  我不知道你多不多同时抑鬱
[00:03:12.000 --> 00:03:14.000]  抑鬱就是突然间
[00:03:14.000 --> 00:03:16.000]  这个感觉是10个小时
[00:03:16.000 --> 00:03:18.000]  是很没心机
[00:03:18.000 --> 00:03:20.000]  不想工作
[00:03:20.000 --> 00:03:22.000]  不想坐起来
[00:03:22.000 --> 00:03:24.000]  继续睡下去
[00:03:24.000 --> 00:03:26.000]  不想吃饭
[00:03:26.000 --> 00:03:28.000]  不想玩
[00:03:28.000 --> 00:03:30.000]  突然间很多老师
[00:03:30.000 --> 00:03:32.000]  经理
[00:03:32.000 --> 00:03:34.000]  问员
