
[00:00:00.000 --> 00:00:08.360]  好,我們就順著次序講到這個《羅馬書》第七章
[00:00:08.360 --> 00:00:14.000]  第七章都是一張頗為蹺口的經文
[00:00:14.000 --> 00:00:17.040]  所以我們就整章讀一次
[00:00:17.040 --> 00:00:18.560]  給大家一個印象
[00:00:18.560 --> 00:00:21.280]  到底第七章在講些甚麼
[00:00:21.280 --> 00:00:24.080]  比較長的,是午節
[00:00:24.080 --> 00:00:29.200]  所以我們就用一個傳統的啟應的方法去讀
[00:00:29.200 --> 00:00:32.400]  我們讀完夜午節的經文
[00:00:32.400 --> 00:00:34.960]  第七章第一節開始
[00:00:34.960 --> 00:00:38.880]  兄弟們,我現在對明白律法的人說
[00:00:38.880 --> 00:00:40.720]  你們豈不曉得
[00:00:40.720 --> 00:00:44.400]  律法管人是在活著的時候嗎?
[00:00:44.400 --> 00:00:54.800]  (律法管人是在活著的時候)
[00:00:54.800 --> 00:00:59.040]  所以丈夫活著,他若歸於別人
[00:00:59.040 --> 00:01:00.800]  便叫淫婦
[00:01:00.800 --> 00:01:02.240]  丈夫若死了
[00:01:02.240 --> 00:01:04.960]  他就脫離了丈夫的律法
[00:01:04.960 --> 00:01:08.640]  雖然歸於別人也不是淫婦
[00:01:08.640 --> 00:01:11.440]  各位弟兄們,這律書中
[00:01:11.440 --> 00:01:13.840]  你用至尊基督之身體
[00:01:13.840 --> 00:01:16.320]  在律法上也是死了
[00:01:16.320 --> 00:01:18.320]  要你們歸於別人
[00:01:18.320 --> 00:01:21.280]  就是歸於那從死裡復活的
[00:01:21.280 --> 00:01:24.080]  要我們見果子嗎?
[00:01:24.080 --> 00:01:26.800]  因為我們屬肉體的時候
[00:01:26.800 --> 00:01:29.760]  那因律法而生的惡肉
[00:01:29.760 --> 00:01:32.560]  就在我們肢體中發動
[00:01:32.560 --> 00:01:35.760]  以致結成死亡的果子
[00:01:35.760 --> 00:01:40.240]  (但我們既然在品看我們的律法實至死亡)
[00:01:40.240 --> 00:01:42.480]  (而享受著你的要律法)
[00:01:42.480 --> 00:01:44.400]  (要我們服侍著)
[00:01:44.400 --> 00:01:47.040]  (要我們出生的實際生命)
[00:01:47.040 --> 00:01:50.160]  (我們才能夠得到的)
[00:01:50.160 --> 00:01:52.800]  這樣,我們可說甚麼呢?
[00:01:52.800 --> 00:01:54.640]  律法是罪嗎?
[00:01:54.640 --> 00:01:56.400]  斷乎不是
[00:01:56.400 --> 00:01:58.560]  只是非因律法
[00:01:58.560 --> 00:02:00.880]  我就不知何謂罪
[00:02:00.880 --> 00:02:03.600]  非律法說不可貪心
[00:02:03.600 --> 00:02:06.400]  我就不知何謂貪心
[00:02:06.400 --> 00:02:08.960]  (然而最慘的機會)
[00:02:08.960 --> 00:02:12.080]  (就是借著誡命表主會的貪心)
[00:02:12.080 --> 00:02:14.080]  (再拿到你的頭發動)
[00:02:14.080 --> 00:02:17.520]  (因為沒有律法,罪是死的)
[00:02:17.520 --> 00:02:20.880]  我以前沒有律法是活著的
[00:02:20.880 --> 00:02:22.640]  但是誡命來到
[00:02:22.640 --> 00:02:24.160]  罪又活了
[00:02:24.160 --> 00:02:26.000]  我就死了
[00:02:26.000 --> 00:02:30.800]  (反倒要我死)
[00:02:30.800 --> 00:02:33.040]  因為最趁著機會
[00:02:33.040 --> 00:02:35.760]  就藉著誡命引誘我
[00:02:35.760 --> 00:02:37.760]  並且殺了我
[00:02:37.760 --> 00:02:40.720]  (這也可能是死的)
[00:02:40.720 --> 00:02:42.480]  (但是那是死的)
[00:02:42.480 --> 00:02:44.560]  (我可以讓善你)
[00:02:44.560 --> 00:02:45.920]  既然如此
[00:02:45.920 --> 00:02:48.880]  那良善的是叫我死嗎?
[00:02:48.880 --> 00:02:50.320]  斷乎不是
[00:02:50.320 --> 00:02:52.640]  叫我死的乃是罪
[00:02:52.640 --> 00:02:56.000]  但罪藉著那良善的叫我死
[00:02:56.000 --> 00:02:58.560]  就顯出真是罪
[00:02:58.560 --> 00:03:00.720]  叫罪因著誡命
[00:03:00.720 --> 00:03:03.520]  更顯出是惡極了
[00:03:03.520 --> 00:03:07.120]  (我會要得到那是屬於你的)
[00:03:07.120 --> 00:03:09.920]  (但我屬於那是你的)
[00:03:09.920 --> 00:03:11.760]  (而你卻不能夠取了)
[00:03:11.760 --> 00:03:13.040]  因為我所做的
[00:03:13.040 --> 00:03:14.560]  我自己不明白
[00:03:14.560 --> 00:03:15.760]  我所願意的
[00:03:15.760 --> 00:03:17.200]  我並不去做
[00:03:17.200 --> 00:03:18.480]  我所恨惡的
[00:03:18.480 --> 00:03:20.240]  我都去做
[00:03:20.240 --> 00:03:21.760]  (但我所做的)
[00:03:21.760 --> 00:03:23.680]  (是我所願意的)
[00:03:23.680 --> 00:03:26.640]  (我就堅誠發誓自己)
[00:03:26.640 --> 00:03:28.320]  既是這樣
[00:03:28.320 --> 00:03:30.160]  就不是我做的
[00:03:30.160 --> 00:03:33.680]  乃是住在我裡頭的罪做的
[00:03:33.680 --> 00:03:35.040]  (我現在知道)
[00:03:35.040 --> 00:03:36.240]  (在我裡頭)
[00:03:36.240 --> 00:03:38.080]  (就是所有人體之中)
[00:03:38.080 --> 00:03:39.440]  (會有良善)
[00:03:39.440 --> 00:03:42.080]  (因為我百思百慮善惡德行)
[00:03:42.080 --> 00:03:45.040]  (至善行所多人有德德行)
[00:03:45.040 --> 00:03:45.840]  故此
[00:03:45.840 --> 00:03:47.600]  我所願意的善
[00:03:47.600 --> 00:03:49.280]  我反不做
[00:03:49.280 --> 00:03:50.960]  我所不願意的惡
[00:03:50.960 --> 00:03:52.480]  我倒去做
[00:03:52.480 --> 00:03:55.360]  (若我去做所謂的願意做的)
[00:03:55.360 --> 00:03:57.040]  (就不是我做的)
[00:03:57.040 --> 00:04:00.960]  (乃是住在我裡頭的罪做的)
[00:04:00.960 --> 00:04:03.120]  我覺得有一個律
[00:04:03.120 --> 00:04:06.160]  就是我願意為善的時候
[00:04:06.160 --> 00:04:08.480]  便有惡與惡同在
[00:04:08.480 --> 00:04:11.360]  (若我當著我裡的耳先)
[00:04:11.360 --> 00:04:13.920]  (我使其觀察其動作)
[00:04:13.920 --> 00:04:16.960]  但我覺得肢體中另有一個律
[00:04:16.960 --> 00:04:19.360]  和我心中的律交戰
[00:04:19.360 --> 00:04:20.960]  把我擄去
[00:04:20.960 --> 00:04:24.640]  叫我服從那肢體中犯罪的律
[00:04:24.640 --> 00:04:26.480]  (我親師父說)
[00:04:26.480 --> 00:04:30.160]  (誰能救我脫離這罪行)
[00:04:30.160 --> 00:04:31.680]  感謝神
[00:04:31.680 --> 00:04:33.920]  靠著我們的主耶穌基督
[00:04:33.920 --> 00:04:35.680]  就能脫離了
[00:04:35.680 --> 00:04:37.120]  這樣看來
[00:04:37.120 --> 00:04:39.520]  我以內心信服神的律
[00:04:39.520 --> 00:04:42.880]  我欲體卻信服罪的律條
[00:04:42.880 --> 00:04:45.280]  我們等一下做個禱告
[00:04:45.280 --> 00:04:46.720]  主耶穌我們求祢幫助
[00:04:46.720 --> 00:04:50.000]  讓我們的生命能夠信服
[00:04:50.000 --> 00:04:52.240]  靈的律信服祢
[00:04:52.240 --> 00:04:53.760]  雖然知道我們的肉體
[00:04:53.760 --> 00:04:56.960]  依然與我們的靈交戰
[00:04:56.960 --> 00:04:58.160]  求祢幫助我們
[00:04:58.160 --> 00:04:59.440]  靠著祢的力量
[00:04:59.440 --> 00:05:00.880]  我們每天學習
[00:05:00.880 --> 00:05:03.680]  打一場小小的聖戰
[00:05:03.680 --> 00:05:06.560]  每一天的生命都交同在手裡
[00:05:06.560 --> 00:05:08.800]  求祢今天開啟祢的話語
[00:05:08.800 --> 00:05:09.920]  讓我們明白
[00:05:09.920 --> 00:05:12.480]  禱告奉耶穌基督的名
[00:05:12.560 --> 00:05:14.880]  我說過第七章
[00:05:14.880 --> 00:05:17.280]  是挺複雜的一章
[00:05:17.280 --> 00:05:20.640]  不知道大家讀完一次
[00:05:20.640 --> 00:05:21.840]  拿到甚麼印象
[00:05:21.840 --> 00:05:24.160]  起碼印象你都看到
[00:05:24.160 --> 00:05:26.080]  有幾個字經常出現
[00:05:26.080 --> 00:05:28.640]  律法、死、罪
[00:05:28.640 --> 00:05:30.240]  這三個最多出現
[00:05:30.240 --> 00:05:32.320]  然後靈又出現了幾次
