
[00:00:00.000 --> 00:00:05.680]  今日早上的講題是全市因電
[00:00:05.680 --> 00:00:07.680]  我們恭應將時間交給院長
[00:00:07.680 --> 00:00:09.680]  因為在下面教務處那裡
[00:00:09.680 --> 00:00:11.680]  跟同工說了幾句話
[00:00:11.680 --> 00:00:13.680]  所以我遲了上來 對不起
[00:00:13.680 --> 00:00:15.680]  因為他們跟我說
[00:00:15.680 --> 00:00:17.680]  將黃牧師
[00:00:17.680 --> 00:00:19.680]  師母打電話給他有點不舒服
[00:00:19.680 --> 00:00:21.680]  所以他趕回去
[00:00:21.680 --> 00:00:23.680]  跟師母去看醫生
[00:00:23.680 --> 00:00:28.640]  今天才是我講到
[00:00:28.640 --> 00:00:30.640]  不過明天已經人在美國
[00:00:30.640 --> 00:00:32.640]  所以就調了今天
[00:00:32.640 --> 00:00:34.640]  這一段聖經我相信
[00:00:34.640 --> 00:00:36.640]  大家都很熟悉
[00:00:36.640 --> 00:00:38.640]  但我們越熟悉的經文
[00:00:38.640 --> 00:00:40.640]  我們就不太用心去讀
[00:00:40.640 --> 00:00:42.640]  或者不太用心去思考
[00:00:42.640 --> 00:00:44.640]  我們可能都會讀
[00:00:44.640 --> 00:00:46.640]  但我們不太用心去思考
[00:00:46.640 --> 00:00:48.640]  尤其是我們
[00:00:48.640 --> 00:00:52.640]  對於聖經所說的天國的比喻
[00:00:52.640 --> 00:00:54.640]  我們覺得
[00:00:54.640 --> 00:00:56.640]  它沒有一種
[00:00:56.640 --> 00:01:02.640]  讓我們很驚訝的意味
[00:01:02.640 --> 00:01:04.640]  當主耶穌基督說天國的比喻的時候
[00:01:04.640 --> 00:01:06.640]  那些人應該是很驚訝的
[00:01:06.640 --> 00:01:08.640]  為什麼會這樣
[00:01:08.640 --> 00:01:10.640]  為什麼會這樣
[00:01:10.640 --> 00:01:12.640]  為什麼不是這樣
[00:01:12.640 --> 00:01:14.640]  所以那些古典的
[00:01:14.640 --> 00:01:16.640]  對於比喻所下的定義
[00:01:16.640 --> 00:01:18.640]  都說耶穌基督在生活中
[00:01:18.640 --> 00:01:20.640]  用一些很平常的
[00:01:20.640 --> 00:01:22.640]  大家很常見的
[00:01:22.640 --> 00:01:24.640]  一些生活裡面的例子
[00:01:24.640 --> 00:01:26.640]  講完之後
[00:01:26.640 --> 00:01:28.640]  讓人聽了之後
[00:01:28.640 --> 00:01:30.640]  去思考為什麼會這樣
[00:01:30.640 --> 00:01:32.640]  為什麼不是這樣
[00:01:32.640 --> 00:01:34.640]  在思考之中
[00:01:34.640 --> 00:01:36.640]  讓他們覺得有一種頓悟的感覺
[00:01:36.640 --> 00:01:38.640]  但我們現在現代人讀
[00:01:38.640 --> 00:01:40.640]  或者宣講的時候
[00:01:40.640 --> 00:01:42.640]  就失去了這種頓悟
[00:01:42.640 --> 00:01:44.640]  我們沒有什麼特別的驚喜
[00:01:44.640 --> 00:01:46.640]  這些比喻應該帶給我們驚訝
[00:01:46.640 --> 00:01:48.640]  我有一個這樣的例子
[00:01:48.640 --> 00:01:50.640]  這個例子
[00:01:50.640 --> 00:01:52.640]  這個故事
[00:01:52.640 --> 00:01:54.640]  唐崇煥牧師告訴我
[00:01:54.640 --> 00:01:56.640]  他三兄弟都很會說笑話
[00:01:56.640 --> 00:01:58.640]  如果你和他三兄弟
[00:01:58.640 --> 00:02:00.640]  吃飯
[00:02:00.640 --> 00:02:02.640]  坐下來之後
[00:02:02.640 --> 00:02:04.640]  他會不斷說笑話給你聽
[00:02:04.640 --> 00:02:06.640]  你都不知道笑話是從哪裡來的
[00:02:06.640 --> 00:02:08.640]  唐崇煥說的
[00:02:08.640 --> 00:02:10.640]  這是唐崇煥說的
[00:02:10.640 --> 00:02:12.640]  他說什麼呢
[00:02:12.640 --> 00:02:14.640]  他說
[00:02:14.640 --> 00:02:16.640]  有一個老太太有一個這樣的習慣
[00:02:16.640 --> 00:02:18.640]  習慣就是
[00:02:18.640 --> 00:02:20.640]  喜歡去買彩券
[00:02:20.640 --> 00:02:22.640]  她每次都買相同的號碼
[00:02:22.640 --> 00:02:24.640]  每次都買相同的號碼
[00:02:24.640 --> 00:02:26.640]  我想很多人會這樣做
[00:02:26.640 --> 00:02:28.640]  想著一定會有一次中
[00:02:28.640 --> 00:02:30.640]  如果這個號碼
[00:02:30.640 --> 00:02:32.640]  一定會中
[00:02:32.640 --> 00:02:34.640]  所以每次都買
[00:02:34.640 --> 00:02:36.640]  有一次又買了號碼
[00:02:36.640 --> 00:02:38.640]  不過她就被扔進了醫院
[00:02:38.640 --> 00:02:40.640]  病情都算是很嚴重
[00:02:40.640 --> 00:02:42.640]  病情都算是很嚴重
[00:02:42.640 --> 00:02:44.640]  那個女的就拿著那張彩券
[00:02:44.640 --> 00:02:46.640]  回來
[00:02:46.640 --> 00:02:48.640]  手震震地
[00:02:48.640 --> 00:02:50.640]  跟姐妹說
[00:02:50.640 --> 00:02:52.640]  這張彩券中了
[00:02:52.640 --> 00:02:54.640]  這張彩券中了
[00:02:54.640 --> 00:02:56.640]  要不要告訴媽媽
[00:02:56.640 --> 00:02:58.640]  人家怕她受不起
[00:02:58.640 --> 00:03:00.640]  買了這麼多年都不中
[00:03:00.640 --> 00:03:02.640]  突然告訴她中了
[00:03:02.640 --> 00:03:04.640]  所以就跟醫生商量
[00:03:04.640 --> 00:03:06.640]  要不要告訴她
[00:03:06.640 --> 00:03:08.640]  醫生說如果你受不起
[00:03:08.640 --> 00:03:10.640]  不如我來告訴她
[00:03:10.640 --> 00:03:12.640]  我告訴她
[00:03:12.640 --> 00:03:14.640]  如果有什麼事發生
[00:03:14.640 --> 00:03:16.640]  醫生在場都好一點
[00:03:16.640 --> 00:03:18.640]  拿著這張彩券進去
[00:03:18.640 --> 00:03:20.640]  告訴她
[00:03:20.640 --> 00:03:22.640]  老太太就說
[00:03:22.640 --> 00:03:24.640]  你騙我
[00:03:24.640 --> 00:03:26.640]  心情放鬆
[00:03:26.640 --> 00:03:28.640]  說我中了
[00:03:28.640 --> 00:03:30.640]  不相信她
[00:03:30.640 --> 00:03:32.640]  我都不相信
[00:03:32.640 --> 00:03:34.640]  你們都想哄我開心
[00:03:34.640 --> 00:03:36.640]  醫生說
[00:03:36.640 --> 00:03:38.640]  真的中了
[00:03:38.640 --> 00:03:40.640]  老太太就說
[00:03:40.640 --> 00:03:42.640]  如果我中了
[00:03:42.640 --> 00:03:44.640]  我分一半給你
