
[00:00:00.000 --> 00:00:06.640]  不是我們
[00:00:06.640 --> 00:00:08.180]  這次我們就選擇
[00:00:08.180 --> 00:00:10.640]  為什麼我經常說我們
[00:00:10.640 --> 00:00:17.760]  這次我選擇了一個題目叫《鑒古詩金》
[00:00:17.760 --> 00:00:20.020]  是講一些聖經的人物
[00:00:20.020 --> 00:00:21.200]  我選了三個人物
[00:00:21.200 --> 00:00:23.640]  頭兩版的筆記我就不講了
[00:00:23.640 --> 00:00:25.200]  你自己回來看
[00:00:25.200 --> 00:00:26.640]  講到歷史神學
[00:00:26.640 --> 00:00:28.560]  其實也有叫做神學歷史
[00:00:28.560 --> 00:00:30.800]  在這些尷尬當中我們有所學習
[00:00:30.800 --> 00:00:32.600]  無論正面還是負面
[00:00:32.600 --> 00:00:33.800]  我選了三個人物
[00:00:33.800 --> 00:00:35.200]  兩個是負面的
[00:00:35.200 --> 00:00:37.040]  一個是正面的
[00:00:37.040 --> 00:00:39.480]  一個叫做聰明的笨伯就是雅各
[00:00:39.480 --> 00:00:41.280]  大靈的弱者就是參孫
[00:00:41.280 --> 00:00:44.560]  屬靈不倒翁就是保羅
[00:00:44.560 --> 00:00:46.960]  星期六今天就會講兩個人物
[00:00:46.960 --> 00:00:48.800]  就是雅各
[00:00:48.800 --> 00:00:50.120]  我講雅各
[00:00:50.120 --> 00:00:51.120]  剛才我講了誰?
[00:00:51.120 --> 00:00:53.080]  雅各
[00:00:53.080 --> 00:00:56.040]  以及講參孫
[00:00:56.240 --> 00:00:58.760]  第一課叫做聰明的笨伯
[00:00:58.760 --> 00:00:59.840]  是有點矛盾的
[00:00:59.840 --> 00:01:01.360]  你看今天兩課都很特別
[00:01:01.360 --> 00:01:03.920]  聰明為什麼會蠢呢?
[00:01:03.920 --> 00:01:06.760]  大能為什麼會弱呢?
[00:01:06.760 --> 00:01:09.000]  聰明的人原來可以很蠢
[00:01:09.000 --> 00:01:11.920]  大能的人可以很弱
[00:01:11.920 --> 00:01:13.040]  我看過一句話
[00:01:13.040 --> 00:01:13.760]  我覺得很有意思
[00:01:13.760 --> 00:01:14.840]  這句話怎麼說呢?
[00:01:14.840 --> 00:01:17.520]  叫做窮得只剩下錢
[00:01:17.520 --> 00:01:18.680]  有沒有聽過?
[00:01:18.680 --> 00:01:21.040]  窮到剩下只有錢
[00:01:21.040 --> 00:01:23.040]  有錢怎麼會窮呢?
[00:01:23.040 --> 00:01:25.320]  原來人生不只是錢的問題
[00:01:25.320 --> 00:01:26.320]  有些人有錢
[00:01:26.320 --> 00:01:29.400]  他的生命可以是非常貧窮
[00:01:29.400 --> 00:01:30.520]  他什麼都沒有
[00:01:30.520 --> 00:01:32.480]  只是有錢
[00:01:32.480 --> 00:01:34.440]  其實很可憐的
[00:01:34.440 --> 00:01:35.080]  什麼都沒有
[00:01:35.080 --> 00:01:36.400]  只是有錢
[00:01:36.400 --> 00:01:38.200]  世上很多聰明人
[00:01:38.200 --> 00:01:39.480]  很會謀生
[00:01:39.480 --> 00:01:40.800]  很會謀生
[00:01:40.800 --> 00:01:43.200]  聰明人但是可以很蠢
[00:01:43.200 --> 00:01:47.040]  有些人我們叫做聰明反被聰明誤
[00:01:47.040 --> 00:01:50.640]  其實聰明有時候不一定很剛強
[00:01:50.640 --> 00:01:51.720]  我看過一個廣告
[00:01:51.720 --> 00:01:52.800]  有兩個人物
[00:01:52.800 --> 00:01:54.680]  一個叫做道德先生
[00:01:54.680 --> 00:01:56.240]  一個叫做科學先生
[00:01:56.240 --> 00:01:57.840]  道德先生問科學先生
[00:01:57.840 --> 00:01:59.280]  他說科學先生有什麼可以幫我
[00:01:59.280 --> 00:02:00.640]  因為我很瘦
[00:02:00.640 --> 00:02:01.920]  很慘
[00:02:01.920 --> 00:02:04.000]  科學先生很肥很大隻
[00:02:04.000 --> 00:02:05.040]  他看著道德先生說
[00:02:05.040 --> 00:02:05.480]  對不起
[00:02:05.480 --> 00:02:07.600]  我沒什麼可以幫你
[00:02:07.600 --> 00:02:09.840]  原來你再科學的國家
[00:02:09.840 --> 00:02:11.600]  可以是非常敗壞
[00:02:11.600 --> 00:02:13.800]  我想這個現象大家都會很同意
[00:02:13.800 --> 00:02:16.320]  讀書多不表示你的道德
[00:02:16.320 --> 00:02:18.800]  就會有高尚的操守
[00:02:18.800 --> 00:02:21.000]  今天很多作奸犯科的人
[00:02:21.000 --> 00:02:22.240]  讀書很厲害
[00:02:22.240 --> 00:02:23.880]  而且很聰明
[00:02:23.880 --> 00:02:25.360]  很聰明
[00:02:25.360 --> 00:02:27.960]  聰明的人原來不一定剛強
[00:02:27.960 --> 00:02:29.760]  聰明的人可以很軟弱
[00:02:29.760 --> 00:02:31.040]  他會被自己所困
[00:02:31.040 --> 00:02:33.000]  甚至被自己所騙
[00:02:33.000 --> 00:02:34.280]  在他走一生路的時候
[00:02:34.280 --> 00:02:35.400]  回頭看的時候
[00:02:35.400 --> 00:02:36.920]  他會相當的後悔
[00:02:36.920 --> 00:02:39.080]  但是已經太遲
[00:02:39.080 --> 00:02:40.320]  《雅各一生》記載
[00:02:40.320 --> 00:02:41.560]  看到《雅各一生》
[00:02:41.560 --> 00:02:43.520]  蔡司記十六章的聖經
[00:02:43.520 --> 00:02:44.840]  關於他的生平
[00:02:44.840 --> 00:02:45.880]  記載這麼多
[00:02:45.880 --> 00:02:47.800]  不是表示神體重他
[00:02:47.800 --> 00:02:49.120]  而是神告訴我們
[00:02:49.120 --> 00:02:51.320]  從雅各一生有一些功課
[00:02:51.320 --> 00:02:53.520]  我們必須要學習
[00:02:53.520 --> 00:02:54.840]  《雅各一生》走完了
[00:02:54.840 --> 00:02:55.960]  我們在走
[00:02:55.960 --> 00:02:57.440]  學什麼功課呢
[00:02:57.440 --> 00:02:59.120]  他一生一百四十七年
[00:02:59.120 --> 00:03:00.560]  十七年在埃及
[00:03:00.560 --> 00:03:02.200]  二十年在巴旦 阿蘭
[00:03:02.200 --> 00:03:04.480]  一百一十年在加拿大
[00:03:04.480 --> 00:03:06.280]  和他最愛的兒子約瑟
[00:03:06.280 --> 00:03:10.560]  分開了二十二年之久
[00:03:10.560 --> 00:03:13.360]  人生當中他有得有失
[00:03:13.360 --> 00:03:15.440]  雅各他蠢 蠢在什麼呢
[00:03:15.440 --> 00:03:16.960]  下面一句話怎麼說呢
[00:03:16.960 --> 00:03:21.120]  只求成功 不擇手段 欺騙別人
[00:03:21.120 --> 00:03:23.240]  雅各蠢是蠢在這樣
[00:03:23.240 --> 00:03:27.240]  他只求成功 不擇手段 欺騙別人
[00:03:27.240 --> 00:03:29.320]  雅各得 他得得很厲害
[00:03:29.320 --> 00:03:32.320]  他前半生可以說是很成功的前半生
[00:03:32.320 --> 00:03:34.320]  可以說是一個爭奪的人生
[00:03:34.320 --> 00:03:35.520]  他要什麼就什麼
[00:03:35.520 --> 00:03:36.880]  所以聖經給他一個綽號
[00:03:36.880 --> 00:03:37.440]  叫做什麼
[00:03:37.440 --> 00:03:41.560]  與神 與人 教力 都得了成
[00:03:41.560 --> 00:03:42.920]  他想什麼就什麼
[00:03:42.920 --> 00:03:45.880]  二十五章他想要長子名分給他
[00:03:45.880 --> 00:03:48.480]  二十六章他要父親的祝福給他
[00:03:48.480 --> 00:03:50.760]  三十章他要拿他岳父的羊裙
[00:03:50.760 --> 00:03:51.680]  又拿到
[00:03:51.680 --> 00:03:53.240]  三十二至三十三章
[00:03:53.240 --> 00:03:55.760]  他要回到自己原居地的時候
[00:03:55.760 --> 00:03:57.640]  他怕他哥哥要殺他
[00:03:57.640 --> 00:04:01.160]  他又想辦法哄他用苦肉計
[00:04:01.160 --> 00:04:02.200]  他用了很多方法
[00:04:02.200 --> 00:04:03.520]  你看創世記看到的
[00:04:03.520 --> 00:04:05.640]  最後他哥哥又原諒他
[00:04:05.640 --> 00:04:09.000]  這個人真是很了不起 很聰明
[00:04:09.000 --> 00:04:10.760]  很有才智
[00:04:10.760 --> 00:04:11.920]  要什麼就得什麼
[00:04:11.920 --> 00:04:13.040]  每次很成功
[00:04:13.040 --> 00:04:14.760]  人看來覺得他很成功
[00:04:14.760 --> 00:04:16.920]  他真的得心應手
[00:04:16.920 --> 00:04:19.120]  但是雅各有他蠢的一面
[00:04:19.120 --> 00:04:20.360]  雅各自己怎麼說呢
[00:04:20.360 --> 00:04:23.840]  雅各評語創世記四十七章第九節
[00:04:23.840 --> 00:04:25.480]  當法老王問他
[00:04:25.480 --> 00:04:26.840]  你一生的年日有多少
[00:04:26.840 --> 00:04:28.480]  雅各怎麼形容他一生
[00:04:28.480 --> 00:04:29.840]  我一生的年日又如何
[00:04:29.840 --> 00:04:32.200]  又少又苦
[00:04:32.200 --> 00:04:35.920]  一百四十七歲比約瑟還長命
[00:04:35.920 --> 00:04:37.720]  為什麼雅各說
[00:04:37.720 --> 00:04:40.480]  我的一生又少又苦呢
[00:04:40.480 --> 00:04:43.880]  一百四十七年為什麼說很短的人生呢
[00:04:43.880 --> 00:04:46.520]  我不知道你有沒有這樣的感覺
[00:04:46.520 --> 00:04:48.160]  我自己呢
[00:04:48.160 --> 00:04:50.440]  我是十九歲信耶穌的
[00:04:50.440 --> 00:04:51.480]  我信耶穌之後呢
[00:04:51.480 --> 00:04:53.440]  我做了一件事
[00:04:53.440 --> 00:04:54.960]  我也不知道我應不應該後悔
[00:04:54.960 --> 00:04:57.400]  就是我拿回我的相簿
[00:04:57.400 --> 00:05:00.000]  看回我信著之前我的相
[00:05:00.000 --> 00:05:01.400]  我可以告訴你
[00:05:01.400 --> 00:05:02.840]  我信著之前我的相
[00:05:02.840 --> 00:05:05.520]  我的樣子是很醜的
[00:05:05.520 --> 00:05:06.840]  我不是說現在的樣子好
[00:05:06.840 --> 00:05:09.600]  現在的樣子善良過以前很多
[00:05:09.600 --> 00:05:10.920]  真是很醜的
[00:05:10.920 --> 00:05:13.920]  又奸又殘
[00:05:13.920 --> 00:05:15.640]  真是很難看的
[00:05:15.640 --> 00:05:18.240]  所以我將我十九歲之前很多的相
[00:05:18.240 --> 00:05:18.960]  我都丟掉了
[00:05:18.960 --> 00:05:20.640]  除了小朋友那些之外
[00:05:20.640 --> 00:05:21.720]  我找了一天一截
[00:05:21.720 --> 00:05:24.600]  我的人生一截的相是沒有的
[00:05:24.600 --> 00:05:27.560]  你明不明白雅各所謂又少是什麼意思
