
[00:00:00.000 --> 00:00:06.500]  今天就沒有了PowerPoint
[00:00:06.500 --> 00:00:11.500]  有時你們可以轉頭到後面看一看
[00:00:11.500 --> 00:00:16.800]  今天要和大家講的是猶太人的憲制和節日
[00:00:16.800 --> 00:00:20.500]  228章和29章文述記
[00:00:20.500 --> 00:00:22.000]  是非常有趣
[00:00:22.000 --> 00:00:27.000]  神是曉喻以色列人要他們按著不同的時間
[00:00:27.000 --> 00:00:31.000]  不同的節日來獻祭給神
[00:00:31.000 --> 00:00:34.000]  其中可以分開有兩個部分
[00:00:34.000 --> 00:00:38.000]  一個部分就是平時的獻祭
[00:00:38.000 --> 00:00:39.500]  平日的獻祭
[00:00:39.500 --> 00:00:43.000]  另外一個部分就是特別節日的獻祭
[00:00:43.000 --> 00:00:45.500]  平日的獻祭又是怎樣呢?
[00:00:45.500 --> 00:00:49.000]  平日的獻祭在228章3至8節
[00:00:49.000 --> 00:00:54.000]  說早上和晚上以色列人都要獻祭給神
[00:00:54.000 --> 00:01:03.000]  每個禮拜經文28章9至10節說每個安息日要獻祭
[00:01:03.000 --> 00:01:09.000]  每個月月朔都要獻祭11至15節
[00:01:09.000 --> 00:01:10.000]  月朔是甚麼?
[00:01:10.000 --> 00:01:14.000]  月朔就是每個月的第一天都要獻祭給神
[00:01:14.000 --> 00:01:17.000]  怎樣獻祭神講得非常清楚
[00:01:17.000 --> 00:01:20.000]  這是平日的獻祭
[00:01:20.000 --> 00:01:23.000]  還有特別的節日呢?
[00:01:23.000 --> 00:01:25.000]  特別的節日的獻祭
[00:01:25.000 --> 00:01:28.000]  我們知道有很多猶太人的節日
[00:01:28.000 --> 00:01:31.000]  但是有三個是非常重要
[00:01:31.000 --> 00:01:34.000]  在《述語出安及》的23章14至17節
[00:01:34.000 --> 00:01:37.000]  《新命記》16章16節
[00:01:37.000 --> 00:01:40.000]  都有提到有三個節日是很重要的
[00:01:40.000 --> 00:01:45.000]  這三個節日就是除孝節、七七節和鑄盤節
[00:01:45.000 --> 00:01:51.000]  經文說一切南丁要在除孝節、七七節、鑄盤節
[00:01:51.000 --> 00:01:57.000]  一連三次在耶和華神所選擇的地方朝見他
[00:01:57.000 --> 00:02:00.000]  卻不可空手朝見
[00:02:00.000 --> 00:02:02.000]  神說你不要空手而來
[00:02:02.000 --> 00:02:06.000]  你不要拿著兩梳招就走來見我
[00:02:06.000 --> 00:02:08.000]  你是要帶祭物
[00:02:08.000 --> 00:02:10.000]  你是要帶禮物
[00:02:11.000 --> 00:02:14.000]  我們剛才說的三大節日
[00:02:14.000 --> 00:02:20.000]  除孝節、七七節和鑄盤節
[00:02:20.000 --> 00:02:22.000]  沒有提到如月節
[00:02:22.000 --> 00:02:24.000]  有人說如月節也是大節
[00:02:24.000 --> 00:02:27.000]  但是在聖經裏很多時
[00:02:27.000 --> 00:02:32.000]  如月節和除孝節可以相替換
[00:02:32.000 --> 00:02:38.000]  如月節的時候很多時包括跟著那七天的除孝節
[00:02:38.000 --> 00:02:43.000]  說到除孝節就會加上前一天的如月節
[00:02:43.000 --> 00:02:48.000]  所以說到一個就令人想起會包括另外一個
[00:02:48.000 --> 00:02:53.000]  如果是這樣的情形那時候猶太人有甚麼節日呢?
[00:02:53.000 --> 00:02:57.000]  除了如月節或者我們所說的除孝節
[00:02:57.000 --> 00:03:00.000]  剛才說過的七七節
[00:03:00.000 --> 00:03:03.000]  也有說過鑄盤節
[00:03:03.000 --> 00:03:04.000]  另外還有甚麼?
[00:03:04.000 --> 00:03:06.000]  還有初贖果子節
[00:03:06.000 --> 00:03:09.000]  還有催國節和贖罪節
[00:03:09.000 --> 00:03:12.000]  一共有七個節日這麼多
[00:03:12.000 --> 00:03:19.000]  這七個節日在摩西五經裏面有很多次提到
[00:03:19.000 --> 00:03:21.000]  例如春開及記十二章
[00:03:21.000 --> 00:03:28.000]  有很詳細的說是如何來守如月節和除孝節
[00:03:28.000 --> 00:03:35.000]  另外利未記也有很完整的說到
[00:03:35.000 --> 00:03:38.000]  一共有七個節日每個節日都有提到
[00:03:38.000 --> 00:03:41.000]  利未記二十三章就是很詳細
[00:03:41.000 --> 00:03:47.000]  在場的弟兄姊妹也有聽過我說利未記第二十三章
[00:03:47.000 --> 00:03:50.000]  所以我就不會重覆
[00:03:50.000 --> 00:03:52.000]  雖然不是在這間教會
[00:03:52.000 --> 00:03:55.000]  二十三章是說得很詳細的利未記
[00:03:55.000 --> 00:04:01.000]  生命記十六章是注重在那三個大節期
[00:04:01.000 --> 00:04:04.000]  如月節即是除孝節
[00:04:04.000 --> 00:04:08.000]  另外七七節和鑄盤節
[00:04:08.000 --> 00:04:12.000]  文素記今天說的二十八、二十九章又是怎樣?
[00:04:12.000 --> 00:04:14.000]  如果你注意經文
[00:04:14.000 --> 00:04:16.000]  你會看到輕描淡寫
[00:04:16.000 --> 00:04:19.000]  作者只是提及如月節的名字
[00:04:19.000 --> 00:04:22.000]  但沒有說到內容
[00:04:22.000 --> 00:04:25.000]  也沒有說到是初熟果子節
[00:04:25.000 --> 00:04:28.000]  所以七個節日當中有兩個沒有提及
[00:04:28.000 --> 00:04:30.000]  只提及了五個節日
[00:04:30.000 --> 00:04:33.000]  在今天結束的時候我會和大家分享
[00:04:33.000 --> 00:04:35.000]  為什麼我認為這個作者
[00:04:35.000 --> 00:04:40.000]  認為摩西刻意不提及如月節
[00:04:40.000 --> 00:04:42.000]  刻意不提及初熟果子節
[00:04:42.000 --> 00:04:45.000]  在結束的時候會和大家分享
[00:04:45.000 --> 00:04:49.000]  先看看第一個節日
[00:04:49.000 --> 00:04:51.000]  就是如月節
[00:04:51.000 --> 00:04:55.000]  如月節是一月十四日
[00:04:55.000 --> 00:04:58.000]  經文是二十八章十六節
[00:04:58.000 --> 00:05:01.000]  文素記如月節是一月十四日
[00:05:01.000 --> 00:05:03.000]  我們知道耶穌基督在世的時候
[00:05:03.000 --> 00:05:05.000]  也有守如月節
[00:05:05.000 --> 00:05:09.000]  在路加福音二章四十一至四十三節
[00:05:09.000 --> 00:05:12.000]  說每年他的父母都會帶耶穌基督
[00:05:12.000 --> 00:05:15.000]  上去耶路撒冷
[00:05:15.000 --> 00:05:18.000]  當時耶穌基督十二歲
[00:05:18.000 --> 00:05:20.000]  路加福音二章的時候
[00:05:20.000 --> 00:05:23.000]  他按照節日的規矩上去
[00:05:23.000 --> 00:05:26.000]  守滿了節日才回家
[00:05:26.000 --> 00:05:28.000]  什麼叫做守滿節日
[00:05:28.000 --> 00:05:31.000]  如果只是守如月節那天就不需要守滿節日
[00:05:31.000 --> 00:05:33.000]  很明顯這裡說如月節
[00:05:33.000 --> 00:05:37.000]  就是包括了接下來七天的除休節
[00:05:37.000 --> 00:05:40.000]  守滿了他們就回家
[00:05:40.000 --> 00:05:42.000]  但如果你記得這件事
[00:05:42.000 --> 00:05:45.000]  就是耶穌基督仍然留在耶路撒冷的聖殿
[00:05:45.000 --> 00:05:48.000]  和大人對話
[00:05:48.000 --> 00:05:51.000]  媽媽就不知道趕著上路回家
[00:05:51.000 --> 00:05:54.000]  後來才發現耶穌不見了
[00:05:54.000 --> 00:05:59.000]  在如月節那天
[00:05:59.000 --> 00:06:02.000]  我們知道如月節是慶祝什麼
[00:06:02.000 --> 00:06:05.000]  是慶祝以色列人出埃及
[00:06:05.000 --> 00:06:09.000]  記不記得以色列人以前在埃及做奴服
[00:06:09.000 --> 00:06:10.000]  他們很辛苦
[00:06:10.000 --> 00:06:12.000]  神救贖他們
[00:06:12.000 --> 00:06:14.000]  打發摩西去拯救他們
[00:06:14.000 --> 00:06:16.000]  但法老王不肯放人
[00:06:16.000 --> 00:06:19.000]  於是神一災兩災三災
[00:06:19.000 --> 00:06:20.000]  降了九災
[00:06:20.000 --> 00:06:22.000]  法老王都不肯放人
[00:06:22.000 --> 00:06:24.000]  結果去到第十災
[00:06:24.000 --> 00:06:30.000]  神叫以色列人每家預備一隻如月節的羔羊
[00:06:30.000 --> 00:06:33.000]  宰了之後將血游到門框上
[00:06:33.000 --> 00:06:38.000]  然後滅命的使者見到血就會越門而過
[00:06:38.000 --> 00:06:42.000]  所以以色列人如果有游了血在門框
[00:06:42.000 --> 00:06:44.000]  他們的長子就倖免了
[00:06:44.000 --> 00:06:47.000]  但埃及人的長子因為沒有血游在門框
[00:06:47.000 --> 00:06:49.000]  就會被擊殺
[00:06:49.000 --> 00:06:53.000]  這隻如月節的羔羊很有意思
[00:06:53.000 --> 00:06:56.000]  出埃及記十二章五節說什麼
[00:06:56.000 --> 00:07:00.000]  是無殘疾一歲的羔羊羔
[00:07:00.000 --> 00:07:03.000]  怎樣是無殘疾無瑕疵
[00:07:03.000 --> 00:07:07.000]  就是告訴我們我們所信的耶穌基督
[00:07:07.000 --> 00:07:08.000]  就是我們的如月節羔羊
[00:07:08.000 --> 00:07:10.000]  祂就是無瑕疵
[00:07:10.000 --> 00:07:11.000]  祂就是無罪
[00:07:11.000 --> 00:07:14.000]  正如哥林多前書五章七節說
[00:07:14.000 --> 00:07:19.000]  我們如月節的羔羊基督已經被殺獻祭了
[00:07:19.000 --> 00:07:24.000]  另外也有另外一些規矩
[00:07:24.000 --> 00:07:28.000]  這隻如月節的羔羊除了要無瑕疵
[00:07:28.000 --> 00:07:30.000]  要是無殘疾
[00:07:30.000 --> 00:07:33.000]  也要它的骨頭沒有一斤是截斷的
[00:07:33.000 --> 00:07:36.000]  在這裡出埃及記十二章四十六節
[00:07:36.000 --> 00:07:40.000]  說羊羔的骨頭一斤也不可截斷
[00:07:40.000 --> 00:07:44.000]  這樣就成為了一個很大的問題
[00:07:44.000 --> 00:07:47.000]  因為我們知道如果是釘十字架的話
[00:07:47.000 --> 00:07:50.000]  那雙腳一定是會打斷
[00:07:50.000 --> 00:07:54.000]  我們知道這是羅馬軍官的命令
[00:07:54.000 --> 00:07:58.000]  釘十字架的犯人一定要打斷雙腳
[00:07:58.000 --> 00:08:00.000]  證實他死亡
[00:08:00.000 --> 00:08:02.000]  原來釘十字架很辛苦的
[00:08:02.000 --> 00:08:04.000]  你整個人墮下去
[00:08:04.000 --> 00:08:05.000]  呼吸也呼吸不到
[00:08:05.000 --> 00:08:08.000]  是用自己雙腳頂高自己
[00:08:08.000 --> 00:08:10.000]  呼一下氣又下去
[00:08:10.000 --> 00:08:12.000]  到雙腳斷了的時候
[00:08:12.000 --> 00:08:14.000]  你就沒有機會再上去呼吸
[00:08:14.000 --> 00:08:15.000]  你就死了
[00:08:15.000 --> 00:08:18.000]  所以羅馬軍官如果要速
[00:08:18.000 --> 00:08:20.000]  要快些死亡的話
[00:08:20.000 --> 00:08:22.000]  打斷你的腳
[00:08:22.000 --> 00:08:24.000]  但在耶穌基督的例子是怎樣
[00:08:24.000 --> 00:08:26.000]  約翰福音十九章三十三節
[00:08:26.000 --> 00:08:28.000]  說士兵來到的時候
[00:08:28.000 --> 00:08:30.000]  見到耶穌基督已經斷了氣
[00:08:30.000 --> 00:08:33.000]  不需要打斷他的腳
[00:08:33.000 --> 00:08:35.000]  這個士兵估也估不到
[00:08:35.000 --> 00:08:39.000]  他沒有遵守羅馬軍官的命令
[00:08:39.000 --> 00:08:41.000]  結果是怎樣
[00:08:41.000 --> 00:08:43.000]  應驗了聖經的預言
[00:08:43.000 --> 00:08:45.000]  就是逾越節的羔羊
[00:08:45.000 --> 00:08:47.000]  連一斤骨頭都不可以打斷
[00:08:47.000 --> 00:08:51.000]  這隻羔羊都要烤了來吃
[00:08:51.000 --> 00:08:53.000]  不可以是水煮
[00:08:53.000 --> 00:08:56.000]  因為水煮的時候骨頭就會散出來
[00:08:56.000 --> 00:09:00.000]  就不能夠再有一隻完整的逾越節的羔羊
[00:09:00.000 --> 00:09:02.000]  所以只可以烤來吃
[00:09:02.000 --> 00:09:04.000]  而且吃得很急速
[00:09:04.000 --> 00:09:06.000]  腳上穿著鞋
[00:09:06.000 --> 00:09:08.000]  腰上高束著腰帶
[00:09:08.000 --> 00:09:10.000]  手上拿著手掌
[00:09:10.000 --> 00:09:12.000]  隨時預備出發
[00:09:12.000 --> 00:09:14.000]  兄姐妹有沒有試過被人趕著吃飯
[00:09:14.000 --> 00:09:16.000]  吃得快些吃完什麼
[00:09:16.000 --> 00:09:18.000]  很辛苦的
[00:09:18.000 --> 00:09:20.000]  香港人說背脊骨落
[00:09:20.000 --> 00:09:22.000]  我以前在香港喝茶
[00:09:22.000 --> 00:09:24.000]  不知為何那些人等桌子
[00:09:24.000 --> 00:09:26.000]  會等到站在你四周圍
[00:09:26.000 --> 00:09:28.000]  圍著你的桌子
[00:09:28.000 --> 00:09:30.000]  然後你吃什麼他都看著你
[00:09:30.000 --> 00:09:32.000]  有時還給你面色
[00:09:32.000 --> 00:09:34.000]  吃這麼久還沒吃完
[00:09:34.000 --> 00:09:36.000]  有些人看我越是知由淡定吃
[00:09:36.000 --> 00:09:38.000]  我又做不出
[00:09:38.000 --> 00:09:40.000]  我會快快脆脆地在這裡吃飯
[00:09:40.000 --> 00:09:42.000]  在背脊骨落
[00:09:42.000 --> 00:09:44.000]  好像是逾越節
[00:09:44.000 --> 00:09:46.000]  那時候要趕著
[00:09:46.000 --> 00:09:48.000]  出埃及一樣
[00:09:48.000 --> 00:09:50.000]  第二個之日是什麼
[00:09:50.000 --> 00:09:52.000]  第二個之日是除烤節
[00:09:52.000 --> 00:09:54.000]  我們知道1月14日是逾越節
[00:09:54.000 --> 00:09:56.000]  1月15日就是除烤節
[00:09:56.000 --> 00:09:58.000]  一共要7天吃無烤的食物
[00:09:58.000 --> 00:10:00.000]  不是說一定要吃無烤的
[00:10:00.000 --> 00:10:02.000]  但一定要吃無烤的食物
[00:10:02.000 --> 00:10:04.000]  然後在出埃及記12章15節說
[00:10:04.000 --> 00:10:06.000]  第一天要把烤從你們家中除去
[00:10:06.000 --> 00:10:08.000]  所以你們有沒有見過猶太人
[00:10:08.000 --> 00:10:10.000]  是預備逾越節
[00:10:10.000 --> 00:10:12.000]  怎麼預備的
[00:10:12.000 --> 00:10:14.000]  春季的時候有個大掃除
[00:10:14.000 --> 00:10:16.000]  家裡樣樣東西
[00:10:16.000 --> 00:10:18.000]  有烤的都要扔掉
[00:10:18.000 --> 00:10:20.000]  每年都是這樣
[00:10:20.000 --> 00:10:22.000]  有時不是這麼容易
[00:10:22.000 --> 00:10:24.000]  你想想
[00:10:24.000 --> 00:10:26.000]  我去過一個地方
[00:10:26.000 --> 00:10:28.000]  有個小屋
[00:10:28.000 --> 00:10:30.000]  很容易的
[00:10:30.000 --> 00:10:32.000]  家裡有很多東西有烤的
[00:10:32.000 --> 00:10:34.000]  你冰箱有些臭味
[00:10:34.000 --> 00:10:36.000]  你去擺一盒baking soda
[00:10:36.000 --> 00:10:38.000]  那盒就是烤
[00:10:38.000 --> 00:10:40.000]  你就要扔掉
[00:10:40.000 --> 00:10:42.000]  有蛋糕
[00:10:42.000 --> 00:10:44.000]  麵包裡面都有烤
[00:10:44.000 --> 00:10:46.000]  發酵使得它大一點
[00:10:46.000 --> 00:10:48.000]  所以這些又要扔掉
[00:10:48.000 --> 00:10:50.000]  中國人不吃那麼多麵包
[00:10:50.000 --> 00:10:52.000]  不吃那麼多蛋糕
[00:10:52.000 --> 00:10:54.000]  馬拉糕吃過了吧
[00:10:54.000 --> 00:10:56.000]  白糖糕吃過了吧
[00:10:56.000 --> 00:10:58.000]  叉燒包
[00:10:58.000 --> 00:11:00.000]  奶黃包
[00:11:00.000 --> 00:11:02.000]  蓮蓉包
[00:11:02.000 --> 00:11:04.000]  全部都要扔掉
[00:11:04.000 --> 00:11:06.000]  如果你說嚴格一點
[00:11:06.000 --> 00:11:08.000]  猶太人連醋和酒
[00:11:08.000 --> 00:11:10.000]  嚴格的
[00:11:10.000 --> 00:11:12.000]  猶太人都不敢喝
[00:11:12.000 --> 00:11:14.000]  因為
[00:11:14.000 --> 00:11:16.000]  酒和醋都發酵過
[00:11:16.000 --> 00:11:18.000]  他們要買特別的酒
[00:11:18.000 --> 00:11:20.000]  特別的醋
[00:11:20.000 --> 00:11:22.000]  另外
[00:11:22.000 --> 00:11:24.000]  到那天
[00:11:24.000 --> 00:11:26.000]  媽媽會拿著一條羽毛
[00:11:26.000 --> 00:11:28.000]  不是當作是靈箭
