
[00:00:00.000 --> 00:00:05.000]  在電影《昂山素姬》
[00:00:05.000 --> 00:00:10.000]  楊紫瓊扮演的一位緬甸的政治人物
[00:00:10.000 --> 00:00:12.000]  有一個經典的對白
[00:00:12.000 --> 00:00:17.000]  他對看守他的士兵
[00:00:17.000 --> 00:00:19.000]  他不知道發生什麼事的士兵講話
[00:00:19.000 --> 00:00:23.000]  你雖然不想找政治
[00:00:23.000 --> 00:00:26.000]  但是政治會來找你的
[00:00:26.000 --> 00:00:32.000]  政治課題在教會是禁忌
[00:00:32.000 --> 00:00:37.000]  中國人其實想政治就想殺頭
[00:00:37.000 --> 00:00:44.000]  為什麼今天一波一波的移民潮離開內地
[00:00:44.000 --> 00:00:47.000]  其實講了很多藉口
[00:00:47.000 --> 00:00:49.000]  我為了子女什麼的
[00:00:49.000 --> 00:00:54.000]  其實到最後都是政治問題
[00:00:54.000 --> 00:01:00.000]  而政治的定義和範疇越來越擴大
[00:01:00.000 --> 00:01:02.000]  我們無法迴避
[00:01:02.000 --> 00:01:07.000]  所以我們必須要有一個很正確的認知
[00:01:07.000 --> 00:01:12.000]  過去一年來我在香港無論去到哪裡
[00:01:12.000 --> 00:01:14.000]  都會被人問一個問題
[00:01:14.000 --> 00:01:17.000]  就是你怎麼看佔中
[00:01:17.000 --> 00:01:19.000]  你知不知道你是佔中
[00:01:19.000 --> 00:01:23.000]  這是一個非常愚蠢的問題
[00:01:23.000 --> 00:01:27.000]  你回答它會更加愚蠢
[00:01:27.000 --> 00:01:31.000]  你將非常複雜的問題簡單化
[00:01:31.000 --> 00:01:34.000]  這就是中國人講政治
[00:01:34.000 --> 00:01:38.000]  教會講政治經常犯的毛病
[00:01:38.000 --> 00:01:43.000]  是將複雜的問題簡單化
[00:01:43.000 --> 00:01:47.000]  所以我寫的文章叫佔中三民
[00:01:47.000 --> 00:01:51.000]  第一問你知不知道是佔民主
[00:01:51.000 --> 00:01:53.000]  不是每個人都支持民主
[00:01:53.000 --> 00:01:55.000]  民主有很多問題
[00:01:55.000 --> 00:01:58.000]  特別是過去十年
[00:01:58.000 --> 00:02:01.000]  民主制度被衝擊
[00:02:01.000 --> 00:02:02.000]  美國首當其衝
[00:02:02.000 --> 00:02:05.000]  很多問題出現了
[00:02:05.000 --> 00:02:07.000]  所以華盛頓共識
[00:02:07.000 --> 00:02:10.000]  慢慢被北京共識蓋過
[00:02:10.000 --> 00:02:13.000]  甚至國家說你跟北京的政治模式
[00:02:13.000 --> 00:02:16.000]  更加穩定、更加繁榮
[00:02:16.000 --> 00:02:18.000]  所以第一你知不知道是佔民主
[00:02:18.000 --> 00:02:22.000]  第二你支持怎樣的民主
[00:02:22.000 --> 00:02:26.000]  你對民主的定義要求去到哪裡
[00:02:26.000 --> 00:02:27.000]  你要問這件事
[00:02:27.000 --> 00:02:31.000]  第三你願意為了順風
[00:02:31.000 --> 00:02:34.000]  所支持認同的民主制度
[00:02:34.000 --> 00:02:36.000]  你願意付出多少
[00:02:36.000 --> 00:02:38.000]  先問這三個問題
[00:02:38.000 --> 00:02:41.000]  所以你不可以這麼簡單問一個
[00:02:41.000 --> 00:02:44.000]  你知不知道是否支持反對佔中
[00:02:44.000 --> 00:02:47.000]  所以我從這三個問題你自己先問
[00:02:47.000 --> 00:02:51.000]  如果你三個問題你都很肯定
[00:02:51.000 --> 00:02:58.000]  這就表明你願意付出不同的代價
[00:02:58.000 --> 00:03:02.000]  不同的代價去爭取你心目中的民主
[00:03:02.000 --> 00:03:07.000]  但中人對民主基本上最好就不用付代價
[00:03:07.000 --> 00:03:11.000]  所以我說為何英國管治的時候
[00:03:11.000 --> 00:03:13.000]  香港沒有什麼政治事件
[00:03:13.000 --> 00:03:17.000]  經常會這樣說
[00:03:17.000 --> 00:03:20.000]  我來到華僑之聲主持一個小時的封締節目
[00:03:20.000 --> 00:03:23.000]  都有一些聽眾這樣說
[00:03:23.000 --> 00:03:25.000]  英國人那時候都沒有民主了
[00:03:25.000 --> 00:03:26.000]  你們現在又是這樣
[00:03:26.000 --> 00:03:27.000]  現在為什麼
[00:03:27.000 --> 00:03:29.000]  中國又怎樣怎樣
[00:03:29.000 --> 00:03:31.000]  其實這個很簡單的問題
[00:03:31.000 --> 00:03:34.000]  你背後的宗主國的制度是怎樣的
[00:03:34.000 --> 00:03:37.000]  時代是進步的嘛
[00:03:37.000 --> 00:03:40.000]  所以我今天去解讀佔中的問題
[00:03:40.000 --> 00:03:44.000]  是三重四重的矛盾同時發生
[00:03:44.000 --> 00:03:46.000]  一下子爆出來
[00:03:46.000 --> 00:03:48.000]  第一重矛盾
[00:03:48.000 --> 00:03:55.000]  就是中國父權社會去面對西方的民主思維
[00:03:55.000 --> 00:03:59.000]  父權社會總之爺爺話事
[00:03:59.000 --> 00:04:01.000]  我定了所有事情就是好的
[00:04:01.000 --> 00:04:02.000]  他都想香港好
[00:04:02.000 --> 00:04:06.000]  我不覺得北京政府想香港倒閉
[00:04:06.000 --> 00:04:08.000]  對香港有什麼不好
[00:04:08.000 --> 00:04:12.000]  但是他去面對西方民主的思維
[00:04:12.000 --> 00:04:17.000]  就是香港已經發展成了非常之與西方接軌
[00:04:17.000 --> 00:04:19.000]  在思想上與西方接軌
[00:04:19.000 --> 00:04:22.000]  是一個完全西方式的城市
[00:04:22.000 --> 00:04:26.000]  一個西方式的城市這麼先進的方面
[00:04:26.000 --> 00:04:28.000]  而面對一個中國父權社會
[00:04:28.000 --> 00:04:30.000]  就要哭了
[00:04:30.000 --> 00:04:33.000]  第二重矛盾就是世代衝突
[00:04:33.000 --> 00:04:35.000]  這個特別世代衝突就是
[00:04:35.000 --> 00:04:38.000]  你看今天整個佔中的運動
[00:04:38.000 --> 00:04:42.000]  基本上是年輕人來帶動的
[00:04:42.000 --> 00:04:44.000]  你所熟悉的名字
[00:04:44.000 --> 00:04:46.000]  是勾了的
[00:04:46.000 --> 00:04:49.000]  過去香港這麼多年來
[00:04:49.000 --> 00:04:52.000]  是民主派帶動香港民主運動
[00:04:52.000 --> 00:04:54.000]  帶動社會運動
[00:04:54.000 --> 00:04:57.000]  你看這年的新聞沒有他們的名字在
[00:04:57.000 --> 00:04:59.000]  不會再提民主派什麼議員的名字
[00:04:59.000 --> 00:05:01.000]  沒有他們的名字在
[00:05:01.000 --> 00:05:03.000]  是一番從未聽過的年輕人的名字
[00:05:03.000 --> 00:05:06.000]  18歲、21、22歲
[00:05:06.000 --> 00:05:08.000]  這就是世代衝突
[00:05:08.000 --> 00:05:10.000]  世代衝突最特別就是
[00:05:10.000 --> 00:05:12.000]  這班年輕人
[00:05:12.000 --> 00:05:13.000]  我想很簡單
[00:05:13.000 --> 00:05:16.000]  在溫哥華你找下一代的
[00:05:16.000 --> 00:05:18.000]  就是我們這個下一代
[00:05:18.000 --> 00:05:21.000]  想的方式思維方式與他們完全不同
[00:05:21.000 --> 00:05:28.000]  他們是一個全球化、資訊化、民主化的氣氛
[00:05:28.000 --> 00:05:29.000]  分為中長大
[00:05:29.000 --> 00:05:31.000]  他們想的方法完全不同
[00:05:31.000 --> 00:05:33.000]  特別年輕人
[00:05:33.000 --> 00:05:36.000]  特別香港這班人來說
[00:05:36.000 --> 00:05:39.000]  我看回早前台灣的茉莉花
[00:05:39.000 --> 00:05:42.000]  茉莉花,太陽花革命
[00:05:42.000 --> 00:05:46.000]  這班年輕人對政治不同的看法
[00:05:46.000 --> 00:05:50.000]  老一派的社運人士
[00:05:50.000 --> 00:05:53.000]  或是那些帶動社會民主運動的人
[00:05:53.000 --> 00:05:55.000]  其實很大程度上
[00:05:55.000 --> 00:06:00.000]  都是將政治視為一種權力政治
[00:06:00.000 --> 00:06:03.000]  任何參與都有牽涉到的項目
[00:06:03.000 --> 00:06:06.000]  都有對他們的政治前途
[00:06:06.000 --> 00:06:09.000]  對我能夠爭取多少政治權力
[00:06:09.000 --> 00:06:11.000]  其實是有牽涉到的項目
[00:06:11.000 --> 00:06:13.000]  政治就是權力
[00:06:13.000 --> 00:06:15.000]  我這一代都是這樣看的
