
[00:00:00.000 --> 00:00:06.000]  我們北宣家由七月至九月這一季的崇拜港獨的主題
[00:00:06.000 --> 00:00:09.000]  就是在《使徒行傳》的經文當中
[00:00:09.000 --> 00:00:13.000]  選讀一些讓我們能夠了解的主題
[00:00:13.000 --> 00:00:20.000]  主題叫做「聖靈燃點生命,愛女作主的見證」
[00:00:20.000 --> 00:00:23.000]  今天是七月的第一個星期日
[00:00:23.000 --> 00:00:25.000]  我們一起開始這個主題
[00:00:25.000 --> 00:00:32.000]  所以今天我們會在《使徒行傳》裡看聖靈囂貫和聖靈充滿的工作
[00:00:32.000 --> 00:00:35.000]  我知道說到這個題目有些頂姐妹覺得比較敏感
[00:00:35.000 --> 00:00:39.000]  不過一會兒我們會按照聖經的真理來思想
[00:00:39.000 --> 00:00:43.000]  所以我想和大家一起再打開剛才我們所讀的那段聖經
[00:00:43.000 --> 00:00:51.000]  很重要的,因為那個是教會開始的聖靈降臨的一個最重要的其中一段經文
[00:00:51.000 --> 00:00:56.000]  也是彼得當日第一個講章裡很重要的真理的部分
[00:00:56.000 --> 00:01:01.000]  如果你是唐用聖經的話,你可以打開1636頁
[00:01:01.000 --> 00:01:05.000]  1636頁,《使徒行傳》的第二章
[00:01:05.000 --> 00:01:08.000]  我們剛才第十四節開始讀的
[00:01:08.000 --> 00:01:12.000]  十四節就講到彼得站起來講道
[00:01:12.000 --> 00:01:18.000]  記錄了彼得的講道,一直到二章的三十六節
[00:01:18.000 --> 00:01:24.000]  講完道之後,三十七節群眾聽了之後就覺得雜心
[00:01:24.000 --> 00:01:26.000]  於是就悔改
[00:01:26.000 --> 00:01:30.000]  其實大家知道這件事開始的時候不是彼得講道的
[00:01:30.000 --> 00:01:32.000]  一開始的時候聖靈降臨
[00:01:32.000 --> 00:01:36.000]  所以看回第二章一開始的時候就講到一件事
[00:01:36.000 --> 00:01:39.000]  就是五秦節到的時候突然間
[00:01:39.000 --> 00:01:43.000]  好像火一樣有聖靈降臨在眾人的身上
[00:01:43.000 --> 00:01:48.000]  第四節,二章四節說他們都被聖靈充滿
[00:01:48.000 --> 00:01:51.000]  被聖靈充滿
[00:01:51.000 --> 00:01:55.000]  然後最獨特的一個現象就是
[00:01:55.000 --> 00:01:58.000]  使徒他們講道的時候,講說話的時候
[00:01:58.000 --> 00:02:02.000]  來自不同地方的人,不同語言的人都聽得懂
[00:02:02.000 --> 00:02:06.000]  後來我們叫做方言的一個恩賜
[00:02:06.000 --> 00:02:09.000]  方言的神蹟,就是講一句說話
[00:02:09.000 --> 00:02:12.000]  但是不同的人聽到他自己的語言
[00:02:12.000 --> 00:02:15.000]  又或者他講的語言,本來他自己都不懂的
[00:02:15.000 --> 00:02:17.000]  竟然對方可以聽得懂
[00:02:17.000 --> 00:02:21.000]  這個明顯是超自然的一個經驗
[00:02:21.000 --> 00:02:25.000]  接著就彼得講他的講章,大家知道這件事了
[00:02:25.000 --> 00:02:28.000]  今天我們就在這裡討論這個事件
[00:02:28.000 --> 00:02:31.000]  我想和大家,我們時間不是很多
[00:02:31.000 --> 00:02:36.000]  我們和大家以幾個重要的真理的角度來思想,好不好?
[00:02:36.000 --> 00:02:40.000]  首先我們說聖靈充滿
[00:02:40.000 --> 00:02:44.000]  或者我們剛才讀到被聖靈所囂顛
[00:02:44.000 --> 00:02:49.000]  今天我們的題目就是神向人囂冠聖靈
[00:02:49.000 --> 00:02:52.000]  第17節我們剛才所讀就看到了
[00:02:52.000 --> 00:02:58.000]  在末後的日子,神說要我將我的聖靈囂冠在所有人身上
[00:02:58.000 --> 00:03:02.000]  什麼叫聖靈充滿,聖靈囂冠這兩個這麼特別的字眼呢?
[00:03:02.000 --> 00:03:06.000]  其實大家都知道,按照聖經的真理
[00:03:06.000 --> 00:03:09.000]  我們每一個人當我們與神和好,成為基督徒的時候
[00:03:09.000 --> 00:03:14.000]  神的靈,即是聖靈已經內在,住在我們心裡
[00:03:14.000 --> 00:03:16.000]  你和我都有聖靈在裡面
[00:03:16.000 --> 00:03:20.000]  既然有聖靈在裡面,還要說什麼聖靈充滿和囂冠呢?
[00:03:20.000 --> 00:03:26.000]  用充滿,用囂冠這些字眼,表示他有一種獨特的經歷
[00:03:26.000 --> 00:03:30.000]  因為他不單止在裡面,已經在你裡面了
[00:03:30.000 --> 00:03:33.000]  不過在某一個時間,某一件事件上
[00:03:33.000 --> 00:03:37.000]  他有不尋常的動作
[00:03:37.000 --> 00:03:40.000]  充滿囂冠是一種澎湃的意思
[00:03:40.000 --> 00:03:42.000]  我想大家就會明白了
