
[00:00:00.000 --> 00:00:02.000]  (拍攝中)
[00:00:02.000 --> 00:00:05.500]  沒見一陣子老得很快
[00:00:05.500 --> 00:00:07.500]  不是剛剛弄傷了腳而已
[00:00:07.500 --> 00:00:16.500]  也想起摩西約書亞帶領百姓進入迦南
[00:00:16.500 --> 00:00:21.500]  今天我們的訊息是講神的安息
[00:00:21.500 --> 00:00:33.500]  請大家再一次閉上眼靜心深深呼吸 慢慢呼出
[00:00:33.500 --> 00:00:38.500]  再深深呼吸 慢慢呼出
[00:00:38.500 --> 00:00:42.500]  能夠呼吸是神給我們的恩典
[00:00:42.500 --> 00:00:45.500]  這位似我們生命氣息的神
[00:00:45.500 --> 00:00:58.500]  是那一位自己創造 也都是自己定下第七天為安息
[00:00:58.500 --> 00:01:00.500]  我們需要安息
[00:01:00.500 --> 00:01:07.500]  在一個四分五裂 混亂不堪
[00:01:07.500 --> 00:01:14.500]  戰火處處 人心不安
[00:01:14.500 --> 00:01:19.500]  在一個社會很多壓力
[00:01:19.500 --> 00:01:25.500]  疫情都不知道什麼時候過去
[00:01:25.500 --> 00:01:29.500]  經濟不知道什麼時候復甦
[00:01:29.500 --> 00:01:36.500]  有很多話題 營繞在心間
[00:01:36.500 --> 00:01:39.500]  欲言又止
[00:01:39.500 --> 00:01:47.500]  想說 或不懂怎麼說
[00:01:47.500 --> 00:01:51.500]  或不敢怎麼說
[00:01:51.500 --> 00:01:59.500]  很多很多的事情 令我們真的渴望安息
[00:01:59.500 --> 00:02:09.500]  教我們要竭力進入那安息
[00:02:09.500 --> 00:02:19.500]  我希望今天你能夠享受在基督的安息
[00:02:19.500 --> 00:02:24.500]  耶穌基督是安息日的主
[00:02:24.500 --> 00:02:31.500]  祂很喜歡叫人得享安息
[00:02:31.500 --> 00:02:35.500]  但我們信耶穌的人
[00:02:35.500 --> 00:02:42.500]  問問自己 我們夠不夠安息
[00:02:42.500 --> 00:02:45.500]  我們有沒有安息
[00:02:45.500 --> 00:02:49.500]  我們夠不夠膽安息
[00:02:49.500 --> 00:02:52.500]  我們懂不懂得安息
[00:02:52.500 --> 00:02:55.500]  安息是什麼
[00:02:55.500 --> 00:02:57.500]  感謝主
[00:02:57.500 --> 00:03:00.500]  今天看來不少人
[00:03:00.500 --> 00:03:05.500]  我們經歷這麼多年的時間
[00:03:05.500 --> 00:03:07.500]  來到今時今日
[00:03:07.500 --> 00:03:09.500]  開心見到你
[00:03:09.500 --> 00:03:11.500]  預告一下
[00:03:11.500 --> 00:03:14.500]  今年我應該是
[00:03:14.500 --> 00:03:17.500]  好像十月見大家一次
[00:03:17.500 --> 00:03:20.500]  十二月見大家一次
[00:03:20.500 --> 00:03:26.500]  明年似乎會很久很久都不見大家
[00:03:26.500 --> 00:03:28.500]  先說好
[00:03:28.500 --> 00:03:31.500]  陳恩明你去哪裡安息
[00:03:31.500 --> 00:03:33.500]  我還沒安息
[00:03:33.500 --> 00:03:35.500]  不知道
[00:03:35.500 --> 00:03:38.500]  主要是我自己甩甩扭扭
[00:03:38.500 --> 00:03:40.500]  不知道怎樣
[00:03:40.500 --> 00:03:42.500]  沒有預留時間
[00:03:42.500 --> 00:03:46.500]  結果明年照著主給我的恩典
[00:03:46.500 --> 00:03:52.500]  我應該會繼續在各個不同的群體裏面
[00:03:52.500 --> 00:03:54.500]  來服侍主
[00:03:54.500 --> 00:03:56.500]  所以就少一點機會
[00:03:56.500 --> 00:03:58.500]  回到自己這裏
[00:03:58.500 --> 00:04:00.500]  希望再過一年
[00:04:00.500 --> 00:04:02.500]  早一點 夾好一點
[00:04:02.500 --> 00:04:05.500]  我們就少一點這些甩漏的情況
[00:04:05.500 --> 00:04:07.500]  有牧師在問我的時候
[00:04:07.500 --> 00:04:08.500]  我說對不起
[00:04:08.500 --> 00:04:13.500]  我星期天全部都已經有所安排
[00:04:13.500 --> 00:04:15.500]  安息
[00:04:15.500 --> 00:04:18.500]  我很想你享有安息
[00:04:18.500 --> 00:04:21.500]  我不是想你早日主懷安息
[00:04:21.500 --> 00:04:23.500]  但這都是說開又說
[00:04:23.500 --> 00:04:26.500]  我們都有少少論盡
[00:04:26.500 --> 00:04:29.500]  一方面我們說主懷安息好得無比
[00:04:29.500 --> 00:04:31.500]  一方面我們什麼時候說
[00:04:31.500 --> 00:04:34.500]  能夠遲一點去就遲一點好
[00:04:34.500 --> 00:04:36.500]  這都是正常的
[00:04:36.500 --> 00:04:37.500]  說真的
[00:04:37.500 --> 00:04:41.500]  但我們
[00:04:41.500 --> 00:04:43.500]  在希伯來書裏說
[00:04:43.500 --> 00:04:45.500]  安息
[00:04:45.500 --> 00:04:47.500]  其實背景很重要
[00:04:47.500 --> 00:04:49.500]  背景是
[00:04:49.500 --> 00:04:52.500]  希伯來的信徒
[00:04:52.500 --> 00:04:55.500]  當時他們面對很多的壓迫
[00:04:55.500 --> 00:04:57.500]  很多的危機
[00:04:57.500 --> 00:05:00.500]  很多信仰的挑戰
[00:05:00.500 --> 00:05:04.500]  特別是對於耶穌基督是哪位的挑戰
[00:05:04.500 --> 00:05:05.500]  大家都知道
[00:05:05.500 --> 00:05:07.500]  大家都很熟悉希伯來書
[00:05:07.500 --> 00:05:11.500]  無論是摩西
[00:05:11.500 --> 00:05:13.500]  無論是默基西德
[00:05:13.500 --> 00:05:15.500]  無論是誰誰都好
[00:05:15.500 --> 00:05:18.500]  無論是聖殿的憲制體制都好
[00:05:18.500 --> 00:05:21.500]  無論是天使都好
[00:05:21.500 --> 00:05:25.500]  是最最最高超的
[00:05:25.500 --> 00:05:27.500]  就只有耶穌基督
