
[00:00:00.000 --> 00:00:11.000]  我想問一下,星期五下午有多少人聽到日本地震的消息?
[00:00:11.000 --> 00:00:14.000]  星期五,相當多
[00:00:14.000 --> 00:00:21.000]  這個地震的本身的威力是數以百計
[00:00:21.000 --> 00:00:35.000]  甚至有些科學家說是數以千計在廣島那個地方所投下的炎子彈的威力
[00:00:35.000 --> 00:00:42.000]  如果大家有看電視的時候,簡直就好像在看明日之後的電影
[00:00:42.000 --> 00:00:48.000]  但是這個是真實版,不是科幻,是真實版
[00:00:48.000 --> 00:00:55.000]  可以在短短的時間內,整個城市就這樣消失
[00:00:55.000 --> 00:00:58.000]  整個鄉鎮就是這樣消失
[00:00:58.000 --> 00:01:04.000]  所有的房屋、汽車、飛機,所有一些有形體物質的東西
[00:01:04.000 --> 00:01:06.000]  就是這樣化為烏有
[00:01:06.000 --> 00:01:11.000]  你會看到這個新聞出來的時候
[00:01:11.000 --> 00:01:16.000]  我絕對相信,人人都會想到
[00:01:16.000 --> 00:01:21.000]  在這個世界上,這個地球是很不穩定的
[00:01:21.000 --> 00:01:27.000]  不要以為我擁有整個的企業
[00:01:27.000 --> 00:01:30.000]  我是一個銀行的老闆
[00:01:30.000 --> 00:01:34.000]  我擁有幾條街的物業
[00:01:34.000 --> 00:01:39.000]  不要以為這樣,就叫做安全
[00:01:39.000 --> 00:01:47.000]  一次的天災可以突然之間將全部這些東西化為烏有
[00:01:47.000 --> 00:01:52.000]  從日本,你可以看得見
[00:01:52.000 --> 00:01:56.000]  我心裏面的一個盼望,因為都掛念先台
[00:01:56.000 --> 00:02:00.000]  我們的青年人曾經去過的地方來做短訊
[00:02:00.000 --> 00:02:03.000]  另一方面學泉也有這個童工在那裏
[00:02:03.000 --> 00:02:08.000]  那天我都立刻叫我女兒聯絡一下那邊的童工
[00:02:08.000 --> 00:02:13.000]  但是那個線路非常繁忙,簡直是打不通
[00:02:13.000 --> 00:02:18.000]  不過後來繼續聯絡的時候,結果都聯絡上了
[00:02:18.000 --> 00:02:22.000]  知道那邊童工是安全的
[00:02:22.000 --> 00:02:31.000]  但我相信在那個地方看到那個情形
[00:02:31.000 --> 00:02:36.000]  只會用四個字來形容,慘不忍睹
[00:02:36.000 --> 00:02:42.000]  因為這個緣故,今天崇拜完結之後,兩點剩
[00:02:42.000 --> 00:02:44.000]  我們將會有一個特別的禱告會
[00:02:44.000 --> 00:02:50.000]  特別是為了日本的地震,震災工作來禱告
[00:02:50.000 --> 00:02:57.000]  現在的日本需要救人,全人類都需要救人
[00:02:57.000 --> 00:03:02.000]  一個越是富庶,越是優越的民族
[00:03:02.000 --> 00:03:06.000]  好像什麼都有,他們需不需要呢?
[00:03:06.000 --> 00:03:12.000]  從歷史裏面,我絕對相信一樣需要
[00:03:12.000 --> 00:03:16.000]  我今天就請大家先看看一個短片
[00:03:16.000 --> 00:03:24.000]  然後我們開始來看看一個舊約的福音書
[00:03:24.000 --> 00:03:26.000]  徐乃及記
[00:03:26.000 --> 00:03:34.000]  從這一節開始,我們將會將舊約的福音跟大家分享
[00:03:34.000 --> 00:03:38.000]  首先請大家一起欣賞一下
[00:03:38.000 --> 00:03:41.000]  我們今天要帶出來的短片
[00:03:41.000 --> 00:03:46.000]  1939年9月,德國吞併波蘭
[00:03:46.000 --> 00:03:50.000]  將猶太人遷徙到猶太人強制居住區
[00:03:54.000 --> 00:03:59.000]  1941年12月,德國在波蘭選擇了六個鐵路交匯點的城鎮
[00:03:59.000 --> 00:04:04.000]  興建集中營,以方便進行滅絕猶太人的計劃
[00:04:04.000 --> 00:04:09.000]  這裡是奧斯威新,是其中一個主要的集中營
[00:04:09.000 --> 00:04:13.000]  每天大量猶太人運送到這六個集中營
[00:04:13.000 --> 00:04:16.000]  有勞動力的男性會被送去做苦工
[00:04:16.000 --> 00:04:19.000]  戰爭中一切物資缺乏
[00:04:19.000 --> 00:04:23.000]  無數人在飢餓和絕望中死亡
[00:04:24.000 --> 00:04:33.000]  1942年1月,萬湖會議落實了猶太人問題最終解決方案
[00:04:33.000 --> 00:04:37.000]  納粹德國開始在集中營屠殺猶太人
[00:04:37.000 --> 00:04:41.000]  他們將一種稱為齊克隆B的氫化氫殺蟲劑金屬桶
[00:04:41.000 --> 00:04:46.000]  從管道扔入擠滿猶太人的密室中進行屠殺
[00:04:46.000 --> 00:04:52.000]  苦苦乾癟的身體,令他們在痛苦當中流不出眼淚
[00:04:52.000 --> 00:04:55.000]  在破傷當中滴不出血
[00:04:55.000 --> 00:05:04.000]  盟軍在1945年初解放波蘭的時候
[00:05:04.000 --> 00:05:07.000]  發現了這些殺人的集中營
[00:05:07.000 --> 00:05:14.000]  整個二次大戰期間
[00:05:14.000 --> 00:05:18.000]  大約有580萬歐籍猶太人被納粹德國殺死
[00:05:18.000 --> 00:05:22.000]  約佔歐洲猶太人口的三分之二
[00:05:22.000 --> 00:05:29.000]  到底猶太民族的苦難是否已經完全過去成為歷史呢?
[00:05:29.000 --> 00:05:46.000]  各位兄弟姐妹
[00:05:47.000 --> 00:05:52.000]  猶太人的苦難到底是否空前?
[00:05:52.000 --> 00:05:53.000]  是否絕後?
[00:05:53.000 --> 00:05:59.000]  二次大戰逾600萬的猶太人被屠殺
[00:05:59.000 --> 00:06:02.000]  是否空前?是否絕後?
[00:06:02.000 --> 00:06:05.000]  從今天的聖經給大家看到
[00:06:05.000 --> 00:06:07.000]  這絕對不是空前
[00:06:07.000 --> 00:06:09.000]  如果我們看到啟示錄的時候
[00:06:09.000 --> 00:06:13.000]  同樣會看到這亦不是絕後
[00:06:14.000 --> 00:06:19.000]  今天我們就要和大家去看一看這個民族
[00:06:19.000 --> 00:06:22.000]  由1892年一直到現在
[00:06:22.000 --> 00:06:24.000]  這個民族
[00:06:24.000 --> 00:06:30.000]  那些含有全個血統是猶太人
[00:06:30.000 --> 00:06:32.000]  或者一半的血統是猶太人
[00:06:32.000 --> 00:06:37.000]  或者四分之三、三分之二的血統是猶太人
[00:06:37.000 --> 00:06:40.000]  曾經作過一個這樣的統計
[00:06:40.000 --> 00:06:42.000]  這個統計就是
[00:06:43.000 --> 00:06:48.000]  他們獲得諾貝爾獎的這些人
[00:06:48.000 --> 00:06:53.000]  總共佔了全部人數32%
[00:06:53.000 --> 00:07:04.000]  而這個民族只不過是少於全球人口的0.25%
[00:07:04.000 --> 00:07:06.000]  0.25%
[00:07:06.000 --> 00:07:08.000]  不超過0.25%的人口
[00:07:11.000 --> 00:07:13.000]  換句話來說
[00:07:13.000 --> 00:07:15.000]  我們看看這個民族
[00:07:15.000 --> 00:07:18.000]  是一個特別的民族
[00:07:18.000 --> 00:07:21.000]  很優秀
[00:07:21.000 --> 00:07:24.000]  有人統計過
[00:07:24.000 --> 00:07:28.000]  大約三分之一世界上的名人是猶太人
[00:07:28.000 --> 00:07:32.000]  我們今天就要問一問
[00:07:32.000 --> 00:07:34.000]  一個這麼優秀的民族
[00:07:34.000 --> 00:07:36.000]  在這個歷史裏
[00:07:36.000 --> 00:07:39.000]  為什麼這麼多災多難
[00:07:40.000 --> 00:07:42.000]  或者有些面孔
[00:07:42.000 --> 00:07:45.000]  是你們都非常熟悉的面孔
[00:07:45.000 --> 00:07:47.000]  佛洛伊德
[00:07:47.000 --> 00:07:49.000]  馬克思
[00:07:49.000 --> 00:07:51.000]  都是猶太裔
[00:07:51.000 --> 00:07:53.000]  德國的學者
[00:07:53.000 --> 00:07:54.000]  愛因斯坦
[00:07:54.000 --> 00:07:57.000]  Henry Bergson
[00:07:57.000 --> 00:08:01.000]  然後切夏洛沃等等
[00:08:01.000 --> 00:08:03.000]  而實際上
[00:08:03.000 --> 00:08:06.000]  這些名人多不勝數
[00:08:06.000 --> 00:08:07.000]  是猶太人
[00:08:08.000 --> 00:08:10.000]  我們今天就試一試看一看
[00:08:10.000 --> 00:08:13.000]  這個猶太裔的人
[00:08:13.000 --> 00:08:14.000]  猶太人
[00:08:14.000 --> 00:08:16.000]  他們的苦難
[00:08:16.000 --> 00:08:18.000]  從舊約的福音書來看
[00:08:18.000 --> 00:08:21.000]  是絕對不是空前
[00:08:21.000 --> 00:08:23.000]  不是到第二次大戰的時候
[00:08:23.000 --> 00:08:25.000]  猶太人才會有這些苦難
[00:08:25.000 --> 00:08:27.000]  而是原來遠古的時候
[00:08:27.000 --> 00:08:29.000]  這個國家還沒有成立的時候
[00:08:29.000 --> 00:08:33.000]  這個民族剛剛開始成為一個族的時候
[00:08:33.000 --> 00:08:37.000]  其實他們已經開始有苦難
[00:08:37.000 --> 00:08:39.000]  我們一起去看看
[00:08:39.000 --> 00:08:41.000]  春埃及記第一章
[00:08:41.000 --> 00:08:44.000]  一到十四節
[00:08:44.000 --> 00:08:46.000]  一章一到十四節
[00:08:46.000 --> 00:08:48.000]  找到的時候
[00:08:48.000 --> 00:08:52.000]  我會和大家一起讀這一段聖經
[00:08:52.000 --> 00:08:54.000]  我請弟兄讀單數節
[00:08:54.000 --> 00:08:57.000]  姐妹讀雙數節
[00:08:57.000 --> 00:08:59.000]  讀完這一段聖經
[00:08:59.000 --> 00:09:00.000]  弟兄,謝謝
[00:09:00.000 --> 00:09:04.000]  以色列的眾子各帶家眷
[00:09:04.000 --> 00:09:06.000]  和雅各一同來到埃及
[00:09:06.000 --> 00:09:09.000]  他們的名字記在下面
[00:09:09.000 --> 00:09:13.000]  有里別西滅利美猶太
[00:09:13.000 --> 00:09:16.000]  以撒加西布倫變雅敏
[00:09:16.000 --> 00:09:20.000]  但拿弗卡利亞次
[00:09:20.000 --> 00:09:23.000]  共有七十人
[00:09:23.000 --> 00:09:25.000]  弱勢已經在埃及
[00:09:25.000 --> 00:09:27.000]  和他弟弟兄
[00:09:27.000 --> 00:09:30.000]  並拿一代的人到死地
[00:09:30.000 --> 00:09:32.000]  以色列人生養眾多
[00:09:32.000 --> 00:09:34.000]  並且繁茂
[00:09:34.000 --> 00:09:35.000]  極其強盛
[00:09:35.000 --> 00:09:37.000]  滿了那地
[00:09:37.000 --> 00:09:40.000]  從不完的弱勢的身亡起來
[00:09:40.000 --> 00:09:41.000]  治理埃及
[00:09:41.000 --> 00:09:43.000]  對他的百姓說
[00:09:43.000 --> 00:09:46.000]  安娜,這群人比我們還多
[00:09:46.000 --> 00:09:48.000]  又比我們強盛
[00:09:48.000 --> 00:09:52.000]  來吧,我們不如用口計代他們
[00:09:52.000 --> 00:09:54.000]  恐怕他們多起來
[00:09:54.000 --> 00:09:57.000]  日後若遇到什麼爭戰的事
[00:09:57.000 --> 00:09:59.000]  就聯合我們的仇敵
[00:09:59.000 --> 00:10:00.000]  攻擊我們
[00:10:00.000 --> 00:10:02.000]  離開死地去
[00:10:02.000 --> 00:10:04.000]  於是埃及人派督工
[00:10:04.000 --> 00:10:06.000]  迫制他們
[00:10:06.000 --> 00:10:08.000]  加重擔苦害他們
[00:10:08.000 --> 00:10:12.000]  他們為佛路建造兩座積火城
[00:10:12.000 --> 00:10:15.000]  就是彼東和蘭財
[00:10:15.000 --> 00:10:17.000]  此時越發苦害他們
[00:10:17.000 --> 00:10:19.000]  他們就越發多起來
[00:10:19.000 --> 00:10:21.000]  越發蠻然
[00:10:21.000 --> 00:10:24.000]  埃及人就因以色列人受罰
[00:10:24.000 --> 00:10:27.000]  埃及人嚴嚴地使以色列人不做工
[00:10:27.000 --> 00:10:29.000]  我們一起讀十四字
[00:10:29.000 --> 00:10:33.000]  是下人使我來
[00:10:33.000 --> 00:10:35.000]  無論使我來是造尊
[00:10:35.000 --> 00:10:37.000]  是造各樣的貴
[00:10:37.000 --> 00:10:39.000]  在我們一切的工程
