
[00:00:00.000 --> 00:00:02.000]  多謝各位!
[00:00:02.000 --> 00:00:04.000]  各位網友大家好!
[00:00:04.000 --> 00:00:06.000]  今天很高興能夠在這裡和大家分享神的說話
[00:00:06.000 --> 00:00:08.000]  雖然不是離開了很久
[00:00:08.000 --> 00:00:10.000]  但現在是另一個身份
[00:00:10.000 --> 00:00:12.000]  和大家一起在神的面前學習
[00:00:12.000 --> 00:00:14.000]  每逢回到這個地方的時候
[00:00:14.000 --> 00:00:16.000]  會有一種很開心的感覺
[00:00:16.000 --> 00:00:18.000]  這層大廈
[00:00:18.000 --> 00:00:20.000]  大家也知道有七間教會
[00:00:20.000 --> 00:00:22.000]  上上下下有七間教會
[00:00:22.000 --> 00:00:24.000]  以前我想在這些工廠區的地方
[00:00:24.000 --> 00:00:26.000]  星期日比較少人來往
[00:00:26.000 --> 00:00:28.000]  但現在比較少人
[00:00:28.000 --> 00:00:30.000]  所以我會在這裡和大家分享
[00:00:30.000 --> 00:00:32.000]  今天是比較少人來往
[00:00:32.000 --> 00:00:34.000]  但現在看到是來自不同地方的人
[00:00:34.000 --> 00:00:36.000]  一起去敬拜上帝
[00:00:36.000 --> 00:00:38.000]  我們很感謝神
[00:00:38.000 --> 00:00:40.000]  特別來到自己熟悉的教會
[00:00:40.000 --> 00:00:42.000]  在這裡和大家侍奉
[00:00:42.000 --> 00:00:44.000]  有講道的機會
[00:00:44.000 --> 00:00:46.000]  我覺得是神的恩典
[00:00:46.000 --> 00:00:48.000]  我在過往寫書的階段當中
[00:00:48.000 --> 00:00:50.000]  其中有一章寫到關於十字架的救恩
[00:00:50.000 --> 00:00:52.000]  十字架的救恩
[00:00:52.000 --> 00:00:54.000]  我心裏想
[00:00:54.000 --> 00:00:56.000]  我有一個很重要的信息
[00:00:56.000 --> 00:00:58.000]  我怕我過去這麼多年講漏了
[00:00:58.000 --> 00:01:00.000]  所以今天有機會講
[00:01:00.000 --> 00:01:02.000]  我講這個補法
[00:01:02.000 --> 00:01:04.000]  希望大家聽得明白
[00:01:04.000 --> 00:01:06.000]  而且將來有機會
[00:01:06.000 --> 00:01:08.000]  我們在天堂見面的時候
[00:01:08.000 --> 00:01:10.000]  就不用和天父說
[00:01:10.000 --> 00:01:12.000]  因為他沒有教我
[00:01:12.000 --> 00:01:14.000]  所以我不懂
[00:01:14.000 --> 00:01:16.000]  所以今天講給大家聽
[00:01:16.000 --> 00:01:18.000]  責任不在我身上
[00:01:18.000 --> 00:01:20.000]  希望大家聽到一個非常重要的信息
[00:01:20.000 --> 00:01:22.000]  十字架的道理
[00:01:22.000 --> 00:01:24.000]  我們
[00:01:24.000 --> 00:01:26.000]  中國人很喜歡講一句說話
[00:01:26.000 --> 00:01:28.000]  寧生敗家仔
[00:01:28.000 --> 00:01:30.000]  莫生蠢鈍兒
[00:01:30.000 --> 00:01:32.000]  我不知道你們同不同意
[00:01:32.000 --> 00:01:34.000]  很多正在做媽媽
[00:01:34.000 --> 00:01:36.000]  將會做媽媽的
[00:01:36.000 --> 00:01:38.000]  不知道你們同不同意
[00:01:38.000 --> 00:01:40.000]  似乎這些思想
[00:01:40.000 --> 00:01:42.000]  很容易在我們中國人的社會裏
[00:01:42.000 --> 00:01:44.000]  根深蒂固
[00:01:44.000 --> 00:01:46.000]  其實不單止中國人社會
[00:01:46.000 --> 00:01:48.000]  在西方的社會一樣
[00:01:48.000 --> 00:01:50.000]  在一本書叫
[00:01:50.000 --> 00:01:52.000]  《Hinds 躲雨尋》
[00:01:52.000 --> 00:01:54.000]  一個教學家講了
[00:01:54.000 --> 00:01:56.000]  他說人類價值觀
[00:01:56.000 --> 00:01:58.000]  有一個金幣和銀幣
[00:01:58.000 --> 00:02:00.000]  最重要的是一樣
[00:02:00.000 --> 00:02:02.000]  和第二樣
[00:02:02.000 --> 00:02:04.000]  我以前也曾經提過
[00:02:04.000 --> 00:02:06.000]  人類價值觀
[00:02:06.000 --> 00:02:08.000]  根據這個教學家講
[00:02:08.000 --> 00:02:10.000]  第一最重要的價值觀是什麼呢
[00:02:10.000 --> 00:02:12.000]  第一最重要的價值觀是什麼呢
[00:02:12.000 --> 00:02:14.000]  可能你
[00:02:14.000 --> 00:02:16.000]  我看一個人有沒有價值呢
[00:02:16.000 --> 00:02:18.000]  你用什麼來做標準呢
[00:02:18.000 --> 00:02:20.000]  可能我們未必會這樣想
[00:02:20.000 --> 00:02:22.000]  但聽下去看看有沒有道理
[00:02:22.000 --> 00:02:24.000]  有什麼道理
[00:02:24.000 --> 00:02:26.000]  你可能很難想像
[00:02:26.000 --> 00:02:28.000]  姐妹就容易一點
[00:02:28.000 --> 00:02:30.000]  但為什麼美貌呢
[00:02:30.000 --> 00:02:32.000]  長得漂亮是人類價值觀的
[00:02:32.000 --> 00:02:34.000]  第一個的條件
[00:02:34.000 --> 00:02:36.000]  第二個價值觀的條件是什麼呢
[00:02:36.000 --> 00:02:38.000]  第二個價值觀的條件是什麼呢
[00:02:38.000 --> 00:02:40.000]  是智慧
[00:02:40.000 --> 00:02:42.000]  他為什麼這樣講呢
[00:02:42.000 --> 00:02:44.000]  假設你出生的時候
[00:02:44.000 --> 00:02:46.000]  我不知道你長成什麼樣子
[00:02:46.000 --> 00:02:48.000]  如果長得很漂亮的
[00:02:48.000 --> 00:02:50.000]  白白胖胖的很有趣的
[00:02:50.000 --> 00:02:52.000]  很多人很疼愛你
[00:02:52.000 --> 00:02:54.000]  抱你
[00:02:54.000 --> 00:02:56.000]  讚你
[00:02:56.000 --> 00:02:58.000]  可能媽媽把你扮成一隻鳥
[00:02:58.000 --> 00:03:00.000]  扮到
[00:03:00.000 --> 00:03:02.000]  我孫子出生
[00:03:02.000 --> 00:03:04.000]  四天後
[00:03:04.000 --> 00:03:06.000]  我女兒幫他戴頭飾
[00:03:06.000 --> 00:03:10.000]  我估計除了滿足媽媽的心理之外
[00:03:10.000 --> 00:03:12.000]  其實沒有什麼好處
[00:03:12.000 --> 00:03:14.000]  說笑而已
[00:03:14.000 --> 00:03:16.000]  假如反過來
[00:03:16.000 --> 00:03:18.000]  如果生了個不漂亮的小孩
