
[00:00:00.000 --> 00:00:05.280]  各位大兄弟姐妹各位朋友你們好
[00:00:05.280 --> 00:00:09.720]  歡迎大家參加我們三藩市博導會網上的五行崇拜
[00:00:09.720 --> 00:00:12.920]  我們今天繼續思想以下福音的信息
[00:00:12.920 --> 00:00:16.400]  我們來到以下福音第七章37節
[00:00:16.400 --> 00:00:21.320]  叫做44節題目叫做「沒水江河」
[00:00:21.320 --> 00:00:23.880]  未開始思想這段聖經之前
[00:00:23.880 --> 00:00:26.200]  請我們同心低頭我們同禱告
[00:00:26.200 --> 00:00:29.560]  慈悲讓我們天父我們滿心感謝你
[00:00:29.560 --> 00:00:32.640]  你是我們的活水江河
[00:00:32.640 --> 00:00:37.480]  又叫我們從福中流出這個活水滋潤很多很多的人
[00:00:37.480 --> 00:00:42.360]  求你藉著你的話語去提醒、怨言、教導、安慰、督教我們
[00:00:42.360 --> 00:00:43.880]  我們這樣禱告了
[00:00:43.880 --> 00:00:46.440]  奉耶穌基督微求 阿們
[00:00:46.440 --> 00:00:51.560]  我們中國人做字是非常有趣的
[00:00:51.560 --> 00:00:55.400]  我們來看看這個「罪」這個字
[00:00:55.400 --> 00:01:01.800]  本來古時候的「罪」字不是四字就有個「非」這個字
[00:01:01.800 --> 00:01:05.400]  這個字是到秦始皇的時候才有的
[00:01:05.400 --> 00:01:09.960]  古時候的「罪」字怎麼寫的呢?很有趣
[00:01:09.960 --> 00:01:16.120]  古字的「罪」字是自己的字下面是一個「新」字
[00:01:16.120 --> 00:01:17.880]  什麼意思呢?
[00:01:17.880 --> 00:01:21.640]  「老虎泥新」?原來不是
[00:01:21.640 --> 00:01:24.840]  有另外一個意思非常有趣的
[00:01:24.840 --> 00:01:30.200]  原來在古時候字字的「新」是指鼻子
[00:01:30.200 --> 00:01:33.000]  通常我們說到自己的時候
[00:01:33.000 --> 00:01:35.400]  指著自己的鼻子來說
[00:01:35.400 --> 00:01:39.960]  不是指著眼、耳、口而是指著鼻子
[00:01:39.960 --> 00:01:44.280]  我啊!蘇永睿啊!我啊!這個那個啊!
[00:01:44.280 --> 00:01:49.160]  或者我們祖宗以為一個人犯了罪之後會痛苦
[00:01:49.160 --> 00:01:52.120]  於是就戳一下鼻子
[00:01:52.120 --> 00:01:55.320]  所以「罪」就寫成這個「鼻」字
[00:01:55.320 --> 00:01:57.720]  又或者以為是自我中心
[00:01:57.720 --> 00:01:59.800]  是一切罪惡之根源
[00:01:59.800 --> 00:02:03.960]  所以「罪」字寫成「自」字就是「新」字
[00:02:03.960 --> 00:02:05.640]  到秦始皇的時候
[00:02:05.640 --> 00:02:08.120]  這位洪才大略的獨裁者
[00:02:08.120 --> 00:02:10.280]  對自己的字非常不滿
[00:02:10.280 --> 00:02:11.320]  何解呢?
[00:02:11.320 --> 00:02:15.480]  因為這個「罪」字和秦始皇的「王」字太過相近
[00:02:15.480 --> 00:02:21.560]  一不小心那些人就將秦始皇讀成了「秦始鼻」
[00:02:21.560 --> 00:02:23.560]  或者「秦始罪」
[00:02:23.560 --> 00:02:25.560]  這樣就大事了
[00:02:25.560 --> 00:02:31.080]  於是這個獨裁的皇帝不僅焚書坑儒
[00:02:31.080 --> 00:02:33.560]  還要改了這個字
[00:02:33.560 --> 00:02:36.680]  改一個字是小兒科而已
[00:02:36.680 --> 00:02:41.080]  於是就將這一部古字的「自」字改成「新」
[00:02:41.080 --> 00:02:44.600]  改成「四」字「飛」字「罪」字
[00:02:44.600 --> 00:02:46.600]  我們會問
[00:02:46.600 --> 00:02:50.920]  為何秦始皇在他的時代
[00:02:50.920 --> 00:02:56.040]  那些文字學家將「四」字的「飛」當成「罪」字呢?
[00:02:56.040 --> 00:02:58.600]  這個「罪」字是什麼意思呢?
[00:02:58.600 --> 00:03:01.080]  這個「罪」字本來的意思是指
[00:03:01.080 --> 00:03:03.720]  捉魚的時候的「捉網」
[00:03:03.720 --> 00:03:05.720]  捉魚啊
[00:03:05.720 --> 00:03:07.720]  用「捉網」來捉的
[00:03:07.720 --> 00:03:10.440]  「捉網」就是這個「罪」字
[00:03:10.440 --> 00:03:13.320]  「罪」字的部首是「四」字
[00:03:13.320 --> 00:03:15.560]  「四」字其實是一個網的意思
[00:03:15.560 --> 00:03:17.560]  一個網的形象
[00:03:17.560 --> 00:03:22.040]  其實秦始皇採用這個字也非常精彩
[00:03:22.040 --> 00:03:26.200]  犯罪的人就像一條下了網的魚一樣
[00:03:26.200 --> 00:03:29.080]  我想在今天就更加有意思
[00:03:29.080 --> 00:03:31.400]  因為我們都是網中人
[00:03:31.400 --> 00:03:34.840]  身不由己就成了網中人
[00:03:34.840 --> 00:03:39.000]  經常上網的時候就變成網中人
[00:03:39.000 --> 00:03:42.600]  這個想法在1980年初期的時候
[00:03:42.600 --> 00:03:45.720]  香港就起了一個抗調
[00:03:45.720 --> 00:03:48.040]  其中一個就是網中人
[00:03:48.040 --> 00:03:52.760]  除了網中人之外還有很多電視劇的主題曲
[00:03:52.760 --> 00:03:58.280]  都是令到香港人的心態表露無遺
[00:03:58.280 --> 00:04:00.520]  網中人的心態
[00:04:00.520 --> 00:04:02.920]  網中人的心態是怎樣的呢?
[00:04:02.920 --> 00:04:03.720]  第一
[00:04:03.720 --> 00:04:05.720]  你追我捉
[00:04:05.720 --> 00:04:07.400]  好像《新變色龍》說
[00:04:07.400 --> 00:04:09.000]  回頭笑問
[00:04:09.000 --> 00:04:11.800]  誰來再次捉迷藏呢?
[00:04:11.800 --> 00:04:16.440]  人生就好像玩捉迷藏的遊戲一樣
[00:04:16.440 --> 00:04:17.880]  不單是這樣
[00:04:17.880 --> 00:04:19.240]  《大亨》也有這麼說
[00:04:19.240 --> 00:04:22.040]  你拼命的追我拼命的追
[00:04:22.040 --> 00:04:23.320]  追到又如何呢?
[00:04:23.320 --> 00:04:27.400]  追到什麼找到什麼收到有多少呢?
[00:04:27.400 --> 00:04:29.400]  這個《大亨》
[00:04:29.400 --> 00:04:31.080]  天龍也這麼說
[00:04:31.080 --> 00:04:32.680]  耀眼金黃
[00:04:32.680 --> 00:04:33.880]  沉著時刻
[00:04:33.880 --> 00:04:35.880]  苦苦追蹤
[00:04:35.880 --> 00:04:38.920]  人生就好像一個網中人一樣
[00:04:38.920 --> 00:04:40.440]  就好像捉迷藏一樣
[00:04:40.440 --> 00:04:41.720]  你追我捉
[00:04:41.720 --> 00:04:43.000]  為了名為了利
[00:04:43.000 --> 00:04:44.280]  苦苦追蹤
[00:04:44.280 --> 00:04:46.600]  但到頭來還是莽莽然
[00:04:46.600 --> 00:04:47.720]  為什麼呢?
[00:04:47.720 --> 00:04:49.560]  因為我們都是網中人
[00:04:49.560 --> 00:04:51.560]  既然都是網中人
[00:04:51.560 --> 00:04:54.280]  就不是輪到我們說了算
[00:04:54.280 --> 00:04:56.600]  不是輪到我們去控制
[00:04:56.600 --> 00:04:59.800]  往往是被所有其他
[00:04:59.800 --> 00:05:01.240]  這個天
[00:05:01.240 --> 00:05:02.200]  或者是地
[00:05:02.200 --> 00:05:03.480]  或者是一些的
[00:05:03.480 --> 00:05:07.240]  執政者去控制著我們
[00:05:07.240 --> 00:05:08.600]  人生
[00:05:08.600 --> 00:05:10.600]  不僅是你追我捉
[00:05:10.600 --> 00:05:14.200]  往往是無常的變幻
[00:05:14.200 --> 00:05:15.720]  嘉變有這麼說
[00:05:15.720 --> 00:05:17.960]  知否世事常變
[00:05:17.960 --> 00:05:20.280]  變幻原是永恆
[00:05:20.280 --> 00:05:21.400]  強人又說
[00:05:21.400 --> 00:05:25.480]  看世間成敗轉眼就過
[00:05:25.480 --> 00:05:27.240]  辯識龍又這麼說
[00:05:27.240 --> 00:05:31.640]  人生與命運原是一天百變
[00:05:31.640 --> 00:05:33.960]  真是大天色上
[00:05:33.960 --> 00:05:35.720]  艷似天空
[00:05:35.720 --> 00:05:39.800]  還是會苦苦追蹤這個天
[00:05:39.800 --> 00:05:41.480]  沒有安全感
[00:05:41.480 --> 00:05:43.000]  沒有真實感
[00:05:43.000 --> 00:05:45.080]  疑幻疑真
[00:05:45.080 --> 00:05:47.240]  世上在變幻
[00:05:47.240 --> 00:05:50.200]  有什麼可以拿著手呢?
[00:05:50.200 --> 00:05:51.880]  轉眼之間
[00:05:51.880 --> 00:05:53.640]  一會兒就會過去
[00:05:53.640 --> 00:05:55.720]  你以為很實際的東西
[00:05:55.720 --> 00:05:58.120]  原來是肥皂泡
[00:05:58.120 --> 00:06:02.200]  這個就是網中人的一個特色
[00:06:02.200 --> 00:06:05.160]  還有不僅是你追我捉
[00:06:05.160 --> 00:06:08.760]  不僅是無常的變幻
[00:06:08.760 --> 00:06:11.560]  更是唏噓彈色
[00:06:11.560 --> 00:06:14.680]  網中人這個電視劇主題曲
[00:06:14.680 --> 00:06:16.280]  回望一生
[00:06:16.280 --> 00:06:19.560]  歷遍幾番責備和怨恨
[00:06:19.560 --> 00:06:21.240]  無數回憶
[00:06:21.240 --> 00:06:23.080]  幾許眼淚
[00:06:23.080 --> 00:06:24.520]  問你自己
[00:06:24.520 --> 00:06:27.880]  往日你是誰
[00:06:27.880 --> 00:06:29.880]  這個新辨識龍又說
[00:06:29.880 --> 00:06:31.640]  回首多少滄桑
[00:06:31.640 --> 00:06:34.840]  令我記起千千萬萬概忘
[00:06:34.840 --> 00:06:37.160]  人就像網中人一樣
[00:06:37.160 --> 00:06:38.440]  很無奈
[00:06:38.440 --> 00:06:40.760]  人生幾許失意
[00:06:40.760 --> 00:06:43.480]  何必偏偏選我呢?
[00:06:43.480 --> 00:06:45.880]  但網中人雖然如此
[00:06:45.880 --> 00:06:47.320]  還仍拼命追
[00:06:47.320 --> 00:06:49.560]  去搶去搵去爬
[00:06:49.560 --> 00:06:51.160]  回望到一朝
[00:06:51.160 --> 00:06:54.040]  盡破金剛燦爛名利網
[00:06:54.040 --> 00:06:56.760]  遊象鳥飛廣闊天
[00:06:56.760 --> 00:07:00.200]  忙開衝出不再返
[00:07:00.200 --> 00:07:02.440]  我們就是這樣的網中人
[00:07:02.440 --> 00:07:04.360]  這樣的罪人
[00:07:04.360 --> 00:07:08.200]  但如何才能衝出燦爛名利網呢?
[00:07:08.200 --> 00:07:09.800]  耶穌說
[00:07:09.800 --> 00:07:11.320]  人若看了
[00:07:11.320 --> 00:07:13.320]  可以到我這裡來學
[00:07:13.320 --> 00:07:14.600]  信我的人
[00:07:14.600 --> 00:07:16.280]  就如經上所說
[00:07:16.280 --> 00:07:20.360]  從他腹中要流出沒水的江河來
[00:07:20.360 --> 00:07:22.280]  第38次的說法
[00:07:22.280 --> 00:07:24.200]  唯一解開的方法
[00:07:24.200 --> 00:07:26.360]  是要破網途徑
[00:07:26.360 --> 00:07:27.800]  唯一的破網途徑
[00:07:27.800 --> 00:07:28.840]  就是去到耶穌那裡
[00:07:28.840 --> 00:07:31.240]  今天我們就要詳細看看
[00:07:31.240 --> 00:07:34.760]  約翰福音第七章37至44節
[00:07:34.760 --> 00:07:38.920]  非常有趣和精彩的經文
[00:07:38.920 --> 00:07:42.120]  首先我們看看37節
[00:07:42.120 --> 00:07:44.680]  未看37節之前
[00:07:44.680 --> 00:07:48.280]  我們要知道背景是怎樣
[00:07:48.280 --> 00:07:50.440]  這個經文是發生在
[00:07:50.440 --> 00:07:52.360]  鑄盤節的最後一天
[00:07:52.360 --> 00:07:53.720]  即是第八天
[00:07:53.720 --> 00:07:55.240]  約翰告訴我們
[00:07:55.240 --> 00:07:57.080]  這是一個大日子
[00:07:57.080 --> 00:08:00.280]  原來猶太人有三個大節日
[00:08:00.280 --> 00:08:02.600]  第一個是雨節
[00:08:02.600 --> 00:08:04.760]  第二個是五旬節
[00:08:04.760 --> 00:08:07.320]  第三個是鑄盤節
[00:08:07.320 --> 00:08:09.240]  在三個節日當中
[00:08:09.240 --> 00:08:11.320]  鑄盤節是最歡樂的
[00:08:11.320 --> 00:08:13.720]  所以又稱為歡樂的日子
[00:08:13.720 --> 00:08:17.720]  所有在耶路撒冷15年以來的猶太男人
[00:08:17.720 --> 00:08:19.480]  按照律法的規矩
[00:08:19.480 --> 00:08:22.760]  一定要來到耶路撒冷過節
[00:08:22.760 --> 00:08:26.520]  鑄盤節是10月15日
[00:08:26.520 --> 00:08:28.360]  鑄盤節是什麼日子
[00:08:28.360 --> 00:08:29.720]  紀念什麼呢?
[00:08:29.720 --> 00:08:31.720]  一如其他猶太節日
[00:08:31.720 --> 00:08:33.560]  鑄盤節有兩個意義
[00:08:33.560 --> 00:08:35.160]  第一個是歷史的意義
[00:08:35.160 --> 00:08:37.000]  第二個是時代的意義
[00:08:37.000 --> 00:08:39.320]  首先講講歷史的意義
[00:08:39.320 --> 00:08:41.880]  每一個猶太人都記得
[00:08:41.880 --> 00:08:44.440]  他們在埃及遺留的日子
[00:08:44.440 --> 00:08:46.040]  是多麼的苦
[00:08:46.040 --> 00:08:47.880]  他更加沒有忘記
[00:08:47.880 --> 00:08:51.240]  摩西怎樣帶領他們離開遺留的埃及
[00:08:51.240 --> 00:08:54.440]  神又用火柱、雲柱引領他們
[00:08:54.440 --> 00:08:56.840]  可惜他們背叛神
[00:08:56.840 --> 00:09:00.360]  結果在曠野流蕩了40年之久
[00:09:00.360 --> 00:09:02.360]  這40年當中
[00:09:02.360 --> 00:09:05.000]  沒有家、沒有國
[00:09:05.000 --> 00:09:07.320]  到處在曠野流蕩
[00:09:07.320 --> 00:09:11.560]  這種經歷是永遠不會忘記的
[00:09:11.560 --> 00:09:14.280]  所以每逢10月15日的時候
[00:09:14.280 --> 00:09:17.560]  男女老友就要拿著樹枝樹葉
[00:09:17.560 --> 00:09:19.080]  竹起帳盤
[00:09:19.080 --> 00:09:23.240]  就像舊約利美記23章40節說
[00:09:23.240 --> 00:09:27.480]  要拿美好樹上的果子和棕樹上的枝子
[00:09:27.480 --> 00:09:29.800]  與密謀樹的枝條
[00:09:29.800 --> 00:09:31.960]  並河旁的柳樹
[00:09:31.960 --> 00:09:35.800]  在耶和華你們神面前歡樂七日
[00:09:35.800 --> 00:09:37.480]  每年七月間
[00:09:37.480 --> 00:09:40.200]  要向耶和華守節七日
[00:09:40.200 --> 00:09:44.040]  這為你們世世代代永遠的定例
[00:09:44.040 --> 00:09:46.760]  你們要住在盤內七日
[00:09:46.760 --> 00:09:50.120]  凡以色列家的人都要住在盤內
[00:09:50.120 --> 00:09:53.000]  好叫你們世世代代知道
[00:09:53.000 --> 00:09:55.560]  我領以色列人出埃及地的時候
[00:09:55.560 --> 00:09:57.560]  曾使他們住在盤內
[00:09:57.560 --> 00:09:59.560]  我是耶和華你們的神
[00:09:59.560 --> 00:10:04.840]  原來住盤節就是紀念他們四天在曠野流蕩的日子
[00:10:04.840 --> 00:10:06.760]  那種無家可歸
[00:10:06.760 --> 00:10:10.120]  到處流蕩在曠野沙漠裏
[00:10:10.120 --> 00:10:11.560]  真是不好受
[00:10:11.560 --> 00:10:14.760]  每一個猶太人在住盤節的時候
[00:10:14.760 --> 00:10:16.760]  都要住在這個盤內
[00:10:16.760 --> 00:10:17.960]  本來是七天的
[00:10:17.960 --> 00:10:19.400]  到耶穌的時代
[00:10:19.400 --> 00:10:20.360]  他們加多一天
[00:10:20.360 --> 00:10:21.400]  總共八天
[00:10:21.400 --> 00:10:24.600]  所以這一天到處都看到盤內
[00:10:24.600 --> 00:10:27.800]  但是住盤節有另外一個意義
[00:10:27.800 --> 00:10:31.000]  時代的意義是一個感恩歡樂的節日
[00:10:31.000 --> 00:10:33.240]  多謝神給他們豐收
[00:10:33.240 --> 00:10:35.560]  出埃及記23周16字說
[00:10:35.560 --> 00:10:39.080]  又要守收割節
[00:10:39.080 --> 00:10:44.040]  所收的時你們田家所種
[00:10:44.040 --> 00:10:46.920]  勞碌得來初熟的果子
[00:10:46.920 --> 00:10:48.920]  這是一個大的節日
[00:10:48.920 --> 00:10:51.880]  也是一個受歡迎的歡樂節日
[00:10:51.880 --> 00:10:55.160]  所以猶太人稱之為那節日
[00:10:55.160 --> 00:10:59.560]  不單有錢人開心過節
[00:10:59.560 --> 00:11:01.800]  窮人也開心過節
[00:11:01.800 --> 00:11:04.200]  是一個普世歡騰的日子
[00:11:04.200 --> 00:11:08.040]  在住盤節內有一個特別的儀式非常有趣
[00:11:08.040 --> 00:11:11.080]  我們看看利美記23周40字
[00:11:11.080 --> 00:11:15.880]  要拿美好樹上的果子和中樹上的枝子
[00:11:15.880 --> 00:11:19.720]  與密謀樹的枝條並何旁的柳樹
[00:11:19.720 --> 00:11:22.760]  全部摘下來
[00:11:22.760 --> 00:11:26.920]  法利佐人和薩都哥人對這段經文有不同的解釋
[00:11:26.920 --> 00:11:32.520]  薩都哥人以為住盤節的住盤是必須以樹枝造成的
[00:11:32.520 --> 00:11:34.760]  而法利佐人認為不是
[00:11:34.760 --> 00:11:35.720]  不是這樣解釋
[00:11:35.720 --> 00:11:40.840]  而是信眾要帶著樹枝去聖殿敬拜
[00:11:40.840 --> 00:11:43.080]  不是用來築盤
[00:11:43.080 --> 00:11:45.960]  是帶著樹枝去聖殿敬拜
[00:11:45.960 --> 00:11:48.840]  明顯是接受法利佐人的解釋
[00:11:48.840 --> 00:11:53.640]  到了那天眾人都要帶著樹枝去聖殿敬拜
