
[00:00:00.000 --> 00:00:08.000]  各位電視節目的觀眾,我們接著思想聖經的說話
[00:00:08.000 --> 00:00:10.000]  我們在聖餐的時候都知道
[00:00:10.000 --> 00:00:13.000]  不單是聖餐是紀念主耶穌
[00:00:13.000 --> 00:00:18.000]  也是宣告我們將來的盼望時刻
[00:00:18.000 --> 00:00:21.000]  宣告主的死即等到他來
[00:00:21.000 --> 00:00:25.000]  因此我們人生每一天帶著盼望來生活
[00:00:25.000 --> 00:00:31.000]  這個盼望會超越眼前的一些可能有的問題困難
[00:00:31.000 --> 00:00:36.000]  但只是知道這位主已經勝過了整個世界
[00:00:36.000 --> 00:00:38.000]  而給我們盼望
[00:00:38.000 --> 00:00:43.000]  我們很快就在今天一起來到一段時間
[00:00:43.000 --> 00:00:45.000]  一起思想聖經的說話
[00:00:45.000 --> 00:00:51.000]  你會記得今天已經是九月份的二十五號
[00:00:51.000 --> 00:00:56.000]  也是我們這個季度的最後一次的訊息的講道
[00:00:56.000 --> 00:01:02.000]  很快就十月份開始我們會思想教會的週年紀念
[00:01:02.000 --> 00:01:05.000]  但在過去一段時間你會知道在七八九月
[00:01:05.000 --> 00:01:08.000]  我們有一個很重要的主題
[00:01:08.000 --> 00:01:11.000]  除了一方面我們看到猜拳的訊息
[00:01:11.000 --> 00:01:13.000]  另外我們在說聖潔的生活
[00:01:13.000 --> 00:01:16.000]  純一向主的心
[00:01:16.000 --> 00:01:18.000]  我們過去都一直說
[00:01:18.000 --> 00:01:22.000]  聖潔的生活不單是說你做了甚麼不做甚麼
[00:01:22.000 --> 00:01:27.000]  更是說你的生命是屬於上帝的
[00:01:27.000 --> 00:01:30.000]  我們生命是神所買熟回來的
[00:01:30.000 --> 00:01:32.000]  是屬於上帝的
[00:01:32.000 --> 00:01:37.000]  因此你人生的取向是向準主的
[00:01:37.000 --> 00:01:41.000]  所以你記得我們在季初的時候一直說
[00:01:41.000 --> 00:01:47.000]  我們不要又拜上帝又拜馬門
[00:01:47.000 --> 00:01:49.000]  我們又記得我們說
[00:01:49.000 --> 00:01:52.000]  我們不要又侍奉神又侍奉巴黎
[00:01:52.000 --> 00:01:56.000]  大家記得我們說到以利亞先知的事情的時候
[00:01:56.000 --> 00:02:01.000]  因此你發覺在你一直追求跟隨上帝的時候
[00:02:01.000 --> 00:02:04.000]  你看到聖經是不斷地勉勵我們要留心
[00:02:04.000 --> 00:02:08.000]  不要讓任何其他心中的愛慕
[00:02:08.000 --> 00:02:12.000]  佔據了神在你心中的位置
[00:02:12.000 --> 00:02:18.000]  以至你追求其他多過上帝甚至忘記了上帝
[00:02:18.000 --> 00:02:21.000]  讓你的生命是一心一意的
[00:02:21.000 --> 00:02:25.000]  來向準主因為你是屬於準的
[00:02:25.000 --> 00:02:28.000]  因此今天當我們再讀到雅各書的時候
[00:02:28.000 --> 00:02:30.000]  聖經同時提出一個很重要
[00:02:30.000 --> 00:02:33.000]  在我們生命當中的敬守
[00:02:33.000 --> 00:02:36.000]  聖經提到世俗的事情
[00:02:36.000 --> 00:02:42.000]  會將人的心吸引轉向其他方向
[00:02:42.000 --> 00:02:44.000]  轉向其他事情
[00:02:44.000 --> 00:02:46.000]  你記得我們曾經提及
[00:02:46.000 --> 00:02:48.000]  在一些生活上的例子
[00:02:48.000 --> 00:02:55.000]  看到有些家庭男士有婚姻意外的第三者
[00:02:55.000 --> 00:02:59.000]  但他跟太太說不要緊的
[00:02:59.000 --> 00:03:01.000]  我老公很疼你
[00:03:01.000 --> 00:03:05.000]  我想請他來大家一起住
[00:03:05.000 --> 00:03:07.000]  相親相愛不是很好嗎?
[00:03:07.000 --> 00:03:10.000]  你放心可以讓他這麼愛錫你
[00:03:10.000 --> 00:03:14.000]  有些時候人以為可以有第三者
[00:03:14.000 --> 00:03:17.000]  可以保持對自己培養的忠貞
[00:03:17.000 --> 00:03:20.000]  是一種自欺欺人的情況
[00:03:20.000 --> 00:03:22.000]  但聖經一直告訴我們
[00:03:22.000 --> 00:03:25.000]  同樣在我們屬靈的事上
[00:03:25.000 --> 00:03:26.000]  在跟隨主的路上
[00:03:26.000 --> 00:03:32.000]  小心不要讓第三者出現在你屬靈的生命裡
[00:03:32.000 --> 00:03:36.000]  以免你的心轉移偏移
[00:03:36.000 --> 00:03:38.000]  因此今天你讀聖經的時候
[00:03:38.000 --> 00:03:40.000]  你讀到聖經第四章某曲書
[00:03:40.000 --> 00:03:43.000]  一開始就提到一件事
[00:03:43.000 --> 00:03:46.000]  就是在人與人之間有很多爭鬥的事情
[00:03:46.000 --> 00:03:48.000]  很多打鬥的事情
[00:03:48.000 --> 00:03:51.000]  但這裡不單是說世界
[00:03:51.000 --> 00:03:55.000]  甚至在教徒當中有這些情況
[00:03:55.000 --> 00:03:57.000]  但這些爭鬥的背後
[00:03:57.000 --> 00:03:59.000]  其實有一個很重要的因素
[00:03:59.000 --> 00:04:02.000]  就是人心裡的私慾
[00:04:02.000 --> 00:04:04.000]  所以第一節就說
[00:04:04.000 --> 00:04:09.000]  你們中間的爭執和打鬥是從哪裡來的呢?
[00:04:09.000 --> 00:04:14.000]  不是從你們肢體中耗盡的私慾來的嗎?
[00:04:14.000 --> 00:04:18.000]  聖經說到在我們裡面有一種私慾
[00:04:18.000 --> 00:04:23.000]  私慾是人內心一種很強的動力
[00:04:23.000 --> 00:04:31.000]  這種動力只是要滿足自己個人私自的一些意願
[00:04:31.000 --> 00:04:37.000]  其中一個特徵是只是以世界的事情為念
[00:04:37.000 --> 00:04:40.000]  也只是以自己為中心
[00:04:40.000 --> 00:04:43.000]  一定要能夠滿足自己一些意願
[00:04:43.000 --> 00:04:46.000]  甚至不理會神的意思
[00:04:46.000 --> 00:04:49.000]  不理會神的旨意是怎樣
[00:04:49.000 --> 00:04:51.000]  因此這種私慾在人的內心
[00:04:51.000 --> 00:04:53.000]  好像一個戰場一樣
[00:04:53.000 --> 00:04:55.000]  聖經說在我們肢體
[00:04:55.000 --> 00:04:57.000]  聖經用肢體的字眼
[00:04:57.000 --> 00:05:01.000]  表示在我們裡面在爭鬥
[00:05:01.000 --> 00:05:04.000]  也意味著一個戰場
[00:05:04.000 --> 00:05:08.000]  這個私慾要將一切其他的意願去驅除
[00:05:08.000 --> 00:05:11.000]  去擊退其他的意願
[00:05:11.000 --> 00:05:15.000]  只要能夠滿足到自己的私慾
[00:05:15.000 --> 00:05:18.000]  這種私慾聖經一路講述的時候
[00:05:18.000 --> 00:05:21.000]  有兩個很清楚的表達方式
[00:05:21.000 --> 00:05:23.000]  第一就是貪欲
[00:05:23.000 --> 00:05:25.000]  第二是嫉妒
[00:05:25.000 --> 00:05:27.000]  所以讀聖經的時候
[00:05:27.000 --> 00:05:29.000]  聖經說你們放縱貪欲
[00:05:29.000 --> 00:05:31.000]  如果得不到就殺人
[00:05:31.000 --> 00:05:35.000]  你們嫉妒如果一無所得就打鬥爭執
[00:05:35.000 --> 00:05:39.000]  你們得不到是因為你們沒有求
[00:05:39.000 --> 00:05:41.000]  有兩種私慾的表現
[00:05:41.000 --> 00:05:43.000]  就是人內心的一種貪欲
[00:05:43.000 --> 00:05:47.000]  在不同的情況之下表達出來
[00:05:47.000 --> 00:05:50.000]  要得到不屬於自己的
[00:05:50.000 --> 00:05:56.000]  要貪得到一些你不必要不應該得到的
[00:05:56.000 --> 00:05:58.000]  早前我看到一個消息
[00:05:58.000 --> 00:06:01.000]  一位在大學做研究的
[00:06:01.000 --> 00:06:04.000]  在讀研究生的一位朋友
[00:06:04.000 --> 00:06:07.000]  這位朋友他自己做了一些科研
[00:06:07.000 --> 00:06:11.000]  在過程裡面做了很多很多的研究
[00:06:11.000 --> 00:06:13.000]  他得到一個很重要的突破
[00:06:13.000 --> 00:06:15.000]  有一個很重要的成果
[00:06:15.000 --> 00:06:18.000]  當他和教授說這件事情的時候
[00:06:18.000 --> 00:06:21.000]  教授很歡喜很為他歡喜
[00:06:21.000 --> 00:06:23.000]  也鼓勵他繼續努力
[00:06:23.000 --> 00:06:25.000]  但過了一段時間之後
[00:06:25.000 --> 00:06:29.000]  這位學生突然間留意到一份期刊
[00:06:29.000 --> 00:06:34.000]  裡面有一篇教授所寫的研究論文
[00:06:34.000 --> 00:06:36.000]  但裡面最重要的部分
[00:06:36.000 --> 00:06:41.000]  其實就是他自己研究的結論
[00:06:41.000 --> 00:06:45.000]  他想不到教授竟然奪取了他的研究成果
[00:06:45.000 --> 00:06:48.000]  作為他自己的成果
[00:06:48.000 --> 00:06:51.000]  所以你可以想像之間那種憤怒
[00:06:51.000 --> 00:06:55.000]  那種的爭執是多明顯地出現
[00:06:55.000 --> 00:06:59.000]  人的內心有些時候會想得到
[00:06:59.000 --> 00:07:02.000]  很多不是屬於自己的東西
[00:07:02.000 --> 00:07:05.000]  無論是物質或者是感情
[00:07:05.000 --> 00:07:08.000]  或者是其他的榮耀
[00:07:08.000 --> 00:07:12.000]  在當中產生很多人際之間的爭鬥
[00:07:12.000 --> 00:07:15.000]  當然另一方面已經提及的窒道
[00:07:15.000 --> 00:07:19.000]  也是我們常常會有很多很多體會的事情
[00:07:19.000 --> 00:07:21.000]  人際之間很多的問題
[00:07:21.000 --> 00:07:23.000]  很多時候來自窒道
[00:07:23.000 --> 00:07:26.000]  不能夠接受別人比自己強
[00:07:26.000 --> 00:07:28.000]  比自己靚
[00:07:28.000 --> 00:07:29.000]  比自己高
[00:07:29.000 --> 00:07:31.000]  比自己好
[00:07:31.000 --> 00:07:38.000]  一位在公司裡發展得很好的老闆
[00:07:38.000 --> 00:07:42.000]  其實公司也有很好的發展業績
[00:07:42.000 --> 00:07:47.000]  但是他心裡接受不到他的同行也是他認識的
[00:07:47.000 --> 00:07:50.000]  竟然他們公司成績比他好
[00:07:50.000 --> 00:07:54.000]  因此裡面接受不到這個事情、這個事實
[00:07:54.000 --> 00:07:59.000]  因此用一切的努力要求自己能夠可以更加厲害過他
