
[00:00:00.000 --> 00:00:05.840]  無論是天災還是人禍
[00:00:05.840 --> 00:00:09.360]  往往當一些不幸的事情發生之後
[00:00:09.360 --> 00:00:12.040]  人或者他身邊的人
[00:00:12.040 --> 00:00:17.720]  往往就會出現兩種很極端的表現
[00:00:17.720 --> 00:00:20.360]  其中一種是什麼呢
[00:00:20.360 --> 00:00:24.560]  首先就是當事人會經常問一個問題
[00:00:24.560 --> 00:00:26.160]  為什麼
[00:00:26.160 --> 00:00:29.440]  為什麼一些不幸的事情
[00:00:29.440 --> 00:00:33.800]  會偏偏選中我或者選中我家人
[00:00:33.800 --> 00:00:36.560]  甚至是我的朋友呢
[00:00:36.560 --> 00:00:40.320]  好像剛剛香港好像打完風
[00:00:40.320 --> 00:00:42.400]  有沒有上十號風球 好像沒有
[00:00:42.400 --> 00:00:44.840]  九號風球而已
[00:00:44.840 --> 00:00:46.400]  聽聞第一件事
[00:00:46.400 --> 00:00:48.440]  我看新聞的就是
[00:00:48.440 --> 00:00:51.600]  原來傷了18個人
[00:00:51.600 --> 00:00:52.640]  有些人就說
[00:00:52.640 --> 00:00:55.480]  現在這麼科技先進的一個城市世界
[00:00:55.480 --> 00:00:58.440]  還會受人傷的嗎
[00:00:58.440 --> 00:01:01.040]  但是真的的而且確
[00:01:01.040 --> 00:01:05.800]  除了那些人喜歡出去看風浪之外
[00:01:05.800 --> 00:01:07.960]  自找麻煩呢
[00:01:07.960 --> 00:01:11.560]  往往真的不是道理說的
[00:01:11.560 --> 00:01:14.200]  為什麼會有這樣的遭遇呢
[00:01:14.200 --> 00:01:16.080]  或者有些人就會說
[00:01:16.080 --> 00:01:18.200]  我家人患了癌症
[00:01:18.200 --> 00:01:21.280]  或者發生交通意外
[00:01:21.280 --> 00:01:23.360]  為什麼這麼多的人
[00:01:23.360 --> 00:01:31.240]  不會偏偏遇上是我會遇上的呢
[00:01:31.240 --> 00:01:32.520]  甚至有些基督徒
[00:01:32.520 --> 00:01:34.560]  當遇見這樣的情況的時候
[00:01:34.560 --> 00:01:37.240]  就會向上帝申訴
[00:01:37.240 --> 00:01:38.640]  他們還聲稱
[00:01:38.640 --> 00:01:41.880]  這是基督徒的優越的位置
[00:01:41.880 --> 00:01:44.520]  可以有多個對象
[00:01:44.520 --> 00:01:46.160]  一位創造世界
[00:01:46.160 --> 00:01:47.640]  掌管萬有的神
[00:01:47.640 --> 00:01:49.960]  可以讓我們去和祂談一談
[00:01:49.960 --> 00:01:53.080]  但是往往這些談話
[00:01:53.080 --> 00:01:59.560]  變成向上帝大使發出問責
[00:01:59.560 --> 00:02:05.960]  上帝為什麼要讓我遭遇這些事情呢
[00:02:05.960 --> 00:02:09.600]  有些信徒甚至以此來威脅上帝
[00:02:09.600 --> 00:02:12.720]  如果你不為我解決這個問題
[00:02:12.720 --> 00:02:16.920]  我不信你
[00:02:16.920 --> 00:02:19.880]  很多基督徒是這樣
[00:02:19.880 --> 00:02:21.240]  不過究其原因
[00:02:21.240 --> 00:02:24.880]  因為他相信的神不是聖經裡面的神
[00:02:24.880 --> 00:02:28.120]  他和他所聲稱所相信的耶穌
[00:02:28.120 --> 00:02:32.160]  其實是沒有曾經有任何關聯的關係
[00:02:32.160 --> 00:02:34.960]  他只不過當耶穌是一個
[00:02:34.960 --> 00:02:37.960]  為他提供益處的媒介
[00:02:37.960 --> 00:02:41.720]  簡單的說就是利用上帝
[00:02:41.720 --> 00:02:43.200]  這是其中一批
[00:02:43.200 --> 00:02:44.560]  另一批的人
[00:02:44.560 --> 00:02:48.960]  他們帶著一種報應論的觀念
[00:02:48.960 --> 00:02:50.280]  是怎麼樣呢
[00:02:50.280 --> 00:02:52.960]  這個人又可以分為兩大類
[00:02:52.960 --> 00:02:57.480]  第一類就是他認為自己真的罪孽深重
[00:02:57.480 --> 00:02:59.800]  做的太多壞事
[00:02:59.800 --> 00:03:03.040]  或者說作孽太多
[00:03:03.040 --> 00:03:05.400]  只不過時辰已到
[00:03:05.400 --> 00:03:08.000]  時辰已到這些就是報應
[00:03:08.000 --> 00:03:09.880]  認命
[00:03:09.880 --> 00:03:13.040]  這是另一批的一種反應
[00:03:13.040 --> 00:03:15.160]  而另一批的呢
[00:03:15.160 --> 00:03:17.400]  他們在這樣的情況之下
[00:03:17.400 --> 00:03:23.880]  就帶著一頂審判官的帽子
[00:03:23.880 --> 00:03:29.520]  在這個時候就向著那些被懲罰或者受害的人
[00:03:29.520 --> 00:03:32.600]  就說其實是抵他們死的
[00:03:32.600 --> 00:03:38.680]  因為他們從來都沒有輕看他自己所犯的罪惡
[00:03:38.680 --> 00:03:40.880]  於是乎
[00:03:40.880 --> 00:03:45.320]  他們還以為上帝的報應是遲了
[00:03:45.320 --> 00:03:47.800]  或者太過輕
[00:03:47.800 --> 00:03:50.040]  正所謂天無眼
[00:03:50.040 --> 00:03:53.960]  這些人應該老祖應該多踩他兩腳
[00:03:53.960 --> 00:03:56.120]  使他們能夠真是
[00:03:56.120 --> 00:04:03.440]  以償自己一種的洩憤的一種的心智
[00:04:03.440 --> 00:04:05.360]  有些人又曉包裝
[00:04:05.360 --> 00:04:09.680]  在這個時候就表現出好像大義滅親一樣
[00:04:09.680 --> 00:04:12.520]  尤其是那個受害者是他家人
[00:04:12.520 --> 00:04:16.320]  我不會因為他是我家人我偏袒他
[00:04:16.320 --> 00:04:21.480]  所以上帝你糟蹋他吧
[00:04:21.480 --> 00:04:27.240]  在這個世界的人對於這些天災橫禍
[00:04:27.240 --> 00:04:31.320]  往往就落在這些現象裡面
[00:04:31.320 --> 00:04:33.280]  甚至有人藉機
[00:04:33.280 --> 00:04:36.640]  乘此機會去得益
[00:04:36.640 --> 00:04:41.520]  無論是真正利益實體上得到的
[00:04:41.520 --> 00:04:44.840]  或者在名譽上將自己抬高
[00:04:44.840 --> 00:04:48.080]  好像自己是一位正人君子
[00:04:48.080 --> 00:04:54.360]  其實他不知道自己已經跌入了偽君子的光景
[00:04:54.360 --> 00:04:56.520]  他所謂的大公無私
[00:04:56.520 --> 00:05:01.400]  也都是只不過是一種手段來包裝自己
[00:05:01.400 --> 00:05:05.640]  使得自己好像在這個世界高人一等
[00:05:05.640 --> 00:05:09.760]  不過無論是哪一種的人
[00:05:09.760 --> 00:05:11.960]  在這個世界不信主的人
[00:05:11.960 --> 00:05:15.520]  其實看事情看得很清楚
[00:05:15.520 --> 00:05:19.760]  往往當我們有些人的表現是這樣的時候
[00:05:19.760 --> 00:05:23.200]  他們很容易就看到他們的破綻
[00:05:23.200 --> 00:05:26.760]  那麼牧師為什麼會這麼容易看到他的破綻呢?
[00:05:26.760 --> 00:05:29.960]  因為他們本身自己就是這樣做慣了
[00:05:29.960 --> 00:05:33.760]  所以當他一見到你的表現和他們很相似的時候
[00:05:33.760 --> 00:05:37.440]  他馬上就會看得到你的作為
[00:05:37.440 --> 00:05:39.720]  其實和他們沒什麼分別
[00:05:39.720 --> 00:05:44.800]  大家都是出來裝作好像很光明
[00:05:44.800 --> 00:05:55.040]  這種情況其實正正就是俄巴底亞書要去處理的一連串的問題
[00:05:55.040 --> 00:06:00.440]  尤其是今天我們看到那個內容的主人翁
[00:06:00.440 --> 00:06:07.520]  包括以東人以及他的兄弟幫這個猶大國
[00:06:07.520 --> 00:06:14.800]  他們現在可以說是一起跌入了上帝的審判裡面
[00:06:14.800 --> 00:06:25.080]  而以東當看到過去自己好像被猶大國虧損了他們的利益的時候
[00:06:25.080 --> 00:06:29.640]  現在當猶大國跌入一個不幸的時刻
[00:06:29.640 --> 00:06:36.360]  他們的反應上帝就在這段聖經裡面充分說出來給我們知道
[00:06:36.360 --> 00:06:42.120]  並且要作一連串的糾正
[00:06:42.120 --> 00:06:46.640]  問題是這些糾正能不能夠在以東人的身上
[00:06:46.640 --> 00:06:48.960]  或者從猶大國的角度來看
[00:06:48.960 --> 00:06:53.840]  他們看不看到上帝在這一連串對於以東的糾正
[00:06:53.840 --> 00:06:56.920]  是有一份挽回的動機呢?
[00:06:56.920 --> 00:07:03.920]  所以俄巴底亞書不是一般所看的
[00:07:03.920 --> 00:07:06.880]  只是懲罰以東為猶大國報仇
[00:07:06.880 --> 00:07:12.680]  不是 上帝有一連串的糾正挽回工作要做的
[00:07:12.680 --> 00:07:14.800]  那不是光說的
[00:07:14.800 --> 00:07:20.880]  他真的要和猶大國以及以東一起走他人生的道路
[00:07:20.880 --> 00:07:22.520]  在什麼時候教啊?
[00:07:22.520 --> 00:07:27.040]  在什麼時候去施一些的督導啊?
[00:07:27.040 --> 00:07:30.520]  就是在他犯錯的時候
[00:07:30.520 --> 00:07:32.120]  所以我很喜歡用這個例子
[00:07:32.120 --> 00:07:34.520]  往往有些小朋友去玩具店
[00:07:34.520 --> 00:07:37.000]  在鬧彆扭 要父母買玩具的時候
[00:07:37.000 --> 00:07:42.000]  在地上點床點脊
[00:07:42.000 --> 00:07:44.960]  在那個時候如果父母是妥協的
[00:07:44.960 --> 00:07:46.080]  算了 買給他吧
[00:07:46.080 --> 00:07:47.560]  那你就不用嫁了
[00:07:47.560 --> 00:07:49.960]  他只會再打一重石屎進去
[00:07:49.960 --> 00:07:52.600]  鎖實他這種頑固的態度
[00:07:52.600 --> 00:07:56.280]  如果你在那一刻不教他的
[00:07:56.280 --> 00:07:58.120]  算數不理他的
[00:07:58.120 --> 00:08:02.000]  那你又未必把握好這個時機
[00:08:02.000 --> 00:08:05.240]  所以教小朋友要把握時機
[00:08:05.240 --> 00:08:09.200]  教我們在屬靈上能夠更貼近上帝
[00:08:09.200 --> 00:08:13.840]  上帝就在那個時機的時候教導我們
[00:08:13.840 --> 00:08:16.200]  那這個就是今天我們一起去看一下
[00:08:16.200 --> 00:08:20.600]  這段聖經上帝怎樣在這一連串
[00:08:20.600 --> 00:08:23.760]  發生的不幸事件
