
[00:00:00.000 --> 00:00:05.000]  好快到最後一堂
[00:00:05.000 --> 00:00:11.000]  我們說到最後神對友達的回應
[00:00:11.000 --> 00:00:13.000]  其實應該是最重要的
[00:00:13.000 --> 00:00:18.000]  所以今天要說到結論
[00:00:18.000 --> 00:00:21.000]  我想多點時間去說
[00:00:21.000 --> 00:00:25.000]  上一次我們說了
[00:00:25.000 --> 00:00:29.000]  一百多年來有兩個評判
[00:00:29.000 --> 00:00:32.000]  對於朋友和友達的對話
[00:00:32.000 --> 00:00:35.000]  一個是上次說的羽利湖
[00:00:35.000 --> 00:00:37.000]  羽利湖是三個回合
[00:00:37.000 --> 00:00:40.000]  說創造的整傳
[00:00:40.000 --> 00:00:44.000]  友達的整傳 創造的整傳 和神的整傳
[00:00:44.000 --> 00:00:48.000]  後面應該是神做評判
[00:00:48.000 --> 00:00:50.000]  做法一樣是這三方面
[00:00:50.000 --> 00:00:55.000]  大家知道神和友達有兩回合的對話
[00:00:55.000 --> 00:00:57.000]  兩次顯現
[00:00:57.000 --> 00:00:59.000]  第一次是創造的整傳
[00:00:59.000 --> 00:01:02.000]  根據我剛才說的
[00:01:02.000 --> 00:01:04.000]  第二個回合是神的整傳
[00:01:04.000 --> 00:01:08.000]  最後就是
[00:01:08.000 --> 00:01:12.000]  你可以說是幸福的結局
[00:01:12.000 --> 00:01:14.000]  就是友達的整傳
[00:01:14.000 --> 00:01:15.000]  如果這樣分辨
[00:01:15.000 --> 00:01:18.000]  所以其實是很工整的
[00:01:18.000 --> 00:01:22.000]  我不想花太多時間引言
[00:01:22.000 --> 00:01:25.000]  因為我們後面有很多東西要說
[00:01:25.000 --> 00:01:29.000]  兩個回合神和友達的對話
[00:01:29.000 --> 00:01:32.000]  這兩個回合大家知道是一個謎
[00:01:32.000 --> 00:01:34.000]  它沒有正面說話
[00:01:34.000 --> 00:01:35.000]  如果大家有看過
[00:01:35.000 --> 00:01:41.000]  第一個回合說星 日光 下雨 下雪
[00:01:41.000 --> 00:01:44.000]  第二回合說動物
[00:01:44.000 --> 00:01:46.000]  動物不同
[00:01:46.000 --> 00:01:48.000]  第二個回合說兩隻
[00:01:48.000 --> 00:01:52.000]  河馬和鱷魚
[00:01:52.000 --> 00:01:54.000]  沒什麼好說的
[00:01:54.000 --> 00:01:56.000]  十個字最精彩的東西
[00:01:56.000 --> 00:01:59.000]  好像我們要猜
[00:01:59.000 --> 00:02:02.000]  究竟想說什麼
[00:02:02.000 --> 00:02:04.000]  很多人有不同的看法
[00:02:04.000 --> 00:02:11.000]  我覺得最好跟著作者引我們去的指引
[00:02:11.000 --> 00:02:13.000]  否則你真的
[00:02:13.000 --> 00:02:15.000]  我都說過謎語沒有謎面
[00:02:15.000 --> 00:02:19.000]  你都不知道解了很多其他東西都可以
[00:02:19.000 --> 00:02:21.000]  如果你留意
[00:02:21.000 --> 00:02:24.000]  每一次神和友達對話
[00:02:24.000 --> 00:02:30.000]  首先他還沒說大自然的東西之前
[00:02:30.000 --> 00:02:32.000]  他是問了友達一個問題
[00:02:32.000 --> 00:02:33.000]  這個才是重要的
[00:02:33.000 --> 00:02:35.000]  那個就是指引
[00:02:35.000 --> 00:02:37.000]  所有解釋應該跟著那裡
[00:02:37.000 --> 00:02:39.000]  因為他是故意這樣說的
[00:02:39.000 --> 00:02:42.000]  大家看38章 第一個回合
[00:02:42.000 --> 00:02:46.000]  第一節說從旋風中回答友達說
[00:02:46.000 --> 00:02:48.000]  第二節就是那個問題
[00:02:48.000 --> 00:02:55.000]  誰用無知的言語使我的旨意暗昧不明
[00:02:55.000 --> 00:02:57.000]  或者說第三節
[00:02:57.000 --> 00:02:59.000]  你要如勇士速邀
[00:02:59.000 --> 00:03:01.000]  我問你 你可以指示我
[00:03:01.000 --> 00:03:05.000]  這個應該就是當我們決定
[00:03:05.000 --> 00:03:07.000]  第一個回合說的東西
[00:03:07.000 --> 00:03:09.000]  應該是為什麼的
[00:03:09.000 --> 00:03:10.000]  他說什麼呢
[00:03:10.000 --> 00:03:16.000]  他說誰用無知的言語使我的旨意
[00:03:16.000 --> 00:03:18.000]  暗昧不明
[00:03:18.000 --> 00:03:20.000]  可惜這句話
[00:03:20.000 --> 00:03:22.000]  很多人有不同的理解
[00:03:22.000 --> 00:03:24.000]  我不知道你覺得怎樣
[00:03:24.000 --> 00:03:26.000]  如果這樣說的意思是什麼
[00:03:26.000 --> 00:03:28.000]  是不是就是說應該很易明
[00:03:28.000 --> 00:03:30.000]  是誰搞得這麼難明
[00:03:30.000 --> 00:03:31.000]  好像是這樣
[00:03:31.000 --> 00:03:33.000]  但我們知道其實不是
[00:03:33.000 --> 00:03:36.000]  我們明知是很難明
[00:03:36.000 --> 00:03:38.000]  他好像賴了人
[00:03:38.000 --> 00:03:41.000]  所以這個問題其實是
[00:03:41.000 --> 00:03:45.000]  我們真的要再消化一下
[00:03:45.000 --> 00:03:49.000]  究竟他想引我們去問一個什麼問題呢
[00:03:49.000 --> 00:03:51.000]  另一件事就是
[00:03:51.000 --> 00:03:53.000]  這句話應該是
[00:03:53.000 --> 00:03:55.000]  如果照我們的理解
[00:03:55.000 --> 00:03:58.000]  應該是跟日白的朋友說就對了
[00:03:58.000 --> 00:04:00.000]  因為日白的朋友以為自己明
