
[00:00:00.000 --> 00:00:05.640]  大胃傳的第四講
[00:00:05.640 --> 00:00:08.200]  我們已經講到第四講了
[00:00:08.200 --> 00:00:11.280]  其實舊約真的很精彩
[00:00:11.280 --> 00:00:12.480]  我很喜歡舊約
[00:00:12.480 --> 00:00:18.560]  新約很多的教導很直接地告訴我們應該要怎樣做
[00:00:18.560 --> 00:00:22.120]  但是舊約是透過很多的故事
[00:00:22.120 --> 00:00:26.520]  其實反映出來的教導都是和新約很相似
[00:00:26.520 --> 00:00:28.600]  例如好像今天這樣
[00:00:28.600 --> 00:00:31.160]  這三張書我們要講
[00:00:31.160 --> 00:00:34.600]  撒姆爾上的二十章至二十二章
[00:00:34.600 --> 00:00:38.360]  講出由三個大胃所講的方言
[00:00:38.360 --> 00:00:43.400]  讓我們看到和羅馬書的教導其實是非常相似
[00:00:43.400 --> 00:00:45.880]  今天的題目是什麼?
[00:00:45.880 --> 00:00:49.640]  神祝福在危難中的方言嗎?
[00:00:49.640 --> 00:00:53.680]  很多時候我們都會有一個概念就是
[00:00:53.680 --> 00:00:57.120]  白色的方言不怕講
[00:00:57.120 --> 00:00:59.360]  白色的方言是什麼?
[00:00:59.360 --> 00:01:02.440]  是不傷害人的方言
[00:01:02.440 --> 00:01:06.520]  白色的方言不傷害人不怕講
[00:01:06.520 --> 00:01:11.200]  幫到人的方言有人說更加應該講
[00:01:11.200 --> 00:01:12.560]  幫到人
[00:01:12.560 --> 00:01:14.720]  好像今天這樣
[00:01:14.720 --> 00:01:19.960]  能夠救命的謊言救命的方言我們又應不應該講呢?
[00:01:19.960 --> 00:01:24.200]  透過今天的經文我們就會有答案
[00:01:24.200 --> 00:01:27.160]  首先一些背景
[00:01:27.160 --> 00:01:31.560]  我們講到大胃被蘇羅追殺
[00:01:31.560 --> 00:01:33.760]  在撒姆爾上的第十九章
[00:01:33.760 --> 00:01:36.520]  他去到拉瑪這個地方
[00:01:36.520 --> 00:01:37.880]  躲起來
[00:01:37.880 --> 00:01:40.200]  但蘇羅窮追不捨
[00:01:40.200 --> 00:01:42.360]  但神就打救了他
[00:01:42.360 --> 00:01:44.760]  於是他就離開了拉瑪
[00:01:44.760 --> 00:01:47.400]  去到基比亞附近
[00:01:47.400 --> 00:01:51.040]  約拿丹就是蘇羅的兒子來會面
[00:01:51.040 --> 00:01:55.000]  其實約拿丹都很尷尬
[00:01:55.000 --> 00:01:56.840]  有這個場面
[00:01:56.840 --> 00:01:59.640]  手背也是肉手掌也是肉
[00:01:59.640 --> 00:02:02.280]  一邊是他的爸爸蘇羅
[00:02:02.280 --> 00:02:03.840]  是爸爸來的
[00:02:03.840 --> 00:02:07.480]  另外一邊是他最好的朋友大胃
[00:02:07.480 --> 00:02:09.360]  很難做
[00:02:09.360 --> 00:02:12.240]  如果蘇羅要殺大胃怎麼辦呢?
[00:02:12.240 --> 00:02:18.120]  這個其實和耶穌基督在馬太福音第十章的教導都很相似
[00:02:18.120 --> 00:02:22.080]  當我們願意歸向神跟隨神的時候
[00:02:22.080 --> 00:02:24.880]  很多時候有人會反對我們
[00:02:24.880 --> 00:02:28.520]  而其中可能是我們的家人
[00:02:28.520 --> 00:02:34.320]  大胃就在基比亞附近和約拿丹見面
[00:02:34.320 --> 00:02:38.720]  約拿丹不相信蘇羅要殺死大胃
[00:02:38.720 --> 00:02:42.040]  因為蘇羅和約拿丹發誓
[00:02:42.040 --> 00:02:43.920]  我不會殺死大胃
[00:02:43.920 --> 00:02:49.240]  而大胃就說你這樣的話你都會相信
[00:02:49.240 --> 00:02:51.320]  你沒見到你爸爸怎麼做嗎?
[00:02:51.320 --> 00:02:55.560]  他曾經三次用長矛扔向我那裡想殺死我
[00:02:55.560 --> 00:03:00.640]  後來又派軍隊來我的家捉拿我
[00:03:00.640 --> 00:03:03.880]  是米鴿叫他跳窗而逃跑
[00:03:03.880 --> 00:03:06.080]  這個我們上次都說過
[00:03:06.080 --> 00:03:11.000]  然後蘇羅再派三隊軍隊來追殺大胃
[00:03:11.000 --> 00:03:14.640]  然後自己親自出馬也是一樣
[00:03:14.640 --> 00:03:17.120]  來到拉馬追殺大胃
[00:03:17.120 --> 00:03:21.880]  但是神將這班人全部變成敬拜者
[00:03:21.880 --> 00:03:24.440]  你變成敬拜者的時候
[00:03:24.440 --> 00:03:25.840]  你忘於敬拜神
[00:03:25.840 --> 00:03:28.280]  你就不可以追殺大胃了
[00:03:28.280 --> 00:03:33.440]  其實大胃如果躲在拉馬的話
[00:03:33.440 --> 00:03:35.320]  他應該很安全
[00:03:35.320 --> 00:03:39.440]  因為見到神能夠用神跡騎士來幫助他
[00:03:39.440 --> 00:03:40.880]  能夠打救他
[00:03:40.880 --> 00:03:43.120]  但是他缺少信心
[00:03:43.120 --> 00:03:47.440]  於是他離開了拉馬去到基比亞
[00:03:47.440 --> 00:03:50.880]  他和約拿丹一起會面
[00:03:50.880 --> 00:03:53.200]  一起商量應該怎麼做
[00:03:53.200 --> 00:03:55.960]  他們就想到一個辦法出來
[00:03:55.960 --> 00:03:59.320]  這個就是大胃第一個謊言
[00:03:59.320 --> 00:04:01.800]  這個謊言是怎麼樣的?
[00:04:01.800 --> 00:04:06.800]  他們要測試蘇羅究竟是不是真的想殺死大胃
[00:04:06.800 --> 00:04:12.320]  於是他們就想到原來猶太人在新月的時候
[00:04:12.320 --> 00:04:15.240]  一個月的開始都會大排筵席
[00:04:15.240 --> 00:04:17.040]  和家人來吃飯
[00:04:17.040 --> 00:04:19.720]  就好像我們今天有愛宴
[00:04:19.720 --> 00:04:23.200]  一個月第一個星期我們就有愛宴
[00:04:23.200 --> 00:04:24.160]  很相似
[00:04:24.160 --> 00:04:27.720]  在這些這麼大的家庭聚會
[00:04:27.720 --> 00:04:29.920]  所有的家人都會出席
[00:04:29.920 --> 00:04:33.240]  大胃身為蘇羅的女婿
[00:04:33.240 --> 00:04:35.880]  又是蘇羅的侍衛長
[00:04:35.880 --> 00:04:37.480]  他一定要出席
[00:04:37.480 --> 00:04:39.640]  而就在這個時候
[00:04:39.640 --> 00:04:42.600]  他們想到就是將大胃藏在
[00:04:42.600 --> 00:04:44.840]  在儀式的田野裡面
[00:04:44.840 --> 00:04:47.680]  然後就和蘇羅說謊
[00:04:47.680 --> 00:04:50.040]  說大胃回到伯利恆
[00:04:50.040 --> 00:04:53.080]  和家人聚會獻祭給神
[00:04:53.080 --> 00:04:55.160]  這個就是第一個謊言
[00:04:55.160 --> 00:04:59.120]  如果蘇羅見到大胃不在場
[00:04:59.120 --> 00:05:01.560]  沒事原諒了大胃
[00:05:01.560 --> 00:05:04.920]  那就是大胃的顧慮是多餘的
[00:05:04.920 --> 00:05:08.880]  但是如果蘇羅因為這件事發大脾氣
[00:05:08.880 --> 00:05:11.080]  要追殺大胃的話
[00:05:11.080 --> 00:05:14.920]  這樣就是說他真的對大胃有殺機
[00:05:14.920 --> 00:05:17.320]  有心想殺死大胃
[00:05:17.320 --> 00:05:21.440]  這樣的建議其實是挺好的
[00:05:21.440 --> 00:05:24.800]  但問題就是要向蘇羅說謊
[00:05:24.800 --> 00:05:27.240]  還有一個問題
[00:05:27.240 --> 00:05:31.400]  就是當約拿丹發現了蘇羅的回應是怎樣
[00:05:31.400 --> 00:05:32.600]  反應是怎樣
[00:05:32.600 --> 00:05:35.920]  怎樣將這個信息告訴大胃呢
[00:05:35.920 --> 00:05:38.720]  他們不能夠相信任何的人
[00:05:38.720 --> 00:05:42.840]  因為任何的人都可能是蘇羅的心腹
[00:05:42.840 --> 00:05:45.520]  都會將這件事告訴蘇羅
[00:05:45.520 --> 00:05:47.680]  所以他們就想到一個方法
[00:05:47.680 --> 00:05:51.040]  就是約拿丹會向田野射三支箭
[00:05:51.040 --> 00:05:54.360]  然後叫童子去撿這些箭的時候
[00:05:54.360 --> 00:05:58.160]  就會大聲暗示給大胃聽應該要怎樣做
[00:05:58.160 --> 00:06:02.240]  究竟他應該回來還是應該逃跑
[00:06:02.240 --> 00:06:05.120]  就是用這樣的方法來做暗喻
[00:06:05.120 --> 00:06:10.000]  大胃和約拿丹約定在三天之內
[00:06:10.000 --> 00:06:12.160]  約拿丹就會將這個消息
[00:06:12.160 --> 00:06:15.000]  究竟蘇羅的回應是怎樣
[00:06:15.000 --> 00:06:18.040]  是是敵是友告訴大胃
[00:06:18.040 --> 00:06:22.520]  約拿丹做這件事不單單是為了眼前的事
[00:06:22.520 --> 00:06:25.440]  他也是預備他自己的將來
[00:06:25.440 --> 00:06:27.440]  因為他知道有一天
[00:06:27.440 --> 00:06:30.560]  大胃將會成為以色列的國王
[00:06:30.560 --> 00:06:33.840]  記不記得他在說撒姆爾上的十八章
[00:06:33.840 --> 00:06:35.560]  已經和大胃納約
[00:06:35.560 --> 00:06:37.960]  這個約是怎樣的
[00:06:37.960 --> 00:06:40.960]  他現在就要大胃重申這個約
[00:06:40.960 --> 00:06:45.440]  這個約就是他會接受大胃成為他的王
[00:06:45.440 --> 00:06:48.560]  但是大胃也要保證
[00:06:48.560 --> 00:06:51.480]  他不會傷害約拿丹的後人
[00:06:51.480 --> 00:06:55.640]  你說為什麼大胃會傷害約拿丹的後人
[00:06:55.640 --> 00:06:59.360]  其實以色列和中國都很相似
[00:06:59.360 --> 00:07:01.600]  一朝天子就是怎樣
[00:07:01.600 --> 00:07:03.400]  一朝臣
[00:07:03.400 --> 00:07:06.920]  很多時候一個新的皇上任的時候
[00:07:06.920 --> 00:07:09.920]  舊皇上的家屬就遭殃
[00:07:09.920 --> 00:07:11.720]  在中國還會怎樣
[00:07:11.720 --> 00:07:13.080]  豬狗族
[00:07:13.080 --> 00:07:17.800]  所以約拿丹要大胃保證不會傷害他的後人
[00:07:17.800 --> 00:07:21.960]  而大胃真是日後以耶和華的恩慈
[00:07:21.960 --> 00:07:24.880]  來對待約拿丹的後人
[00:07:24.880 --> 00:07:27.600]  就是約拿丹會有一個兒子
[00:07:27.600 --> 00:07:31.560]  這個殘廢的人叫米菲波切
[00:07:31.560 --> 00:07:34.760]  大胃真的會好好地對待他
[00:07:34.760 --> 00:07:37.600]  甚至和他在一張桌子裡吃飯
[00:07:37.600 --> 00:07:41.080]  說回來就是那個筵席
[00:07:41.080 --> 00:07:44.240]  在第一天筵席開始的時候
[00:07:44.240 --> 00:07:47.680]  大胃就躲在以色列的田野裡
[00:07:47.680 --> 00:07:50.640]  來等待約拿丹的訊號
[00:07:50.640 --> 00:07:54.720]  素羅坐在牆前
[00:07:54.720 --> 00:07:59.480]  有很多解經家都說素羅很怕人暗殺他
[00:07:59.480 --> 00:08:03.160]  所以他永遠是用背對著牆
[00:08:03.160 --> 00:08:06.120]  怕後面有人會來襲擊他
[00:08:06.120 --> 00:08:10.680]  坐他旁邊的就是亞彌爾
[00:08:10.680 --> 00:08:11.880]  是他的元帥
[00:08:11.880 --> 00:08:14.120]  也可以說是他的保鑣
[00:08:14.120 --> 00:08:15.320]  保護他
[00:08:15.320 --> 00:08:17.440]  對面就是約拿丹
[00:08:17.440 --> 00:08:20.800]  而約拿丹旁邊就是大胃的座位
[00:08:20.800 --> 00:08:21.880]  是空了
[00:08:21.880 --> 00:08:24.120]  大胃當然是沒有來過
[00:08:24.120 --> 00:08:27.400]  第一天素羅怎麼回應呢
[00:08:27.400 --> 00:08:28.960]  他一句話都沒有說
[00:08:28.960 --> 00:08:33.360]  可能他認為大胃是有不潔淨的禮儀
[00:08:33.360 --> 00:08:35.640]  不能參加這個聚會
[00:08:35.640 --> 00:08:38.880]  為什麼不潔淨就不能參加
[00:08:38.880 --> 00:08:42.480]  原來他們在這些聚會會分食滯肉
[00:08:42.480 --> 00:08:45.520]  不潔淨的人不可以分食滯肉
[00:08:45.520 --> 00:08:51.200]  所以素羅可能認為大胃摸了不潔淨的東西
[00:08:51.200 --> 00:08:52.800]  例如死了的動物
[00:08:52.800 --> 00:08:55.360]  或者甚至跟他太太行房
[00:08:55.360 --> 00:08:56.880]  都認為是不潔
[00:08:56.880 --> 00:09:00.400]  但如果這些不潔的人需要做什麼
[00:09:00.400 --> 00:09:02.520]  將自己隔離
[00:09:02.520 --> 00:09:04.680]  然後沐浴更衣
[00:09:04.680 --> 00:09:06.360]  第二天就沒事了
[00:09:06.360 --> 00:09:08.200]  就可以回到社區
[00:09:08.200 --> 00:09:10.520]  和其他人在一起
[00:09:10.520 --> 00:09:14.200]  但問題是過了第二天
[00:09:14.200 --> 00:09:17.400]  素羅見到大胃還沒有出現
[00:09:17.400 --> 00:09:19.160]  他就覺得很奇怪
[00:09:19.160 --> 00:09:24.080]  他懷疑不可能是大胃不潔
[00:09:24.080 --> 00:09:26.720]  因為不潔第二天應該可以出現
[00:09:26.720 --> 00:09:28.520]  為什麼他還沒有來呢
