
[00:00:00.000 --> 00:00:05.000]  各位電視好友大家好
[00:00:05.000 --> 00:00:08.000]  歡迎大家參加我們三藩市報道會
[00:00:08.000 --> 00:00:10.000]  網上的五堂崇拜
[00:00:10.000 --> 00:00:13.000]  今天我們繼續思想二汗福音的訊息
[00:00:13.000 --> 00:00:17.000]  我們來到二汗福音第五章25至29節
[00:00:17.000 --> 00:00:20.000]  題目叫做生死關頭
[00:00:20.000 --> 00:00:23.000]  未開始思想這段聲音之前請我們同心低頭
[00:00:23.000 --> 00:00:25.000]  或同禱告
[00:00:25.000 --> 00:00:27.000]  慈悲的眼睛賦予我們往生
[00:00:27.000 --> 00:00:29.000]  多謝你
[00:00:29.000 --> 00:00:31.000]  雖然有苦難
[00:00:31.000 --> 00:00:33.000]  有生離死別
[00:00:33.000 --> 00:00:36.000]  但我們知道在基督裏有永生的盼望
[00:00:36.000 --> 00:00:41.000]  求你幫助我們明白生命的意義
[00:00:41.000 --> 00:00:43.000]  明白你賜給我們的恩典
[00:00:43.000 --> 00:00:45.000]  永生的盼望
[00:00:45.000 --> 00:00:47.000]  求主藉著你的話語提醒我們
[00:00:47.000 --> 00:00:49.000]  教導安慰獨澤我們
[00:00:49.000 --> 00:00:52.000]  我們禱告那是奉耶穌基督的名銜
[00:00:52.000 --> 00:00:54.000]  阿們
[00:00:54.000 --> 00:00:57.000]  阿祥是香港一位醫科醫生
[00:00:57.000 --> 00:00:59.000]  他在病房工作
[00:00:59.000 --> 00:01:01.000]  對人的痛苦
[00:01:01.000 --> 00:01:03.000]  生命
[00:01:03.000 --> 00:01:05.000]  死亡
[00:01:05.000 --> 00:01:07.000]  有極深度的觀察和敏感
[00:01:07.000 --> 00:01:11.000]  他將他所看到和感受到寫成一本書
[00:01:11.000 --> 00:01:13.000]  叫做醫生摘記
[00:01:13.000 --> 00:01:16.000]  是一本對生命的追尋
[00:01:16.000 --> 00:01:19.000]  對生老病死的深省
[00:01:19.000 --> 00:01:22.000]  對人類痛苦的一個作品
[00:01:22.000 --> 00:01:27.000]  而且是很近我們的生活
[00:01:27.000 --> 00:01:30.000]  其中一篇叫做小流氓
[00:01:30.000 --> 00:01:33.000]  更加令人獨後樓梯
[00:01:33.000 --> 00:01:35.000]  他是這樣說
[00:01:35.000 --> 00:01:37.000]  在兒童病房裏
[00:01:37.000 --> 00:01:39.000]  坤仔可說是大哥哥
[00:01:39.000 --> 00:01:41.000]  今年11歲
[00:01:41.000 --> 00:01:43.000]  他自幼已經失去父母
[00:01:43.000 --> 00:01:45.000]  由外婆帶大
[00:01:45.000 --> 00:01:47.000]  兩婆孫住在樓梯底
[00:01:47.000 --> 00:01:49.000]  最近才搬到屋屋居住
[00:01:49.000 --> 00:01:51.000]  外婆要做小販
[00:01:51.000 --> 00:01:53.000]  沒時間照顧坤仔
[00:01:53.000 --> 00:01:55.000]  所以他十分放肆
[00:01:55.000 --> 00:01:57.000]  粗口連篇
[00:01:57.000 --> 00:01:59.000]  他剛剛在醫院的時候
[00:01:59.000 --> 00:02:01.000]  惹來不少麻煩
[00:02:01.000 --> 00:02:03.000]  首先是說他的粗口
[00:02:03.000 --> 00:02:05.000]  三字棍朗朗上口
[00:02:05.000 --> 00:02:07.000]  而且說得非常流利
[00:02:07.000 --> 00:02:09.000]  不加思索
[00:02:09.000 --> 00:02:11.000]  衝口而出
[00:02:11.000 --> 00:02:13.000]  其次他正式是賭蛋大王
[00:02:13.000 --> 00:02:16.000]  一個三歲的小朋友
[00:02:16.000 --> 00:02:19.000]  病人患上腎炎
[00:02:19.000 --> 00:02:21.000]  每天要在玻璃桶裏小便
[00:02:21.000 --> 00:02:23.000]  他居然在搞鬼
[00:02:23.000 --> 00:02:27.000]  把小朋友的尿倒給他喝
[00:02:27.000 --> 00:02:31.000]  氣得護士長七曉山嫣
[00:02:31.000 --> 00:02:33.000]  罰他坐在牆邊
[00:02:33.000 --> 00:02:35.000]  能夠想想自己
[00:02:35.000 --> 00:02:37.000]  為何這樣做
[00:02:37.000 --> 00:02:41.000]  叫他有沒有悔意
[00:02:41.000 --> 00:02:43.000]  但似乎他毫無悔意
[00:02:43.000 --> 00:02:46.000]  但坤仔最怕一件事
[00:02:46.000 --> 00:02:48.000]  就是他最怕打針
[00:02:48.000 --> 00:02:51.000]  有一次幾個護士和一個大嬸
[00:02:51.000 --> 00:02:54.000]  拿著手按著腳
[00:02:54.000 --> 00:02:56.000]  一同解開褲子
[00:02:56.000 --> 00:02:58.000]  就在鼻子裏打針
[00:02:58.000 --> 00:03:01.000]  他瘋狂掙扎
[00:03:01.000 --> 00:03:03.000]  破口大罵
[00:03:03.000 --> 00:03:05.000]  第二天一人捅一刀
[00:03:05.000 --> 00:03:07.000]  嚇得護士按著肩肘
[00:03:07.000 --> 00:03:10.000]  手一鬆就被他彈起來
[00:03:10.000 --> 00:03:13.000]  全病房的小朋友都怕他
[00:03:13.000 --> 00:03:16.000]  只有一個叫林明的女孩子
[00:03:16.000 --> 00:03:18.000]  不怕她
[00:03:18.000 --> 00:03:20.000]  林明也是十一歲
[00:03:20.000 --> 00:03:22.000]  她患上了風濕關節炎
[00:03:22.000 --> 00:03:25.000]  普通的消炎藥沒辦法
[00:03:25.000 --> 00:03:31.000]  要吃一種特效藥才能有效
[00:03:31.000 --> 00:03:33.000]  這藥吃了之後
[00:03:33.000 --> 00:03:35.000]  腫腫肥肥
[00:03:35.000 --> 00:03:37.000]  臉又肥
[00:03:37.000 --> 00:03:39.000]  手腳又肥
[00:03:39.000 --> 00:03:41.000]  體重一百五十磅
[00:03:41.000 --> 00:03:43.000]  所以坤仔就叫肥妹頭
[00:03:43.000 --> 00:03:45.000]  他也不介意
[00:03:45.000 --> 00:03:48.000]  但他看不慣坤仔的所為
[00:03:48.000 --> 00:03:50.000]  事上告狀
[00:03:50.000 --> 00:03:53.000]  坤仔對他也有幾分敬畏
[00:03:53.000 --> 00:03:56.000]  因為林明雖然事上告狀
[00:03:56.000 --> 00:03:58.000]  但他也關心
[00:03:58.000 --> 00:04:01.000]  這天醫生巡房
[00:04:01.000 --> 00:04:03.000]  坤仔一聲不響
[00:04:03.000 --> 00:04:07.000]  原來又是被林明告狀
[00:04:07.000 --> 00:04:09.000]  過了一個多月
[00:04:09.000 --> 00:04:13.000]  他似乎已經沒有像初來那樣
[00:04:13.000 --> 00:04:15.000]  惹是生非
[00:04:15.000 --> 00:04:17.000]  粗口獵鐵
[00:04:17.000 --> 00:04:21.000]  不過好像變得非常孤獨
[00:04:21.000 --> 00:04:23.000]  個個人都不想接近他
[00:04:23.000 --> 00:04:26.000]  只有林明可以接近他
[00:04:26.000 --> 00:04:29.000]  他們兩個真是歡喜怨駕
[00:04:29.000 --> 00:04:31.000]  經常吵架
[00:04:31.000 --> 00:04:34.000]  但又在一起
[00:04:34.000 --> 00:04:36.000]  每逢星期五的時候
[00:04:36.000 --> 00:04:38.000]  醫院有兒童報道會
[00:04:38.000 --> 00:04:40.000]  由一群熱心的護士帶領
[00:04:40.000 --> 00:04:44.000]  林明每次都帶坤仔去參加
[00:04:44.000 --> 00:04:46.000]  坤仔為何要進醫院呢?
[00:04:46.000 --> 00:04:49.000]  原來他患上了血癌
[00:04:49.000 --> 00:04:52.000]  而且是最嚴重的一種
[00:04:52.000 --> 00:04:55.000]  他沒有什麼希望可以出院
[00:04:55.000 --> 00:04:57.000]  四個月後
[00:04:57.000 --> 00:05:00.000]  病情開始惡化
[00:05:00.000 --> 00:05:02.000]  血癌開始不受控制
[00:05:02.000 --> 00:05:05.000]  肝和脾肌開始發大
[00:05:05.000 --> 00:05:07.000]  有密室供應
[00:05:07.000 --> 00:05:09.000]  他經常睡在床上
[00:05:09.000 --> 00:05:11.000]  這一晚
[00:05:11.000 --> 00:05:13.000]  阿祥當值
[00:05:13.000 --> 00:05:17.000]  坤仔一個人坐在床上睡著
[00:05:17.000 --> 00:05:19.000]  對醫生說
[00:05:19.000 --> 00:05:22.000]  「26號床的威仔前晚死了」
[00:05:22.000 --> 00:05:25.000]  「他跟我一樣是我的病」
[00:05:25.000 --> 00:05:27.000]  跟著他問
[00:05:27.000 --> 00:05:31.000]  「醫生,死的時候痛不痛?」
[00:05:31.000 --> 00:05:35.000]  「千一,林明出院了」
[00:05:35.000 --> 00:05:37.000]  「他特地來探望我」
[00:05:37.000 --> 00:05:41.000]  「他說耶穌基督是次人生的生命」
[00:05:41.000 --> 00:05:45.000]  「但醫生,我信心不足」
[00:05:45.000 --> 00:05:47.000]  「你可不可以幫我?」
[00:05:47.000 --> 00:05:49.000]  「跟我一起祈禱?」
[00:05:49.000 --> 00:05:52.000]  阿祥是一個基督徒
[00:05:52.000 --> 00:05:57.000]  於是就讓坤仔一起祈禱
[00:05:57.000 --> 00:05:59.000]  接受耶穌基督在他心裏
[00:05:59.000 --> 00:06:03.000]  做他個人救主和主宰
[00:06:03.000 --> 00:06:06.000]  他的病情一漸嚴重
[00:06:06.000 --> 00:06:10.000]  已經陷入半昏迷的狀態
[00:06:10.000 --> 00:06:12.000]  看他的樣子
[00:06:12.000 --> 00:06:15.000]  高聳的肋骨
[00:06:15.000 --> 00:06:18.000]  乾歇的嘴唇
[00:06:18.000 --> 00:06:21.000]  雙目凹陷
[00:06:21.000 --> 00:06:25.000]  聽見他低沉身上的聲音
[00:06:25.000 --> 00:06:27.000]  他對醫生說
[00:06:27.000 --> 00:06:30.000]  「我很想喝柒氣」
[00:06:30.000 --> 00:06:33.000]  醫生給了他柒氣
[00:06:33.000 --> 00:06:36.000]  他喝了一口
[00:06:36.000 --> 00:06:40.000]  糊糊塗塗睡著了
[00:06:40.000 --> 00:06:42.000]  口中還哭著
[00:06:42.000 --> 00:06:45.000]  「媽媽,媽媽」
[00:06:45.000 --> 00:06:47.000]  第二天
[00:06:47.000 --> 00:06:51.000]  他又死了
[00:06:51.000 --> 00:06:55.000]  看完這個故事我不禁會問
[00:06:55.000 --> 00:07:02.000]  究竟坤仔是活著還是早點離開這麼好呢?
[00:07:02.000 --> 00:07:05.000]  他一出生就已經沒有了外
[00:07:05.000 --> 00:07:07.000]  沒有了父母
[00:07:07.000 --> 00:07:09.000]  好像沒有了前途
[00:07:09.000 --> 00:07:12.000]  他似乎什麼都沒有
[00:07:12.000 --> 00:07:15.000]  和死了有什麼分別呢?
[00:07:15.000 --> 00:07:18.000]  尤其是他病了之後
[00:07:18.000 --> 00:07:20.000]  他一天就是打針抽血
[00:07:20.000 --> 00:07:23.000]  尿鹽水、抽筆水、抽腦脊水
[00:07:23.000 --> 00:07:26.000]  究竟做人有什麼意思呢?
[00:07:26.000 --> 00:07:29.000]  究竟他有什麼盼望呢?
[00:07:29.000 --> 00:07:31.000]  但是另一方面
[00:07:31.000 --> 00:07:34.000]  我們也看到美的一方面
[00:07:34.000 --> 00:07:36.000]  雖然年紀小
[00:07:36.000 --> 00:07:38.000]  但是他想到死亡
[00:07:38.000 --> 00:07:40.000]  想到永生的問題
[00:07:40.000 --> 00:07:43.000]  他更有機會藉著臨齡的愛生
[00:07:43.000 --> 00:07:47.000]  想到人生的終結
[00:07:47.000 --> 00:07:50.000]  得到永生的盼望
[00:07:50.000 --> 00:07:52.000]  其實在某個程度來說
[00:07:52.000 --> 00:07:55.000]  我們和坤仔沒有什麼分別
[00:07:55.000 --> 00:07:58.000]  雖然我們不需要睡天橋底
[00:07:58.000 --> 00:08:00.000]  我們不需要天天打針
[00:08:00.000 --> 00:08:02.000]  不需要抽筆水
[00:08:02.000 --> 00:08:04.000]  我們不需要住在醫院
[00:08:04.000 --> 00:08:06.000]  我們不像他那樣
[00:08:06.000 --> 00:08:08.000]  倒彈、說髒話
[00:08:08.000 --> 00:08:10.000]  但是我們和坤仔一樣
[00:08:10.000 --> 00:08:13.000]  每天都是做著黑板式的事
[00:08:13.000 --> 00:08:15.000]  上班、下班、吃飯、睡覺
[00:08:15.000 --> 00:08:17.000]  上班、下班、吃飯、睡覺
[00:08:17.000 --> 00:08:19.000]  年紀開始大
[00:08:19.000 --> 00:08:22.000]  更有一種日落黃昏的感覺
[00:08:22.000 --> 00:08:25.000]  我們一樣好像坤仔會問
[00:08:25.000 --> 00:08:28.000]  死的時候會不會痛?
[00:08:28.000 --> 00:08:31.000]  中國人很喜歡孔夫子這句話
[00:08:31.000 --> 00:08:34.000]  未知生,焉知死
[00:08:34.000 --> 00:08:36.000]  但是美國神學家田納克
[00:08:36.000 --> 00:08:39.000]  就把這句話反過來說
[00:08:39.000 --> 00:08:42.000]  未知死,焉知生
[00:08:42.000 --> 00:08:47.000]  我相信孔夫子的未知生,焉知死
[00:08:47.000 --> 00:08:51.000]  是叫我們中國人逃避死亡的事實
[00:08:51.000 --> 00:08:53.000]  我們不敢去面對
[00:08:53.000 --> 00:08:58.000]  中國人就用很多代名詞代死
[00:08:58.000 --> 00:09:04.000]  例如拉柴、回到舊時代、吃鹹鴨蛋等等
[00:09:04.000 --> 00:09:08.000]  如果我們對死亡逃避
[00:09:08.000 --> 00:09:10.000]  我們怎樣預備呢?
[00:09:10.000 --> 00:09:12.000]  田納克說的非常真實
[00:09:12.000 --> 00:09:14.000]  未知死,焉知生
[00:09:14.000 --> 00:09:16.000]  一個人知道死亡是什麼
[00:09:16.000 --> 00:09:18.000]  他會更有意義
[00:09:18.000 --> 00:09:23.000]  如果我們知道死後有永生的盼望
[00:09:23.000 --> 00:09:27.000]  我們活著的時候就會很不同
[00:09:27.000 --> 00:09:31.000]  英國有名的歷史學家安諾托米
[00:09:31.000 --> 00:09:33.000]  說了一句非常精彩的話
[00:09:33.000 --> 00:09:35.000]  世界上有很多事情無可測量
[00:09:35.000 --> 00:09:38.000]  但有一件事每個人都會知道
[00:09:38.000 --> 00:09:39.000]  這是什麼事情
[00:09:39.000 --> 00:09:41.000]  每個人有一天都會失去明天
[00:09:41.000 --> 00:09:43.000]  聰明人懂得去預備
[00:09:43.000 --> 00:09:46.000]  愚蠢人只懂得逃避
[00:09:46.000 --> 00:09:50.000]  今天我們面對生死問題的時候
[00:09:50.000 --> 00:09:53.000]  我們就逃避
[00:09:53.000 --> 00:09:58.000]  就用我們今天從耶穌基督所給我們的教訓
